source,target,stds,path,dis,sl,weight
001339db8ced4cf78829ebe8b145449d,001339db8ced4cf78829ebe8b145449d,89,521,0,1,3.123950578
001339db8ced4cf78829ebe8b145449d,452745e0366e42ae81561bfddebcc6c3,89,89,1,0,1.221890655
001339db8ced4cf78829ebe8b145449d,901e92500aea43c79f19f1b279050668,2,2,-1,0,0.83883692
00ae5f0c51874a73a41ebea838d95682,00ae5f0c51874a73a41ebea838d95682,58,188,0,1,1.657779387
00ae5f0c51874a73a41ebea838d95682,08111f75e22d409998cf8b85bd431f0a,7,8,7,0,0.865254419
00ae5f0c51874a73a41ebea838d95682,2d4e0ab0ef3b4d73b82c72d4621a7579,1,1,5,0,0.834434004
00ae5f0c51874a73a41ebea838d95682,37319e88176d4aefa91d7a9980dbae91,2,2,11,0,0.83883692
00ae5f0c51874a73a41ebea838d95682,3ec3a3563847406fa73338f9e9999cf3,1,1,16,0,0.834434004
00ae5f0c51874a73a41ebea838d95682,4280927ec4d643238aa49c32f9e06c6c,6,7,8,0,0.860851503
00ae5f0c51874a73a41ebea838d95682,6111116566fc4fd9abba409322bea245,2,2,3,0,0.83883692
00ae5f0c51874a73a41ebea838d95682,67a089198fcb4e1c8f2385786c2b296f,1,1,-62,0,0.834434004
00ae5f0c51874a73a41ebea838d95682,73039f8c1eb9409cb4caee2cf968001e,19,21,-1,0,0.922492334
00ae5f0c51874a73a41ebea838d95682,78adeee1fa2c4fe0bc73f7bca9fcee86,1,1,59,0,0.834434004
00ae5f0c51874a73a41ebea838d95682,8bdebf492ebd4e62b0d522e8ab5e5197,2,2,6,0,0.83883692
00ae5f0c51874a73a41ebea838d95682,a9ae0a3c070d455bb4369a8996313336,1,1,13,0,0.834434004
00ae5f0c51874a73a41ebea838d95682,ae5ac430ea254e708a6f5deaaf7464ae,1,1,-17,0,0.834434004
00ae5f0c51874a73a41ebea838d95682,b534b89233134e30a9b5645138bfa9ee,1,1,-60,0,0.834434004
00ae5f0c51874a73a41ebea838d95682,d391c8b6e56a43a7b654e9dee02d904b,98,209,2,0,1.750240633
00ae5f0c51874a73a41ebea838d95682,d646286c8051419bbc2e31dd1db55ca8,1,1,-34,0,0.834434004
00ae5f0c51874a73a41ebea838d95682,e20db35ced8544ddac5bc3839145e463,48,60,-10,0,1.094206077
00f61990949545828dd12f1303d47504,00f61990949545828dd12f1303d47504,64,178,0,1,1.613750222
00f61990949545828dd12f1303d47504,0c7262dff33c4087bc660ccf40f92f9c,6,6,-87,0,0.856448586
00f61990949545828dd12f1303d47504,1b4550d0dab04078b3bf08a655345bdc,1,1,117,0,0.834434004
00f61990949545828dd12f1303d47504,1c6721b1f63f4d30ba7746ea8af02a52,2,2,-35,0,0.83883692
00f61990949545828dd12f1303d47504,1ebf23f9d994469a85206e4c7b1bf5f5,1,1,-11,0,0.834434004
00f61990949545828dd12f1303d47504,28c171777c52431ab6b925073bd63d46,1,1,8,0,0.834434004
00f61990949545828dd12f1303d47504,2ae94c0cea4d480a9d5dca8fb1d7b542,4,4,-14,0,0.847642753
00f61990949545828dd12f1303d47504,41b0048dde734bb280bac6116baa8e27,3,3,3,0,0.843239837
00f61990949545828dd12f1303d47504,67a089198fcb4e1c8f2385786c2b296f,1,1,-217,0,0.834434004
00f61990949545828dd12f1303d47504,6e83e23f56544a19b94067c1c558d9c0,50,63,-9,0,1.107414826
00f61990949545828dd12f1303d47504,7028800abe7d4e27b613d1d6cbe26bf7,1,1,11,0,0.834434004
00f61990949545828dd12f1303d47504,8d7e0b55cf9849cda222a0f2440cec55,1,1,62,0,0.834434004
00f61990949545828dd12f1303d47504,94cecc3f1e7d484b8e068e79241dfd73,1,1,25,0,0.834434004
00f61990949545828dd12f1303d47504,b41c5a094a604ee0915327da5cc0beb7,2,2,4,0,0.83883692
00f61990949545828dd12f1303d47504,d546341988904f069cfa86b21457d9d9,26,32,-5,0,0.970924415
00f61990949545828dd12f1303d47504,d6d02b6ef04e4f17805504500b8ce441,2,2,119,0,0.83883692
00f61990949545828dd12f1303d47504,d989ebcfc12a4b669f0100dc1aa14f1e,8,11,-1,0,0.878463169
00f61990949545828dd12f1303d47504,df1de691dafe4549a18a4398ee9dfaf9,1,1,-117,0,0.834434004
00f61990949545828dd12f1303d47504,ead7bb4b64e247d2ae632ab8a296b091,88,88,2,0,1.217487738
00f61990949545828dd12f1303d47504,fa235f0f364d47e4ae1c87f47bf8e6ba,3,3,-4,0,0.843239837
017d7ca8e0394b91aaadc9574df2202c,017d7ca8e0394b91aaadc9574df2202c,1,1,0,1,0.834434004
017d7ca8e0394b91aaadc9574df2202c,07b44a7a51e94c78b411c753fc39dab0,2,2,-4,0,0.83883692
017d7ca8e0394b91aaadc9574df2202c,2ae94c0cea4d480a9d5dca8fb1d7b542,1,1,49,0,0.834434004
017d7ca8e0394b91aaadc9574df2202c,334c2344009840079b1d0e1b7ce3d5a7,1,1,12,0,0.834434004
017d7ca8e0394b91aaadc9574df2202c,5152833676bf4c6cb317060be10f68db,1,1,35,0,0.834434004
017d7ca8e0394b91aaadc9574df2202c,54e8e9f0ea3e45c4bf3b8ac799ee31b1,100,100,7,0,1.270322736
017d7ca8e0394b91aaadc9574df2202c,6cd2dcaac46847d4a0bc53f296d90375,6,6,1,0,0.856448586
017d7ca8e0394b91aaadc9574df2202c,a6c21bd8b95249c7972820a7a7d76aff,4,4,9,0,0.847642753
017d7ca8e0394b91aaadc9574df2202c,a875096404ef4a9984b62d74cda916f9,1,1,16,0,0.834434004
017d7ca8e0394b91aaadc9574df2202c,a9ac840f098c4bd0a2ee896214ce29cd,1,1,-25,0,0.834434004
017d7ca8e0394b91aaadc9574df2202c,ab11d94c6c8948ea90b88f19d2cd502b,5,6,-3,0,0.856448586
017d7ca8e0394b91aaadc9574df2202c,bb329d880ab54120adaf203a693bb203,5,5,10,0,0.85204567
017d7ca8e0394b91aaadc9574df2202c,c8e371568a0c4391b25796ae4e91952e,11,12,-7,0,0.882866085
017d7ca8e0394b91aaadc9574df2202c,d5e8e2bd12a2466b9d6d90855f0eb079,1,1,5,0,0.834434004
017d7ca8e0394b91aaadc9574df2202c,f9170dd6bc6442b4acd832747609b09a,25,30,6,0,0.962118582
017d7ca8e0394b91aaadc9574df2202c,f992451ed6ad4e68bb9e68ad6be7c4be,1,1,-1,0,0.834434004
01b2051f8941460d89945e3b02d1ce78,0c7262dff33c4087bc660ccf40f92f9c,2,2,-48,0,0.83883692
01b2051f8941460d89945e3b02d1ce78,1c6721b1f63f4d30ba7746ea8af02a52,8,8,4,0,0.865254419
01b2051f8941460d89945e3b02d1ce78,363837c182e04711840d896ae1e0339c,3,3,1,0,0.843239837
01b2051f8941460d89945e3b02d1ce78,7108f0e4c2584f1f9c471689ae4c885c,1,1,-9,0,0.834434004
01b2051f8941460d89945e3b02d1ce78,91125ca626c5470eb145501f8c37f8db,95,95,3,0,1.248308154
01b2051f8941460d89945e3b02d1ce78,be502a7a43c44bf7b682698de79d9369,2,3,-3,0,0.843239837
01b2051f8941460d89945e3b02d1ce78,be95c065e45447c1bd8215ea6f130c7a,10,10,2,0,0.874060252
01b2051f8941460d89945e3b02d1ce78,d7f13c8d63ec4e2aa673fbb9cf9c6933,16,19,-11,0,0.913686501
01b2051f8941460d89945e3b02d1ce78,f7fb1952f56b4189b86a9f8b7862d2b8,3,3,-2,0,0.843239837
02b3a1bead9244c1ba2f857c7da8f82a,02b3a1bead9244c1ba2f857c7da8f82a,76,144,0,1,1.464051062
02b3a1bead9244c1ba2f857c7da8f82a,1fd0f6dadbc14ebc965faf6122190b96,2,2,7,0,0.83883692
02b3a1bead9244c1ba2f857c7da8f82a,2b09a08242b54983aec7063990fb3f66,8,9,-8,0,0.869657336
02b3a1bead9244c1ba2f857c7da8f82a,33a9d248b2e44588a5b07fc1342b9bc2,7,8,3,0,0.865254419
02b3a1bead9244c1ba2f857c7da8f82a,3434c10e561d488a914e0f7d71907abd,1,1,-103,0,0.834434004
02b3a1bead9244c1ba2f857c7da8f82a,58fc9094275e4c49be3f4ba6d4acc0a4,42,49,-2,0,1.045773995
02b3a1bead9244c1ba2f857c7da8f82a,6206fc6479014bb193084c32409dc1b9,85,88,1,0,1.217487738
02b3a1bead9244c1ba2f857c7da8f82a,66baf19b6b904b70922329068c63746d,2,2,-32,0,0.83883692
02b3a1bead9244c1ba2f857c7da8f82a,687055dad9fc40c3982478fe33ec01bf,2,2,6,0,0.83883692
02b3a1bead9244c1ba2f857c7da8f82a,6a5f020451db426dacba9e2ea3fcc62a,91,125,2,0,1.380395648
02b3a1bead9244c1ba2f857c7da8f82a,901e92500aea43c79f19f1b279050668,1,1,34,0,0.834434004
02b3a1bead9244c1ba2f857c7da8f82a,9428d8bd9c5a47b2a235b254e5e27ded,1,1,44,0,0.834434004
02b3a1bead9244c1ba2f857c7da8f82a,a2b4bd40cee2481ebd3fc179d6a5cd62,1,1,9,0,0.834434004
02b3a1bead9244c1ba2f857c7da8f82a,b2f0d654738f48158edff28e8d3a546e,1,1,41,0,0.834434004
02b3a1bead9244c1ba2f857c7da8f82a,c1c1be90b2b14c1ab4a5e1ee3c241902,1,1,-1,0,0.834434004
02b3a1bead9244c1ba2f857c7da8f82a,c6f26bd420634f1cb7989e76fe6b16c0,1,1,4,0,0.834434004
0380cd76a7d44bc3a4da1f15e4d68f89,0380cd76a7d44bc3a4da1f15e4d68f89,85,212,0,1,1.763449383
0380cd76a7d44bc3a4da1f15e4d68f89,070600601c4c439288445d2f0724807d,51,70,-3,0,1.138235241
0380cd76a7d44bc3a4da1f15e4d68f89,1823b6de7d334a7aaabc4570719af4d9,10,11,-1,0,0.878463169
0380cd76a7d44bc3a4da1f15e4d68f89,23b7673c8b5443108c2ef09382834a86,94,165,1,0,1.556512308
0380cd76a7d44bc3a4da1f15e4d68f89,24cf8786024543f19b89bc20034e60d7,1,1,-12,0,0.834434004
0380cd76a7d44bc3a4da1f15e4d68f89,4660ff2089114e8db82ceb26a4f329e3,2,2,5,0,0.83883692
0380cd76a7d44bc3a4da1f15e4d68f89,4a29443515bb404cb8924e1c60a63b73,1,1,-155,0,0.834434004
0380cd76a7d44bc3a4da1f15e4d68f89,66baf19b6b904b70922329068c63746d,4,5,-64,0,0.85204567
0380cd76a7d44bc3a4da1f15e4d68f89,7bd5586eb9d8484eb74a433ee7bfe499,1,1,6,0,0.834434004
0380cd76a7d44bc3a4da1f15e4d68f89,901e92500aea43c79f19f1b279050668,4,4,2,0,0.847642753
0380cd76a7d44bc3a4da1f15e4d68f89,b2f0d654738f48158edff28e8d3a546e,2,2,9,0,0.83883692
0380cd76a7d44bc3a4da1f15e4d68f89,f67fbf45a5f146ed866965bc57c7c001,1,1,14,0,0.834434004
061c175cc90f45fbad883025394e78dd,061c175cc90f45fbad883025394e78dd,94,347,0,1,2.357843109
061c175cc90f45fbad883025394e78dd,66baf19b6b904b70922329068c63746d,1,1,-57,0,0.834434004
061c175cc90f45fbad883025394e78dd,9b9d0a249052413c869753b99682b0ac,4,4,-1,0,0.847642753
061c175cc90f45fbad883025394e78dd,dce46f8904594a62a6377a3587aaa663,90,91,-2,0,1.230696488
0680571d4698477995e41842c36a54b2,0680571d4698477995e41842c36a54b2,98,139,0,1,1.442036479
