source,target,stds,path,dis,sl,weight
001339db8ced4cf78829ebe8b145449d,001339db8ced4cf78829ebe8b145449d,26,145,0,1,1.062882534
001339db8ced4cf78829ebe8b145449d,452745e0366e42ae81561bfddebcc6c3,25,25,1,0,0.808999094
001339db8ced4cf78829ebe8b145449d,4660ff2089114e8db82ceb26a4f329e3,1,1,2,0,0.808999094
001339db8ced4cf78829ebe8b145449d,901e92500aea43c79f19f1b279050668,1,1,-1,0,1.665855705
00ae5f0c51874a73a41ebea838d95682,00ae5f0c51874a73a41ebea838d95682,14,82,0,1,0.808999094
00ae5f0c51874a73a41ebea838d95682,08111f75e22d409998cf8b85bd431f0a,1,1,7,0,0.819577571
00ae5f0c51874a73a41ebea838d95682,3ec3a3563847406fa73338f9e9999cf3,1,2,16,0,0.808999094
00ae5f0c51874a73a41ebea838d95682,4280927ec4d643238aa49c32f9e06c6c,1,1,8,0,0.808999094
00ae5f0c51874a73a41ebea838d95682,6111116566fc4fd9abba409322bea245,1,1,3,0,0.819577571
00ae5f0c51874a73a41ebea838d95682,62bff51286ef4f348717a3cf6fe2318f,1,2,19,0,0.808999094
00ae5f0c51874a73a41ebea838d95682,67a089198fcb4e1c8f2385786c2b296f,1,1,-62,0,0.893626907
00ae5f0c51874a73a41ebea838d95682,73039f8c1eb9409cb4caee2cf968001e,6,9,-1,0,0.808999094
00ae5f0c51874a73a41ebea838d95682,a9ae0a3c070d455bb4369a8996313336,1,1,13,0,1.359079881
00ae5f0c51874a73a41ebea838d95682,d391c8b6e56a43a7b654e9dee02d904b,27,53,2,0,0.808999094
00ae5f0c51874a73a41ebea838d95682,d646286c8051419bbc2e31dd1db55ca8,1,1,-34,0,1.031147104
00ae5f0c51874a73a41ebea838d95682,e20db35ced8544ddac5bc3839145e463,17,22,-10,0,1.316765975
00f61990949545828dd12f1303d47504,00f61990949545828dd12f1303d47504,20,49,0,1,0.819577571
00f61990949545828dd12f1303d47504,0c7262dff33c4087bc660ccf40f92f9c,2,2,-87,0,0.808999094
00f61990949545828dd12f1303d47504,0d987bed3ffa4ed0b9a2e62e97b7b30f,1,1,16,0,0.830156047
00f61990949545828dd12f1303d47504,2ae94c0cea4d480a9d5dca8fb1d7b542,2,3,-14,0,0.819577571
00f61990949545828dd12f1303d47504,41b0048dde734bb280bac6116baa8e27,2,2,3,0,0.808999094
00f61990949545828dd12f1303d47504,4a29443515bb404cb8924e1c60a63b73,1,1,29,0,1.094617964
00f61990949545828dd12f1303d47504,6e83e23f56544a19b94067c1c558d9c0,18,28,-9,0,0.808999094
00f61990949545828dd12f1303d47504,78adeee1fa2c4fe0bc73f7bca9fcee86,1,1,-96,0,0.925362338
00f61990949545828dd12f1303d47504,d546341988904f069cfa86b21457d9d9,6,12,-5,0,0.819577571
00f61990949545828dd12f1303d47504,d989ebcfc12a4b669f0100dc1aa14f1e,2,2,-1,0,1.062882534
00f61990949545828dd12f1303d47504,ead7bb4b64e247d2ae632ab8a296b091,25,25,2,0,0.840734524
00f61990949545828dd12f1303d47504,fa235f0f364d47e4ae1c87f47bf8e6ba,3,4,-4,0,0.840734524
017d7ca8e0394b91aaadc9574df2202c,0c7262dff33c4087bc660ccf40f92f9c,1,4,-24,0,0.808999094
017d7ca8e0394b91aaadc9574df2202c,334c2344009840079b1d0e1b7ce3d5a7,1,1,12,0,1.084039488
017d7ca8e0394b91aaadc9574df2202c,54e8e9f0ea3e45c4bf3b8ac799ee31b1,27,27,7,0,0.840734524
017d7ca8e0394b91aaadc9574df2202c,6cd2dcaac46847d4a0bc53f296d90375,1,4,1,0,0.808999094
017d7ca8e0394b91aaadc9574df2202c,ab11d94c6c8948ea90b88f19d2cd502b,1,1,-3,0,0.819577571
017d7ca8e0394b91aaadc9574df2202c,bb329d880ab54120adaf203a693bb203,1,2,10,0,0.819577571
017d7ca8e0394b91aaadc9574df2202c,c614a00911be4877a075f19315530fb0,2,2,8,0,0.861891477
017d7ca8e0394b91aaadc9574df2202c,c8e371568a0c4391b25796ae4e91952e,3,6,-7,0,0.914783861
017d7ca8e0394b91aaadc9574df2202c,f9170dd6bc6442b4acd832747609b09a,6,11,6,0,0.808999094
01b2051f8941460d89945e3b02d1ce78,09400e101c5d4b439cf9a26b03aae558,1,1,-7,0,0.808999094
01b2051f8941460d89945e3b02d1ce78,0c7262dff33c4087bc660ccf40f92f9c,1,1,-48,0,0.840734524
01b2051f8941460d89945e3b02d1ce78,1c6721b1f63f4d30ba7746ea8af02a52,4,4,4,0,0.819577571
01b2051f8941460d89945e3b02d1ce78,363837c182e04711840d896ae1e0339c,2,2,1,0,1.073461011
01b2051f8941460d89945e3b02d1ce78,91125ca626c5470eb145501f8c37f8db,24,26,3,0,0.808999094
01b2051f8941460d89945e3b02d1ce78,b860ee85d8bc4a2f97958cfb71be3533,1,1,-1,0,0.819577571
01b2051f8941460d89945e3b02d1ce78,be502a7a43c44bf7b682698de79d9369,2,2,-3,0,0.808999094
01b2051f8941460d89945e3b02d1ce78,be95c065e45447c1bd8215ea6f130c7a,1,1,2,0,0.851313001
01b2051f8941460d89945e3b02d1ce78,d7f13c8d63ec4e2aa673fbb9cf9c6933,3,5,-11,0,0.808999094
01b2051f8941460d89945e3b02d1ce78,ec341f459285443b8361f7f15638ff08,1,1,-4,0,0.819577571
01b2051f8941460d89945e3b02d1ce78,f7fb1952f56b4189b86a9f8b7862d2b8,1,2,-2,0,1.634120275
02b3a1bead9244c1ba2f857c7da8f82a,02b3a1bead9244c1ba2f857c7da8f82a,18,79,0,1,0.808999094
02b3a1bead9244c1ba2f857c7da8f82a,1fd0f6dadbc14ebc965faf6122190b96,1,1,7,0,0.808999094
02b3a1bead9244c1ba2f857c7da8f82a,24cf8786024543f19b89bc20034e60d7,1,1,20,0,0.851313001
02b3a1bead9244c1ba2f857c7da8f82a,2b09a08242b54983aec7063990fb3f66,5,5,-8,0,0.819577571
02b3a1bead9244c1ba2f857c7da8f82a,33a9d248b2e44588a5b07fc1342b9bc2,2,2,3,0,0.904205384
02b3a1bead9244c1ba2f857c7da8f82a,58fc9094275e4c49be3f4ba6d4acc0a4,7,10,-2,0,1.052304058
02b3a1bead9244c1ba2f857c7da8f82a,6206fc6479014bb193084c32409dc1b9,24,24,1,0,0.819577571
02b3a1bead9244c1ba2f857c7da8f82a,66baf19b6b904b70922329068c63746d,2,2,-32,0,0.808999094
02b3a1bead9244c1ba2f857c7da8f82a,67a089198fcb4e1c8f2385786c2b296f,1,1,-369,0,1.200402731
02b3a1bead9244c1ba2f857c7da8f82a,6a5f020451db426dacba9e2ea3fcc62a,26,38,2,0,0.808999094
02b3a1bead9244c1ba2f857c7da8f82a,bec48fc2e1294c7eb3d0aca780d731b8,1,1,12,0,1.306187498
0380cd76a7d44bc3a4da1f15e4d68f89,0380cd76a7d44bc3a4da1f15e4d68f89,22,48,0,1,0.967676244
0380cd76a7d44bc3a4da1f15e4d68f89,070600601c4c439288445d2f0724807d,14,16,-3,0,1.285030545
0380cd76a7d44bc3a4da1f15e4d68f89,23b7673c8b5443108c2ef09382834a86,27,46,1,0,0.808999094
0380cd76a7d44bc3a4da1f15e4d68f89,66baf19b6b904b70922329068c63746d,1,1,-64,0,0.808999094
0380cd76a7d44bc3a4da1f15e4d68f89,901e92500aea43c79f19f1b279050668,1,1,2,0,1.845689808
061c175cc90f45fbad883025394e78dd,061c175cc90f45fbad883025394e78dd,27,99,0,1,0.808999094
061c175cc90f45fbad883025394e78dd,9b9d0a249052413c869753b99682b0ac,1,1,-1,0,1.084039488
061c175cc90f45fbad883025394e78dd,dce46f8904594a62a6377a3587aaa663,26,27,-2,0,1.200402731
0680571d4698477995e41842c36a54b2,0680571d4698477995e41842c36a54b2,28,38,0,1,0.808999094
0680571d4698477995e41842c36a54b2,66b5e16f4f75454fb5b8172079f0fa83,1,1,-1,0,1.084039488
0680571d4698477995e41842c36a54b2,9112f2bffece48e08c6d2287be204085,27,27,1,0,0.830156047
0680571d4698477995e41842c36a54b2,e2911e79efc2420eac45d9f671463d4b,3,3,-8,0,1.115774918
06882a8492d9499aa31555567f575ecb,06882a8492d9499aa31555567f575ecb,28,30,0,1,0.808999094
06882a8492d9499aa31555567f575ecb,cc4ddef5bbbe48ebb605141b347c4ed1,1,1,2,0,0.808999094
06882a8492d9499aa31555567f575ecb,f03480cf4eba413194d7af52fc0e7f28,1,1,-2,0,1.073461011
06882a8492d9499aa31555567f575ecb,f293c508f409466a8f27ddd7d1e40b20,26,26,1,0,1.158088824
070600601c4c439288445d2f0724807d,0380cd76a7d44bc3a4da1f15e4d68f89,27,34,3,0,0.967676244
070600601c4c439288445d2f0724807d,070600601c4c439288445d2f0724807d,9,16,0,1,1.253295115
070600601c4c439288445d2f0724807d,1823b6de7d334a7aaabc4570719af4d9,23,43,2,0,0.808999094
070600601c4c439288445d2f0724807d,1b4550d0dab04078b3bf08a655345bdc,1,1,-64,0,0.872469954
070600601c4c439288445d2f0724807d,23b7673c8b5443108c2ef09382834a86,4,7,4,0,0.946519291
070600601c4c439288445d2f0724807d,24cf8786024543f19b89bc20034e60d7,13,14,-9,0,0.840734524
070600601c4c439288445d2f0724807d,4660ff2089114e8db82ceb26a4f329e3,3,4,8,0,0.840734524
070600601c4c439288445d2f0724807d,7bd5586eb9d8484eb74a433ee7bfe499,3,4,9,0,0.830156047
070600601c4c439288445d2f0724807d,8a7f26e690f34dda97be16904518ca99,3,3,10,0,0.808999094
070600601c4c439288445d2f0724807d,901e92500aea43c79f19f1b279050668,1,1,5,0,0.808999094
