id,percent_grade,date_joined,enroll_created_date,cert_status,in_analysis
a945133,0.99,04/11/2018 23:54,04/11/2018 23:54,Pass,1
a984395,0.2,04/12/2018 01:06,04/12/2018 01:06,,1
a119417,0.87,04/12/2018 06:32,04/12/2018 06:32,Pass,1
a957868,0.6,03/21/2017 16:32,04/12/2018 13:12,Pass,1
a387451,0.96,08/31/2016 14:58,04/12/2018 13:49,Pass,1
a204699,0.63,09/07/2016 01:13,04/12/2018 13:52,Pass,1
a230947,0.86,04/12/2018 13:56,04/12/2018 13:56,Pass,1
a355740,0.77,12/18/2017 20:37,04/12/2018 14:07,Pass,1
a738244,0.98,04/12/2018 14:11,04/12/2018 14:11,Pass,1
a433195,0.96,04/12/2018 16:34,04/12/2018 16:34,Pass,1
a293859,0.84,04/12/2018 16:48,04/12/2018 16:48,Pass,1
a875513,0.82,04/12/2018 16:55,04/12/2018 16:55,Pass,1
a586286,0.97,04/12/2018 17:09,04/12/2018 17:09,Pass,1
a475226,0.77,08/24/2016 12:41,04/12/2018 17:09,Pass,1
a897989,0.95,04/12/2018 17:21,04/12/2018 17:21,Pass,1
a959520,0.62,04/12/2018 17:22,04/12/2018 17:22,Pass,1
a358452,0.25,04/12/2018 17:47,04/12/2018 17:47,,1
a536322,0,04/12/2018 17:58,04/12/2018 17:58,,0
a106813,1,03/26/2018 15:22,04/12/2018 18:06,Pass,1
a405190,0.97,04/12/2018 18:38,04/12/2018 18:38,Pass,1
a209159,0.96,04/12/2018 18:31,04/12/2018 18:39,Pass,1
a871811,0.66,04/12/2018 19:11,04/12/2018 19:11,Pass,1
a453729,0.81,04/12/2018 19:15,04/12/2018 19:15,Pass,1
a684423,0.63,04/12/2018 19:44,04/12/2018 19:44,Pass,1
a967265,0.77,08/18/2016 19:08,04/12/2018 19:46,Pass,1
a459375,0.86,04/12/2018 19:53,04/12/2018 19:53,Pass,1
a607991,0.89,04/12/2018 19:54,04/12/2018 19:54,Pass,1
a399924,0.62,04/12/2018 20:03,04/12/2018 20:03,Pass,1
a278202,0.11,04/12/2018 19:54,04/12/2018 20:13,,1
a524123,0,01/25/2018 04:53,04/12/2018 20:15,,0
a980965,0.97,08/24/2016 16:52,04/12/2018 20:20,Pass,1
a994795,0.94,04/12/2018 18:05,04/12/2018 20:36,Pass,1
a819677,0.9,04/12/2018 20:37,04/12/2018 20:37,Pass,1
a507368,0.93,04/12/2018 20:38,04/12/2018 20:43,Pass,1
a186179,0.97,04/12/2018 20:55,04/12/2018 20:55,Pass,1
a721231,0.93,04/12/2018 21:23,04/12/2018 21:23,Pass,1
a574016,0.09,04/12/2018 21:28,04/12/2018 21:28,,1
a236668,0.32,04/12/2018 22:21,04/12/2018 22:21,,1
a915512,0.98,04/13/2018 00:19,04/13/2018 00:19,Pass,1
a211742,0.69,08/24/2016 18:04,04/13/2018 01:47,Pass,1
a651702,0.96,04/13/2018 12:22,04/13/2018 12:22,Pass,1
a403457,0.89,08/25/2016 19:19,04/13/2018 12:24,Pass,1
a132221,0.66,07/26/2016 20:57,04/13/2018 12:27,Pass,1
a119607,0.97,04/13/2018 12:33,04/13/2018 12:33,Pass,1
a693581,0.94,04/13/2018 13:37,04/13/2018 13:37,Pass,1
a515596,0.75,08/24/2017 17:36,04/13/2018 14:45,Pass,1
a321909,0.94,04/13/2018 14:53,04/13/2018 14:53,Pass,1
a798848,0.94,04/13/2018 14:59,04/13/2018 14:59,Pass,1
a757421,0.77,04/13/2018 15:00,04/13/2018 15:00,Pass,1
a453628,0.96,04/13/2018 15:06,04/13/2018 15:06,Pass,1
a758110,0.41,04/02/2018 14:56,04/13/2018 15:28,,1
a513770,0.72,04/13/2018 15:39,04/13/2018 15:39,Pass,1
a666301,0.24,04/13/2018 15:42,04/13/2018 15:42,,1
a712782,0.19,04/13/2018 15:34,04/13/2018 15:46,,1
a124956,0.85,04/13/2018 15:53,04/13/2018 15:53,Pass,1
a223287,0.98,04/13/2018 16:02,04/13/2018 16:02,Pass,1
a796337,0.41,04/13/2018 16:23,04/13/2018 16:23,,1
a654529,0.3,04/13/2018 16:24,04/13/2018 16:24,,1
a674449,0.98,04/13/2018 16:50,04/13/2018 16:50,Pass,1
a770503,0.99,04/13/2018 16:55,04/13/2018 16:55,Pass,1
a196485,0.05,08/25/2016 19:25,04/13/2018 16:58,,1
a724267,0.96,04/13/2018 17:32,04/13/2018 17:32,Pass,1
a829893,0.82,04/13/2018 17:49,04/13/2018 17:49,Pass,1
a287260,0.98,06/28/2013 01:22,04/13/2018 18:00,Pass,1
a110635,0.76,08/26/2016 08:06,04/13/2018 18:26,Pass,1
a303661,0.91,04/11/2018 14:37,04/13/2018 18:49,Pass,1
a996170,0.93,04/13/2018 19:19,04/13/2018 19:19,Pass,1
a628170,0.1,04/13/2018 20:23,04/13/2018 20:23,,1
a767408,0.98,04/13/2018 23:34,04/13/2018 23:34,Pass,1
a601756,0.91,08/24/2016 16:22,04/14/2018 00:27,Pass,1
a767999,0.41,01/03/2017 20:27,04/14/2018 00:39,,1
a455259,0.97,03/21/2018 15:59,04/14/2018 01:41,Pass,1
a732059,0.98,03/20/2018 16:08,04/14/2018 01:43,Pass,1
a779194,0.97,03/13/2018 13:43,04/14/2018 01:45,Pass,1
a437158,0.95,04/14/2018 02:50,04/14/2018 02:58,Pass,1
a100467,0.96,09/08/2016 15:39,04/14/2018 03:22,Pass,1
a938185,0.95,08/01/2016 18:45,04/14/2018 13:39,Pass,1
a196610,0.9,08/21/2017 16:57,04/14/2018 13:41,Pass,1
a759147,0.81,08/10/2016 17:34,04/14/2018 18:55,Pass,1
a541552,0.99,04/14/2018 19:47,04/14/2018 19:47,Pass,1
a468933,0.97,04/14/2018 20:38,04/14/2018 20:38,Pass,1
a389216,0.99,04/13/2018 14:40,04/15/2018 01:53,Pass,1
a845948,0.99,03/08/2018 21:58,04/15/2018 02:26,Pass,1
a413026,0.77,04/15/2018 17:37,04/15/2018 17:37,Pass,1
a437192,0.97,04/15/2018 19:50,04/15/2018 19:50,Pass,1
a216716,0.69,04/15/2018 20:01,04/15/2018 20:01,Pass,1
a901196,0.28,04/06/2018 18:21,04/16/2018 01:23,,1
a646746,0.96,04/13/2018 19:28,04/16/2018 01:52,Pass,1
a783196,0.99,04/16/2018 02:43,04/16/2018 02:43,Pass,1
a869233,0.62,04/12/2018 15:21,04/16/2018 09:04,Pass,1
a880477,0.92,04/16/2018 09:18,04/16/2018 09:18,Pass,1
a681694,0.82,04/16/2018 12:18,04/16/2018 12:18,Pass,1
a467432,0.99,04/16/2018 12:50,04/16/2018 12:50,Pass,1
a254643,0.95,04/16/2018 12:56,04/16/2018 12:56,Pass,1
a797011,0.23,04/16/2018 13:04,04/16/2018 13:04,,1
a174223,0.33,04/16/2018 13:12,04/16/2018 13:12,,1
a993787,0.72,04/16/2018 13:22,04/16/2018 13:22,Pass,1
a697164,0.98,04/16/2018 13:42,04/16/2018 13:42,Pass,1
a938947,0.87,04/16/2018 13:54,04/16/2018 13:54,Pass,1
a344381,0.99,04/16/2018 14:01,04/16/2018 14:02,Pass,1
a823995,0.75,04/16/2018 14:24,04/16/2018 14:24,Pass,1
a984211,0.99,04/16/2018 14:35,04/16/2018 14:35,Pass,1
a456807,0.2,04/16/2018 14:41,04/16/2018 14:41,,1
a489783,0.96,04/16/2018 14:55,04/16/2018 14:55,Pass,1
a768740,0.84,03/21/2018 15:03,04/16/2018 15:30,Pass,1
a413356,0.99,04/16/2018 15:56,04/16/2018 15:56,Pass,1
a700256,0.69,08/09/2016 18:18,04/16/2018 15:58,Pass,1
a490007,1,04/16/2018 16:00,04/16/2018 16:00,Pass,1
a907014,0.96,04/16/2018 16:05,04/16/2018 16:05,Pass,1
a249519,0.96,04/16/2018 16:30,04/16/2018 16:30,Pass,1
a843558,0.68,04/16/2018 16:32,04/16/2018 16:32,Pass,1
a820403,0.7,04/16/2018 16:37,04/16/2018 16:37,Pass,1
a568028,0.82,03/12/2018 12:58,04/16/2018 17:00,Pass,1
a456781,0.82,04/16/2018 17:05,04/16/2018 17:05,Pass,1
a367702,0.99,04/16/2018 17:08,04/16/2018 17:08,Pass,1
a992602,0.79,04/16/2018 17:09,04/16/2018 17:09,Pass,1
a358929,0.98,09/08/2017 21:36,04/16/2018 17:09,Pass,1
a324598,0.93,04/16/2018 17:16,04/16/2018 17:16,Pass,1
a686767,0.9,03/08/2018 18:00,04/16/2018 17:23,Pass,1
a203479,0.97,04/16/2018 17:26,04/16/2018 17:26,Pass,1
a694915,0.79,04/16/2018 17:27,04/16/2018 17:27,Pass,1
a558636,0.95,04/16/2018 17:27,04/16/2018 17:27,Pass,1
a942673,0.91,04/16/2018 17:27,04/16/2018 17:27,Pass,1
a530145,0.75,03/09/2018 16:58,04/16/2018 17:28,Pass,1
a271308,0.97,04/16/2018 17:32,04/16/2018 17:32,Pass,1
a771314,0.68,03/09/2018 18:36,04/16/2018 17:39,Pass,1
a685843,0.69,03/09/2018 21:26,04/16/2018 17:40,Pass,1
a154158,0.97,04/16/2018 17:48,04/16/2018 17:48,Pass,1
a305209,0.93,03/09/2018 20:21,04/16/2018 17:53,Pass,1
a467405,0.98,02/18/2015 20:27,04/16/2018 17:55,Pass,1
a727927,0.88,03/13/2018 15:38,04/16/2018 18:02,Pass,1
a482568,0.68,04/16/2018 18:19,04/16/2018 18:19,Pass,1
a163089,0.71,04/16/2018 18:26,04/16/2018 18:26,Pass,1
a543024,0.76,03/09/2018 18:39,04/16/2018 18:30,Pass,1
a145782,0.98,03/21/2018 15:24,04/16/2018 18:32,Pass,1
a366431,0.99,04/16/2018 18:33,04/16/2018 18:33,Pass,1
a256319,0.95,03/15/2018 13:36,04/16/2018 18:34,Pass,1
a510546,0.93,04/16/2018 18:36,04/16/2018 18:36,Pass,1
a987702,0.93,03/09/2018 22:15,04/16/2018 18:37,Pass,1
a111731,0.98,03/12/2018 13:13,04/16/2018 18:39,Pass,1
a613948,0.44,03/15/2018 20:01,04/16/2018 18:40,,1
a190211,0.11,04/16/2018 18:44,04/16/2018 18:44,,1
a694159,0.99,04/16/2018 18:41,04/16/2018 18:46,Pass,1
a783547,0.99,04/16/2018 18:56,04/16/2018 18:56,Pass,1
a806690,0.94,04/16/2018 19:00,04/16/2018 19:01,Pass,1
a924276,0.91,04/16/2018 19:10,04/16/2018 19:10,Pass,1
a483925,0.99,03/09/2018 19:08,04/16/2018 19:12,Pass,1
a758083,0.6,04/16/2018 19:16,04/16/2018 19:16,Pass,1
a765001,0.68,04/16/2018 19:20,04/16/2018 19:20,Pass,1
a944683,0.91,03/16/2018 16:03,04/16/2018 19:21,Pass,1
a102270,0.98,04/16/2018 19:22,04/16/2018 19:22,Pass,1
a840451,0.3,04/16/2018 19:22,04/16/2018 19:22,,1
a141313,0.83,04/16/2018 19:22,04/16/2018 19:22,Pass,1
a506710,0.71,04/16/2018 19:23,04/16/2018 19:23,Pass,1
a486564,0.97,03/16/2018 13:58,04/16/2018 19:25,Pass,1
a774196,0.99,04/16/2018 19:31,04/16/2018 19:31,Pass,1
a829847,0.92,03/16/2018 17:08,04/16/2018 19:36,Pass,1
a928586,0.95,04/16/2018 19:39,04/16/2018 19:39,Pass,1
a567728,0.99,04/16/2018 19:39,04/16/2018 19:39,Pass,1
a635665,0.99,03/20/2018 03:18,04/16/2018 19:46,Pass,1
a228366,0.77,03/16/2018 16:08,04/16/2018 19:48,Pass,1
a678282,0.9,03/19/2018 13:32,04/16/2018 19:53,Pass,1
a338703,0.63,03/08/2018 21:04,04/16/2018 20:23,Pass,1
a124512,0.97,03/16/2018 17:58,04/16/2018 20:24,Pass,1
a173658,0.98,03/14/2018 13:16,04/16/2018 20:31,Pass,1
a289922,0.74,04/16/2018 20:30,04/16/2018 20:32,Pass,1
a718501,0.98,04/16/2018 20:39,04/16/2018 20:39,Pass,1
a769678,0.83,04/16/2018 20:36,04/16/2018 20:43,Pass,1
a281900,0.7,03/16/2018 17:04,04/16/2018 20:44,Pass,1
a660059,0.97,03/23/2018 15:09,04/16/2018 20:50,Pass,1
a171542,0.98,03/22/2018 16:12,04/16/2018 20:51,Pass,1
a798491,0.96,04/16/2018 20:52,04/16/2018 20:52,Pass,1
a885699,0.88,04/16/2018 21:14,04/16/2018 21:14,Pass,1
a590345,0.49,04/16/2018 21:22,04/16/2018 21:22,,1
a392379,0.95,04/16/2018 21:25,04/16/2018 21:25,Pass,1
a632161,1,03/21/2018 13:51,04/16/2018 21:26,Pass,1
a405614,0.97,04/16/2018 22:00,04/16/2018 22:00,Pass,1
a672410,0.98,04/16/2018 22:04,04/16/2018 22:04,Pass,1
a109296,0.97,04/16/2018 22:30,04/16/2018 22:30,Pass,1
a707497,0.72,04/16/2018 22:30,04/16/2018 22:30,Pass,1
a695055,0.93,03/12/2018 13:36,04/16/2018 23:15,Pass,1
a753133,0.9,03/29/2018 21:58,04/16/2018 23:19,Pass,1
a861599,0.95,04/17/2018 00:00,04/17/2018 00:00,Pass,1
a504719,0.98,03/28/2018 16:32,04/17/2018 00:06,Pass,1
a363982,0.92,07/27/2016 15:14,04/17/2018 00:24,Pass,1
a699385,0.77,03/23/2018 23:01,04/17/2018 00:40,Pass,1
a880648,0.99,03/22/2018 14:08,04/17/2018 01:09,Pass,1
a149382,0.75,04/17/2018 01:43,04/17/2018 01:43,Pass,1
a472912,0.97,04/17/2018 03:16,04/17/2018 03:16,Pass,1
a420493,0.88,04/17/2018 10:54,04/17/2018 10:54,Pass,1
a832399,0.99,04/06/2018 17:48,04/17/2018 10:57,Pass,1
a376288,0.61,04/12/2018 13:18,04/17/2018 10:58,Pass,1
a585958,0.84,04/17/2018 12:19,04/17/2018 12:19,Pass,1
a812216,0.92,04/17/2018 12:28,04/17/2018 12:28,Pass,1
a982685,0.99,04/17/2018 12:34,04/17/2018 12:34,Pass,1
a904191,0.93,04/17/2018 12:50,04/17/2018 12:50,Pass,1
a845090,0.51,04/17/2018 12:59,04/17/2018 12:59,,1
a944324,0.95,04/17/2018 13:02,04/17/2018 13:02,Pass,1
a914847,0.99,04/17/2018 13:04,04/17/2018 13:04,Pass,1
a695707,0.79,04/17/2018 13:09,04/17/2018 13:09,Pass,1
a434931,0.82,04/06/2018 15:30,04/17/2018 13:15,Pass,1
a181250,0.88,04/17/2018 13:20,04/17/2018 13:20,Pass,1
a149703,0.7,03/23/2018 13:35,04/17/2018 13:32,Pass,1
a151750,0.92,04/17/2018 13:34,04/17/2018 13:34,Pass,1
a410790,0.9,04/13/2018 18:05,04/17/2018 13:34,Pass,1
a425134,0.88,04/05/2018 13:56,04/17/2018 13:36,Pass,1
a701628,0.96,03/23/2018 18:17,04/17/2018 13:39,Pass,1
a888029,0.87,04/06/2018 14:41,04/17/2018 13:43,Pass,1
a498191,0.98,04/13/2018 04:00,04/17/2018 13:45,Pass,1
a234577,0.96,04/10/2018 16:33,04/17/2018 13:46,Pass,1
a393865,0.78,04/09/2018 23:05,04/17/2018 13:49,Pass,1
a138976,0.27,04/17/2018 13:49,04/17/2018 13:49,,1
a565333,0.96,04/17/2018 13:44,04/17/2018 13:50,Pass,1
a268066,0.96,04/16/2018 20:46,04/17/2018 13:52,Pass,1
a772967,0.93,08/12/2016 18:59,04/17/2018 13:54,Pass,1
a902990,0.61,02/22/2017 16:41,04/17/2018 13:59,Pass,1
a543011,0.97,04/17/2018 14:17,04/17/2018 14:17,Pass,1
a206659,0.99,04/17/2018 14:18,04/17/2018 14:18,Pass,1
a165764,0.44,09/02/2016 04:16,04/17/2018 14:20,,1
a941141,0.98,04/17/2018 14:21,04/17/2018 14:21,Pass,1
a503742,0.61,04/17/2018 14:25,04/17/2018 14:25,Pass,1
a257737,0.85,01/14/2017 15:20,04/17/2018 14:29,Pass,1
a615833,0.8,04/17/2018 14:34,04/17/2018 14:34,Pass,1
a505627,0.99,04/17/2018 14:34,04/17/2018 14:34,Pass,1
a370204,0.62,08/31/2017 15:06,04/17/2018 14:38,Pass,1
a751053,0.99,04/17/2018 14:39,04/17/2018 14:39,Pass,1
a461605,0.67,04/17/2018 14:47,04/17/2018 14:47,Pass,1
a408115,0.83,04/17/2018 14:49,04/17/2018 14:49,Pass,1
a911802,0.95,04/17/2018 14:50,04/17/2018 14:50,Pass,1
a752493,0.16,09/19/2016 21:58,04/17/2018 14:53,,1
a917983,0.84,04/17/2018 14:58,04/17/2018 14:58,Pass,1
a799328,0.97,03/20/2018 16:49,04/17/2018 15:14,Pass,1
a659617,0.91,04/17/2018 15:15,04/17/2018 15:17,Pass,1
a461598,0.7,04/17/2018 15:19,04/17/2018 15:19,Pass,1
a464001,0.92,04/17/2018 15:20,04/17/2018 15:20,Pass,1
a614118,0.68,04/17/2018 15:25,04/17/2018 15:25,Pass,1
a813932,0.92,04/17/2018 15:32,04/17/2018 15:33,Pass,1
a261660,0.28,07/25/2016 13:19,04/17/2018 15:40,,1
a412118,0.99,04/17/2018 15:51,04/17/2018 15:51,Pass,1
a953128,0.97,04/17/2018 16:14,04/17/2018 16:14,Pass,1
a290819,0.66,03/15/2018 19:47,04/17/2018 16:14,Pass,1
a875734,0.88,04/17/2018 16:24,04/17/2018 16:24,Pass,1
a324929,0.89,04/16/2018 03:02,04/17/2018 16:28,Pass,1
a364404,0.66,04/17/2018 16:34,04/17/2018 16:34,Pass,1
a968446,0.7,04/17/2018 16:41,04/17/2018 16:41,Pass,1
a185087,0.74,04/17/2018 16:46,04/17/2018 16:46,Pass,1
a516740,0.99,04/17/2018 16:47,04/17/2018 16:47,Pass,1
a516164,0.68,04/17/2018 17:01,04/17/2018 17:01,Pass,1
a889015,0.97,03/16/2018 14:12,04/17/2018 17:07,Pass,1
a750168,0.99,04/17/2018 17:13,04/17/2018 17:13,Pass,1
a623678,0.99,04/17/2018 17:37,04/17/2018 17:37,Pass,1
a206136,0.69,04/17/2018 17:49,04/17/2018 17:49,Pass,1
a743219,1,04/17/2018 17:51,04/17/2018 17:51,Pass,1
a660618,0.99,04/17/2018 18:49,04/17/2018 18:49,Pass,1
a279439,0.28,03/15/2018 20:38,04/17/2018 19:06,,1
a311119,0.99,04/12/2018 20:23,04/17/2018 19:08,Pass,1
a174846,0.97,04/17/2018 19:22,04/17/2018 19:22,Pass,1
a134959,0.98,04/17/2018 19:28,04/17/2018 19:28,Pass,1
a837458,0.63,04/17/2018 19:44,04/17/2018 19:44,Pass,1
a802300,0.98,04/17/2018 19:47,04/17/2018 19:47,Pass,1
a534510,0.97,04/17/2018 19:56,04/17/2018 19:56,Pass,1
a826347,0.99,04/17/2018 19:59,04/17/2018 19:59,Pass,1
a338407,0.98,04/17/2018 21:16,04/17/2018 21:16,Pass,1
a667189,0.99,04/17/2018 21:45,04/17/2018 21:45,Pass,1
a970731,0.46,04/17/2018 22:28,04/17/2018 22:28,,1
a771885,0.82,03/30/2018 16:24,04/17/2018 23:50,Pass,1
a934990,0.98,04/02/2018 18:17,04/17/2018 23:52,Pass,1
a706484,0.76,04/02/2018 20:19,04/17/2018 23:56,Pass,1
a674815,0,04/18/2018 00:02,04/18/2018 00:02,,0
a715272,0.99,04/18/2018 00:02,04/18/2018 00:02,Pass,1
a634552,0.93,09/13/2016 17:31,04/18/2018 00:09,Pass,1
a111821,0.95,04/18/2018 00:49,04/18/2018 00:49,Pass,1
a524537,0.88,04/18/2018 01:06,04/18/2018 01:06,Pass,1
a107289,0.78,08/15/2017 15:31,04/18/2018 01:16,Pass,1
a862706,0.96,04/18/2018 01:55,04/18/2018 01:55,Pass,1
a328330,0.97,04/18/2018 02:08,04/18/2018 02:08,Pass,1
a951021,0.99,03/27/2018 18:15,04/18/2018 02:23,Pass,1
a982184,0.99,03/23/2018 15:06,04/18/2018 02:31,Pass,1
a130556,0.98,04/18/2018 04:21,04/18/2018 04:21,Pass,1
a792064,0.85,04/18/2018 10:50,04/18/2018 10:50,Pass,1
a739732,0.33,04/18/2018 11:54,04/18/2018 11:54,,1
a837594,0.89,04/18/2018 12:12,04/18/2018 12:12,Pass,1
a333384,0.52,04/18/2018 12:21,04/18/2018 12:21,,1
a337532,0.98,04/18/2018 12:24,04/18/2018 12:24,Pass,1
a930229,0.84,04/18/2018 12:37,04/18/2018 12:37,Pass,1
a322391,0.97,04/18/2018 12:54,04/18/2018 12:54,Pass,1
a498979,0.28,04/18/2018 13:15,04/18/2018 13:15,,1
a664900,0.3,04/18/2018 13:34,04/18/2018 13:34,,1
a587084,0.98,04/18/2018 13:38,04/18/2018 13:38,Pass,1
a119126,0.65,08/15/2016 15:39,04/18/2018 14:31,Pass,1
a408929,0.39,04/18/2018 14:48,04/18/2018 14:48,,1
a319645,0.69,09/14/2016 14:49,04/18/2018 14:57,Pass,1
a662843,0.65,04/18/2018 14:59,04/18/2018 14:59,Pass,1
a248494,0.91,08/18/2016 15:46,04/18/2018 15:00,Pass,1
a418564,0.96,04/18/2018 15:46,04/18/2018 15:46,Pass,1
a709300,0.97,04/18/2018 15:46,04/18/2018 15:46,Pass,1
a630996,0.97,04/18/2018 16:00,04/18/2018 16:00,Pass,1
a545148,0.97,04/18/2018 16:10,04/18/2018 16:10,Pass,1
a147196,0.97,04/17/2018 17:00,04/18/2018 16:15,Pass,1
a240584,0.95,04/18/2018 16:19,04/18/2018 16:19,Pass,1
a410784,0.99,04/13/2018 15:24,04/18/2018 16:26,Pass,1
a326896,0.97,05/02/2017 16:07,04/18/2018 16:27,Pass,1
a913885,0.76,09/02/2016 17:00,04/18/2018 16:29,Pass,1
a880017,0.67,02/16/2012 12:36,04/18/2018 16:30,Pass,1
a184079,0.5,04/18/2018 16:31,04/18/2018 16:31,,1
a991005,0.95,04/18/2018 17:09,04/18/2018 17:09,Pass,1
a786398,0.95,08/01/2016 19:02,04/18/2018 17:14,Pass,1
a880898,0.79,04/18/2018 17:47,04/18/2018 17:47,Pass,1
a979440,0.96,03/09/2018 17:53,04/18/2018 18:32,Pass,1
a495860,0.96,03/20/2017 15:28,04/18/2018 19:28,Pass,1
a141326,0.91,04/18/2018 19:29,04/18/2018 19:29,Pass,1
a788053,0.76,04/18/2018 21:07,04/18/2018 21:07,Pass,1
a602126,0.23,04/18/2018 22:39,04/18/2018 22:39,,1
a539554,1,04/18/2018 22:49,04/18/2018 22:49,Pass,1
a693514,0.49,04/19/2018 12:43,04/19/2018 12:43,,1
a194655,0.95,04/17/2018 23:20,04/19/2018 14:04,Pass,1
a874691,0.8,04/19/2018 14:44,04/19/2018 14:44,Pass,1
a330349,0.81,04/19/2018 14:46,04/19/2018 14:46,Pass,1
a644328,0.96,09/12/2016 00:28,04/19/2018 14:47,Pass,1
a599977,0.97,04/19/2018 16:56,04/19/2018 16:56,Pass,1
a799090,0.92,04/19/2018 17:48,04/19/2018 17:48,Pass,1
a598619,0.77,04/19/2018 18:32,04/19/2018 18:32,Pass,1
a166619,0,03/23/2018 18:00,04/19/2018 18:47,,0
a882680,0.65,04/19/2018 19:53,04/19/2018 19:53,Pass,1
a524192,0.8,04/19/2018 21:57,04/19/2018 21:57,Pass,1
a751460,0.88,04/20/2018 01:19,04/20/2018 01:19,Pass,1
a154181,0.08,04/20/2018 04:28,04/20/2018 04:28,,1
a235837,0.32,04/20/2018 10:38,04/20/2018 10:40,,1
a754021,0.99,04/20/2018 13:31,04/20/2018 13:31,Pass,1
a771849,0.97,08/04/2016 18:18,04/20/2018 15:40,Pass,1
a471483,0.87,04/20/2018 15:44,04/20/2018 15:44,Pass,1
a569598,0.97,04/20/2018 16:34,04/20/2018 16:34,Pass,1
a663355,0.83,04/20/2018 16:35,04/20/2018 16:35,Pass,1
a705291,0.9,04/20/2018 17:07,04/20/2018 17:07,Pass,1
a262212,0.89,04/20/2018 17:25,04/20/2018 17:25,Pass,1
a778056,0.91,04/20/2018 17:33,04/20/2018 17:33,Pass,1
a500757,0.98,04/20/2018 17:35,04/20/2018 17:35,Pass,1
a895861,0.26,04/20/2018 18:49,04/20/2018 18:49,,1
a178907,0.94,04/20/2018 18:54,04/20/2018 18:54,Pass,1
a943184,0.99,03/09/2018 03:14,04/20/2018 18:56,Pass,1
a276597,0.65,04/20/2018 19:23,04/20/2018 19:23,Pass,1
a202163,0.83,04/20/2018 20:10,04/20/2018 20:10,Pass,1
a792622,0.96,04/20/2018 21:23,04/20/2018 21:23,Pass,1
a812149,0.78,04/20/2018 21:45,04/20/2018 21:45,Pass,1
a518099,0.73,04/20/2018 22:54,04/20/2018 22:54,Pass,1
a902122,0,04/20/2018 23:09,04/20/2018 23:09,,0
a901807,0.83,04/21/2018 20:39,04/21/2018 20:39,Pass,1
a686417,0.95,04/22/2018 17:47,04/22/2018 17:47,Pass,1
a447639,0.96,04/22/2018 18:28,04/22/2018 18:28,Pass,1
a586728,0.98,08/02/2016 18:55,04/23/2018 02:05,Pass,1
a637517,0.95,04/23/2018 02:27,04/23/2018 02:27,Pass,1
a920598,0.43,04/23/2018 08:47,04/23/2018 08:47,,1
a403911,0.66,04/23/2018 11:18,04/23/2018 11:18,Pass,1
a379658,0.7,04/23/2018 13:30,04/23/2018 13:30,Pass,1
a499654,0.95,03/14/2017 21:12,04/23/2018 13:33,Pass,1
a168614,0.84,04/23/2018 14:06,04/23/2018 14:06,Pass,1
a420611,0.97,04/23/2018 14:38,04/23/2018 14:38,Pass,1
a441276,0.98,04/23/2018 15:31,04/23/2018 15:31,Pass,1
a861430,0.94,04/23/2018 15:44,04/23/2018 15:44,Pass,1
a742239,0,04/23/2018 15:52,04/23/2018 15:52,,0
a707961,0.67,08/01/2017 15:06,04/23/2018 16:06,Pass,1
a307483,0.99,04/23/2018 16:25,04/23/2018 16:25,Pass,1
a395184,0.89,04/23/2018 16:35,04/23/2018 16:35,Pass,1
a842995,0.96,04/23/2018 17:23,04/23/2018 17:23,Pass,1
a209595,0.83,04/23/2018 17:49,04/23/2018 17:49,Pass,1
a867869,0.99,04/23/2018 19:08,04/23/2018 19:26,Pass,1
a261359,0.29,04/23/2018 19:38,04/23/2018 19:38,,1
a834820,0.84,04/23/2018 20:05,04/23/2018 20:05,Pass,1
a167438,0.79,04/23/2018 21:04,04/23/2018 21:04,Pass,1
a642531,0.93,04/23/2018 21:27,04/23/2018 21:27,Pass,1
a760485,0.92,04/23/2018 23:13,04/23/2018 23:13,Pass,1
a311998,0.95,04/23/2018 23:14,04/23/2018 23:14,Pass,1
a438529,0.3,04/24/2018 00:24,04/24/2018 00:24,,1
a811292,0.83,04/24/2018 01:23,04/24/2018 01:23,Pass,1
a806907,0.91,04/24/2018 04:30,04/24/2018 04:30,Pass,1
a936959,0.99,04/24/2018 11:13,04/24/2018 11:13,Pass,1
a102692,0.96,04/24/2018 11:50,04/24/2018 11:50,Pass,1
a141567,0.8,04/24/2018 12:55,04/24/2018 12:55,Pass,1
a755125,0.93,04/24/2018 13:56,04/24/2018 13:56,Pass,1
a640724,0.94,04/24/2018 15:30,04/24/2018 15:30,Pass,1
a541046,0.99,04/24/2018 16:44,04/24/2018 16:44,Pass,1
a147672,0.77,08/18/2016 18:25,04/24/2018 17:27,Pass,1
a566257,0.86,09/13/2016 18:01,04/24/2018 17:40,Pass,1
a480988,0.96,04/24/2018 18:01,04/24/2018 18:01,Pass,1
a703525,0.8,08/14/2017 16:42,04/24/2018 18:12,Pass,1
a613284,0.62,03/19/2018 16:09,04/24/2018 18:42,Pass,1
a288863,0.91,04/24/2018 18:43,04/24/2018 18:43,Pass,1
a134723,0.84,04/24/2018 19:44,04/24/2018 19:44,Pass,1
a288481,0.71,04/24/2018 20:10,04/24/2018 20:10,Pass,1
a823362,0.99,04/23/2018 22:47,04/24/2018 21:07,Pass,1
a172005,0.79,09/01/2016 03:33,04/25/2018 13:24,Pass,1
a866925,0.99,04/25/2018 14:35,04/25/2018 14:35,Pass,1
