source,target,weight
5fc036d992354184aea63c6a2b129671,6223568957ad410cb2ab109abb9d7af1,5
5fe15241fc4840f1a7fb294182265c39,043d02d4e89541cdb2c73ca0d2eca377,10
5fe15241fc4840f1a7fb294182265c39,1afa468dc7ce4b91a590366c2a697707,15
5fe15241fc4840f1a7fb294182265c39,2ad839c226ab44539d98e2a1e84e439f,5
5fe15241fc4840f1a7fb294182265c39,b30f0577ae11446a85aff7721bcfcf2f,5
5fe15241fc4840f1a7fb294182265c39,c69e8c4f31b84da1819bfbd83719e7d2,5
5fe15241fc4840f1a7fb294182265c39,fbff5d65e2ba477286d4f60832b5cbe1,5
5fe15241fc4840f1a7fb294182265c39,ff73702131d54ec09850f59896e5bb5b,5
604cd4d206d940269789ea412845f1e8,22b9e7f1eabc4cb28d8af1feaa0bc27d,5
60fdad9fc19541e3b135991de184af75,2bbb47defdd44b6e95be6aff50d550d1,10
60fdad9fc19541e3b135991de184af75,b9efe6f2b024489bb02fc090d4a17a65,10
60fdad9fc19541e3b135991de184af75,f1bcf42b778e4691b9e5823e206a61a3,5
611f718731804acf8b5f757f24bcdf64,797a6e6ad6a9498396d577b377aec258,5
6125768f1d5e42fb883dbc1aaa84223c,39d452015e8545798e59a5722b3926e6,10
61726452154f4dfb8d7de5fbf5555548,dc5e8bc347d747b0903d532e2eb2b2ab,5
61856830155142bcaeace6aa59bd78ff,1016f8c2803e4955b2ecb470241bcd95,5
61856830155142bcaeace6aa59bd78ff,861189817e874a78b48adb13db4dd352,5
61856830155142bcaeace6aa59bd78ff,b62c41bd1f7041b8af6a7c1ba244ed04,5
61856830155142bcaeace6aa59bd78ff,f732776055a94d8d8fd501519588bcc8,10
6209866a51f94d1982106374115c7594,8ecebe22b81a4779b6aa4c03baa79bb1,15
6223568957ad410cb2ab109abb9d7af1,c19b76c838684b42a5ad229ce72f2e95,5
631404452a894b47949846af85b65a75,8a10cc79e71240fbbaef15137c988bf5,5
631404452a894b47949846af85b65a75,deead91c4b084361847e1f6596966bb8,5
632447fdff6840a3a11237aa514d7e68,26772bf1f08f4f96ab44e6007c4c6976,5
632447fdff6840a3a11237aa514d7e68,35fb6234757c420ea8007b976a49044a,5
632447fdff6840a3a11237aa514d7e68,48f524e499d548ea91963ba7ab8ad845,10
632447fdff6840a3a11237aa514d7e68,9b0b3df2c14144d49b56a90c54cb748a,5
6342707e62ff45b2a187ed067cb646a3,abe4cc1d66054dddbf408d5043f2921b,5
638d08a4940d462481093ee144f85401,9e07d9bd17d84172858e4e2d7c7f3e4b,10
65596489f9b542e490757e53a60af97c,ad02db4c9df74936a7ecf964b1697197,5
664871c85f90481e8ce08ed81e13204f,2f6febb9f2514c06827aa6a4bfe1e69d,5
664871c85f90481e8ce08ed81e13204f,8feb7788f1184ed2ad654a08738e6e3b,5
664871c85f90481e8ce08ed81e13204f,addc582e93ef43d5a647d5a27f89866e,10
66e3bd0917b64e4e96809be332b6d1a2,1c264c5f7377466b9165af2037ec7924,10
66e3bd0917b64e4e96809be332b6d1a2,744dad1a12a449ebbfc22c507e1e0e1f,15
67aa56ef4f504d889c6068052bab302b,04d85100616943f8a3d2b084f403ba5f,5
67aa56ef4f504d889c6068052bab302b,2126522cd4b94bd68b2999261978d881,5
67aa56ef4f504d889c6068052bab302b,334c250757224648b03c5fcdc8ab25b4,5
67aa56ef4f504d889c6068052bab302b,353e3386c40d443197f8dd7cd454bf27,5
67aa56ef4f504d889c6068052bab302b,632447fdff6840a3a11237aa514d7e68,5
6864be53ce914d5c9666940de4b4c76d,af0046c8954e4c4dacf9446dd407d0f6,5
68b3713115dd4c98b9624b7acaf64860,fd9acf9edc0841dd8604ad25eec01a33,5
6a1b1998400e4f52aa3d3768633a7dd5,d9dd2a4989284d94b66c5a100745f102,5
6a1b1998400e4f52aa3d3768633a7dd5,fe3586744a044afd9ae558cfbe4a9411,10
6a3fd2c28384465589f148598410fbdd,0704a9032b0b4dfebc92a428247b2a14,5
6a3fd2c28384465589f148598410fbdd,45fb3c2b451642e89378499970aaaf15,5
6a3fd2c28384465589f148598410fbdd,90efb799135b4a83860d413d182e62af,5
6ad12d818d9a441c87b8c41450b11f12,1afa468dc7ce4b91a590366c2a697707,15
6ad12d818d9a441c87b8c41450b11f12,8b1109f1bac740fc8974fb4eca386560,5
6ad12d818d9a441c87b8c41450b11f12,d5d74cf927094b04951635356b2c61a0,10
6ad12d818d9a441c87b8c41450b11f12,e22344d128e24de29caa95e6973a6ea7,5
6ad12d818d9a441c87b8c41450b11f12,fc68686f026f4a1c8b21f5339ac0044c,10
6b640336506d4155b1388785aab42fca,89f61d355af44e16ac1f9654029f89e0,5
6bcb17967bcb4df9bfc7914614ea438d,c1cffbf051a6419bb88a3efe70810c03,10
6be9622646964f02a8368b937bd8a304,8460c1a442324bf6a54498d85b28cfe0,5
6be9622646964f02a8368b937bd8a304,d02f35406ea04ba3a7720453a1f354cc,5
6c4de1af411a4fa49e43b982961edcab,a67aaef4c52642538086867a9ff4ba99,5
6c4de1af411a4fa49e43b982961edcab,ad02db4c9df74936a7ecf964b1697197,5
6d9d7fa80bb24111ac8b77071d6b072d,5f4a737d4d744b21a68e7f81caaaa00c,5
6d9d7fa80bb24111ac8b77071d6b072d,d8c12f5115f843179f92f6a018e05dc8,5
6dfd127f3e874ed3912d3372db0b3d35,75e15653e2d84fcd84a2b1b2c0949dd0,10
70ce3c11df2441369632b5e4c33440b2,631404452a894b47949846af85b65a75,10
710ef03139064547b922337168273519,497ff981f4384b3897c43a1b51306d5d,10
710ef03139064547b922337168273519,a8a6f24cb40a41c9bdc03d5c03dd8b0f,5
712de1d8f0494088af25f2d8990ed903,bcfaf0a85a4c4bb1b5f38a5334a89bc7,10
71aa8975942747bfa496bcb179836244,58bc915ba85341b48f20266cd8bf3050,10
71c4fd1a1eab4d00b0d4ae1bb725ef5a,1c671d329ded428288dd93458a0a2667,10
7228edcdafd748a8ba059ace1ec6a202,6ad12d818d9a441c87b8c41450b11f12,10
732015d5737b41688cdcc6fb6fffae7c,fee22a2f9dfa4fc5abd8a82aa14880ab,5
744dad1a12a449ebbfc22c507e1e0e1f,0704a9032b0b4dfebc92a428247b2a14,5
744dad1a12a449ebbfc22c507e1e0e1f,0da137981c784fff80a5768bc626dca7,10
744dad1a12a449ebbfc22c507e1e0e1f,2ad839c226ab44539d98e2a1e84e439f,5
744dad1a12a449ebbfc22c507e1e0e1f,66e3bd0917b64e4e96809be332b6d1a2,5
744dad1a12a449ebbfc22c507e1e0e1f,a67aaef4c52642538086867a9ff4ba99,5
744dad1a12a449ebbfc22c507e1e0e1f,aedac84ad12f487db1c88dbe3c82abde,5
744dad1a12a449ebbfc22c507e1e0e1f,c3a17ced051f48f9aecf9ed2dba5040e,10
744dad1a12a449ebbfc22c507e1e0e1f,ecbaf140af704a42a78099a2e680c946,5
744dad1a12a449ebbfc22c507e1e0e1f,fd91554a3bf54ebdbf6ea67124fbd06c,10
7450b070eb784ee9a9e597d1e0880de2,b18bcca1d2984ccca2bbab4c41e85de5,5
7450b070eb784ee9a9e597d1e0880de2,d538c2a9c6004cc3b62a2514ff7d24f5,5
750c556f3cae4c2db33e983c7c72db60,c1e3057887ae4756b3983ee71103080a,10
75140a4c4a7248179d04fa2a1ab985d5,13d1f65fede84bdcb51f77e7f6419a99,5
75e15653e2d84fcd84a2b1b2c0949dd0,9e07d9bd17d84172858e4e2d7c7f3e4b,10
75fdee1a2b714e34bdfdbc1a138d443f,0120d60dd7c74a658f369244cc09a745,5
770aa6c9505b452ea81c6678cce7c399,532b0d7d15354e319d58e8cf25fedeeb,5
797a6e6ad6a9498396d577b377aec258,2e48e055fb4146e9b149086c1385037d,5
7a1a2c4aab5241b785fdaf08add5fdf5,604cd4d206d940269789ea412845f1e8,5
7a2bcd65cf024f3684c99f341cb74362,0b8e4be0cef9409cabbce305b9eb4e11,5
7afbe0f3ab05461ab5a3765ad3631052,7a2bcd65cf024f3684c99f341cb74362,5
7caa315a66164f50bd8b97b0f43dba18,aef4930d74cd48de8d774741083e54bc,10
7d04272687d34281b60b3377d46cd231,0704a9032b0b4dfebc92a428247b2a14,5
7d04272687d34281b60b3377d46cd231,2352eea7a7014e7990cfd2e3470795a2,5
7d04272687d34281b60b3377d46cd231,9438fe68ef4f44b59d9db9d73ba452a4,5
7d04272687d34281b60b3377d46cd231,98a13e95e8484ecb9727be0d96c5a670,5
7d262be6d9b74836b47447db1b70289d,None,5
80fee6d1156d4c2285bb094b6759c96b,5515b1ce594c44018624eba452487dd8,5
8288c793632d4a81a50ef5e13bf8911c,083e170a98cc47909270dde338cffbff,5
8288c793632d4a81a50ef5e13bf8911c,b0a012fae6fe4eb0af63473d516476b7,5
83df58e45bca4a728eb3dcb87532e1a1,1a4bb735ff0049dba3a0633edf68276a,10
83e10dd54b124d7e9da59881a2f7557a,0809efd87b0c45139a1edc4cc58fd1f5,5
8460c1a442324bf6a54498d85b28cfe0,c08a68b3db574534a7bee42ec660d1a3,10
84d243bffac44731944ef5f1c914bd2c,bfdcc71b035149749d2febc1609b36b7,5
861189817e874a78b48adb13db4dd352,21025d91f3cd4d4f858c2ec35764b5da,15
861189817e874a78b48adb13db4dd352,39d452015e8545798e59a5722b3926e6,5
8623fd98364040069d25c8e158c77fff,c1decbb7d1cc46d3b662207a884ac71e,5
88464dcb8fa64c5391ff18d5aec38bcc,fe3586744a044afd9ae558cfbe4a9411,5
89f61d355af44e16ac1f9654029f89e0,3763b9f526ae44f2ac2ac49749c15661,5
89f61d355af44e16ac1f9654029f89e0,4278a11746804def8e613a8a8da29a7c,5
89f61d355af44e16ac1f9654029f89e0,49bc2f8db38b47f9b378f26dde2a6e64,5
89f61d355af44e16ac1f9654029f89e0,c076a6e427c34d0c99c5bb95cbce05e5,5
89f61d355af44e16ac1f9654029f89e0,d96704d24a68401eaad4628b30fdb889,5
8a10cc79e71240fbbaef15137c988bf5,2bbb47defdd44b6e95be6aff50d550d1,5
8a10cc79e71240fbbaef15137c988bf5,aedac84ad12f487db1c88dbe3c82abde,5
8a10cc79e71240fbbaef15137c988bf5,c1e3057887ae4756b3983ee71103080a,5
8a10cc79e71240fbbaef15137c988bf5,d6f5e62f53b24133ad80b6ae4fbb1c67,15
8a10cc79e71240fbbaef15137c988bf5,deead91c4b084361847e1f6596966bb8,10
8a10cc79e71240fbbaef15137c988bf5,f06cfae5902b4db099f1844f9dcad801,5
8b1109f1bac740fc8974fb4eca386560,2ad839c226ab44539d98e2a1e84e439f,5
8b1109f1bac740fc8974fb4eca386560,6ad12d818d9a441c87b8c41450b11f12,15
8b1109f1bac740fc8974fb4eca386560,9e07d9bd17d84172858e4e2d7c7f3e4b,5
8b1109f1bac740fc8974fb4eca386560,c4cb65c90b7145dca401224eabfa1241,5
8b88b65b13a6434c86a069af38d754e9,0e554069f4c04108abd5c2b1e02bb8df,5
8c70a939146b49cd91d826eaa1b1aaf8,0704a9032b0b4dfebc92a428247b2a14,5
8c70a939146b49cd91d826eaa1b1aaf8,0fc9573794ea433ca88f5be6758b560e,15
8c70a939146b49cd91d826eaa1b1aaf8,b417ce5230004e449eb68bbbca8930d9,5
8ecebe22b81a4779b6aa4c03baa79bb1,9c1bc5b9b4c244958983e8a5789f84ed,15
8fa03b1b2994424a877f41676e31bb08,12566503221a4f0ba19bd6053bc64688,5
8fa03b1b2994424a877f41676e31bb08,d5834a3d440842cfb49bd2ae4155ce16,5
8fba3f66ee7a4a218d411662d248a54d,ca8aac0be163430e8baaad776c32ddd2,5
8feb7788f1184ed2ad654a08738e6e3b,2d680713e46d48f1a8483813fdf8eaad,10
8feb7788f1184ed2ad654a08738e6e3b,664871c85f90481e8ce08ed81e13204f,5
8feb7788f1184ed2ad654a08738e6e3b,d88b1dd362154e4783fa29ef8cc2fd69,5
900887df98e3499f8fd3ca09e1e84d3a,2c91f40c1d484adbbe41b43c1dd57fce,5
900887df98e3499f8fd3ca09e1e84d3a,2e1dcff64f8741438099a3b28ba6c42d,5
900887df98e3499f8fd3ca09e1e84d3a,5bdb6e60ab5c477f9244243bacb6c984,10
900887df98e3499f8fd3ca09e1e84d3a,a67e937f9f1941a9bb6052316e2f2fc4,5
902dff85d0d34920814ee3729329d2d2,6be9622646964f02a8368b937bd8a304,10
905f0cf9e2374c818bf1263e9d7e2c00,6ad12d818d9a441c87b8c41450b11f12,5
905f0cf9e2374c818bf1263e9d7e2c00,8b1109f1bac740fc8974fb4eca386560,5
90efb799135b4a83860d413d182e62af,45fb3c2b451642e89378499970aaaf15,5
915635f353604d5b93702e095abc84c5,2aed08cdf76c457d88c9e15470bd6585,10
915635f353604d5b93702e095abc84c5,b33b5d7fb4c34f4a99ab89958231e6da,5
915635f353604d5b93702e095abc84c5,d1676d2cecee4010a1bfe838e2e963e0,5
915635f353604d5b93702e095abc84c5,d538c2a9c6004cc3b62a2514ff7d24f5,5
916c4d42d9ae47d5bff2c22d55e56769,4e2af15f0e154332990f5c331e2c073a,5
9266f5048e2648e8a0dcea19009c7c92,6d9d7fa80bb24111ac8b77071d6b072d,10
93168ca1ec6a4944b57d75ac98797c0b,06b02d057d574f24a6cac30186bf0bf2,15
9438fe68ef4f44b59d9db9d73ba452a4,98a13e95e8484ecb9727be0d96c5a670,5
96581c65b3ca4b6a8611a54a81f6c844,59f55814532344b59eacd921b45a34d4,10
968d0ef03f3e4528957b15a5a2d9d88e,83e10dd54b124d7e9da59881a2f7557a,5
97e4ffb46b44490381f4085e55333027,84d243bffac44731944ef5f1c914bd2c,5
98032f7703934ecc960828e8931290bd,05800c2e685141ecb48fe59b499d84b6,5
98032f7703934ecc960828e8931290bd,f06cfae5902b4db099f1844f9dcad801,5
98170a572e6644028150554eb5722cb4,2bbb47defdd44b6e95be6aff50d550d1,5
98170a572e6644028150554eb5722cb4,61856830155142bcaeace6aa59bd78ff,5
98170a572e6644028150554eb5722cb4,bd6795cfc41241159ab06425ce1bf3d7,5
98170a572e6644028150554eb5722cb4,d8a02e7515a74c9998f997f6df75771d,5
98170a572e6644028150554eb5722cb4,f261241e0f5c429bba37335f9c8a71e0,5
98a13e95e8484ecb9727be0d96c5a670,7d04272687d34281b60b3377d46cd231,5
98a13e95e8484ecb9727be0d96c5a670,ac6a1998c3db4a88b5643136a44d3d1a,5
98a13e95e8484ecb9727be0d96c5a670,fbff5d65e2ba477286d4f60832b5cbe1,5
9af4973779c443ac986aa5b2a63462d6,0e3c2d8cac1e44af8bd7fabc48f8d079,5
9b0b3df2c14144d49b56a90c54cb748a,b44d071a81c142198d7e7ca14f5442f6,10
9b9fc7fd30954d7d9ad7d8f8e1cc11d8,04d85100616943f8a3d2b084f403ba5f,10
9c1bc5b9b4c244958983e8a5789f84ed,6a1b1998400e4f52aa3d3768633a7dd5,15
9c375fe94f4a47fb8074dc6870cf8820,20c18c18d1424607bd03030afc0dabc9,20
9c375fe94f4a47fb8074dc6870cf8820,fe15037ed0db47ee8afde8f7847b94e6,5
9e07d9bd17d84172858e4e2d7c7f3e4b,2ad839c226ab44539d98e2a1e84e439f,10
9e07d9bd17d84172858e4e2d7c7f3e4b,8b1109f1bac740fc8974fb4eca386560,10
9e07d9bd17d84172858e4e2d7c7f3e4b,c076a6e427c34d0c99c5bb95cbce05e5,5
9e07d9bd17d84172858e4e2d7c7f3e4b,c4cb65c90b7145dca401224eabfa1241,15
9e71015683e549b5b13c178144b1531f,435c50e639064849be9ac4671ceaf812,5
9e71015683e549b5b13c178144b1531f,c559d7857b074363b531f217af72e550,5
a0764fe284df432a93f3c3633162d815,1dc93dd0b4a4496884b7a642e928e9d2,5
a0764fe284df432a93f3c3633162d815,ae7628ec83c642eaa51e2b9daabc5f97,5
a122be78c0d543548d7ba0efee3b9203,0e9814b3e2a94eddae75b154afe501f3,5
a122be78c0d543548d7ba0efee3b9203,66e3bd0917b64e4e96809be332b6d1a2,5
a137964dcca34365ba31a7563531e07b,083e170a98cc47909270dde338cffbff,5
a137964dcca34365ba31a7563531e07b,5fa68b182e974d6b82927d21dd4e4f9a,5
a27e6ccbd699476c823afe67c91324cf,3a515431ad5d4619b97924675284a684,5
a27e6ccbd699476c823afe67c91324cf,ad172c9eaecf4a59bba2238ca2bb3990,10
a27e6ccbd699476c823afe67c91324cf,b4b721ff8e98417a9ffd504f445c8998,5
a30c1e8242864e299e15046983824275,e784ed97530e489e8c66e605160dae31,10
a34a3bda017e4e77a3acc638059aedc2,ab7506a0f34f4a4fb4dd4b40dbb25465,5
a34a3bda017e4e77a3acc638059aedc2,d42aec80f3c1448680ab4dc52e06d244,5
a51bda095c98420a93e81d2dec7e2961,fff3e875d114460785d458c9a20db4c4,5
a53b7c4751e54b6ba92d7d717d7832b4,161d2152d71f49ba83c179bd4e9776a9,10
a53b7c4751e54b6ba92d7d717d7832b4,c7f66c9d94af4eb79199eb210b254651,5
a53b7c4751e54b6ba92d7d717d7832b4,f5370532182c49ceb5391472d9b0ecdf,5
a653f4a798964771b51fbc7cb8a7a276,22b9e7f1eabc4cb28d8af1feaa0bc27d,5
a67aaef4c52642538086867a9ff4ba99,06b02d057d574f24a6cac30186bf0bf2,5
a67aaef4c52642538086867a9ff4ba99,50d4b24c0dfd4452a253ac7a61291669,5
a67e937f9f1941a9bb6052316e2f2fc4,2f6febb9f2514c06827aa6a4bfe1e69d,10
a67e937f9f1941a9bb6052316e2f2fc4,900887df98e3499f8fd3ca09e1e84d3a,10
a67e937f9f1941a9bb6052316e2f2fc4,bf82c8fce82849deb2c0c18f79aba303,5
a67e937f9f1941a9bb6052316e2f2fc4,e42dc56d1f8d46ef902e3d38a93e0324,20
a7de78439b5c42efa09209a47de6e960,5f4a737d4d744b21a68e7f81caaaa00c,5
a7de78439b5c42efa09209a47de6e960,c7f66c9d94af4eb79199eb210b254651,5
a8413f2779a14150bf1c83e9f5ea447c,53b450f515af46c3b1eb571ec6d1fd4c,10
a8a6f24cb40a41c9bdc03d5c03dd8b0f,2c4f75b4b1b14a188818a152373f8937,5
aa516ea305b74209ad16d2533b32050c,1c671d329ded428288dd93458a0a2667,5
aa516ea305b74209ad16d2533b32050c,d07f5cabb83841ebb911eb33d653a517,5
aa516ea305b74209ad16d2533b32050c,f06cfae5902b4db099f1844f9dcad801,10
aad06a85014b41a4a81a735ef2aa3af7,33e3d11404154320b5548507b3627617,5
ab522985e16d436a970f0eda5c9a1591,eb58bfe7027d4f70912c319251e6e417,5
ab7506a0f34f4a4fb4dd4b40dbb25465,5ae7b68dc9744a5884c22160bc8c133c,5
abdacc6701224360a3f86b8be3f366bf,0da137981c784fff80a5768bc626dca7,5
abe4cc1d66054dddbf408d5043f2921b,6342707e62ff45b2a187ed067cb646a3,5
abe4cc1d66054dddbf408d5043f2921b,fee22a2f9dfa4fc5abd8a82aa14880ab,5
ac3271c843024f538cfe21e21a0504e4,123565b06983431e9889eac59f1c0f7b,5
ac3271c843024f538cfe21e21a0504e4,46cd00fd3cd84c52a7161a7eafdb9268,5
ac3ba61065f84433a945ac8c71b537f4,553c1e0f782e43f492dadd97e6bef776,10
ac3ba61065f84433a945ac8c71b537f4,ec173897e6254e50812116be2dc37a94,10
ac6a1998c3db4a88b5643136a44d3d1a,98a13e95e8484ecb9727be0d96c5a670,5
ad02db4c9df74936a7ecf964b1697197,57b361f6d4ca424299264c668e836e47,5
ad02db4c9df74936a7ecf964b1697197,65596489f9b542e490757e53a60af97c,5
ad172c9eaecf4a59bba2238ca2bb3990,4e7f6237dba14b9cabab572a9032820e,10
ad172c9eaecf4a59bba2238ca2bb3990,a27e6ccbd699476c823afe67c91324cf,5
ad172c9eaecf4a59bba2238ca2bb3990,b4b721ff8e98417a9ffd504f445c8998,5
ad172c9eaecf4a59bba2238ca2bb3990,d9dd2a4989284d94b66c5a100745f102,15
ad4973be70874ac29ab940d3daf0b901,2aed08cdf76c457d88c9e15470bd6585,5
addc582e93ef43d5a647d5a27f89866e,e0c99d2be84f4d4caf2352d0f048c0ce,10
ae7628ec83c642eaa51e2b9daabc5f97,49ae4fed6c184199bd02484d214fab98,5
aedac84ad12f487db1c88dbe3c82abde,44a09f185c624f388d29e488f28999d2,15
aedac84ad12f487db1c88dbe3c82abde,744dad1a12a449ebbfc22c507e1e0e1f,5
aedac84ad12f487db1c88dbe3c82abde,c1e3057887ae4756b3983ee71103080a,10
aef4930d74cd48de8d774741083e54bc,c15d118c7742410aa670b99d4f796785,10
af0046c8954e4c4dacf9446dd407d0f6,3300940085ca4f1fba64869b88a8bd3c,5
af0046c8954e4c4dacf9446dd407d0f6,6864be53ce914d5c9666940de4b4c76d,5
b0a012fae6fe4eb0af63473d516476b7,4be29d7cb0e4400887b4848365b47a4d,10
b10ef23438f9466882d17e3f0abd0149,a137964dcca34365ba31a7563531e07b,10
b17ad3fc44b54920af496b56db8954da,d5834a3d440842cfb49bd2ae4155ce16,5
b18bcca1d2984ccca2bbab4c41e85de5,2bd1769f30ce460b8cf38f3b71207d38,10
b18bcca1d2984ccca2bbab4c41e85de5,3763b9f526ae44f2ac2ac49749c15661,10
b233e1e427114fad9d1e90757aeb33cd,8feb7788f1184ed2ad654a08738e6e3b,10
b302b1e3680b47bcb5aea5e985dcd0ce,15335471891841108d686d567db618a6,5
b30f0577ae11446a85aff7721bcfcf2f,b6a4f407524b40eeb08d984b32836876,10
b31aa53037a74719ba3eb845306e4374,75140a4c4a7248179d04fa2a1ab985d5,5
b33b5d7fb4c34f4a99ab89958231e6da,30d4df2662fd487f82332252c61625f0,5
b33b5d7fb4c34f4a99ab89958231e6da,ad4973be70874ac29ab940d3daf0b901,5
b417ce5230004e449eb68bbbca8930d9,0552f7dc52d14cf5b15daed9c4229342,5
b417ce5230004e449eb68bbbca8930d9,1f5002403e13485da7e7b1f5896e81ee,10
b417ce5230004e449eb68bbbca8930d9,519a3ce144b042f09bc9f27f33267c71,5
b417ce5230004e449eb68bbbca8930d9,8a10cc79e71240fbbaef15137c988bf5,5
b44d071a81c142198d7e7ca14f5442f6,2a3d8b5f6991442cbf17871398487920,5
b44d071a81c142198d7e7ca14f5442f6,deead91c4b084361847e1f6596966bb8,5
b47999fa192a4c07897ef0655c1f458f,4278a11746804def8e613a8a8da29a7c,5
b493f3f110234cfdabab9fc55ba06661,0388b15dc0a94dd4a553c1df67123109,5
b4b721ff8e98417a9ffd504f445c8998,4e7f6237dba14b9cabab572a9032820e,5
b4b721ff8e98417a9ffd504f445c8998,ad172c9eaecf4a59bba2238ca2bb3990,5
b4b721ff8e98417a9ffd504f445c8998,d9dd2a4989284d94b66c5a100745f102,5
b62c41bd1f7041b8af6a7c1ba244ed04,1016f8c2803e4955b2ecb470241bcd95,10
b6a4f407524b40eeb08d984b32836876,83df58e45bca4a728eb3dcb87532e1a1,10
b87d7692f55a4b3fb61ec362d003f121,d5834a3d440842cfb49bd2ae4155ce16,5
b87d7692f55a4b3fb61ec362d003f121,fd91554a3bf54ebdbf6ea67124fbd06c,5
b8e69ef94fbb4d51b4a8420c4ba7d94c,80fee6d1156d4c2285bb094b6759c96b,5
b9efe6f2b024489bb02fc090d4a17a65,60fdad9fc19541e3b135991de184af75,10
ba8fc22784274180b82fd5ce5c8fcfa5,30aea0ab9d50468387ce90b94ce24b88,10
ba8fc22784274180b82fd5ce5c8fcfa5,bf82c8fce82849deb2c0c18f79aba303,5
bcfaf0a85a4c4bb1b5f38a5334a89bc7,70ce3c11df2441369632b5e4c33440b2,10
bd441ccd067547a89407ec54fa626f06,f7874e47588041b697e73ba41e6e407c,10
bd6795cfc41241159ab06425ce1bf3d7,21025d91f3cd4d4f858c2ec35764b5da,5
bd6795cfc41241159ab06425ce1bf3d7,2bbb47defdd44b6e95be6aff50d550d1,5
bd6795cfc41241159ab06425ce1bf3d7,5f4a737d4d744b21a68e7f81caaaa00c,5
bf82c8fce82849deb2c0c18f79aba303,710ef03139064547b922337168273519,5
bf82c8fce82849deb2c0c18f79aba303,8623fd98364040069d25c8e158c77fff,5
bf82c8fce82849deb2c0c18f79aba303,ba8fc22784274180b82fd5ce5c8fcfa5,10
bf82c8fce82849deb2c0c18f79aba303,e0c99d2be84f4d4caf2352d0f048c0ce,5
bfdcc71b035149749d2febc1609b36b7,5b42266d225e4a83bcf7833af7143417,5
c0042f7d6c474938a3c148bd7327f564,30872b6a5bee4e2f86d6f964a0e5d3f0,5
c076a6e427c34d0c99c5bb95cbce05e5,0704a9032b0b4dfebc92a428247b2a14,5
c076a6e427c34d0c99c5bb95cbce05e5,17707229e69e428f8b8350b8c87c157e,5
c076a6e427c34d0c99c5bb95cbce05e5,19f5efdd71494972b03a02f445dc98fa,10
c076a6e427c34d0c99c5bb95cbce05e5,2ad839c226ab44539d98e2a1e84e439f,5
c076a6e427c34d0c99c5bb95cbce05e5,2bbb47defdd44b6e95be6aff50d550d1,5
c076a6e427c34d0c99c5bb95cbce05e5,3de7431267b04318bd0e9501f80a019d,5
c076a6e427c34d0c99c5bb95cbce05e5,5b303a0f1b8c4aa4be49f74f2fc89c9e,5
c076a6e427c34d0c99c5bb95cbce05e5,5fe15241fc4840f1a7fb294182265c39,5
c076a6e427c34d0c99c5bb95cbce05e5,d96704d24a68401eaad4628b30fdb889,10
c08a68b3db574534a7bee42ec660d1a3,2126522cd4b94bd68b2999261978d881,5
c08a68b3db574534a7bee42ec660d1a3,553c1e0f782e43f492dadd97e6bef776,5
c1122deeb2054701b18e043764535747,915635f353604d5b93702e095abc84c5,5
c15d118c7742410aa670b99d4f796785,d4351e91190f4e08b308ceb76aa5cf06,10
c19b76c838684b42a5ad229ce72f2e95,75fdee1a2b714e34bdfdbc1a138d443f,5
c1cffbf051a6419bb88a3efe70810c03,deb6f01c4aee459aba4573c30370cd9f,10
c1decbb7d1cc46d3b662207a884ac71e,c26ae7f6e4004d36a959daa7448fab45,5
c1e3057887ae4756b3983ee71103080a,46cd00fd3cd84c52a7161a7eafdb9268,5
c1e3057887ae4756b3983ee71103080a,4ddee52f520141a192396264e12e939c,10
c1e3057887ae4756b3983ee71103080a,8c70a939146b49cd91d826eaa1b1aaf8,5
c1e3057887ae4756b3983ee71103080a,aedac84ad12f487db1c88dbe3c82abde,15
c1e3057887ae4756b3983ee71103080a,cfc8fb9e455e4fc592f63e75803bc5e9,5
c26ae7f6e4004d36a959daa7448fab45,10851985f5a44e618592bad22e719a80,5
c31fb3fb9d2345daa85acc888c3a7722,ca8aac0be163430e8baaad776c32ddd2,5
c3a17ced051f48f9aecf9ed2dba5040e,744dad1a12a449ebbfc22c507e1e0e1f,5
c3a17ced051f48f9aecf9ed2dba5040e,fd91554a3bf54ebdbf6ea67124fbd06c,5
c3dc70e138fc4f9a8ef62602347dfd2d,4c6bbce728d64d46b615252950aa99c5,5
c3dc70e138fc4f9a8ef62602347dfd2d,cf9c03aed3cc46cab0d3d363b36d4a3f,5
c3dc70e138fc4f9a8ef62602347dfd2d,de6931cbf03f4c25a93022f69f40e59d,5
c41b9b59311243a1bbe7af884c0ab883,b233e1e427114fad9d1e90757aeb33cd,10
c4cb65c90b7145dca401224eabfa1241,043d02d4e89541cdb2c73ca0d2eca377,5
c4cb65c90b7145dca401224eabfa1241,638d08a4940d462481093ee144f85401,10
c4cb65c90b7145dca401224eabfa1241,6ad12d818d9a441c87b8c41450b11f12,5
c559d7857b074363b531f217af72e550,435c50e639064849be9ac4671ceaf812,5
c559d7857b074363b531f217af72e550,546eff2213874a0cbc23226674b6f319,10
c69e8c4f31b84da1819bfbd83719e7d2,5fe15241fc4840f1a7fb294182265c39,5
c69e8c4f31b84da1819bfbd83719e7d2,b30f0577ae11446a85aff7721bcfcf2f,5
c7a736e53c6341f684a77474fbbbe64f,98170a572e6644028150554eb5722cb4,10
c7a736e53c6341f684a77474fbbbe64f,ec173897e6254e50812116be2dc37a94,5
