cluster id,user id
0,50251
5,133668
1,1893018
5,4396150
2,4637137
0,5315643
5,5597733
5,5603337
0,5610165
2,6258725
2,6536839
0,7542749
3,7958154
0,10226345
0,11375718
0,11376224
4,11376921
0,11377118
0,11377320
1,11377382
0,11382073
3,11382647
4,11383081
1,11385589
2,11405888
3,11409997
3,11420834
0,11429711
5,11430422
2,11432133
0,11450666
0,11473942
2,11474084
5,11475002
0,11484557
4,11504878
1,11514771
2,11544924
2,11554675
0,11562839
2,11576370
1,11578688
2,11579924
2,11602343
0,11611201
0,11624920
0,11625360
3,11625548
2,11626079
0,11626163
4,11637562
0,11639089
0,11639461
2,11640030
0,11663696
2,11670414
4,11687393
2,11692571
0,11694319
4,11694965
0,11695328
2,11696424
0,11699371
0,11714769
5,11714851
0,11719366
3,11725602
5,11734557
5,11771983
1,11776308
4,11778071
5,11779529
0,11789269
0,11794912
0,11796160
2,11801550
5,11806123
2,11808747
1,11814548
2,11815195
2,11815546
0,11854154
0,11863087
4,11874160
0,11882127
1,11885157
3,11888041
4,11897884
2,11899192
5,11901766
2,11922808
0,11925767
0,11929048
0,11929612
0,11932401
0,11933656
2,11940492
3,11944389
2,11944799
4,11954907
4,11955659
0,11957077
0,11960109
0,11969335
2,11971028
4,11995228
5,12017067
0,12186429
4,12865176
0,13092706
4,13225960
2,13666363
5,13819815
5,14011289
1,14069134
3,14096218
4,14125714
0,14125907
5,14138314
1,14166860
5,14172563
4,14537644
4,15239283
0,15297019
2,15467148
2,15505464
2,15534640
0,15567259
0,15567420
0,15571272
2,15605745
2,15616932
4,15630272
0,15657300
5,15668841
0,15688667
4,15690797
2,15694961
0,15703811
2,15717899
0,15718383
5,15731729
2,15779327
2,15819321
1,15819902
0,15882102
0,15886017
0,15886568
2,15919535
0,15937866
2,16033716
5,16115725
2,16404773
0,16785703
2,16903990
2,17144602
1,17178053
0,17179860
2,17220098
5,17505240
0,17615260
1,18295404
2,18307196
5,18313838
5,18316742
0,18321871
5,18340514
5,18360871
2,18373780
0,18373888
0,18373985
5,18374076
1,18374218
2,18374332
0,18374399
2,18374653
0,18374691
4,18374835
0,18374924
0,18375063
0,18375853
2,18375933
4,18376104
1,18376129
5,18376135
0,18376194
0,18376204
3,18376205
2,18376236
0,18376469
4,18376519
2,18376552
4,18376627
3,18376697
5,18376825
2,18377170
5,18377584
1,18377873
4,18377939
3,18378898
0,18383020
4,18384018
5,18384100
4,18384504
0,18385504
0,18385516
2,18385525
