source,target,exemplar
4037cb08917c43238c4691dbe8895637,5cc9c5960b654f42829ef46a9c3a1444,0
5cc9c5960b654f42829ef46a9c3a1444,f258df5b93ec4688a59d208391ca6a7f,0
f258df5b93ec4688a59d208391ca6a7f,c41b9b59311243a1bbe7af884c0ab883,0
c41b9b59311243a1bbe7af884c0ab883,b233e1e427114fad9d1e90757aeb33cd,0
b233e1e427114fad9d1e90757aeb33cd,8feb7788f1184ed2ad654a08738e6e3b,0
8feb7788f1184ed2ad654a08738e6e3b,2d680713e46d48f1a8483813fdf8eaad,0
2d680713e46d48f1a8483813fdf8eaad,d88b1dd362154e4783fa29ef8cc2fd69,0
d88b1dd362154e4783fa29ef8cc2fd69,664871c85f90481e8ce08ed81e13204f,0
664871c85f90481e8ce08ed81e13204f,addc582e93ef43d5a647d5a27f89866e,0
addc582e93ef43d5a647d5a27f89866e,e0c99d2be84f4d4caf2352d0f048c0ce,0
e0c99d2be84f4d4caf2352d0f048c0ce,bf82c8fce82849deb2c0c18f79aba303,0
bf82c8fce82849deb2c0c18f79aba303,e0c99d2be84f4d4caf2352d0f048c0ce,0
e0c99d2be84f4d4caf2352d0f048c0ce,ba8fc22784274180b82fd5ce5c8fcfa5,0
ba8fc22784274180b82fd5ce5c8fcfa5,30aea0ab9d50468387ce90b94ce24b88,0
30aea0ab9d50468387ce90b94ce24b88,a30c1e8242864e299e15046983824275,0
a30c1e8242864e299e15046983824275,e784ed97530e489e8c66e605160dae31,0
e784ed97530e489e8c66e605160dae31,d4e8a2ffb6d2487d81f32755f54763a1,0
d4e8a2ffb6d2487d81f32755f54763a1,710ef03139064547b922337168273519,0
710ef03139064547b922337168273519,a8a6f24cb40a41c9bdc03d5c03dd8b0f,0
a8a6f24cb40a41c9bdc03d5c03dd8b0f,2c4f75b4b1b14a188818a152373f8937,0
2c4f75b4b1b14a188818a152373f8937,497ff981f4384b3897c43a1b51306d5d,0
497ff981f4384b3897c43a1b51306d5d,bf82c8fce82849deb2c0c18f79aba303,0
bf82c8fce82849deb2c0c18f79aba303,710ef03139064547b922337168273519,0
710ef03139064547b922337168273519,497ff981f4384b3897c43a1b51306d5d,0
497ff981f4384b3897c43a1b51306d5d,38339eee0f2d4f3e95160fb4f1e6f866,0
38339eee0f2d4f3e95160fb4f1e6f866,435c50e639064849be9ac4671ceaf812,0
435c50e639064849be9ac4671ceaf812,9e71015683e549b5b13c178144b1531f,0
9e71015683e549b5b13c178144b1531f,c559d7857b074363b531f217af72e550,0
c559d7857b074363b531f217af72e550,435c50e639064849be9ac4671ceaf812,0
435c50e639064849be9ac4671ceaf812,c559d7857b074363b531f217af72e550,0
c559d7857b074363b531f217af72e550,546eff2213874a0cbc23226674b6f319,0
546eff2213874a0cbc23226674b6f319,e18a31353b7449269f22f20c5df9c811,0
e18a31353b7449269f22f20c5df9c811,f5370532182c49ceb5391472d9b0ecdf,0
f5370532182c49ceb5391472d9b0ecdf,3a554abb22514705b007afaefd8b4dbe,0
3a554abb22514705b007afaefd8b4dbe,a53b7c4751e54b6ba92d7d717d7832b4,0
a53b7c4751e54b6ba92d7d717d7832b4,161d2152d71f49ba83c179bd4e9776a9,0
161d2152d71f49ba83c179bd4e9776a9,c7f66c9d94af4eb79199eb210b254651,0
c7f66c9d94af4eb79199eb210b254651,a7de78439b5c42efa09209a47de6e960,0
a7de78439b5c42efa09209a47de6e960,c7f66c9d94af4eb79199eb210b254651,0
c7f66c9d94af4eb79199eb210b254651,5f4a737d4d744b21a68e7f81caaaa00c,0
5f4a737d4d744b21a68e7f81caaaa00c,cd8f0da1ce0040ce994e2bf3c1a061fa,0
cd8f0da1ce0040ce994e2bf3c1a061fa,455f653fdfbb43baabd2860fcd435d8e,0
455f653fdfbb43baabd2860fcd435d8e,9266f5048e2648e8a0dcea19009c7c92,0
9266f5048e2648e8a0dcea19009c7c92,6d9d7fa80bb24111ac8b77071d6b072d,0
6d9d7fa80bb24111ac8b77071d6b072d,d8c12f5115f843179f92f6a018e05dc8,0
d8c12f5115f843179f92f6a018e05dc8,5f4a737d4d744b21a68e7f81caaaa00c,0
5f4a737d4d744b21a68e7f81caaaa00c,bd6795cfc41241159ab06425ce1bf3d7,0
bd6795cfc41241159ab06425ce1bf3d7,2bbb47defdd44b6e95be6aff50d550d1,0
2bbb47defdd44b6e95be6aff50d550d1,c7a736e53c6341f684a77474fbbbe64f,0
c7a736e53c6341f684a77474fbbbe64f,ec173897e6254e50812116be2dc37a94,0
ec173897e6254e50812116be2dc37a94,2bbb47defdd44b6e95be6aff50d550d1,0
2bbb47defdd44b6e95be6aff50d550d1,c7a736e53c6341f684a77474fbbbe64f,0
c7a736e53c6341f684a77474fbbbe64f,98170a572e6644028150554eb5722cb4,0
98170a572e6644028150554eb5722cb4,bd6795cfc41241159ab06425ce1bf3d7,0
bd6795cfc41241159ab06425ce1bf3d7,21025d91f3cd4d4f858c2ec35764b5da,0
21025d91f3cd4d4f858c2ec35764b5da,1ed230eb23af43aab786739fdd13ea89,0
1ed230eb23af43aab786739fdd13ea89,8feb7788f1184ed2ad654a08738e6e3b,0
8feb7788f1184ed2ad654a08738e6e3b,664871c85f90481e8ce08ed81e13204f,0
664871c85f90481e8ce08ed81e13204f,8feb7788f1184ed2ad654a08738e6e3b,0
8feb7788f1184ed2ad654a08738e6e3b,d88b1dd362154e4783fa29ef8cc2fd69,0
d88b1dd362154e4783fa29ef8cc2fd69,2d680713e46d48f1a8483813fdf8eaad,0
2d680713e46d48f1a8483813fdf8eaad,664871c85f90481e8ce08ed81e13204f,0
664871c85f90481e8ce08ed81e13204f,2f6febb9f2514c06827aa6a4bfe1e69d,0
2f6febb9f2514c06827aa6a4bfe1e69d,a67e937f9f1941a9bb6052316e2f2fc4,0
a67e937f9f1941a9bb6052316e2f2fc4,2f6febb9f2514c06827aa6a4bfe1e69d,0
2f6febb9f2514c06827aa6a4bfe1e69d,e42dc56d1f8d46ef902e3d38a93e0324,0
e42dc56d1f8d46ef902e3d38a93e0324,2e1dcff64f8741438099a3b28ba6c42d,0
2e1dcff64f8741438099a3b28ba6c42d,900887df98e3499f8fd3ca09e1e84d3a,0
