"from","to","stds","weight","dis","sl"
"38aea304b4fa46e1b29bb72f5cea4c93","b8b9418ab322418d9db9b40d96af873a",12,13,6,0
"38aea304b4fa46e1b29bb72f5cea4c93","bbc5139ca9024389a94db3a6f47dcff6",6,6,10,0
"38aea304b4fa46e1b29bb72f5cea4c93","c2490bc612d146edbe786556fab3651b",2,3,9,0
"38aea304b4fa46e1b29bb72f5cea4c93","c7e89b9d04744d2eab742fc24e3ef1ae",6,6,3,0
"38aea304b4fa46e1b29bb72f5cea4c93","c8e371568a0c4391b25796ae4e91952e",1,1,-145,0
"38aea304b4fa46e1b29bb72f5cea4c93","d0a8f74af98642fe8360d22c42e45117",3,3,5,0
"38aea304b4fa46e1b29bb72f5cea4c93","d646286c8051419bbc2e31dd1db55ca8",1,1,-264,0
"38aea304b4fa46e1b29bb72f5cea4c93","d6d02b6ef04e4f17805504500b8ce441",2,2,44,0
"38aea304b4fa46e1b29bb72f5cea4c93","d7f13c8d63ec4e2aa673fbb9cf9c6933",1,1,-125,0
"38aea304b4fa46e1b29bb72f5cea4c93","e36d261332f14e79bb4b467aceaeb9b5",184,186,2,0
"38aea304b4fa46e1b29bb72f5cea4c93","fab84b4fab5940efb4ea868ef8d09396",1,1,-47,0
"38aea304b4fa46e1b29bb72f5cea4c93","fe49f8054b374a0ea4bb266ed135ff62",1,1,4,0
"3c8a22d2f9c146ea956609e3ed4f2559","02b3a1bead9244c1ba2f857c7da8f82a",9,9,3,0
"3c8a22d2f9c146ea956609e3ed4f2559","1157bd665ec4472fb58b751dc5099355",5,5,-2,0
"3c8a22d2f9c146ea956609e3ed4f2559","1fd0f6dadbc14ebc965faf6122190b96",1,1,10,0
"3c8a22d2f9c146ea956609e3ed4f2559","2add1669f08d4101913db15f8c23b3b7",2,2,11,0
"3c8a22d2f9c146ea956609e3ed4f2559","2b09a08242b54983aec7063990fb3f66",19,22,-5,0
"3c8a22d2f9c146ea956609e3ed4f2559","3c8a22d2f9c146ea956609e3ed4f2559",2,3,0,1
"3c8a22d2f9c146ea956609e3ed4f2559","58fc9094275e4c49be3f4ba6d4acc0a4",177,235,1,0
"3c8a22d2f9c146ea956609e3ed4f2559","66baf19b6b904b70922329068c63746d",3,3,-29,0
"3c8a22d2f9c146ea956609e3ed4f2559","6a5f020451db426dacba9e2ea3fcc62a",1,1,5,0
"3c8a22d2f9c146ea956609e3ed4f2559","9de0d567bfa84fe5b77cb76f4a76a5d1",5,5,-1,0
"3c8a22d2f9c146ea956609e3ed4f2559","a2b4bd40cee2481ebd3fc179d6a5cd62",2,2,12,0
"3c8a22d2f9c146ea956609e3ed4f2559","c1c1be90b2b14c1ab4a5e1ee3c241902",14,14,2,0
"3cbcea2be0984e7dbd5a48195af10ce7","0c7262dff33c4087bc660ccf40f92f9c",22,25,4,0
"3cbcea2be0984e7dbd5a48195af10ce7","26836bccf4174cc5af819c2e237f9300",1,1,1,0
"3cbcea2be0984e7dbd5a48195af10ce7","3cbcea2be0984e7dbd5a48195af10ce7",83,136,0,1
"3cbcea2be0984e7dbd5a48195af10ce7","4a29443515bb404cb8924e1c60a63b73",1,1,120,0
"3cbcea2be0984e7dbd5a48195af10ce7","56586aa865414f538729c7f7735d2bc6",1,1,-153,0
"3cbcea2be0984e7dbd5a48195af10ce7","65202579580f4ad38d734b4ee39d22a8",17,19,-1,0
"3cbcea2be0984e7dbd5a48195af10ce7","67a089198fcb4e1c8f2385786c2b296f",12,13,-126,0
"3cbcea2be0984e7dbd5a48195af10ce7","73039f8c1eb9409cb4caee2cf968001e",1,1,-65,0
"3cbcea2be0984e7dbd5a48195af10ce7","779f9ddd1fd14d1e9e69f72219a1fdbd",1,1,-44,0
"3cbcea2be0984e7dbd5a48195af10ce7","78adeee1fa2c4fe0bc73f7bca9fcee86",122,198,-5,0
"3cbcea2be0984e7dbd5a48195af10ce7","82e6285962b8400d9d6fc32436022a94",194,530,2,0
"3cbcea2be0984e7dbd5a48195af10ce7","8959e6304a0348309a771e4d08d1b64a",1,1,-2,0
"3cbcea2be0984e7dbd5a48195af10ce7","94cecc3f1e7d484b8e068e79241dfd73",1,1,116,0
"3cbcea2be0984e7dbd5a48195af10ce7","a49d1bb4328949299686242fd0be5584",1,1,-144,0
"3cbcea2be0984e7dbd5a48195af10ce7","a9ac840f098c4bd0a2ee896214ce29cd",147,216,3,0
"3cbcea2be0984e7dbd5a48195af10ce7","b534b89233134e30a9b5645138bfa9ee",1,1,-124,0
"3cbcea2be0984e7dbd5a48195af10ce7","b7719e26494940efa49512aedd0aac79",1,1,-145,0
"3cbcea2be0984e7dbd5a48195af10ce7","b7f2b31585d94eb3bf86376714aa7070",1,1,-152,0
"3cbcea2be0984e7dbd5a48195af10ce7","c33c17be71ae4d588da7369472e5bb1b",1,1,-131,0
"3cbcea2be0984e7dbd5a48195af10ce7","d646286c8051419bbc2e31dd1db55ca8",1,1,-98,0
"3cbcea2be0984e7dbd5a48195af10ce7","d7f13c8d63ec4e2aa673fbb9cf9c6933",1,1,41,0
"3cbcea2be0984e7dbd5a48195af10ce7","df1de691dafe4549a18a4398ee9dfaf9",1,1,-26,0
"3cbcea2be0984e7dbd5a48195af10ce7","fc0e049d56024bc9a02c9a9c435c3df7",1,1,-127,0
"3ec3a3563847406fa73338f9e9999cf3","00ae5f0c51874a73a41ebea838d95682",10,11,-16,0
"3ec3a3563847406fa73338f9e9999cf3","0c7262dff33c4087bc660ccf40f92f9c",1,1,52,0
"3ec3a3563847406fa73338f9e9999cf3","1febb706d7a34005ae8711ed49c76e64",1,1,-23,0
"3ec3a3563847406fa73338f9e9999cf3","35eb641ad1d845bbba54915bce75a962",2,2,-20,0
"3ec3a3563847406fa73338f9e9999cf3","37319e88176d4aefa91d7a9980dbae91",15,16,-5,0
"3ec3a3563847406fa73338f9e9999cf3","3ec3a3563847406fa73338f9e9999cf3",2,2,0,1
"3ec3a3563847406fa73338f9e9999cf3","4280927ec4d643238aa49c32f9e06c6c",9,9,-8,0
"3ec3a3563847406fa73338f9e9999cf3","62bff51286ef4f348717a3cf6fe2318f",20,22,3,0
"3ec3a3563847406fa73338f9e9999cf3","71cec822bcff4f30a20e75dc63ef7b65",6,6,-1,0
"3ec3a3563847406fa73338f9e9999cf3","a9ae0a3c070d455bb4369a8996313336",29,33,-3,0
"3ec3a3563847406fa73338f9e9999cf3","b1cd0e7dc3ad4a8eb91a4bfdbeb025b0",1,1,1,0
"3ec3a3563847406fa73338f9e9999cf3","d391c8b6e56a43a7b654e9dee02d904b",6,7,-14,0
"3ec3a3563847406fa73338f9e9999cf3","d646286c8051419bbc2e31dd1db55ca8",2,2,-50,0
"3ec3a3563847406fa73338f9e9999cf3","e20db35ced8544ddac5bc3839145e463",26,38,-26,0
"3ec3a3563847406fa73338f9e9999cf3","e2260b86653c46d7b14a41fb419dbf8c",1,1,-21,0
"3f1c815879794b929260d224becaff7e","0c7262dff33c4087bc660ccf40f92f9c",2,2,155,0
"3f1c815879794b929260d224becaff7e","309ccf3cc4fe429d9bfbaef53d3fa479",1,1,46,0
"3f1c815879794b929260d224becaff7e","3f1c815879794b929260d224becaff7e",7,8,0,1
"3f1c815879794b929260d224becaff7e","4a29443515bb404cb8924e1c60a63b73",1,1,271,0
"3f1c815879794b929260d224becaff7e","56586aa865414f538729c7f7735d2bc6",74,89,-2,0
"3f1c815879794b929260d224becaff7e","5c5ceeee4562457ba6d41515aeebfbb1",94,110,3,0
"3f1c815879794b929260d224becaff7e","66baf19b6b904b70922329068c63746d",1,1,362,0
"3f1c815879794b929260d224becaff7e","67a089198fcb4e1c8f2385786c2b296f",2,2,25,0
"3f1c815879794b929260d224becaff7e","779f9ddd1fd14d1e9e69f72219a1fdbd",1,1,107,0
"3f1c815879794b929260d224becaff7e","78adeee1fa2c4fe0bc73f7bca9fcee86",3,3,146,0
"3f1c815879794b929260d224becaff7e","81c864a886d54a6b8ff85f7d736f4f95",131,155,1,0
"3f1c815879794b929260d224becaff7e","83d42d95cd844fc093fc09cee250edb8",1,1,451,0
"3f1c815879794b929260d224becaff7e","9afd71a5298d4333b6849dfce1b9422c",2,2,4,0
"3f1c815879794b929260d224becaff7e","a49d1bb4328949299686242fd0be5584",1,1,7,0
"3f1c815879794b929260d224becaff7e","a9ac840f098c4bd0a2ee896214ce29cd",2,2,154,0
"3f1c815879794b929260d224becaff7e","afbf7250b99d47bea07172749483ca97",1,1,14,0
"3f1c815879794b929260d224becaff7e","b2f0d654738f48158edff28e8d3a546e",1,1,435,0
"3f1c815879794b929260d224becaff7e","b534b89233134e30a9b5645138bfa9ee",1,1,27,0
"3f1c815879794b929260d224becaff7e","b613861cecf84ffcab01afb23f660475",6,6,-13,0
"3f1c815879794b929260d224becaff7e","b71bac264efb4abd97015447bd490db6",3,4,356,0
"3f1c815879794b929260d224becaff7e","b7719e26494940efa49512aedd0aac79",3,3,6,0
"3f1c815879794b929260d224becaff7e","b7f2b31585d94eb3bf86376714aa7070",16,17,-1,0
"3f1c815879794b929260d224becaff7e","c9c52446b6294aa5a9c2abaed536c37e",1,1,18,0
"3f1c815879794b929260d224becaff7e","e20db35ced8544ddac5bc3839145e463",1,1,77,0
"3f1c815879794b929260d224becaff7e","e2911e79efc2420eac45d9f671463d4b",1,1,-12,0
"3f1c815879794b929260d224becaff7e","eb2a0eb537344a9e891c761662e400b6",4,4,2,0
"3f1c815879794b929260d224becaff7e","fab84b4fab5940efb4ea868ef8d09396",1,1,270,0
"3f1c815879794b929260d224becaff7e","fc0e049d56024bc9a02c9a9c435c3df7",1,1,24,0
"3fec92ad186c423d818a522c6ce08604","3fec92ad186c423d818a522c6ce08604",1,1,0,1
"3fec92ad186c423d818a522c6ce08604","a2b4bd40cee2481ebd3fc179d6a5cd62",2,2,-4,0
"402bba41861d43acb52a5abb89e8831e","402bba41861d43acb52a5abb89e8831e",210,513,0,1
"402bba41861d43acb52a5abb89e8831e","6c5ad271a44743479bfaea29b1db8d02",3,3,-2,0
"402bba41861d43acb52a5abb89e8831e","83d311bed5374fee83d8d67a7d9d82dc",2,2,-1,0
"402bba41861d43acb52a5abb89e8831e","8aae34f5ddbb4052a709b12e6b0d40fa",76,78,2,0
"402bba41861d43acb52a5abb89e8831e","df1de691dafe4549a18a4398ee9dfaf9",138,141,-6,0
"402bba41861d43acb52a5abb89e8831e","fab84b4fab5940efb4ea868ef8d09396",1,1,139,0
"4112ff99f0fd4d0fb8f4cbbcb34436d4","4112ff99f0fd4d0fb8f4cbbcb34436d4",2,2,0,1
"4112ff99f0fd4d0fb8f4cbbcb34436d4","a2b4bd40cee2481ebd3fc179d6a5cd62",3,4,-1,0
"4112ff99f0fd4d0fb8f4cbbcb34436d4","c33c17be71ae4d588da7369472e5bb1b",1,1,-384,0
"416cdfda278442dd9bcb1046bd1bf0ec","0c7262dff33c4087bc660ccf40f92f9c",2,2,-2,0
"416cdfda278442dd9bcb1046bd1bf0ec","416cdfda278442dd9bcb1046bd1bf0ec",3,3,0,1
"416cdfda278442dd9bcb1046bd1bf0ec","b2275c3fad834f8d90737a2d9a6927d6",1,1,1,0
"41b0048dde734bb280bac6116baa8e27","41b0048dde734bb280bac6116baa8e27",192,513,0,1
"41b0048dde734bb280bac6116baa8e27","b2389297ba624efebda5a6e711d70572",1,1,-2,0
"41b0048dde734bb280bac6116baa8e27","b41c5a094a604ee0915327da5cc0beb7",184,187,1,0
"41b0048dde734bb280bac6116baa8e27","d546341988904f069cfa86b21457d9d9",6,6,-8,0
"41b0048dde734bb280bac6116baa8e27","ead7bb4b64e247d2ae632ab8a296b091",2,2,-1,0
"4280927ec4d643238aa49c32f9e06c6c","00ae5f0c51874a73a41ebea838d95682",11,15,-8,0
"4280927ec4d643238aa49c32f9e06c6c","08111f75e22d409998cf8b85bd431f0a",80,95,-1,0
"4280927ec4d643238aa49c32f9e06c6c","30ead9794d4847abaf222ca966cc8630",1,1,239,0
"4280927ec4d643238aa49c32f9e06c6c","37319e88176d4aefa91d7a9980dbae91",24,28,3,0
"4280927ec4d643238aa49c32f9e06c6c","3cbcea2be0984e7dbd5a48195af10ce7",1,1,56,0
"4280927ec4d643238aa49c32f9e06c6c","3ec3a3563847406fa73338f9e9999cf3",2,2,8,0
"4280927ec4d643238aa49c32f9e06c6c","4280927ec4d643238aa49c32f9e06c6c",162,306,0,1
"4280927ec4d643238aa49c32f9e06c6c","62bff51286ef4f348717a3cf6fe2318f",2,2,11,0
"4280927ec4d643238aa49c32f9e06c6c","66baf19b6b904b70922329068c63746d",1,1,267,0
"4280927ec4d643238aa49c32f9e06c6c","67a089198fcb4e1c8f2385786c2b296f",11,11,-70,0
"4280927ec4d643238aa49c32f9e06c6c","6e1c7c431db64442b1a7ca15b87a61bd",1,1,1,0
"4280927ec4d643238aa49c32f9e06c6c","71cec822bcff4f30a20e75dc63ef7b65",1,1,7,0
"4280927ec4d643238aa49c32f9e06c6c","73039f8c1eb9409cb4caee2cf968001e",116,160,-9,0
"4280927ec4d643238aa49c32f9e06c6c","779f9ddd1fd14d1e9e69f72219a1fdbd",1,1,12,0
"4280927ec4d643238aa49c32f9e06c6c","a9ac840f098c4bd0a2ee896214ce29cd",1,1,59,0
"4280927ec4d643238aa49c32f9e06c6c","a9ae0a3c070d455bb4369a8996313336",26,28,5,0
"4280927ec4d643238aa49c32f9e06c6c","b7719e26494940efa49512aedd0aac79",1,1,-89,0
"4280927ec4d643238aa49c32f9e06c6c","d391c8b6e56a43a7b654e9dee02d904b",3,3,-6,0
"4280927ec4d643238aa49c32f9e06c6c","e20db35ced8544ddac5bc3839145e463",15,19,-18,0
"4280927ec4d643238aa49c32f9e06c6c","e2911e79efc2420eac45d9f671463d4b",1,1,-107,0
"4280927ec4d643238aa49c32f9e06c6c","fc44e6a5f7654430af1227838224dceb",206,217,2,0
"42de338840a34d15adb66e7b14fb9d2c","0c4079457ede49e3aeb5e86ed84bdf35",2,2,-132,0
"42de338840a34d15adb66e7b14fb9d2c","11bc14f2204949008b7d511b933363c1",7,7,-1,0
"42de338840a34d15adb66e7b14fb9d2c","25c32b120fce40fa9b6c85133aeb4716",2,2,-2,0
"42de338840a34d15adb66e7b14fb9d2c","42de338840a34d15adb66e7b14fb9d2c",184,341,0,1
"42de338840a34d15adb66e7b14fb9d2c","519119f1deac45ff9ab4f13529be5c6e",2,2,2,0
"42de338840a34d15adb66e7b14fb9d2c","66baf19b6b904b70922329068c63746d",2,2,-85,0
"42de338840a34d15adb66e7b14fb9d2c","9da37c6210b1416b8079c274f70bf600",164,166,1,0
"42de338840a34d15adb66e7b14fb9d2c","b2f0d654738f48158edff28e8d3a546e",1,1,-12,0
"42de338840a34d15adb66e7b14fb9d2c","c5df9f40ec14463b9dcfdc73df3e9285",1,1,3,0
"42de338840a34d15adb66e7b14fb9d2c","f60ee41ec635499abd48168342d32c2f",1,1,-8,0
"42de338840a34d15adb66e7b14fb9d2c","f67fbf45a5f146ed866965bc57c7c001",2,2,-7,0
"42fb58708eaf4e5daa82bfca61b6f5fd","140d5b27b8574befad82c0a013b59dfa",1,1,-13,0
"42fb58708eaf4e5daa82bfca61b6f5fd","18fd01350bd5434ca636d59a599d768a",3,4,-1,0
"42fb58708eaf4e5daa82bfca61b6f5fd","6a9f0ef185fb47f0937e29daa1c71ed5",9,11,3,0
"42fb58708eaf4e5daa82bfca61b6f5fd","779f9ddd1fd14d1e9e69f72219a1fdbd",1,1,34,0
"42fb58708eaf4e5daa82bfca61b6f5fd","a2becd407db34b189200a32546d9d569",4,4,-12,0
"42fb58708eaf4e5daa82bfca61b6f5fd","adb17b12b66c4a49a85fd34322f7df70",1,1,-14,0
"42fb58708eaf4e5daa82bfca61b6f5fd","ae5ac430ea254e708a6f5deaaf7464ae",14,16,-3,0
"42fb58708eaf4e5daa82bfca61b6f5fd","b534b89233134e30a9b5645138bfa9ee",2,2,-46,0
"42fb58708eaf4e5daa82bfca61b6f5fd","bc5524e78a8544e2ae2fdc2f3462bbec",1,1,192,0
"42fb58708eaf4e5daa82bfca61b6f5fd","c681290961c94c4caf23b529d1ae6b9a",1,1,1,0
"42fb58708eaf4e5daa82bfca61b6f5fd","d18a9ea32855445f8736581f5cb119ce",5,5,-5,0
"42fb58708eaf4e5daa82bfca61b6f5fd","d646286c8051419bbc2e31dd1db55ca8",10,11,-20,0
"42fb58708eaf4e5daa82bfca61b6f5fd","e20db35ced8544ddac5bc3839145e463",2,2,4,0
"42fb58708eaf4e5daa82bfca61b6f5fd","f564483cbd7a407681aa2fcca518cf5f",2,3,-2,0
"43ea1b823a4b4e51b7c694c10725db82","0c4079457ede49e3aeb5e86ed84bdf35",1,1,2,0
"43ea1b823a4b4e51b7c694c10725db82","0c787d16c9504873b1a4d903cec09948",1,1,-13,0
"43ea1b823a4b4e51b7c694c10725db82","130acc2aeb0448fdbb2de63bc5cebe5b",4,4,-18,0
"43ea1b823a4b4e51b7c694c10725db82","141c0df6cd1946539aadd1c9b7068cd4",1,1,-19,0
"43ea1b823a4b4e51b7c694c10725db82","24f1363179ad4aaa965484a78471912b",11,12,-4,0
"43ea1b823a4b4e51b7c694c10725db82","3434c10e561d488a914e0f7d71907abd",15,17,-22,0
"43ea1b823a4b4e51b7c694c10725db82","3628bdce1dd2429ba924d2d4d09448d2",11,13,-5,0
"43ea1b823a4b4e51b7c694c10725db82","43ea1b823a4b4e51b7c694c10725db82",3,3,0,1
"43ea1b823a4b4e51b7c694c10725db82","47edbb64109243e6b0f8f64cdef90c6c",12,13,-1,0
"43ea1b823a4b4e51b7c694c10725db82","4a29443515bb404cb8924e1c60a63b73",2,2,-42,0
"43ea1b823a4b4e51b7c694c10725db82","53e7e900392747ccad52e711ab0f80d8",5,5,-20,0
"43ea1b823a4b4e51b7c694c10725db82","56b3fd1a212a4764be39d979fde3326e",3,3,1,0
"43ea1b823a4b4e51b7c694c10725db82","86c27d40179e419c8e9d150fb6afa5d0",4,5,-8,0
"43ea1b823a4b4e51b7c694c10725db82","8d7e0b55cf9849cda222a0f2440cec55",2,2,-9,0
"44240778a97c4af0937817499b75707b","44240778a97c4af0937817499b75707b",197,463,0,1
"44240778a97c4af0937817499b75707b","7aa76d3e993840d8805f097cbdbcd44b",193,209,-8,0
"44240778a97c4af0937817499b75707b","865a4d3b43374da7944dc7d397f566d9",1,1,2,0
"44240778a97c4af0937817499b75707b","c6fd49b485cc4874b0bbdd9c6171e09c",10,12,-1,0
"44421dd1e13a47a388c4a19834b744c7","09b9678ddc3d452ea4a3d46e15826065",1,1,-6,0
"44421dd1e13a47a388c4a19834b744c7","0a8f150a4cf747acbde62f4721823da3",2,2,2,0
"44421dd1e13a47a388c4a19834b744c7","1ba8fef685d74a8194b9db252eb704fb",4,4,-4,0
"44421dd1e13a47a388c4a19834b744c7","2fe14166dc9642c3bc666b86a57f943d",9,9,-2,0
"44421dd1e13a47a388c4a19834b744c7","44421dd1e13a47a388c4a19834b744c7",190,461,0,1
"44421dd1e13a47a388c4a19834b744c7","52580888dadb4fe3baa795683ea227bd",1,1,5,0
"44421dd1e13a47a388c4a19834b744c7","ab8fdad974ae471f9f24c3f9dd04462e",1,1,3,0
"44421dd1e13a47a388c4a19834b744c7","cb5fc7ef85d547c4be1a7439d0bf6052",179,180,1,0
"44a277ea44dc4ae689fab4b82f0b4098","0c12af0a4e7f4002852cf84b2537c161",189,193,-2,0
"44a277ea44dc4ae689fab4b82f0b4098","2b09a08242b54983aec7063990fb3f66",1,1,3,0
"44a277ea44dc4ae689fab4b82f0b4098","44a277ea44dc4ae689fab4b82f0b4098",191,217,0,1
"44a277ea44dc4ae689fab4b82f0b4098","66baf19b6b904b70922329068c63746d",5,5,-21,0
"44a277ea44dc4ae689fab4b82f0b4098","7f544639412e40a9ba27f43b415362ab",1,1,-19,0
"44a277ea44dc4ae689fab4b82f0b4098","859e0b8d71694b12befb69ee698138f9",1,1,2,0
"44a277ea44dc4ae689fab4b82f0b4098","d646286c8051419bbc2e31dd1db55ca8",1,1,-330,0
"452745e0366e42ae81561bfddebcc6c3","001339db8ced4cf78829ebe8b145449d",4,4,-1,0
"452745e0366e42ae81561bfddebcc6c3","070600601c4c439288445d2f0724807d",1,1,-7,0
"452745e0366e42ae81561bfddebcc6c3","452745e0366e42ae81561bfddebcc6c3",179,551,0,1
"452745e0366e42ae81561bfddebcc6c3","4660ff2089114e8db82ceb26a4f329e3",58,58,1,0
"452745e0366e42ae81561bfddebcc6c3","901e92500aea43c79f19f1b279050668",119,120,-2,0
"452745e0366e42ae81561bfddebcc6c3","f67fbf45a5f146ed866965bc57c7c001",1,1,10,0
"4660ff2089114e8db82ceb26a4f329e3","0380cd76a7d44bc3a4da1f15e4d68f89",2,2,-5,0
"4660ff2089114e8db82ceb26a4f329e3","070600601c4c439288445d2f0724807d",12,18,-8,0
"4660ff2089114e8db82ceb26a4f329e3","23b7673c8b5443108c2ef09382834a86",8,8,-4,0
"4660ff2089114e8db82ceb26a4f329e3","24cf8786024543f19b89bc20034e60d7",3,3,-17,0
"4660ff2089114e8db82ceb26a4f329e3","2add1669f08d4101913db15f8c23b3b7",1,1,-29,0
"4660ff2089114e8db82ceb26a4f329e3","4660ff2089114e8db82ceb26a4f329e3",162,418,0,1
"4660ff2089114e8db82ceb26a4f329e3","66baf19b6b904b70922329068c63746d",4,5,-69,0
"4660ff2089114e8db82ceb26a4f329e3","7bd5586eb9d8484eb74a433ee7bfe499",184,305,1,0
"4660ff2089114e8db82ceb26a4f329e3","8a7f26e690f34dda97be16904518ca99",4,4,2,0
"4660ff2089114e8db82ceb26a4f329e3","901e92500aea43c79f19f1b279050668",81,113,-3,0
"4660ff2089114e8db82ceb26a4f329e3","b2f0d654738f48158edff28e8d3a546e",3,3,4,0
"4660ff2089114e8db82ceb26a4f329e3","f67fbf45a5f146ed866965bc57c7c001",1,1,9,0
"47edbb64109243e6b0f8f64cdef90c6c","0c4079457ede49e3aeb5e86ed84bdf35",5,5,3,0
"47edbb64109243e6b0f8f64cdef90c6c","1c6721b1f63f4d30ba7746ea8af02a52",1,1,-105,0
"47edbb64109243e6b0f8f64cdef90c6c","24f1363179ad4aaa965484a78471912b",143,218,-3,0
"47edbb64109243e6b0f8f64cdef90c6c","2ae94c0cea4d480a9d5dca8fb1d7b542",1,1,-84,0
"47edbb64109243e6b0f8f64cdef90c6c","3434c10e561d488a914e0f7d71907abd",8,10,-21,0
"47edbb64109243e6b0f8f64cdef90c6c","3628bdce1dd2429ba924d2d4d09448d2",38,42,-4,0
"47edbb64109243e6b0f8f64cdef90c6c","43ea1b823a4b4e51b7c694c10725db82",16,16,1,0
"47edbb64109243e6b0f8f64cdef90c6c","4a29443515bb404cb8924e1c60a63b73",1,1,-41,0
"47edbb64109243e6b0f8f64cdef90c6c","53e7e900392747ccad52e711ab0f80d8",2,2,-19,0
"47edbb64109243e6b0f8f64cdef90c6c","66baf19b6b904b70922329068c63746d",2,2,50,0
"47edbb64109243e6b0f8f64cdef90c6c","86c27d40179e419c8e9d150fb6afa5d0",8,8,-7,0
"47edbb64109243e6b0f8f64cdef90c6c","8d7e0b55cf9849cda222a0f2440cec55",76,88,-8,0
"47edbb64109243e6b0f8f64cdef90c6c","a49d1bb4328949299686242fd0be5584",1,1,-305,0
"47edbb64109243e6b0f8f64cdef90c6c","b71bac264efb4abd97015447bd490db6",2,2,44,0
"47edbb64109243e6b0f8f64cdef90c6c","d6d02b6ef04e4f17805504500b8ce441",1,2,49,0
"47edbb64109243e6b0f8f64cdef90c6c","fc0771786a1e405986933843fdfd7eda",1,1,46,0
"4890121ce5d74576b4632b77cfc23398","17f95d18bab743888e1736033dc3384d",16,18,1,0
"4890121ce5d74576b4632b77cfc23398","18d3b836dd804224883cc9180b60a8e1",130,167,-1,0
"4890121ce5d74576b4632b77cfc23398","4890121ce5d74576b4632b77cfc23398",113,193,0,1
"4890121ce5d74576b4632b77cfc23398","66baf19b6b904b70922329068c63746d",7,7,-12,0
"4890121ce5d74576b4632b77cfc23398","7f544639412e40a9ba27f43b415362ab",1,1,-10,0
"4890121ce5d74576b4632b77cfc23398","96bb2b3e85a34d8b9544514e89f6fe97",72,81,2,0
"4890121ce5d74576b4632b77cfc23398","ac4e9b54acfe4670b4634859c7263cb5",1,1,4,0
"4890121ce5d74576b4632b77cfc23398","b71bac264efb4abd97015447bd490db6",2,2,-18,0
"4890121ce5d74576b4632b77cfc23398","c2fca3669923477ab966ded303dea31c",111,132,-5,0
"4890121ce5d74576b4632b77cfc23398","df8191ec5e584c838a899c378941a566",1,1,10,0
"4890121ce5d74576b4632b77cfc23398","f7002c8484354eceac57bc7bd62c76c1",1,1,5,0
"492a3bc6a1254f23a7998587961b22a4","072a190fd302456290895f9f04d6940a",176,256,-1,0
"492a3bc6a1254f23a7998587961b22a4","0c4079457ede49e3aeb5e86ed84bdf35",1,1,-37,0
"492a3bc6a1254f23a7998587961b22a4","30ead9794d4847abaf222ca966cc8630",3,3,-18,0
"492a3bc6a1254f23a7998587961b22a4","3434c10e561d488a914e0f7d71907abd",1,1,-61,0
"492a3bc6a1254f23a7998587961b22a4","492a3bc6a1254f23a7998587961b22a4",136,252,0,1
"492a3bc6a1254f23a7998587961b22a4","4a29443515bb404cb8924e1c60a63b73",2,2,-81,0
"492a3bc6a1254f23a7998587961b22a4","52580888dadb4fe3baa795683ea227bd",16,17,-2,0
"492a3bc6a1254f23a7998587961b22a4","66baf19b6b904b70922329068c63746d",1,1,10,0
"492a3bc6a1254f23a7998587961b22a4","8d448d625b024c82a5eb240bbd7431d6",1,1,8,0
"492a3bc6a1254f23a7998587961b22a4","b71bac264efb4abd97015447bd490db6",6,7,4,0
"492a3bc6a1254f23a7998587961b22a4","c76574d21bc14aeea7ecd0b027f39858",21,21,1,0
"492a3bc6a1254f23a7998587961b22a4","cfa457d1743848e4bb5e4beced6448ed",1,1,3,0
"492a3bc6a1254f23a7998587961b22a4","eff0de7f2dbb42dfa1a2e686efab5b6d",1,1,-12,0
"492a3bc6a1254f23a7998587961b22a4","f00179e251a045b39c3f7a54f9aa4acc",87,105,-3,0
"4a29443515bb404cb8924e1c60a63b73","072a190fd302456290895f9f04d6940a",1,1,80,0
"4a29443515bb404cb8924e1c60a63b73","07b44a7a51e94c78b411c753fc39dab0",1,1,-96,0
"4a29443515bb404cb8924e1c60a63b73","0c4079457ede49e3aeb5e86ed84bdf35",40,53,44,0
"4a29443515bb404cb8924e1c60a63b73","0c7262dff33c4087bc660ccf40f92f9c",3,3,-116,0
"4a29443515bb404cb8924e1c60a63b73","0c787d16c9504873b1a4d903cec09948",5,5,29,0
"4a29443515bb404cb8924e1c60a63b73","0d987bed3ffa4ed0b9a2e62e97b7b30f",10,10,-13,0
"4a29443515bb404cb8924e1c60a63b73","0e0b36e731a645e7b1b8a88f5031ca38",1,1,16,0
"4a29443515bb404cb8924e1c60a63b73","1157bd665ec4472fb58b751dc5099355",2,2,118,0
"4a29443515bb404cb8924e1c60a63b73","139b097acfca451689d80c9c6eebdf7b",1,1,-107,0
"4a29443515bb404cb8924e1c60a63b73","141c0df6cd1946539aadd1c9b7068cd4",2,2,23,0
"4a29443515bb404cb8924e1c60a63b73","1b4550d0dab04078b3bf08a655345bdc",8,10,88,0
"4a29443515bb404cb8924e1c60a63b73","1ba8fef685d74a8194b9db252eb704fb",7,7,70,0
"4a29443515bb404cb8924e1c60a63b73","1c6721b1f63f4d30ba7746ea8af02a52",2,2,-64,0
"4a29443515bb404cb8924e1c60a63b73","208c9b2796c944db8dacaa96082520ea",180,401,3,0
"4a29443515bb404cb8924e1c60a63b73","21592f2a9e9c4b2f8c66ec5dbcbf6a2b",5,6,11,0
"4a29443515bb404cb8924e1c60a63b73","24cf8786024543f19b89bc20034e60d7",2,2,143,0
