"from","to","stds","weight","dis","sl"
"6e83e23f56544a19b94067c1c558d9c0","0c7262dff33c4087bc660ccf40f92f9c",8,8,-78,0
"6e83e23f56544a19b94067c1c558d9c0","1c6721b1f63f4d30ba7746ea8af02a52",4,4,-26,0
"6e83e23f56544a19b94067c1c558d9c0","1ebf23f9d994469a85206e4c7b1bf5f5",21,24,-2,0
"6e83e23f56544a19b94067c1c558d9c0","2ae94c0cea4d480a9d5dca8fb1d7b542",39,43,-5,0
"6e83e23f56544a19b94067c1c558d9c0","30c9ba177afc49a695625d2bdec40207",16,16,3,0
"6e83e23f56544a19b94067c1c558d9c0","41b0048dde734bb280bac6116baa8e27",1,1,12,0
"6e83e23f56544a19b94067c1c558d9c0","4a29443515bb404cb8924e1c60a63b73",2,2,38,0
"6e83e23f56544a19b94067c1c558d9c0","6e83e23f56544a19b94067c1c558d9c0",4,5,0,1
"6e83e23f56544a19b94067c1c558d9c0","7028800abe7d4e27b613d1d6cbe26bf7",2,2,20,0
"6e83e23f56544a19b94067c1c558d9c0","73039f8c1eb9409cb4caee2cf968001e",1,1,-147,0
"6e83e23f56544a19b94067c1c558d9c0","78adeee1fa2c4fe0bc73f7bca9fcee86",1,1,-87,0
"6e83e23f56544a19b94067c1c558d9c0","7aa76d3e993840d8805f097cbdbcd44b",1,1,14,0
"6e83e23f56544a19b94067c1c558d9c0","a9ac840f098c4bd0a2ee896214ce29cd",1,1,-79,0
"6e83e23f56544a19b94067c1c558d9c0","b2f0d654738f48158edff28e8d3a546e",1,1,202,0
"6e83e23f56544a19b94067c1c558d9c0","b534b89233134e30a9b5645138bfa9ee",1,1,-206,0
"6e83e23f56544a19b94067c1c558d9c0","d546341988904f069cfa86b21457d9d9",42,54,4,0
"6e83e23f56544a19b94067c1c558d9c0","d6d02b6ef04e4f17805504500b8ce441",3,3,128,0
"6e83e23f56544a19b94067c1c558d9c0","d989ebcfc12a4b669f0100dc1aa14f1e",1,1,8,0
"6e83e23f56544a19b94067c1c558d9c0","ead7bb4b64e247d2ae632ab8a296b091",16,16,11,0
"6e83e23f56544a19b94067c1c558d9c0","fa235f0f364d47e4ae1c87f47bf8e6ba",4,4,5,0
"6e83e23f56544a19b94067c1c558d9c0","fab84b4fab5940efb4ea868ef8d09396",1,1,37,0
"6f8881a745ac4c358a68b92c3b4abe81","0c12af0a4e7f4002852cf84b2537c161",19,22,1,0
"6f8881a745ac4c358a68b92c3b4abe81","17f95d18bab743888e1736033dc3384d",98,118,-5,0
"6f8881a745ac4c358a68b92c3b4abe81","2b09a08242b54983aec7063990fb3f66",2,2,6,0
"6f8881a745ac4c358a68b92c3b4abe81","44a277ea44dc4ae689fab4b82f0b4098",1,1,3,0
"6f8881a745ac4c358a68b92c3b4abe81","4890121ce5d74576b4632b77cfc23398",1,1,-6,0
"6f8881a745ac4c358a68b92c3b4abe81","66baf19b6b904b70922329068c63746d",8,11,-18,0
"6f8881a745ac4c358a68b92c3b4abe81","6f8881a745ac4c358a68b92c3b4abe81",137,327,0,1
"6f8881a745ac4c358a68b92c3b4abe81","74a7f8712e5449c2bc0b43c6f90dafed",1,1,41,0
"6f8881a745ac4c358a68b92c3b4abe81","83d42d95cd844fc093fc09cee250edb8",1,1,71,0
"6f8881a745ac4c358a68b92c3b4abe81","96bb2b3e85a34d8b9544514e89f6fe97",8,8,-4,0
"6f8881a745ac4c358a68b92c3b4abe81","ac4e9b54acfe4670b4634859c7263cb5",1,1,-2,0
"6f8881a745ac4c358a68b92c3b4abe81","b2f0d654738f48158edff28e8d3a546e",1,1,55,0
"6f8881a745ac4c358a68b92c3b4abe81","dce46f8904594a62a6377a3587aaa663",1,1,37,0
"6f8881a745ac4c358a68b92c3b4abe81","df8191ec5e584c838a899c378941a566",3,3,4,0
"6f8881a745ac4c358a68b92c3b4abe81","f60ee41ec635499abd48168342d32c2f",2,2,59,0
"6f8881a745ac4c358a68b92c3b4abe81","f7002c8484354eceac57bc7bd62c76c1",187,281,-1,0
"7028800abe7d4e27b613d1d6cbe26bf7","00f61990949545828dd12f1303d47504",8,9,-11,0
"7028800abe7d4e27b613d1d6cbe26bf7","0c7262dff33c4087bc660ccf40f92f9c",1,1,-98,0
"7028800abe7d4e27b613d1d6cbe26bf7","0d987bed3ffa4ed0b9a2e62e97b7b30f",2,2,5,0
"7028800abe7d4e27b613d1d6cbe26bf7","1c6721b1f63f4d30ba7746ea8af02a52",1,1,-46,0
"7028800abe7d4e27b613d1d6cbe26bf7","1ebf23f9d994469a85206e4c7b1bf5f5",9,10,-22,0
"7028800abe7d4e27b613d1d6cbe26bf7","28c171777c52431ab6b925073bd63d46",2,2,-3,0
"7028800abe7d4e27b613d1d6cbe26bf7","2ae94c0cea4d480a9d5dca8fb1d7b542",15,23,-25,0
"7028800abe7d4e27b613d1d6cbe26bf7","30c9ba177afc49a695625d2bdec40207",1,1,-17,0
"7028800abe7d4e27b613d1d6cbe26bf7","44240778a97c4af0937817499b75707b",6,10,2,0
"7028800abe7d4e27b613d1d6cbe26bf7","6e83e23f56544a19b94067c1c558d9c0",1,1,-20,0
"7028800abe7d4e27b613d1d6cbe26bf7","7028800abe7d4e27b613d1d6cbe26bf7",4,4,0,1
"7028800abe7d4e27b613d1d6cbe26bf7","7aa76d3e993840d8805f097cbdbcd44b",38,51,-6,0
"7028800abe7d4e27b613d1d6cbe26bf7","82ae07bc0c9b4570a41799290d1ef399",1,1,8,0
"7028800abe7d4e27b613d1d6cbe26bf7","94cecc3f1e7d484b8e068e79241dfd73",1,1,14,0
"7028800abe7d4e27b613d1d6cbe26bf7","ac160db940cb49ae8579162b1d52bb5d",1,1,-1,0
"7028800abe7d4e27b613d1d6cbe26bf7","c6fd49b485cc4874b0bbdd9c6171e09c",4,5,1,0
"7028800abe7d4e27b613d1d6cbe26bf7","d989ebcfc12a4b669f0100dc1aa14f1e",2,2,-12,0
"7028800abe7d4e27b613d1d6cbe26bf7","fa235f0f364d47e4ae1c87f47bf8e6ba",3,3,-15,0
"7040a13096d746ac84b8fac8d9752058","208c9b2796c944db8dacaa96082520ea",1,1,252,0
"7040a13096d746ac84b8fac8d9752058","30c9ba177afc49a695625d2bdec40207",1,1,214,0
"7040a13096d746ac84b8fac8d9752058","3ec3a3563847406fa73338f9e9999cf3",1,1,81,0
"7040a13096d746ac84b8fac8d9752058","4e51676dc72045d99c19b9fa7b22f8bc",2,2,-7,0
"7040a13096d746ac84b8fac8d9752058","5152833676bf4c6cb317060be10f68db",1,1,192,0
"7040a13096d746ac84b8fac8d9752058","67a089198fcb4e1c8f2385786c2b296f",3,3,3,0
"7040a13096d746ac84b8fac8d9752058","7040a13096d746ac84b8fac8d9752058",125,171,0,1
"7040a13096d746ac84b8fac8d9752058","78adeee1fa2c4fe0bc73f7bca9fcee86",2,2,124,0
"7040a13096d746ac84b8fac8d9752058","93679be414554a11b1893002f2229a93",103,134,-1,0
"7040a13096d746ac84b8fac8d9752058","9a0dc646f934470daf08c4b56ccf73db",209,334,1,0
"7040a13096d746ac84b8fac8d9752058","a875096404ef4a9984b62d74cda916f9",1,1,173,0
"7040a13096d746ac84b8fac8d9752058","a8f52a1637e44afd96e621bf9efb473f",1,1,-11,0
"7040a13096d746ac84b8fac8d9752058","b534b89233134e30a9b5645138bfa9ee",1,1,5,0
"7040a13096d746ac84b8fac8d9752058","b613861cecf84ffcab01afb23f660475",6,7,-35,0
"7040a13096d746ac84b8fac8d9752058","b7719e26494940efa49512aedd0aac79",1,1,-16,0
"7040a13096d746ac84b8fac8d9752058","c33c17be71ae4d588da7369472e5bb1b",3,3,-2,0
"7040a13096d746ac84b8fac8d9752058","daf8890a3c354459b8a962529aceb072",1,1,-17,0
"7040a13096d746ac84b8fac8d9752058","e2911e79efc2420eac45d9f671463d4b",1,1,-34,0
"7040a13096d746ac84b8fac8d9752058","fc0e049d56024bc9a02c9a9c435c3df7",53,53,2,0
"7108f0e4c2584f1f9c471689ae4c885c","07b44a7a51e94c78b411c753fc39dab0",1,1,-19,0
"7108f0e4c2584f1f9c471689ae4c885c","09400e101c5d4b439cf9a26b03aae558",110,120,2,0
"7108f0e4c2584f1f9c471689ae4c885c","0c7262dff33c4087bc660ccf40f92f9c",14,16,-39,0
"7108f0e4c2584f1f9c471689ae4c885c","139b097acfca451689d80c9c6eebdf7b",1,1,-30,0
"7108f0e4c2584f1f9c471689ae4c885c","1c6721b1f63f4d30ba7746ea8af02a52",3,3,13,0
"7108f0e4c2584f1f9c471689ae4c885c","334c2344009840079b1d0e1b7ce3d5a7",3,3,-3,0
"7108f0e4c2584f1f9c471689ae4c885c","362fcb0699a14845ab29b2340093e528",1,1,-34,0
"7108f0e4c2584f1f9c471689ae4c885c","5152833676bf4c6cb317060be10f68db",1,1,20,0
"7108f0e4c2584f1f9c471689ae4c885c","7108f0e4c2584f1f9c471689ae4c885c",203,2813,0,1
"7108f0e4c2584f1f9c471689ae4c885c","78adeee1fa2c4fe0bc73f7bca9fcee86",4,4,-48,0
"7108f0e4c2584f1f9c471689ae4c885c","8959e6304a0348309a771e4d08d1b64a",1,1,-45,0
"7108f0e4c2584f1f9c471689ae4c885c","94cecc3f1e7d484b8e068e79241dfd73",1,1,73,0
"7108f0e4c2584f1f9c471689ae4c885c","a875096404ef4a9984b62d74cda916f9",3,3,1,0
"7108f0e4c2584f1f9c471689ae4c885c","b9e80f77c3a44349863b19875725c384",202,308,-1,0
"7108f0e4c2584f1f9c471689ae4c885c","be502a7a43c44bf7b682698de79d9369",2,2,6,0
"7108f0e4c2584f1f9c471689ae4c885c","c8e371568a0c4391b25796ae4e91952e",6,7,-22,0
"7108f0e4c2584f1f9c471689ae4c885c","d646286c8051419bbc2e31dd1db55ca8",1,1,-141,0
"7108f0e4c2584f1f9c471689ae4c885c","d7f13c8d63ec4e2aa673fbb9cf9c6933",134,185,-2,0
"71cec822bcff4f30a20e75dc63ef7b65","37319e88176d4aefa91d7a9980dbae91",135,141,-4,0
"71cec822bcff4f30a20e75dc63ef7b65","3ec3a3563847406fa73338f9e9999cf3",1,1,1,0
"71cec822bcff4f30a20e75dc63ef7b65","62bff51286ef4f348717a3cf6fe2318f",81,87,4,0
"71cec822bcff4f30a20e75dc63ef7b65","67a089198fcb4e1c8f2385786c2b296f",1,1,-77,0
"71cec822bcff4f30a20e75dc63ef7b65","71cec822bcff4f30a20e75dc63ef7b65",217,509,0,1
"71cec822bcff4f30a20e75dc63ef7b65","a9ae0a3c070d455bb4369a8996313336",3,3,-2,0
"71cec822bcff4f30a20e75dc63ef7b65","b1cd0e7dc3ad4a8eb91a4bfdbeb025b0",1,1,2,0
"71cec822bcff4f30a20e75dc63ef7b65","e20db35ced8544ddac5bc3839145e463",6,6,-25,0
"73039f8c1eb9409cb4caee2cf968001e","00ae5f0c51874a73a41ebea838d95682",24,32,1,0
"73039f8c1eb9409cb4caee2cf968001e","08111f75e22d409998cf8b85bd431f0a",44,56,8,0
"73039f8c1eb9409cb4caee2cf968001e","08be90ffbeea4795a138cd42ed8db56f",1,1,-2,0
"73039f8c1eb9409cb4caee2cf968001e","1febb706d7a34005ae8711ed49c76e64",1,1,-6,0
"73039f8c1eb9409cb4caee2cf968001e","2ae94c0cea4d480a9d5dca8fb1d7b542",1,1,142,0
"73039f8c1eb9409cb4caee2cf968001e","3007433c8f584dcbb5ac159c1c5f2be3",2,2,-1,0
"73039f8c1eb9409cb4caee2cf968001e","309ccf3cc4fe429d9bfbaef53d3fa479",1,1,-40,0
"73039f8c1eb9409cb4caee2cf968001e","37319e88176d4aefa91d7a9980dbae91",3,3,12,0
"73039f8c1eb9409cb4caee2cf968001e","3cbcea2be0984e7dbd5a48195af10ce7",1,1,65,0
"73039f8c1eb9409cb4caee2cf968001e","4280927ec4d643238aa49c32f9e06c6c",210,290,9,0
"73039f8c1eb9409cb4caee2cf968001e","56586aa865414f538729c7f7735d2bc6",1,1,-88,0
"73039f8c1eb9409cb4caee2cf968001e","62bff51286ef4f348717a3cf6fe2318f",10,12,20,0
"73039f8c1eb9409cb4caee2cf968001e","67a089198fcb4e1c8f2385786c2b296f",4,4,-61,0
"73039f8c1eb9409cb4caee2cf968001e","71cec822bcff4f30a20e75dc63ef7b65",2,2,16,0
"73039f8c1eb9409cb4caee2cf968001e","73039f8c1eb9409cb4caee2cf968001e",5,5,0,1
"73039f8c1eb9409cb4caee2cf968001e","8f73ba6f5a0042f2850356ac38ac6f24",1,1,-5,0
"73039f8c1eb9409cb4caee2cf968001e","a9ac840f098c4bd0a2ee896214ce29cd",1,1,68,0
"73039f8c1eb9409cb4caee2cf968001e","a9ae0a3c070d455bb4369a8996313336",19,20,14,0
"73039f8c1eb9409cb4caee2cf968001e","b1cd0e7dc3ad4a8eb91a4bfdbeb025b0",3,3,18,0
"73039f8c1eb9409cb4caee2cf968001e","d391c8b6e56a43a7b654e9dee02d904b",10,10,3,0
"73039f8c1eb9409cb4caee2cf968001e","d646286c8051419bbc2e31dd1db55ca8",5,6,-33,0
"73039f8c1eb9409cb4caee2cf968001e","e20db35ced8544ddac5bc3839145e463",47,56,-9,0
"73039f8c1eb9409cb4caee2cf968001e","e2260b86653c46d7b14a41fb419dbf8c",1,1,-4,0
"73039f8c1eb9409cb4caee2cf968001e","fc44e6a5f7654430af1227838224dceb",8,8,11,0
"74a7f8712e5449c2bc0b43c6f90dafed","24cf8786024543f19b89bc20034e60d7",2,2,-7,0
"74a7f8712e5449c2bc0b43c6f90dafed","66ada10dde9f43018588f1ced9d477fc",186,191,-1,0
"74a7f8712e5449c2bc0b43c6f90dafed","74a7f8712e5449c2bc0b43c6f90dafed",186,216,0,1
"74a7f8712e5449c2bc0b43c6f90dafed","bf12c96466d840a69bed7020b3f18bb8",2,2,1,0
"74a7f8712e5449c2bc0b43c6f90dafed","dce46f8904594a62a6377a3587aaa663",2,2,-4,0
"74a7f8712e5449c2bc0b43c6f90dafed","e34e59dce2204f228f3a84b6725df60f",1,1,-16,0
"74a7f8712e5449c2bc0b43c6f90dafed","f2a73be2f46840b182d7bd095378004e",1,1,-6,0
"7570bc806234456aa66b290fb5c10af2","6c5ad271a44743479bfaea29b1db8d02",1,1,2,0
"7570bc806234456aa66b290fb5c10af2","df1de691dafe4549a18a4398ee9dfaf9",1,1,-2,0
"7646a919d7e64fa990bca9b024ff089d","208c9b2796c944db8dacaa96082520ea",3,4,-10,0
"7646a919d7e64fa990bca9b024ff089d","21592f2a9e9c4b2f8c66ec5dbcbf6a2b",13,13,-2,0
"7646a919d7e64fa990bca9b024ff089d","2c5bb2cbd0014420ad8c95d40e38efd1",14,23,5,0
"7646a919d7e64fa990bca9b024ff089d","3434c10e561d488a914e0f7d71907abd",21,22,7,0
"7646a919d7e64fa990bca9b024ff089d","34a6e49023fc4465bd5ca604330bbd1c",3,3,-6,0
"7646a919d7e64fa990bca9b024ff089d","3628bdce1dd2429ba924d2d4d09448d2",1,1,24,0
"7646a919d7e64fa990bca9b024ff089d","4a29443515bb404cb8924e1c60a63b73",57,75,-13,0
"7646a919d7e64fa990bca9b024ff089d","51ab6291537748fab90d519aa09889d6",1,1,-3,0
"7646a919d7e64fa990bca9b024ff089d","869e967078f04da18dd0b0b9389a7424",3,3,-5,0
"7646a919d7e64fa990bca9b024ff089d","a66a144637284c21afc6de17fea4bfb8",1,1,4,0
"7646a919d7e64fa990bca9b024ff089d","b71bac264efb4abd97015447bd490db6",1,1,72,0
"7646a919d7e64fa990bca9b024ff089d","b7719e26494940efa49512aedd0aac79",1,1,-278,0
"7646a919d7e64fa990bca9b024ff089d","ba0e59461bfb4a44b7b1c28a01f8d3b3",23,24,1,0
"7646a919d7e64fa990bca9b024ff089d","d6d02b6ef04e4f17805504500b8ce441",1,1,77,0
"7646a919d7e64fa990bca9b024ff089d","df1de691dafe4549a18a4398ee9dfaf9",1,1,-159,0
"7646a919d7e64fa990bca9b024ff089d","e390b575229748ea8aac9364efe2bf00",164,165,6,0
"7646a919d7e64fa990bca9b024ff089d","fab84b4fab5940efb4ea868ef8d09396",1,2,-14,0
"7669a956527947d0add87455277e80b4","0c787d16c9504873b1a4d903cec09948",1,1,23,0
"7669a956527947d0add87455277e80b4","4a29443515bb404cb8924e1c60a63b73",2,2,-6,0
"7669a956527947d0add87455277e80b4","6a9a3b5bde4a48daa896fe8c06eca56f",122,123,-2,0
"7669a956527947d0add87455277e80b4","7669a956527947d0add87455277e80b4",194,231,0,1
"7669a956527947d0add87455277e80b4","869e967078f04da18dd0b0b9389a7424",76,77,2,0
"7669a956527947d0add87455277e80b4","fab84b4fab5940efb4ea868ef8d09396",1,1,-7,0
"779143882c9042b383843beddf87b3fa","1c6721b1f63f4d30ba7746ea8af02a52",1,1,-9,0
"779143882c9042b383843beddf87b3fa","779143882c9042b383843beddf87b3fa",1,1,0,1
"779f9ddd1fd14d1e9e69f72219a1fdbd","070600601c4c439288445d2f0724807d",1,1,316,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","07b44a7a51e94c78b411c753fc39dab0",1,1,68,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","37319e88176d4aefa91d7a9980dbae91",1,1,-9,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","386a0044b3b843cc96cfd11f7f889fda",1,1,3,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","3cbcea2be0984e7dbd5a48195af10ce7",2,2,44,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","56586aa865414f538729c7f7735d2bc6",2,2,-109,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","579338175e0b4bbb8ef3b712b5d8b54e",32,42,7,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","62bff51286ef4f348717a3cf6fe2318f",21,22,-1,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","67a089198fcb4e1c8f2385786c2b296f",28,31,-82,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","6c5ad271a44743479bfaea29b1db8d02",105,125,22,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","779f9ddd1fd14d1e9e69f72219a1fdbd",84,169,0,1
"779f9ddd1fd14d1e9e69f72219a1fdbd","78adeee1fa2c4fe0bc73f7bca9fcee86",1,1,39,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","7a439da90b394756ad1777fc4c6dead5",2,2,6,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","8115eab6556b45f5b415c3b8c26a12e5",12,12,10,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","8959e6304a0348309a771e4d08d1b64a",1,1,42,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","8bc5795d6a984a3eace4e2811e52dd4f",2,2,14,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","a8dd5213034441ac92724b4e83eb0bb2",207,308,8,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","a9ae0a3c070d455bb4369a8996313336",2,2,-7,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","ae26e6cda8ad4a3f81bd347560d9579f",140,142,4,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","b1cd0e7dc3ad4a8eb91a4bfdbeb025b0",1,1,-3,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","b37e701092c444e8a0009767edc5f622",3,4,1,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","b416d47c56a742199b5d7c7f19d6503a",14,18,13,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","b534b89233134e30a9b5645138bfa9ee",1,1,-80,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","b7719e26494940efa49512aedd0aac79",1,1,-101,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","b7f2b31585d94eb3bf86376714aa7070",1,1,-108,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","bc5524e78a8544e2ae2fdc2f3462bbec",1,1,158,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","bd7c391260c74863ad031cabd6ae5cbb",1,1,2,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","c2e1c2b9eac64109b343a088584b576b",2,2,12,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","cd4532ad48034873ba8bce2aac0c9808",20,23,16,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","d18a9ea32855445f8736581f5cb119ce",1,1,-39,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","d313cec988a84645bee413e8d4724a4b",1,1,37,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","d646286c8051419bbc2e31dd1db55ca8",2,2,-54,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","d7f13c8d63ec4e2aa673fbb9cf9c6933",1,1,85,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","df1de691dafe4549a18a4398ee9dfaf9",146,217,18,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","e20db35ced8544ddac5bc3839145e463",126,200,-30,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","e449fc6047844f2eb8caee5c269d5c1c",2,2,17,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","ec34b06efd844b46a4c4818ecdb9b8f4",2,3,11,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","ee48df95832b4374aa273ceb27ec1315",1,1,5,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","f4ce60b4a944484082ccb701b48b3da1",1,1,36,0
"779f9ddd1fd14d1e9e69f72219a1fdbd","f661500307d74c908e9207d949ceb4aa",20,25,15,0
"77ecef8eff6b4a2caea7707669bf7475","01b2051f8941460d89945e3b02d1ce78",1,1,-5,0
"77ecef8eff6b4a2caea7707669bf7475","0c7262dff33c4087bc660ccf40f92f9c",29,31,-53,0
"77ecef8eff6b4a2caea7707669bf7475","0d987bed3ffa4ed0b9a2e62e97b7b30f",2,2,50,0
"77ecef8eff6b4a2caea7707669bf7475","1c6721b1f63f4d30ba7746ea8af02a52",145,263,-1,0
"77ecef8eff6b4a2caea7707669bf7475","2024b4885bd14338a39b7b509acbbd02",1,1,-40,0
"77ecef8eff6b4a2caea7707669bf7475","2ab1535aac1346ba8801535bf729ef37",3,4,7,0
"77ecef8eff6b4a2caea7707669bf7475","2ae94c0cea4d480a9d5dca8fb1d7b542",2,2,20,0
"77ecef8eff6b4a2caea7707669bf7475","363837c182e04711840d896ae1e0339c",1,1,-4,0
"77ecef8eff6b4a2caea7707669bf7475","3f1c815879794b929260d224becaff7e",1,1,-208,0
"77ecef8eff6b4a2caea7707669bf7475","64dbedb3ce544f6aae8e10e0cf10f16d",1,1,18,0
"77ecef8eff6b4a2caea7707669bf7475","66d4fad4f1cf4b46be0750a99ad7a35a",1,1,17,0
"77ecef8eff6b4a2caea7707669bf7475","77ecef8eff6b4a2caea7707669bf7475",199,2532,0,1
"77ecef8eff6b4a2caea7707669bf7475","78adeee1fa2c4fe0bc73f7bca9fcee86",1,1,-62,0
"77ecef8eff6b4a2caea7707669bf7475","8b9ae98743bd4d4a8a87dff1c1244211",41,49,5,0
"77ecef8eff6b4a2caea7707669bf7475","91125ca626c5470eb145501f8c37f8db",1,1,-2,0
"77ecef8eff6b4a2caea7707669bf7475","94cecc3f1e7d484b8e068e79241dfd73",1,1,59,0
"77ecef8eff6b4a2caea7707669bf7475","9afd71a5298d4333b6849dfce1b9422c",1,1,-204,0
"77ecef8eff6b4a2caea7707669bf7475","a49a937d6896486d9a5396654abcf2e1",1,1,4,0
"77ecef8eff6b4a2caea7707669bf7475","a875096404ef4a9984b62d74cda916f9",1,1,-13,0
"77ecef8eff6b4a2caea7707669bf7475","b534b89233134e30a9b5645138bfa9ee",1,1,-181,0
"77ecef8eff6b4a2caea7707669bf7475","bb5a47f5ea01454a8b79455422d3b9da",1,1,58,0
"77ecef8eff6b4a2caea7707669bf7475","be95c065e45447c1bd8215ea6f130c7a",1,1,-3,0
"77ecef8eff6b4a2caea7707669bf7475","c8e371568a0c4391b25796ae4e91952e",1,1,-36,0
"77ecef8eff6b4a2caea7707669bf7475","cab89fa5c3ed45a5aa550fc0352d6a42",1,1,16,0
"77ecef8eff6b4a2caea7707669bf7475","d03cb855c70044cf8c35d9ec0de696e3",86,108,2,0
"77ecef8eff6b4a2caea7707669bf7475","d646286c8051419bbc2e31dd1db55ca8",1,1,-155,0
"77ecef8eff6b4a2caea7707669bf7475","d7f13c8d63ec4e2aa673fbb9cf9c6933",13,14,-16,0
"77ecef8eff6b4a2caea7707669bf7475","f7906d6f59b9489a91d2ef40db5a474d",8,9,1,0
"77ecef8eff6b4a2caea7707669bf7475","fab84b4fab5940efb4ea868ef8d09396",1,1,62,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","07b44a7a51e94c78b411c753fc39dab0",1,1,29,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","0c7262dff33c4087bc660ccf40f92f9c",7,7,9,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","0d987bed3ffa4ed0b9a2e62e97b7b30f",4,4,112,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","139b097acfca451689d80c9c6eebdf7b",2,2,18,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","1c6721b1f63f4d30ba7746ea8af02a52",1,1,61,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","24cf8786024543f19b89bc20034e60d7",1,1,268,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","2ae94c0cea4d480a9d5dca8fb1d7b542",2,2,82,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","3cbcea2be0984e7dbd5a48195af10ce7",160,266,5,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","4280927ec4d643238aa49c32f9e06c6c",1,1,-51,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","4a29443515bb404cb8924e1c60a63b73",1,1,125,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","56586aa865414f538729c7f7735d2bc6",1,1,-148,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","579338175e0b4bbb8ef3b712b5d8b54e",2,2,-32,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","62bff51286ef4f348717a3cf6fe2318f",2,2,-40,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","64d48c6c9c7940639a932219a6c87198",1,1,-120,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","65202579580f4ad38d734b4ee39d22a8",213,1065,4,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","67a089198fcb4e1c8f2385786c2b296f",32,42,-121,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","6c5ad271a44743479bfaea29b1db8d02",1,1,-17,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","779f9ddd1fd14d1e9e69f72219a1fdbd",1,1,-39,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","78adeee1fa2c4fe0bc73f7bca9fcee86",145,387,0,1
"78adeee1fa2c4fe0bc73f7bca9fcee86","82e6285962b8400d9d6fc32436022a94",111,148,7,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","83d42d95cd844fc093fc09cee250edb8",1,1,305,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","8959e6304a0348309a771e4d08d1b64a",37,46,3,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","9afd71a5298d4333b6849dfce1b9422c",1,1,-142,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","a2b4bd40cee2481ebd3fc179d6a5cd62",1,1,257,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","a49d1bb4328949299686242fd0be5584",2,2,-139,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","a9ac840f098c4bd0a2ee896214ce29cd",3,3,8,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","ae26e6cda8ad4a3f81bd347560d9579f",1,1,-35,0
"78adeee1fa2c4fe0bc73f7bca9fcee86","ae5ac430ea254e708a6f5deaaf7464ae",1,1,-76,0
