"name","courseID","mod_type","order","chpModPar","seqModPar","vrtModPar","stds","count"
"eb2a0eb537344a9e891c761662e400b6","MITxPRO+LASERxB1+1T2019","html",16,"41ad78dff2594088a4eb8b6b7ce406f3","ff431411da1d4bb1ab793e366c040c22","38fc3bea819642aabb5670fffab96d29",64,141
"5c5ceeee4562457ba6d41515aeebfbb1","MITxPRO+LASERxB1+1T2019","video",17,"41ad78dff2594088a4eb8b6b7ce406f3","ff431411da1d4bb1ab793e366c040c22","d4e705c30bbe46dcb45d9f8687718f19",226,881
"9afd71a5298d4333b6849dfce1b9422c","MITxPRO+LASERxB1+1T2019","html",18,"41ad78dff2594088a4eb8b6b7ce406f3","5b29c859c3444d36b16200841f174ef0","80d9337fbaf24e5786b094bb2cc7149c",228,1087
"daf8890a3c354459b8a962529aceb072","MITxPRO+LASERxB1+1T2019","html",19,"41ad78dff2594088a4eb8b6b7ce406f3","5b29c859c3444d36b16200841f174ef0","80d9337fbaf24e5786b094bb2cc7149c",6,22
"b7719e26494940efa49512aedd0aac79","MITxPRO+LASERxB1+1T2019","html",20,"41ad78dff2594088a4eb8b6b7ce406f3","45117ed48057482ba7b2a5058a0fc21f","6786347a717d499a9ca7e40351ebf14c",227,1707
"a49d1bb4328949299686242fd0be5584","MITxPRO+LASERxB1+1T2019","html",21,"41ad78dff2594088a4eb8b6b7ce406f3","45117ed48057482ba7b2a5058a0fc21f","9c6635a6fe0144928f6289439f1716d3",117,429
"d4c3b003e8274e429d2fa688d73fde6d","MITxPRO+LASERxB1+1T2019","video",22,"41ad78dff2594088a4eb8b6b7ce406f3","45117ed48057482ba7b2a5058a0fc21f","9c6635a6fe0144928f6289439f1716d3",220,1079
"b3323dfcc2d246d599e1c43b6be7751c","MITxPRO+LASERxB1+1T2019","html",23,"41ad78dff2594088a4eb8b6b7ce406f3","45117ed48057482ba7b2a5058a0fc21f","9c6635a6fe0144928f6289439f1716d3",2,6
"d4f45188d3c84a02ba08454e6403a818","MITxPRO+LASERxB1+1T2019","lti_consumer",24,"41ad78dff2594088a4eb8b6b7ce406f3","45117ed48057482ba7b2a5058a0fc21f","9c6635a6fe0144928f6289439f1716d3",222,601
"a8f52a1637e44afd96e621bf9efb473f","MITxPRO+LASERxB1+1T2019","html",25,"41ad78dff2594088a4eb8b6b7ce406f3","45117ed48057482ba7b2a5058a0fc21f","9c6635a6fe0144928f6289439f1716d3",1,1
"5bc03c8f16354d04bd51f5bb93559ad3","MITxPRO+LASERxB1+1T2019","lti_consumer",26,"41ad78dff2594088a4eb8b6b7ce406f3","45117ed48057482ba7b2a5058a0fc21f","9c6635a6fe0144928f6289439f1716d3",50,57
"a23ae40d7a9e4ee4828cc06415a3218c","MITxPRO+LASERxB1+1T2019","html",27,"41ad78dff2594088a4eb8b6b7ce406f3","45117ed48057482ba7b2a5058a0fc21f","f631dacfff1f4a9aab110391153f08e5",17,42
"afbf7250b99d47bea07172749483ca97","MITxPRO+LASERxB1+1T2019","html",28,"41ad78dff2594088a4eb8b6b7ce406f3","de22467102264b329f7bf1cc7c255958","1cf89ff8aa624ec480ad7c89d560070f",226,879
"4e51676dc72045d99c19b9fa7b22f8bc","MITxPRO+LASERxB1+1T2019","html",29,"41ad78dff2594088a4eb8b6b7ce406f3","d33327f68f5d47a59dc0bcb58476a308","7b80d8ece9e34006aba4c83a08dcc759",223,1133
"78ff5a07ecb5453ca82361aabca7c5ba","MITxPRO+LASERxB1+1T2019","html",30,"41ad78dff2594088a4eb8b6b7ce406f3","d33327f68f5d47a59dc0bcb58476a308","7b80d8ece9e34006aba4c83a08dcc759",0,0
"51970cfa30e643e894e66ae85c8024cc","MITxPRO+LASERxB1+1T2019","html",31,"41ad78dff2594088a4eb8b6b7ce406f3","d33327f68f5d47a59dc0bcb58476a308","7c30c49008334f3d89f6d8f98db9053f",223,337
"c9c52446b6294aa5a9c2abaed536c37e","MITxPRO+LASERxB1+1T2019","html",32,"41ad78dff2594088a4eb8b6b7ce406f3","d33327f68f5d47a59dc0bcb58476a308","1e9d36ee44f34b1490599cac4351c943",37,51
"0c253dd0ca8e4fc3893a27d753757ef5","MITxPRO+LASERxB1+1T2019","html",33,"41ad78dff2594088a4eb8b6b7ce406f3","d33327f68f5d47a59dc0bcb58476a308","1e9d36ee44f34b1490599cac4351c943",0,0
"c33c17be71ae4d588da7369472e5bb1b","MITxPRO+LASERxB1+1T2019","html",34,"41ad78dff2594088a4eb8b6b7ce406f3","32616f24f209429aa74bcbd306f9594c","d162c5574f91400b85159890dcbfdd3a",224,824
"93679be414554a11b1893002f2229a93","MITxPRO+LASERxB1+1T2019","html",35,"41ad78dff2594088a4eb8b6b7ce406f3","4a30852379b64421a0e98cd0e7118cb4","9e3894f4bded4babb231aa293d8a63d8",222,724
"7040a13096d746ac84b8fac8d9752058","MITxPRO+LASERxB1+1T2019","html",36,"41ad78dff2594088a4eb8b6b7ce406f3","998f9bac3a954e3798b4a2c2e5feeb53","a96d7def248946c08c8be95663a38b2b",223,719
"9a0dc646f934470daf08c4b56ccf73db","MITxPRO+LASERxB1+1T2019","html",37,"41ad78dff2594088a4eb8b6b7ce406f3","88e7231ab5574ddf85d1db2efc79a807","5df9eef866334435bee4b97572d48f26",222,739
"fc0e049d56024bc9a02c9a9c435c3df7","MITxPRO+LASERxB1+1T2019","html",38,"41ad78dff2594088a4eb8b6b7ce406f3","9c3abf77edcc4038ace4d6b932aff686","d87f750663f640729312e288ff7b54ee",222,873
"67a089198fcb4e1c8f2385786c2b296f","MITxPRO+LASERxB1+1T2019","html",39,"b81f7ccf60e1421ba61ca2e20972139d","78bfd0b27639460682cba6b86208d978","2e2e33f9242b477099e2f21b48c014c2",235,1956
"64d48c6c9c7940639a932219a6c87198","MITxPRO+LASERxB1+1T2019","video",40,"b81f7ccf60e1421ba61ca2e20972139d","78bfd0b27639460682cba6b86208d978","2e2e33f9242b477099e2f21b48c014c2",231,1320
"b534b89233134e30a9b5645138bfa9ee","MITxPRO+LASERxB1+1T2019","html",41,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","340f082ff1cd4b59a7e77408e8a0c37f",230,1648
"fc5d3a81023c41d8ab70b19d4c5c50eb","MITxPRO+LASERxB1+1T2019","html",42,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","340f082ff1cd4b59a7e77408e8a0c37f",3,3
"296fbfa7fce5408484f55d759d80d7b7","MITxPRO+LASERxB1+1T2019","html",43,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","340f082ff1cd4b59a7e77408e8a0c37f",1,4
"0e37b720d23b4e7f8b313e79313fd107","MITxPRO+LASERxB1+1T2019","problem",44,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","340f082ff1cd4b59a7e77408e8a0c37f",228,613
"6875d67fdd5f48168b62719df449bebd","MITxPRO+LASERxB1+1T2019","problem",45,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","340f082ff1cd4b59a7e77408e8a0c37f",228,547
"d9c8d8c444a64dadbbb508652c721e17","MITxPRO+LASERxB1+1T2019","html",46,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","a763dd7c518840da9721ff08918c41e9",227,555
"6e13d61a7bdb44bca949c9f86fab3be5","MITxPRO+LASERxB1+1T2019","video",47,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","a763dd7c518840da9721ff08918c41e9",228,1358
"7ddaf94446db4e3d8f70d0ed3883700d","MITxPRO+LASERxB1+1T2019","html",48,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","a763dd7c518840da9721ff08918c41e9",0,0
"195f78799f984cc2b06c48dfe36be751","MITxPRO+LASERxB1+1T2019","problem",49,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","a763dd7c518840da9721ff08918c41e9",224,806
"f924752d8a1149668870b1e7698486f7","MITxPRO+LASERxB1+1T2019","html",50,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","c83958cdf0b74333adc5dbe75c2d53a1",226,493
"d0c74f735e024943943e40333d6d337f","MITxPRO+LASERxB1+1T2019","video",51,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","c83958cdf0b74333adc5dbe75c2d53a1",228,955
"2b160a91c44d44c89ba74b6b07b25629","MITxPRO+LASERxB1+1T2019","html",52,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","c83958cdf0b74333adc5dbe75c2d53a1",0,0
"983f8ff320594b279a7f4a6fe132f9c5","MITxPRO+LASERxB1+1T2019","problem",53,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","c83958cdf0b74333adc5dbe75c2d53a1",222,820
"35adfa5d923046aebabfefd98f35ff05","MITxPRO+LASERxB1+1T2019","problem",54,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","c83958cdf0b74333adc5dbe75c2d53a1",222,1184
"b6f8a98476224da1b40e555ececc7ed8","MITxPRO+LASERxB1+1T2019","problem",55,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","c83958cdf0b74333adc5dbe75c2d53a1",222,803
"86e22cb5fe0e4b47a9489ecddf7ed78f","MITxPRO+LASERxB1+1T2019","problem",56,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","c83958cdf0b74333adc5dbe75c2d53a1",222,731
"12aa6e1672ac4e7aa6449a7a8609cd72","MITxPRO+LASERxB1+1T2019","html",57,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","84d637b6dbfa41df991a293fb34f694c",226,432
"a1f2f12debe5432fb7a70bcd12bacfb9","MITxPRO+LASERxB1+1T2019","drag-and-drop-v2",58,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","84d637b6dbfa41df991a293fb34f694c",228,5241
"78f30e4dcac84e3cbea8b2cc6e0d62b3","MITxPRO+LASERxB1+1T2019","drag-and-drop-v2",59,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","84d637b6dbfa41df991a293fb34f694c",228,3306
"309ccf3cc4fe429d9bfbaef53d3fa479","MITxPRO+LASERxB1+1T2019","html",60,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","a5181f313e474050b977b4267b1a7ee1",225,391
"4c943503763e4e349906eea3ed3c8e86","MITxPRO+LASERxB1+1T2019","problem",61,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","a5181f313e474050b977b4267b1a7ee1",222,498
"bee9f506f4a845b0bc68b6b1caee58a2","MITxPRO+LASERxB1+1T2019","html",62,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","a5181f313e474050b977b4267b1a7ee1",0,0
"bc42d26810654ea9a1df1efe1e58c7d5","MITxPRO+LASERxB1+1T2019","survey",63,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","a5181f313e474050b977b4267b1a7ee1",227,1260
"a0a418b8540d479fa6e0f653b701da8b","MITxPRO+LASERxB1+1T2019","survey",64,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","a5181f313e474050b977b4267b1a7ee1",227,1211
"7af822066add4e7f8e007e4eee31a8bf","MITxPRO+LASERxB1+1T2019","html",65,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","61a95fecc3cf4a08a3414e9110675930",47,78
"0c9dea3b3a84482fbc9ce8487ef5ae94","MITxPRO+LASERxB1+1T2019","html",66,"b81f7ccf60e1421ba61ca2e20972139d","d968714ed24b4b5ab85fcc769d1f6ce6","61a95fecc3cf4a08a3414e9110675930",0,0
"d646286c8051419bbc2e31dd1db55ca8","MITxPRO+LASERxB1+1T2019","html",67,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","f50aa76a62194ee6be33edffff6d3028",224,1509
"5ae019b6b8404464a9b33b495b971f1d","MITxPRO+LASERxB1+1T2019","html",68,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","f50aa76a62194ee6be33edffff6d3028",0,0
"b78502985aa44be295c7f910dbf6d461","MITxPRO+LASERxB1+1T2019","html",69,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","f50aa76a62194ee6be33edffff6d3028",1,2
"12c07ec131f6403eaff4fe6e306f3630","MITxPRO+LASERxB1+1T2019","html",70,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","f50aa76a62194ee6be33edffff6d3028",0,0
"267f883678b24aed855fde42524975d9","MITxPRO+LASERxB1+1T2019","problem",71,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","f50aa76a62194ee6be33edffff6d3028",221,511
"88fff56d0342490dbef9040750a20f6c","MITxPRO+LASERxB1+1T2019","problem",72,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","f50aa76a62194ee6be33edffff6d3028",221,479
"adb17b12b66c4a49a85fd34322f7df70","MITxPRO+LASERxB1+1T2019","problem",73,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","f50aa76a62194ee6be33edffff6d3028",221,476
"140d5b27b8574befad82c0a013b59dfa","MITxPRO+LASERxB1+1T2019","html",74,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","a481c1cc64eb4c3a818c2d51992f3aba",222,408
"a2becd407db34b189200a32546d9d569","MITxPRO+LASERxB1+1T2019","video",75,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","a481c1cc64eb4c3a818c2d51992f3aba",221,1175
"190fc0dbe34c41668fe10597f5802ed4","MITxPRO+LASERxB1+1T2019","html",76,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","a481c1cc64eb4c3a818c2d51992f3aba",1,2
"58c22b011d0f4c2ea6d13615edbb9eeb","MITxPRO+LASERxB1+1T2019","problem",77,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","a481c1cc64eb4c3a818c2d51992f3aba",221,1191
"dd76e1861dc9461c830888729d091ee0","MITxPRO+LASERxB1+1T2019","problem",78,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","a481c1cc64eb4c3a818c2d51992f3aba",221,1465
"cd1d828f1a694b87913a7ea66c23803e","MITxPRO+LASERxB1+1T2019","problem",79,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","a481c1cc64eb4c3a818c2d51992f3aba",221,826
"9176a3c2b4d2465fa8b0c67096c2a97e","MITxPRO+LASERxB1+1T2019","problem",80,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","a481c1cc64eb4c3a818c2d51992f3aba",219,1810
"f8ec6445f7194e25b9101d4fbcb07a18","MITxPRO+LASERxB1+1T2019","problem",81,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","a481c1cc64eb4c3a818c2d51992f3aba",219,759
"d18a9ea32855445f8736581f5cb119ce","MITxPRO+LASERxB1+1T2019","html",82,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","b195e97bfb234a14a0f41b31a5f06e1b",219,413
"38376f961ebc414db8f3b8f244f6d5ed","MITxPRO+LASERxB1+1T2019","html",83,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","b195e97bfb234a14a0f41b31a5f06e1b",1,2
"ae5ac430ea254e708a6f5deaaf7464ae","MITxPRO+LASERxB1+1T2019","html",84,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","03160005cdd149338e3ac1904327428b",222,433
"f564483cbd7a407681aa2fcca518cf5f","MITxPRO+LASERxB1+1T2019","problem",85,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","03160005cdd149338e3ac1904327428b",221,926
"18fd01350bd5434ca636d59a599d768a","MITxPRO+LASERxB1+1T2019","problem",86,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","03160005cdd149338e3ac1904327428b",221,2017
"42fb58708eaf4e5daa82bfca61b6f5fd","MITxPRO+LASERxB1+1T2019","html",87,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","ad3c80c985c346ba904bf967eed89cd3",44,63
"c681290961c94c4caf23b529d1ae6b9a","MITxPRO+LASERxB1+1T2019","problem",88,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","ad3c80c985c346ba904bf967eed89cd3",218,488
"515683b5ec554c5b816324fc98691834","MITxPRO+LASERxB1+1T2019","html",89,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","ad3c80c985c346ba904bf967eed89cd3",0,0
"6a9f0ef185fb47f0937e29daa1c71ed5","MITxPRO+LASERxB1+1T2019","poll",90,"b81f7ccf60e1421ba61ca2e20972139d","13a6d46e04284ad1868e9a712f50d31f","ad3c80c985c346ba904bf967eed89cd3",222,1599
"e20db35ced8544ddac5bc3839145e463","MITxPRO+LASERxB1+1T2019","html",91,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",222,1932
"c2a008e1e5ca4287bd8ecea2932360aa","MITxPRO+LASERxB1+1T2019","html",92,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",1,2
"231c15562ab8497daeb55e56acf3b35c","MITxPRO+LASERxB1+1T2019","html",93,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",4,10
"1febb706d7a34005ae8711ed49c76e64","MITxPRO+LASERxB1+1T2019","problem",94,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",218,808
"8f73ba6f5a0042f2850356ac38ac6f24","MITxPRO+LASERxB1+1T2019","problem",95,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",217,1293
"e2260b86653c46d7b14a41fb419dbf8c","MITxPRO+LASERxB1+1T2019","problem",96,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",217,714
"35eb641ad1d845bbba54915bce75a962","MITxPRO+LASERxB1+1T2019","problem",97,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",216,1097
"08be90ffbeea4795a138cd42ed8db56f","MITxPRO+LASERxB1+1T2019","problem",98,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",218,1252
"3007433c8f584dcbb5ac159c1c5f2be3","MITxPRO+LASERxB1+1T2019","problem",99,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",217,1143
"73039f8c1eb9409cb4caee2cf968001e","MITxPRO+LASERxB1+1T2019","html",100,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",221,518
"00ae5f0c51874a73a41ebea838d95682","MITxPRO+LASERxB1+1T2019","video",101,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",220,1165
"b38af1a65bd14ea886d608e701505bcf","MITxPRO+LASERxB1+1T2019","html",102,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",3,6
"d391c8b6e56a43a7b654e9dee02d904b","MITxPRO+LASERxB1+1T2019","drag-and-drop-v2",103,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",221,4639
"6111116566fc4fd9abba409322bea245","MITxPRO+LASERxB1+1T2019","problem",104,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",216,752
"a81b2235cb9c499eb9ea8ee0a8dd9725","MITxPRO+LASERxB1+1T2019","problem",105,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",216,951
"2d4e0ab0ef3b4d73b82c72d4621a7579","MITxPRO+LASERxB1+1T2019","problem",106,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",217,705
"8bdebf492ebd4e62b0d522e8ab5e5197","MITxPRO+LASERxB1+1T2019","problem",107,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",217,794
"08111f75e22d409998cf8b85bd431f0a","MITxPRO+LASERxB1+1T2019","html",108,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","741f20479afd4861b508ea6c1277eaf1",221,496
"4280927ec4d643238aa49c32f9e06c6c","MITxPRO+LASERxB1+1T2019","video",109,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","741f20479afd4861b508ea6c1277eaf1",220,895
"6e1c7c431db64442b1a7ca15b87a61bd","MITxPRO+LASERxB1+1T2019","html",110,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","741f20479afd4861b508ea6c1277eaf1",1,2
"fc44e6a5f7654430af1227838224dceb","MITxPRO+LASERxB1+1T2019","problem",111,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","741f20479afd4861b508ea6c1277eaf1",215,940
"37319e88176d4aefa91d7a9980dbae91","MITxPRO+LASERxB1+1T2019","html",112,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","e766c290004247218b5c53ae45a56e97",218,492
"9f83d4de28e64c5b81825f4e58892ac7","MITxPRO+LASERxB1+1T2019","html",113,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","e766c290004247218b5c53ae45a56e97",0,0
"a9ae0a3c070d455bb4369a8996313336","MITxPRO+LASERxB1+1T2019","video",114,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","e766c290004247218b5c53ae45a56e97",218,1034
"f3c44bf91f85487caa6400dfe774e63b","MITxPRO+LASERxB1+1T2019","html",115,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","e766c290004247218b5c53ae45a56e97",1,2
"71cec822bcff4f30a20e75dc63ef7b65","MITxPRO+LASERxB1+1T2019","problem",116,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","e766c290004247218b5c53ae45a56e97",217,749
"3ec3a3563847406fa73338f9e9999cf3","MITxPRO+LASERxB1+1T2019","html",117,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","fd587aacd8ad43159830fa62d4ad9720",82,152
