id,x,y,courseID,mod_type,order,stds,count,chapterModLabel,In-Degree,Out-Degree,Degree
78adeee1fa2c4fe0bc73f7bca9fcee86,-1257.7241f,-535.79175f,MITxPRO+LASERxB1+1T2019,html,160,216,2217,Week 1: Strategy (2.5 hrs),65,23,88
6fdb4db5d6dd41b296c156e9e31f6ae8,1066.6217f,-655.5809f,MITxPRO+LASERxB1+1T2019,html,161,0,0,Week 1: Strategy (2.5 hrs),0,0,0
f8c6e9dd315640039488619b16128971,-1573.4829f,-23.491999f,MITxPRO+LASERxB1+1T2019,html,162,8,23,Week 1: Strategy (2.5 hrs),3,2,5
8959e6304a0348309a771e4d08d1b64a,-1429.1855f,-261.51663f,MITxPRO+LASERxB1+1T2019,html,163,118,223,Week 1: Strategy (2.5 hrs),12,6,18
65202579580f4ad38d734b4ee39d22a8,-1207.8329f,-304.71982f,MITxPRO+LASERxB1+1T2019,openassessment,164,215,16492,Week 1: Strategy (2.5 hrs),5,29,34
3cbcea2be0984e7dbd5a48195af10ce7,-904.35614f,-469.31757f,MITxPRO+LASERxB1+1T2019,html,165,211,1153,Week 1: Strategy (2.5 hrs),35,6,41
26836bccf4174cc5af819c2e237f9300,-692.7085f,-10.26167f,MITxPRO+LASERxB1+1T2019,html,166,2,10,Week 1: Strategy (2.5 hrs),0,1,1
82e6285962b8400d9d6fc32436022a94,-809.0026f,-367.62894f,MITxPRO+LASERxB1+1T2019,lti_consumer,167,211,685,Week 1: Strategy (2.5 hrs),3,26,29
a9ac840f098c4bd0a2ee896214ce29cd,-702.5477f,-671.3837f,MITxPRO+LASERxB1+1T2019,html,168,208,940,Week 1: Strategy (2.5 hrs),22,18,40
0c7262dff33c4087bc660ccf40f92f9c,-532.0179f,-1344.6451f,MITxPRO+LASERxB1+1T2019,html,169,218,2301,Week 2: Products (2.5 hrs),87,63,150
1202ed221196417faa16c4348aed3971,426.94577f,-146.72783f,MITxPRO+LASERxB1+1T2019,html,170,1,2,Week 2: Products (2.5 hrs),0,0,0
416cdfda278442dd9bcb1046bd1bf0ec,-77.38549f,-1107.0742f,MITxPRO+LASERxB1+1T2019,html,171,3,6,Week 2: Products (2.5 hrs),0,1,1
b2275c3fad834f8d90737a2d9a6927d6,-624.7191f,-1048.9811f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,172,216,6907,Week 2: Products (2.5 hrs),8,24,32
eb515a26030b41f8a82a1e6114420bad,-732.38025f,-1185.7568f,MITxPRO+LASERxB1+1T2019,problem,173,208,736,Week 2: Products (2.5 hrs),2,3,5
362fcb0699a14845ab29b2340093e528,-1098.5784f,-1405.9761f,MITxPRO+LASERxB1+1T2019,html,174,209,398,Week 2: Products (2.5 hrs),9,9,18
b42cc17b7de840f181a704558d0bc845,-827.3169f,-1334.9725f,MITxPRO+LASERxB1+1T2019,video,175,208,1031,Week 2: Products (2.5 hrs),10,11,21
93ebcbc0b45f4e73acd412264327a4f7,-491.01404f,994.439f,MITxPRO+LASERxB1+1T2019,html,176,0,0,Week 2: Products (2.5 hrs),0,0,0
801f9e9135034f49bf5f8b4bdefedb41,-974.5904f,-1350.4615f,MITxPRO+LASERxB1+1T2019,problem,177,203,1592,Week 2: Products (2.5 hrs),4,5,9
139b097acfca451689d80c9c6eebdf7b,-1092.9612f,-1671.9719f,MITxPRO+LASERxB1+1T2019,html,178,207,408,Week 2: Products (2.5 hrs),7,10,17
ea38cc0e6e6e41edbabf210220808bf9,-1054.3743f,-1512.0469f,MITxPRO+LASERxB1+1T2019,video,179,206,813,Week 2: Products (2.5 hrs),9,8,17
d9db4a4ebcd8499daa5e84d534b523ac,-294.85635f,-1046.7201f,MITxPRO+LASERxB1+1T2019,html,180,0,0,Week 2: Products (2.5 hrs),0,0,0
b87c552dd247427abe6ab5795b9c9d43,-1176.4226f,-1561.4011f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,181,208,2391,Week 2: Products (2.5 hrs),7,9,16
2024b4885bd14338a39b7b509acbbd02,-909.726f,-1753.1285f,MITxPRO+LASERxB1+1T2019,html,182,207,358,Week 2: Products (2.5 hrs),8,12,20
30f660a1feb34582a739722532524f79,-1027.0928f,-1769.5088f,MITxPRO+LASERxB1+1T2019,problem,183,205,1345,Week 2: Products (2.5 hrs),5,3,8
cf4c280bad6a43e6b131d8385ef9ef3f,-629.15643f,-1813.3842f,MITxPRO+LASERxB1+1T2019,html,184,35,59,Week 2: Products (2.5 hrs),5,6,11
c3f63fe50d8e487c86bf8ef76c9cadd3,-796.13556f,-1743.1064f,MITxPRO+LASERxB1+1T2019,problem,185,206,468,Week 2: Products (2.5 hrs),5,3,8
c8e371568a0c4391b25796ae4e91952e,-721.07666f,-2214.3406f,MITxPRO+LASERxB1+1T2019,html,186,206,1398,Week 2: Products (2.5 hrs),27,24,51
2d075b03782c4bef9bed2913b6534e8e,-364.90082f,-1065.3033f,MITxPRO+LASERxB1+1T2019,html,187,0,0,Week 2: Products (2.5 hrs),0,0,0
7d932b23e1c84326ae5aa4d3c0d813d1,-809.17114f,-2118.1887f,MITxPRO+LASERxB1+1T2019,problem,188,201,557,Week 2: Products (2.5 hrs),3,2,5
07b44a7a51e94c78b411c753fc39dab0,-1100.7819f,-2295.387f,MITxPRO+LASERxB1+1T2019,html,189,206,414,Week 2: Products (2.5 hrs),6,8,14
ab11d94c6c8948ea90b88f19d2cd502b,-890.2872f,-2236.1292f,MITxPRO+LASERxB1+1T2019,video,190,203,885,Week 2: Products (2.5 hrs),9,8,17
950c1931570b4fb39512a9540816b913,845.9263f,891.97833f,MITxPRO+LASERxB1+1T2019,html,191,0,0,Week 2: Products (2.5 hrs),0,0,0
f992451ed6ad4e68bb9e68ad6be7c4be,-1001.87726f,-2264.0857f,MITxPRO+LASERxB1+1T2019,problem,192,202,577,Week 2: Products (2.5 hrs),3,4,7
017d7ca8e0394b91aaadc9574df2202c,-1263.0446f,-2527.5005f,MITxPRO+LASERxB1+1T2019,html,193,206,431,Week 2: Products (2.5 hrs),9,13,22
6cd2dcaac46847d4a0bc53f296d90375,-1197.6432f,-2342.871f,MITxPRO+LASERxB1+1T2019,video,194,203,819,Week 2: Products (2.5 hrs),8,11,19
c92c45e0e81148bfab292a3c1a573ca6,-328.43802f,-1023.85205f,MITxPRO+LASERxB1+1T2019,html,195,0,0,Week 2: Products (2.5 hrs),0,0,0
2d2580c9411c4972909db508d6956a58,-1326.5336f,-2330.1865f,MITxPRO+LASERxB1+1T2019,problem,196,202,1030,Week 2: Products (2.5 hrs),4,3,7
5bddb3d9ed264f3984702f048c7e5340,-1401.5564f,-2397.9587f,MITxPRO+LASERxB1+1T2019,problem,197,201,660,Week 2: Products (2.5 hrs),2,2,4
d5e8e2bd12a2466b9d6d90855f0eb079,-1364.2948f,-2482.5527f,MITxPRO+LASERxB1+1T2019,problem,198,202,667,Week 2: Products (2.5 hrs),3,3,6
f9170dd6bc6442b4acd832747609b09a,-1002.9196f,-2608.3533f,MITxPRO+LASERxB1+1T2019,html,199,205,389,Week 2: Products (2.5 hrs),10,10,20
54e8e9f0ea3e45c4bf3b8ac799ee31b1,-1270.5769f,-2620.473f,MITxPRO+LASERxB1+1T2019,problem,200,205,442,Week 2: Products (2.5 hrs),1,2,3
c614a00911be4877a075f19315530fb0,-1257.9928f,-2723.4062f,MITxPRO+LASERxB1+1T2019,problem,201,205,1676,Week 2: Products (2.5 hrs),3,3,6
a6c21bd8b95249c7972820a7a7d76aff,-1149.8867f,-2752.501f,MITxPRO+LASERxB1+1T2019,problem,202,202,455,Week 2: Products (2.5 hrs),5,4,9
bb329d880ab54120adaf203a693bb203,-1071.593f,-2699.18f,MITxPRO+LASERxB1+1T2019,problem,203,202,455,Week 2: Products (2.5 hrs),5,4,9
b54257a550b94ebc9538f3a90eee9d7e,-1485.8102f,-2670.283f,MITxPRO+LASERxB1+1T2019,html,204,50,80,Week 2: Products (2.5 hrs),7,8,15
334c2344009840079b1d0e1b7ce3d5a7,-856.5207f,-2534.229f,MITxPRO+LASERxB1+1T2019,problem,205,203,455,Week 2: Products (2.5 hrs),6,3,9
d7f13c8d63ec4e2aa673fbb9cf9c6933,-190.4726f,-2503.8909f,MITxPRO+LASERxB1+1T2019,html,206,205,1369,Week 2: Products (2.5 hrs),31,21,52
b9e80f77c3a44349863b19875725c384,-356.78882f,-2330.2292f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,207,205,4613,Week 2: Products (2.5 hrs),6,8,14
7108f0e4c2584f1f9c471689ae4c885c,-401.40768f,-2504.253f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,208,205,3471,Week 2: Products (2.5 hrs),6,10,16
a875096404ef4a9984b62d74cda916f9,-390.01355f,-2946.1296f,MITxPRO+LASERxB1+1T2019,html,209,203,402,Week 2: Products (2.5 hrs),10,10,20
09400e101c5d4b439cf9a26b03aae558,-281.23907f,-2674.456f,MITxPRO+LASERxB1+1T2019,video,210,203,919,Week 2: Products (2.5 hrs),10,11,21
1998bef364384a34ad2306761033cedc,-1130.8115f,-3068.168f,MITxPRO+LASERxB1+1T2019,html,211,1,2,Week 2: Products (2.5 hrs),1,0,1
a88efa7e50ce47159810ab553afa6d3a,-339.09805f,-2808.9033f,MITxPRO+LASERxB1+1T2019,problem,212,201,1394,Week 2: Products (2.5 hrs),4,5,9
ec341f459285443b8361f7f15638ff08,-71.41167f,-3090.9805f,MITxPRO+LASERxB1+1T2019,html,213,202,373,Week 2: Products (2.5 hrs),8,11,19
be502a7a43c44bf7b682698de79d9369,-266.55206f,-2975.2244f,MITxPRO+LASERxB1+1T2019,video,214,202,905,Week 2: Products (2.5 hrs),11,10,21
f7fb1952f56b4189b86a9f8b7862d2b8,-310.2092f,-3120.4902f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,215,204,3556,Week 2: Products (2.5 hrs),9,10,19
b860ee85d8bc4a2f97958cfb71be3533,-163.74744f,-3141.8738f,MITxPRO+LASERxB1+1T2019,problem,216,197,790,Week 2: Products (2.5 hrs),2,3,5
01b2051f8941460d89945e3b02d1ce78,71.53928f,-2859.6382f,MITxPRO+LASERxB1+1T2019,html,217,202,371,Week 2: Products (2.5 hrs),8,10,18
363837c182e04711840d896ae1e0339c,58.129574f,-3013.9507f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,218,202,3445,Week 2: Products (2.5 hrs),10,8,18
be95c065e45447c1bd8215ea6f130c7a,272.87976f,-3064.2083f,MITxPRO+LASERxB1+1T2019,html,219,49,74,Week 2: Products (2.5 hrs),8,6,14
91125ca626c5470eb145501f8c37f8db,67.68585f,-2740.1572f,MITxPRO+LASERxB1+1T2019,problem,220,198,445,Week 2: Products (2.5 hrs),4,3,7
1c6721b1f63f4d30ba7746ea8af02a52,455.69785f,-2318.5085f,MITxPRO+LASERxB1+1T2019,html,221,202,1462,Week 2: Products (2.5 hrs),34,20,54
77ecef8eff6b4a2caea7707669bf7475,323.6468f,-2441.278f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,222,202,3033,Week 2: Products (2.5 hrs),8,9,17
f7906d6f59b9489a91d2ef40db5a474d,840.54987f,-2707.3425f,MITxPRO+LASERxB1+1T2019,html,223,202,422,Week 2: Products (2.5 hrs),8,12,20
d03cb855c70044cf8c35d9ec0de696e3,541.2145f,-2511.4546f,MITxPRO+LASERxB1+1T2019,video,224,200,855,Week 2: Products (2.5 hrs),10,9,19
71aaf76e8b8941088a4073e9032a44b4,-527.66113f,1010.5296f,MITxPRO+LASERxB1+1T2019,html,225,0,0,Week 2: Products (2.5 hrs),0,0,0
a49a937d6896486d9a5396654abcf2e1,532.7735f,-2631.2952f,MITxPRO+LASERxB1+1T2019,problem,226,194,695,Week 2: Products (2.5 hrs),3,4,7
8b9ae98743bd4d4a8a87dff1c1244211,686.5317f,-2591.778f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,227,202,5197,Week 2: Products (2.5 hrs),9,11,20
5152833676bf4c6cb317060be10f68db,1231.4012f,-2677.287f,MITxPRO+LASERxB1+1T2019,html,228,201,423,Week 2: Products (2.5 hrs),11,17,28
2ab1535aac1346ba8801535bf729ef37,960.94244f,-2739.0542f,MITxPRO+LASERxB1+1T2019,video,229,199,993,Week 2: Products (2.5 hrs),13,13,26
779143882c9042b383843beddf87b3fa,1014.64984f,-647.107f,MITxPRO+LASERxB1+1T2019,html,230,1,2,Week 2: Products (2.5 hrs),0,0,0
a4f40fb48a8542c8949bae1f002cd9bc,1055.5496f,-2838.1064f,MITxPRO+LASERxB1+1T2019,problem,231,198,813,Week 2: Products (2.5 hrs),3,4,7
8972c23e32044edb8a78fa1eed4e5947,1151.185f,-2852.8037f,MITxPRO+LASERxB1+1T2019,problem,232,193,564,Week 2: Products (2.5 hrs),2,3,5
92feb4a40f8344d38b6f722e42a53295,1230.5101f,-2804.1936f,MITxPRO+LASERxB1+1T2019,problem,233,194,625,Week 2: Products (2.5 hrs),3,5,8
0b04c8e2f86d48c7aeb7e225819cd32b,1072.6589f,-2367.8877f,MITxPRO+LASERxB1+1T2019,html,234,201,375,Week 2: Products (2.5 hrs),9,12,21
ca3e28f290354c08aefe5b0f769604e6,1374.3582f,-2635.7378f,MITxPRO+LASERxB1+1T2019,problem,235,201,1767,Week 2: Products (2.5 hrs),6,1,7
79a35eea833e4c2c9d22fc53c3c6445c,1458.4901f,-2531.7903f,MITxPRO+LASERxB1+1T2019,problem,236,201,1541,Week 2: Products (2.5 hrs),3,4,7
8f68228b1518449e9615cdafee41a2bd,1417.5256f,-2427.563f,MITxPRO+LASERxB1+1T2019,problem,237,199,437,Week 2: Products (2.5 hrs),4,5,9
cab89fa5c3ed45a5aa550fc0352d6a42,1322.0157f,-2378.2568f,MITxPRO+LASERxB1+1T2019,problem,238,201,794,Week 2: Products (2.5 hrs),4,7,11
66d4fad4f1cf4b46be0750a99ad7a35a,1204.0012f,-2372.1035f,MITxPRO+LASERxB1+1T2019,problem,239,198,427,Week 2: Products (2.5 hrs),6,1,7
64dbedb3ce544f6aae8e10e0cf10f16d,979.6233f,-2211.2454f,MITxPRO+LASERxB1+1T2019,html,240,48,81,Week 2: Products (2.5 hrs),9,8,17
f53da5fd9bfe412da4b80d4742563b6c,750.0634f,-2225.483f,MITxPRO+LASERxB1+1T2019,problem,241,196,457,Week 2: Products (2.5 hrs),6,4,10
2ae94c0cea4d480a9d5dca8fb1d7b542,431.31583f,-1444.3524f,MITxPRO+LASERxB1+1T2019,html,242,200,1610,Week 2: Products (2.5 hrs),40,27,67
b48100e167b24c7782f6f5ba968c9fdb,69.4688f,-1113.0627f,MITxPRO+LASERxB1+1T2019,html,243,2,4,Week 2: Products (2.5 hrs),1,1,2
ba660431f382464f9801f95858171daa,-547.2829f,-249.34705f,MITxPRO+LASERxB1+1T2019,html,244,0,0,Week 2: Products (2.5 hrs),0,0,0
1ebf23f9d994469a85206e4c7b1bf5f5,328.3129f,-1673.1993f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,245,200,2877,Week 2: Products (2.5 hrs),11,19,30
85ae675b83e8422da842cfd25596af99,456.8931f,-1617.0259f,MITxPRO+LASERxB1+1T2019,problem,246,189,442,Week 2: Products (2.5 hrs),3,2,5
6e83e23f56544a19b94067c1c558d9c0,801.3904f,-1719.5896f,MITxPRO+LASERxB1+1T2019,html,247,197,463,Week 2: Products (2.5 hrs),13,12,25
cb682a0863c547cdb3eae22ea90cdde7,4.690083f,262.2155f,MITxPRO+LASERxB1+1T2019,html,248,0,0,Week 2: Products (2.5 hrs),0,0,0
8ac16c1e05274e32b10f3e287911426a,-494.65054f,1029.1827f,MITxPRO+LASERxB1+1T2019,html,249,0,0,Week 2: Products (2.5 hrs),0,0,0
30c9ba177afc49a695625d2bdec40207,676.0414f,-1766.4258f,MITxPRO+LASERxB1+1T2019,problem,250,99,391,Week 2: Products (2.5 hrs),3,3,6
d546341988904f069cfa86b21457d9d9,1101.4353f,-1572.0005f,MITxPRO+LASERxB1+1T2019,html,251,198,410,Week 2: Products (2.5 hrs),12,14,26
fa235f0f364d47e4ae1c87f47bf8e6ba,602.16034f,-1578.5707f,MITxPRO+LASERxB1+1T2019,video,252,155,691,Week 2: Products (2.5 hrs),11,8,19
8376e91a1246496385cb17058ce0facb,-332.8416f,762.222f,MITxPRO+LASERxB1+1T2019,html,253,0,0,Week 2: Products (2.5 hrs),0,0,0
79f7845465cc4ed19d8e4f1429541be0,710.60706f,-1624.405f,MITxPRO+LASERxB1+1T2019,problem,254,151,542,Week 2: Products (2.5 hrs),3,3,6
d989ebcfc12a4b669f0100dc1aa14f1e,916.6644f,-1292.8297f,MITxPRO+LASERxB1+1T2019,html,255,198,394,Week 2: Products (2.5 hrs),9,14,23
00f61990949545828dd12f1303d47504,934.56494f,-1727.9756f,MITxPRO+LASERxB1+1T2019,video,256,197,847,Week 2: Products (2.5 hrs),12,17,29
b2389297ba624efebda5a6e711d70572,478.12735f,130.21275f,MITxPRO+LASERxB1+1T2019,html,257,1,1,Week 2: Products (2.5 hrs),0,0,0
ead7bb4b64e247d2ae632ab8a296b091,1080.9988f,-1797.1049f,MITxPRO+LASERxB1+1T2019,problem,258,190,639,Week 2: Products (2.5 hrs),4,4,8
41b0048dde734bb280bac6116baa8e27,1178.1808f,-1774.7069f,MITxPRO+LASERxB1+1T2019,problem,259,192,709,Week 2: Products (2.5 hrs),3,3,6
b41c5a094a604ee0915327da5cc0beb7,1196.5604f,-1674.8429f,MITxPRO+LASERxB1+1T2019,problem,260,191,752,Week 2: Products (2.5 hrs),4,4,8
7aa76d3e993840d8805f097cbdbcd44b,638.1735f,-1126.4402f,MITxPRO+LASERxB1+1T2019,html,261,198,406,Week 2: Products (2.5 hrs),8,15,23
bc35c50e57414592b7d27a7d7c34bc3e,795.2275f,-751.8738f,MITxPRO+LASERxB1+1T2019,html,262,0,0,Week 2: Products (2.5 hrs),0,0,0
3c16bacf5b4b4f8aacff9b2e59e24bca,898.0227f,-833.3854f,MITxPRO+LASERxB1+1T2019,html,263,0,0,Week 2: Products (2.5 hrs),0,0,0
28c171777c52431ab6b925073bd63d46,1106.916f,-1438.2532f,MITxPRO+LASERxB1+1T2019,problem,264,197,1580,Week 2: Products (2.5 hrs),4,3,7
ccf8015cc62548eda46f85490c6b2084,-418.9439f,-1068.2665f,MITxPRO+LASERxB1+1T2019,html,265,0,0,Week 2: Products (2.5 hrs),0,0,0
ac160db940cb49ae8579162b1d52bb5d,1022.974f,-1344.5925f,MITxPRO+LASERxB1+1T2019,problem,266,197,1354,Week 2: Products (2.5 hrs),3,2,5
7028800abe7d4e27b613d1d6cbe26bf7,406.52252f,-1086.9247f,MITxPRO+LASERxB1+1T2019,html,267,61,128,Week 2: Products (2.5 hrs),9,10,19
c6fd49b485cc4874b0bbdd9c6171e09c,847.8758f,-1181.9905f,MITxPRO+LASERxB1+1T2019,problem,268,195,1263,Week 2: Products (2.5 hrs),5,3,8
44240778a97c4af0937817499b75707b,749.9056f,-1128.6359f,MITxPRO+LASERxB1+1T2019,problem,269,197,685,Week 2: Products (2.5 hrs),5,2,7
590fb7d4bca1466bacd357c1a234907c,17.461895f,-1531.5167f,MITxPRO+LASERxB1+1T2019,html,270,8,9,Week 2: Products (2.5 hrs),2,2,4
865a4d3b43374da7944dc7d397f566d9,539.9363f,-1167.3376f,MITxPRO+LASERxB1+1T2019,problem,271,197,445,Week 2: Products (2.5 hrs),4,2,6
0d987bed3ffa4ed0b9a2e62e97b7b30f,295.94217f,-616.5866f,MITxPRO+LASERxB1+1T2019,html,272,200,2186,Week 2: Products (2.5 hrs),52,25,77
10c616d641cd42729083e0a5575fb8ea,-424.75067f,1081.8873f,MITxPRO+LASERxB1+1T2019,html,273,0,0,Week 2: Products (2.5 hrs),0,0,0
ecf5f1a3754c487589496d10a397f977,666.5353f,-598.6017f,MITxPRO+LASERxB1+1T2019,html,274,3,6,Week 2: Products (2.5 hrs),1,1,2
82ae07bc0c9b4570a41799290d1ef399,122.361946f,-553.8258f,MITxPRO+LASERxB1+1T2019,html,275,194,717,Week 2: Products (2.5 hrs),6,7,13
a39da0ce33404aa7aeef29af014da204,967.8409f,75.5507f,MITxPRO+LASERxB1+1T2019,html,276,1,2,Week 2: Products (2.5 hrs),0,0,0
f3c2cd4abb7a4fa8bfb9ebadecb9203d,770.7225f,862.17584f,MITxPRO+LASERxB1+1T2019,html,277,0,0,Week 2: Products (2.5 hrs),0,0,0
4b783ddfe6334f7ba5d08e3f2bf275e4,-448.31393f,1040.6122f,MITxPRO+LASERxB1+1T2019,html,278,0,0,Week 2: Products (2.5 hrs),0,0,0
bc5524e78a8544e2ae2fdc2f3462bbec,0.92989266f,-475.5286f,MITxPRO+LASERxB1+1T2019,html,279,140,364,Week 2: Products (2.5 hrs),11,7,18
bb5a47f5ea01454a8b79455422d3b9da,183.86655f,-378.93707f,MITxPRO+LASERxB1+1T2019,openassessment,280,196,17410,Week 2: Products (2.5 hrs),7,30,37
94cecc3f1e7d484b8e068e79241dfd73,490.9249f,-310.2186f,MITxPRO+LASERxB1+1T2019,html,281,190,842,Week 2: Products (2.5 hrs),19,9,28
d720793a14624748903a1f7f817b7ca6,-325.7919f,1226.8335f,MITxPRO+LASERxB1+1T2019,html,282,0,0,Week 2: Products (2.5 hrs),0,0,0
a37477c4e4c14169ad44b06b493007f6,496.4166f,-185.473f,MITxPRO+LASERxB1+1T2019,lti_consumer,283,190,490,Week 2: Products (2.5 hrs),4,22,26
fab84b4fab5940efb4ea868ef8d09396,835.77515f,-129.44446f,MITxPRO+LASERxB1+1T2019,html,284,186,771,Week 2: Products (2.5 hrs),27,24,51
4a29443515bb404cb8924e1c60a63b73,1505.3463f,-365.47598f,MITxPRO+LASERxB1+1T2019,html,285,198,1876,Week 3: Capability Work (2.5 hrs),65,46,111
572ece25224b40438864a7f65e24a4c9,904.421f,257.46774f,MITxPRO+LASERxB1+1T2019,html,286,1,1,Week 3: Capability Work (2.5 hrs),0,0,0
a44e39b057914e0fb4fa95d0fd6b8060,1029.1981f,246.0426f,MITxPRO+LASERxB1+1T2019,html,287,1,1,Week 3: Capability Work (2.5 hrs),0,0,0
208c9b2796c944db8dacaa96082520ea,1308.1517f,-234.04874f,MITxPRO+LASERxB1+1T2019,video,288,196,897,Week 3: Capability Work (2.5 hrs),8,24,32
6a9a3b5bde4a48daa896fe8c06eca56f,1204.3839f,-510.3127f,MITxPRO+LASERxB1+1T2019,html,289,195,337,Week 3: Capability Work (2.5 hrs),6,8,14
b9fbcb8c33b14f58925572b0b81e8e17,1049.1926f,281.0747f,MITxPRO+LASERxB1+1T2019,html,290,1,2,Week 3: Capability Work (2.5 hrs),0,0,0
7669a956527947d0add87455277e80b4,1299.57f,-486.1856f,MITxPRO+LASERxB1+1T2019,problem,291,194,435,Week 3: Capability Work (2.5 hrs),3,3,6
34a6e49023fc4465bd5ca604330bbd1c,1240.7959f,-801.7984f,MITxPRO+LASERxB1+1T2019,html,292,194,319,Week 3: Capability Work (2.5 hrs),7,10,17
869e967078f04da18dd0b0b9389a7424,1183.9851f,-611.38873f,MITxPRO+LASERxB1+1T2019,video,293,192,804,Week 3: Capability Work (2.5 hrs),9,7,16
430ed830a139406187ccf193f509331a,-284.42905f,-1106.8815f,MITxPRO+LASERxB1+1T2019,html,294,0,0,Week 3: Capability Work (2.5 hrs),0,0,0
51ab6291537748fab90d519aa09889d6,1151.7888f,-732.1923f,MITxPRO+LASERxB1+1T2019,problem,295,187,1412,Week 3: Capability Work (2.5 hrs),3,3,6
21592f2a9e9c4b2f8c66ec5dbcbf6a2b,1306.8306f,-918.64233f,MITxPRO+LASERxB1+1T2019,html,296,193,295,Week 3: Capability Work (2.5 hrs),7,9,16
8c994ada7d934fc1b1b89f3119ffb7a4,-378.81564f,-1037.7784f,MITxPRO+LASERxB1+1T2019,html,297,0,0,Week 3: Capability Work (2.5 hrs),0,0,0
7646a919d7e64fa990bca9b024ff089d,1620.0276f,-852.06f,MITxPRO+LASERxB1+1T2019,html,298,192,341,Week 3: Capability Work (2.5 hrs),9,10,19
ba0e59461bfb4a44b7b1c28a01f8d3b3,1411.8811f,-910.6649f,MITxPRO+LASERxB1+1T2019,video,299,193,736,Week 3: Capability Work (2.5 hrs),11,8,19
c6697655493e4e5aba80361043e386ff,-953.9206f,636.0636f,MITxPRO+LASERxB1+1T2019,html,300,0,0,Week 3: Capability Work (2.5 hrs),0,0,0
0e0b36e731a645e7b1b8a88f5031ca38,1495.7924f,-1001.02014f,MITxPRO+LASERxB1+1T2019,problem,301,189,999,Week 3: Capability Work (2.5 hrs),3,4,7
a66a144637284c21afc6de17fea4bfb8,1591.4143f,-955.7035f,MITxPRO+LASERxB1+1T2019,problem,302,189,688,Week 3: Capability Work (2.5 hrs),3,4,7
2c5bb2cbd0014420ad8c95d40e38efd1,1537.7899f,-713.074f,MITxPRO+LASERxB1+1T2019,html,303,45,75,Week 3: Capability Work (2.5 hrs),6,6,12
e390b575229748ea8aac9364efe2bf00,1701.9401f,-773.1916f,MITxPRO+LASERxB1+1T2019,problem,304,193,407,Week 3: Capability Work (2.5 hrs),4,4,8
3434c10e561d488a914e0f7d71907abd,2115.6836f,-1131.3232f,MITxPRO+LASERxB1+1T2019,html,305,194,1416,Week 3: Capability Work (2.5 hrs),35,27,62
56348f6a70c0486ab1d54c21766d6ae5,-557.3798f,1024.0935f,MITxPRO+LASERxB1+1T2019,html,306,0,0,Week 3: Capability Work (2.5 hrs),0,0,0
53e7e900392747ccad52e711ab0f80d8,1941.909f,-1119.1881f,MITxPRO+LASERxB1+1T2019,video,307,193,909,Week 3: Capability Work (2.5 hrs),8,15,23
141c0df6cd1946539aadd1c9b7068cd4,1975.9467f,-1701.3055f,MITxPRO+LASERxB1+1T2019,html,308,193,371,Week 3: Capability Work (2.5 hrs),10,11,21
130acc2aeb0448fdbb2de63bc5cebe5b,2010.0968f,-1347.7506f,MITxPRO+LASERxB1+1T2019,video,309,193,698,Week 3: Capability Work (2.5 hrs),9,11,20
39869ddb0f894074961f83a3a2139b3f,120.21142f,131.22495f,MITxPRO+LASERxB1+1T2019,html,310,0,0,Week 3: Capability Work (2.5 hrs),0,0,0
9c062b3251034ebe90f5054e2a3b5120,1933.5072f,-1449.8954f,MITxPRO+LASERxB1+1T2019,problem,311,187,688,Week 3: Capability Work (2.5 hrs),3,3,6
ea859f8207e44537889daeaba13ac2e8,1879.045f,-1536.5879f,MITxPRO+LASERxB1+1T2019,problem,312,186,695,Week 3: Capability Work (2.5 hrs),5,4,9
56d94971a7a94257aa330183a8ebd0ea,1895.476f,-1634.3193f,MITxPRO+LASERxB1+1T2019,problem,313,185,620,Week 3: Capability Work (2.5 hrs),3,3,6
0c787d16c9504873b1a4d903cec09948,2093.576f,-1893.8892f,MITxPRO+LASERxB1+1T2019,html,314,193,326,Week 3: Capability Work (2.5 hrs),9,9,18
da2a7bc1998b4d48be46c050a1ac8ff7,340.08032f,199.09395f,MITxPRO+LASERxB1+1T2019,html,315,0,0,Week 3: Capability Work (2.5 hrs),0,0,0
16593e49f7584ef286ebbfc96d4cbfcc,414.7289f,664.77106f,MITxPRO+LASERxB1+1T2019,html,316,1,1,Week 3: Capability Work (2.5 hrs),0,0,0
13255e63e0aa4abf85e5211bf613d43e,2026.6315f,-1803.7358f,MITxPRO+LASERxB1+1T2019,problem,317,191,454,Week 3: Capability Work (2.5 hrs),3,4,7
8d7e0b55cf9849cda222a0f2440cec55,2351.212f,-1821.015f,MITxPRO+LASERxB1+1T2019,html,318,192,354,Week 3: Capability Work (2.5 hrs),9,10,19
86c27d40179e419c8e9d150fb6afa5d0,2204.8533f,-1866.8309f,MITxPRO+LASERxB1+1T2019,video,319,192,697,Week 3: Capability Work (2.5 hrs),11,10,21
