id,courseID,mod_type,order,chpModPar,seqModPar,vrtModPar,stds,count
c0042f7d6c474938a3c148bd7327f564,MITxPRO+AMxB+1T2018,problem,670,56a7527a4b7046be8fb4d1af039e7f67,b586f4a3d0764bc581df83afe6d3d7df,0987e26a9d744e70adcadc72815b1865,789,2684
30872b6a5bee4e2f86d6f964a0e5d3f0,MITxPRO+AMxB+1T2018,problem,671,56a7527a4b7046be8fb4d1af039e7f67,b586f4a3d0764bc581df83afe6d3d7df,0987e26a9d744e70adcadc72815b1865,791,3547
d1676d2cecee4010a1bfe838e2e963e0,MITxPRO+AMxB+1T2018,html,672,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,2d4d53be93d94e2fb4af23df6ba22a6d,828,4053
284121c6292646548b8d11d26466f6b1,MITxPRO+AMxB+1T2018,video,673,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,2d4d53be93d94e2fb4af23df6ba22a6d,726,8498
ee7ce809211f46afb301095c84d929b4,MITxPRO+AMxB+1T2018,html,674,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,2d4d53be93d94e2fb4af23df6ba22a6d,33,55
df2d2a812d1c48c1a5df73929df11cae,MITxPRO+AMxB+1T2018,html,675,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,921ede8b808c4aa8857683fb86f4f872,817,3188
304929f50dfd453d9491eafee1e5d72a,MITxPRO+AMxB+1T2018,html,676,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,921ede8b808c4aa8857683fb86f4f872,12,14
104ab9aff6ea49c0979a84363490fa7c,MITxPRO+AMxB+1T2018,html,677,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,921ede8b808c4aa8857683fb86f4f872,16,23
d6ee604711fa4b1cbf8dee302a14ce5c,MITxPRO+AMxB+1T2018,html,678,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,921ede8b808c4aa8857683fb86f4f872,41,63
915635f353604d5b93702e095abc84c5,MITxPRO+AMxB+1T2018,html,679,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,70356f0a686d45e088567b66602b5546,812,4637
ff73702131d54ec09850f59896e5bb5b,MITxPRO+AMxB+1T2018,html,680,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,70356f0a686d45e088567b66602b5546,80,147
4003daa3870a412991535f06b519393b,MITxPRO+AMxB+1T2018,problem,681,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,70356f0a686d45e088567b66602b5546,709,3939
c1122deeb2054701b18e043764535747,MITxPRO+AMxB+1T2018,problem,682,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,70356f0a686d45e088567b66602b5546,683,2937
e0fe5e4d05384ba7b7c8edc2af1dea3d,MITxPRO+AMxB+1T2018,problem,683,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,70356f0a686d45e088567b66602b5546,702,4076
0d05ee4b348f479293d6143d99f9cf17,MITxPRO+AMxB+1T2018,problem,684,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,70356f0a686d45e088567b66602b5546,663,3494
dd2e225706cb4e44a7fef817b25fc695,MITxPRO+AMxB+1T2018,problem,685,56a7527a4b7046be8fb4d1af039e7f67,83c5300e3f844182a73bdd3368ade177,70356f0a686d45e088567b66602b5546,701,3697
2aed08cdf76c457d88c9e15470bd6585,MITxPRO+AMxB+1T2018,html,686,56a7527a4b7046be8fb4d1af039e7f67,07fb668505ca4982b1940455f7a81c46,1b642a3b2d12488eb9529301f8280ffb,751,2649
b33b5d7fb4c34f4a99ab89958231e6da,MITxPRO+AMxB+1T2018,html,687,56a7527a4b7046be8fb4d1af039e7f67,07fb668505ca4982b1940455f7a81c46,9a2be1d7111c4ec19bfec30a35ceac6a,704,2645
ad4973be70874ac29ab940d3daf0b901,MITxPRO+AMxB+1T2018,video,688,56a7527a4b7046be8fb4d1af039e7f67,07fb668505ca4982b1940455f7a81c46,9a2be1d7111c4ec19bfec30a35ceac6a,572,4015
c0f6f8693dbd46ba96c1bc9976c1de72,MITxPRO+AMxB+1T2018,html,689,56a7527a4b7046be8fb4d1af039e7f67,07fb668505ca4982b1940455f7a81c46,9a2be1d7111c4ec19bfec30a35ceac6a,28,34
25ccb56ad1774291928821d83ae7fa42,MITxPRO+AMxB+1T2018,discussion,690,56a7527a4b7046be8fb4d1af039e7f67,07fb668505ca4982b1940455f7a81c46,9a2be1d7111c4ec19bfec30a35ceac6a,2,2
30d4df2662fd487f82332252c61625f0,MITxPRO+AMxB+1T2018,html,691,56a7527a4b7046be8fb4d1af039e7f67,9c5f0888c643421c860f31f35b9111ee,0167949ff5e44b83a0b121b574b4bcfe,697,1942
5d25f47bb9c74cf8a309f72faacee512,MITxPRO+AMxB+1T2018,html,692,56a7527a4b7046be8fb4d1af039e7f67,9c5f0888c643421c860f31f35b9111ee,32f777f7c0f143908e6da3b4a4811b3a,686,1437
770aa6c9505b452ea81c6678cce7c399,MITxPRO+AMxB+1T2018,html,693,56a7527a4b7046be8fb4d1af039e7f67,9c5f0888c643421c860f31f35b9111ee,af775ad04bde4080b2e1cc654b4f7168,674,1267
532b0d7d15354e319d58e8cf25fedeeb,MITxPRO+AMxB+1T2018,html,694,56a7527a4b7046be8fb4d1af039e7f67,9c5f0888c643421c860f31f35b9111ee,b445b16d717a4a7b8d9e7d9ae9744ffa,671,1244
a34a3bda017e4e77a3acc638059aedc2,MITxPRO+AMxB+1T2018,html,695,56a7527a4b7046be8fb4d1af039e7f67,9c5f0888c643421c860f31f35b9111ee,0ac2cb0f86e44c7da4271128e1b3c3dd,664,2168
d42aec80f3c1448680ab4dc52e06d244,MITxPRO+AMxB+1T2018,html,696,56a7527a4b7046be8fb4d1af039e7f67,2ac46bb6b5504f36bcd52511ea953fd5,4dd7174a8bb94b9297112e2aba210580,687,2998
ab7506a0f34f4a4fb4dd4b40dbb25465,MITxPRO+AMxB+1T2018,video,697,56a7527a4b7046be8fb4d1af039e7f67,2ac46bb6b5504f36bcd52511ea953fd5,4dd7174a8bb94b9297112e2aba210580,530,2864
5ae7b68dc9744a5884c22160bc8c133c,MITxPRO+AMxB+1T2018,video,698,56a7527a4b7046be8fb4d1af039e7f67,2ac46bb6b5504f36bcd52511ea953fd5,4dd7174a8bb94b9297112e2aba210580,510,3124
1c264c5f7377466b9165af2037ec7924,MITxPRO+AMxB+1T2018,html,699,56a7527a4b7046be8fb4d1af039e7f67,49cdd07f841149c3beda9f7cce9eed1d,93dec6a50f014b0bae0230589d36f612,854,9515
66062755e4fd44e988f9260830023061,MITxPRO+AMxB+1T2018,html,700,56a7527a4b7046be8fb4d1af039e7f67,49cdd07f841149c3beda9f7cce9eed1d,93dec6a50f014b0bae0230589d36f612,235,451
a122be78c0d543548d7ba0efee3b9203,MITxPRO+AMxB+1T2018,openassessment,701,56a7527a4b7046be8fb4d1af039e7f67,49cdd07f841149c3beda9f7cce9eed1d,93dec6a50f014b0bae0230589d36f612,681,24153
0e9814b3e2a94eddae75b154afe501f3,MITxPRO+AMxB+1T2018,html,702,2a8819e31c5943a8bcca38c8cff845c6,0756f2d092434ad9a7ec98e09008538e,f6fdfb1cf4e541e7a2a878ea0154320f,686,3318
66e3bd0917b64e4e96809be332b6d1a2,MITxPRO+AMxB+1T2018,html,703,25de62e5ee5f4846aee05aade41ec938,1c1f5c5b0cb6481fad96cbc7b0cfb848,7e6f0bf227db454393e63540c272f9fe,843,8380
894b7805c53e43eeb36ea338bf21fccd,MITxPRO+AMxB+1T2018,html,704,25de62e5ee5f4846aee05aade41ec938,1c1f5c5b0cb6481fad96cbc7b0cfb848,7e6f0bf227db454393e63540c272f9fe,156,338
504d2512a7124c439fd2861dbf720058,MITxPRO+AMxB+1T2018,openassessment,705,25de62e5ee5f4846aee05aade41ec938,1c1f5c5b0cb6481fad96cbc7b0cfb848,7e6f0bf227db454393e63540c272f9fe,364,4544
744dad1a12a449ebbfc22c507e1e0e1f,MITxPRO+AMxB+1T2018,html,706,a92e71cdbb624d259ccceac68d638bd5,eeb5ffa0a91b4f58be366774da5a045c,6b27467ad60c4c1ba504f164bb3450e2,773,6940
c31fb3fb9d2345daa85acc888c3a7722,MITxPRO+AMxB+1T2018,html,707,a92e71cdbb624d259ccceac68d638bd5,eeb5ffa0a91b4f58be366774da5a045c,6b27467ad60c4c1ba504f164bb3450e2,153,376
c3a17ced051f48f9aecf9ed2dba5040e,MITxPRO+AMxB+1T2018,openassessment,708,a92e71cdbb624d259ccceac68d638bd5,eeb5ffa0a91b4f58be366774da5a045c,6b27467ad60c4c1ba504f164bb3450e2,361,4481
fd91554a3bf54ebdbf6ea67124fbd06c,MITxPRO+AMxB+1T2018,html,709,d0a060003b3c4b158afe8ad99f7ee432,3d92cdce9d3b407cb75f98e8df1d2bfa,dd04c02ff9cc40639fd7a2ecc5890001,704,4390
805062b8b4664ff098462ad506b43de9,MITxPRO+AMxB+1T2018,html,710,d0a060003b3c4b158afe8ad99f7ee432,3d92cdce9d3b407cb75f98e8df1d2bfa,dd04c02ff9cc40639fd7a2ecc5890001,103,271
7713838e40dc441cb6c177b4812abb79,MITxPRO+AMxB+1T2018,openassessment,711,d0a060003b3c4b158afe8ad99f7ee432,3d92cdce9d3b407cb75f98e8df1d2bfa,dd04c02ff9cc40639fd7a2ecc5890001,71,869
b87d7692f55a4b3fb61ec362d003f121,MITxPRO+AMxB+1T2018,html,712,e0f120753d474a3b991e6bb843de92ce,72a75a1395ed4a6e8f7eb739f3873aaf,ec317600a23b44909312174abef26990,643,3966
fcdcf1b84b5142cf842ab7f38837e052,MITxPRO+AMxB+1T2018,html,713,e0f120753d474a3b991e6bb843de92ce,72a75a1395ed4a6e8f7eb739f3873aaf,ec317600a23b44909312174abef26990,135,302
eb5dc0dcd2b344bf93cda555d263d213,MITxPRO+AMxB+1T2018,openassessment,714,e0f120753d474a3b991e6bb843de92ce,72a75a1395ed4a6e8f7eb739f3873aaf,ec317600a23b44909312174abef26990,312,3660
d5834a3d440842cfb49bd2ae4155ce16,MITxPRO+AMxB+1T2018,html,715,4758cea34f874862a8d1ff64c421004b,d2a570c05fc84ec9bd59695244c4426e,792b8fa3c2c64f6c8dfc646a1280ca28,653,3816
ae627b44a7064a9e985818bca3168aca,MITxPRO+AMxB+1T2018,html,716,4758cea34f874862a8d1ff64c421004b,d2a570c05fc84ec9bd59695244c4426e,792b8fa3c2c64f6c8dfc646a1280ca28,108,209
b17ad3fc44b54920af496b56db8954da,MITxPRO+AMxB+1T2018,openassessment,717,4758cea34f874862a8d1ff64c421004b,d2a570c05fc84ec9bd59695244c4426e,792b8fa3c2c64f6c8dfc646a1280ca28,304,3575
1dc93dd0b4a4496884b7a642e928e9d2,MITxPRO+AMxB+1T2018,html,718,7127aed6bb18457f8d02094a7169d7b4,09760f71a828494393661bb992ff72af,8361ce277dee4e948694e0f100d28dca,481,1908
fdf8793f40514f5eb52be78683cd15f5,MITxPRO+AMxB+1T2018,html,719,7127aed6bb18457f8d02094a7169d7b4,09760f71a828494393661bb992ff72af,8361ce277dee4e948694e0f100d28dca,40,70
134da9dee6614b159e933f632fc9246b,MITxPRO+AMxB+1T2018,openassessment,720,7127aed6bb18457f8d02094a7169d7b4,09760f71a828494393661bb992ff72af,8361ce277dee4e948694e0f100d28dca,57,619
a0764fe284df432a93f3c3633162d815,MITxPRO+AMxB+1T2018,html,721,476998cc999c4312b392d128c14cab9b,1d3da2f2b3c84948a7f7dc66546f9522,ea1f41748fac4f14b96c3127268b7ea9,627,1396
ae7628ec83c642eaa51e2b9daabc5f97,MITxPRO+AMxB+1T2018,video,722,476998cc999c4312b392d128c14cab9b,1d3da2f2b3c84948a7f7dc66546f9522,ea1f41748fac4f14b96c3127268b7ea9,502,2539
990e9e1eaae34af38fd128bd3924a3c0,MITxPRO+AMxB+1T2018,html,723,476998cc999c4312b392d128c14cab9b,1d3da2f2b3c84948a7f7dc66546f9522,ea1f41748fac4f14b96c3127268b7ea9,26,44
49ae4fed6c184199bd02484d214fab98,MITxPRO+AMxB+1T2018,html,724,476998cc999c4312b392d128c14cab9b,1d3da2f2b3c84948a7f7dc66546f9522,ea0dab07d53d4615a7dbba997993833b,588,1685
51998570743849d09c8854a35fd0e899,MITxPRO+AMxB+1T2018,video,725,476998cc999c4312b392d128c14cab9b,1d3da2f2b3c84948a7f7dc66546f9522,ea0dab07d53d4615a7dbba997993833b,501,2732
5fc036d992354184aea63c6a2b129671,MITxPRO+AMxB+1T2018,html,726,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,5ba81de426894e8794422c5a72758e8e,581,1153
6223568957ad410cb2ab109abb9d7af1,MITxPRO+AMxB+1T2018,html,727,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,1fd13ebda82b483484db1b0f8b544dbd,571,1012
c19b76c838684b42a5ad229ce72f2e95,MITxPRO+AMxB+1T2018,video,728,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,1fd13ebda82b483484db1b0f8b544dbd,465,2498
7f8714239b3e42749cc5e54064cdf33b,MITxPRO+AMxB+1T2018,html,729,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,1fd13ebda82b483484db1b0f8b544dbd,18,27
75fdee1a2b714e34bdfdbc1a138d443f,MITxPRO+AMxB+1T2018,html,730,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,f11ac10f994445c0b2017925a33fe5bb,552,926
0120d60dd7c74a658f369244cc09a745,MITxPRO+AMxB+1T2018,video,731,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,f11ac10f994445c0b2017925a33fe5bb,432,2096
af0046c8954e4c4dacf9446dd407d0f6,MITxPRO+AMxB+1T2018,html,732,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,8a11700de2fc44ae930c5b73a31ae3dd,543,1758
6864be53ce914d5c9666940de4b4c76d,MITxPRO+AMxB+1T2018,video,733,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,8a11700de2fc44ae930c5b73a31ae3dd,416,2090
50b25bb6e39e44a2a311ac540922368d,MITxPRO+AMxB+1T2018,html,734,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,8a11700de2fc44ae930c5b73a31ae3dd,5,7
23ee5c05f2474a96bf9b25af9326021e,MITxPRO+AMxB+1T2018,html,735,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,8a11700de2fc44ae930c5b73a31ae3dd,29,34
c7d10458ce5c441b91376c56d31caab3,MITxPRO+AMxB+1T2018,discussion,736,476998cc999c4312b392d128c14cab9b,fa9db3fc27964d149096d1907dadb594,8a11700de2fc44ae930c5b73a31ae3dd,0,0
3300940085ca4f1fba64869b88a8bd3c,MITxPRO+AMxB+1T2018,html,737,476998cc999c4312b392d128c14cab9b,29ea70b7617b44eca0fdc7ec4b0123e7,f928b898731243f39d1718d6a129e76a,542,1336
f779419e25ff4add883ded2b21d75e8a,MITxPRO+AMxB+1T2018,discussion,738,476998cc999c4312b392d128c14cab9b,29ea70b7617b44eca0fdc7ec4b0123e7,f928b898731243f39d1718d6a129e76a,0,0
68b3713115dd4c98b9624b7acaf64860,MITxPRO+AMxB+1T2018,html,739,476998cc999c4312b392d128c14cab9b,29ea70b7617b44eca0fdc7ec4b0123e7,6c29b765067144f6a3efb9d4483449fe,512,860
fd9acf9edc0841dd8604ad25eec01a33,MITxPRO+AMxB+1T2018,video,740,476998cc999c4312b392d128c14cab9b,29ea70b7617b44eca0fdc7ec4b0123e7,6c29b765067144f6a3efb9d4483449fe,396,2283
d75c5a25b091478d9e5fdf297101562d,MITxPRO+AMxB+1T2018,html,741,476998cc999c4312b392d128c14cab9b,29ea70b7617b44eca0fdc7ec4b0123e7,ceaa4190bd124b7882a406b83e4d84b9,503,828
97e4ffb46b44490381f4085e55333027,MITxPRO+AMxB+1T2018,video,742,476998cc999c4312b392d128c14cab9b,29ea70b7617b44eca0fdc7ec4b0123e7,ceaa4190bd124b7882a406b83e4d84b9,381,2151
84d243bffac44731944ef5f1c914bd2c,MITxPRO+AMxB+1T2018,html,743,476998cc999c4312b392d128c14cab9b,29ea70b7617b44eca0fdc7ec4b0123e7,c946a309fddd4e9bafff53a4a09a11d5,508,1524
583b77e74455472aa7d00ccb022c2204,MITxPRO+AMxB+1T2018,html,744,476998cc999c4312b392d128c14cab9b,29ea70b7617b44eca0fdc7ec4b0123e7,c946a309fddd4e9bafff53a4a09a11d5,21,41
036087245479445c8bb27b527a458c34,MITxPRO+AMxB+1T2018,discussion,745,476998cc999c4312b392d128c14cab9b,29ea70b7617b44eca0fdc7ec4b0123e7,c946a309fddd4e9bafff53a4a09a11d5,0,0
59621af3ee024470b827995528789ecc,MITxPRO+AMxB+1T2018,video,746,476998cc999c4312b392d128c14cab9b,f0df3756eb134a5b854caeba4d3dceab,91f8b658f4734ffbbfe2b2e70701ead4,0,0
1dfa19e8aed54c5ea2ff7ea7a6b0368e,MITxPRO+AMxB+1T2018,video,747,476998cc999c4312b392d128c14cab9b,f0df3756eb134a5b854caeba4d3dceab,2426ba0976f94335bd370b57b8eb8001,0,0
04917f61a8594cddb0849008803f37aa,MITxPRO+AMxB+1T2018,video,748,476998cc999c4312b392d128c14cab9b,f0df3756eb134a5b854caeba4d3dceab,400a4722c32f407ea5d5876350e4b1b2,0,0
b3ae041c932a45f7b2140aa1385086fc,MITxPRO+AMxB+1T2018,video,749,476998cc999c4312b392d128c14cab9b,f0df3756eb134a5b854caeba4d3dceab,578b95f67a1a4cd684ca73c5a2355a2d,0,0
bfdcc71b035149749d2febc1609b36b7,MITxPRO+AMxB+1T2018,html,750,476998cc999c4312b392d128c14cab9b,2c093467e9d54014a0d4f00f7abf931c,befcfd7d97fb40d6b35ca07860078fa0,572,1604
5b42266d225e4a83bcf7833af7143417,MITxPRO+AMxB+1T2018,html,751,476998cc999c4312b392d128c14cab9b,2c093467e9d54014a0d4f00f7abf931c,71d13483bea1443e83f02d4b036c404e,560,1739
253c3d95e42f47a192997f25c3fd5881,MITxPRO+AMxB+1T2018,html,752,476998cc999c4312b392d128c14cab9b,2c65103bd7354b0197b703923254f20f,cc2f936f1afc4df0bb4bf7fa943b1d97,788,2567
7d262be6d9b74836b47447db1b70289d,MITxPRO+AMxB+1T2018,problem,753,476998cc999c4312b392d128c14cab9b,2c65103bd7354b0197b703923254f20f,c3e12647605f4894ab69df903b567bf2,774,4682
024fed17849e4d60bfc86afa47ce9cb4,MITxPRO+AMxB+1T2018,html,754,4022bcb994a3447a9c609f4ce5bd9016,9852b66b25d14ec0b379bc6532e1753c,e4cd156124f04c1ab2c7fbeead3afa35,0,0
310ffb4256244c479b21c14cf0c36fa7,MITxPRO+AMxB+1T2018,html,755,4022bcb994a3447a9c609f4ce5bd9016,48c79ba223a744da8b90de81cedef224,288150e9a6b847498df4824e03333ba0,0,0
