id,percent_grade,date_joined,enroll_created_date,cert_status,certGrp
18376129,0.98,3/8/2018 21:19,3/8/2018 21:19,Pass,Certified (< 70% Grade)
18376135,0.12,3/8/2018 21:19,3/8/2018 21:19,,Not certified (> 70% Grade)
18376194,0.97,3/8/2018 21:27,3/8/2018 21:27,Pass,Certified (< 70% Grade)
18376204,0.96,3/8/2018 21:28,3/8/2018 21:28,Pass,Certified (< 70% Grade)
18376205,0.98,3/8/2018 21:28,3/8/2018 21:28,Pass,Certified (< 70% Grade)
15239283,0.98,7/11/2017 18:26,3/8/2018 21:29,Pass,Certified (< 70% Grade)
18376236,0.94,3/8/2018 21:31,3/8/2018 21:31,Pass,Certified (< 70% Grade)
11382647,0.89,7/22/2016 13:09,3/8/2018 21:48,Pass,Certified (< 70% Grade)
18376469,0.98,3/8/2018 21:53,3/8/2018 21:53,Pass,Certified (< 70% Grade)
18376552,0.92,3/8/2018 22:02,3/8/2018 22:02,Pass,Certified (< 70% Grade)
18376627,0.91,3/8/2018 22:12,3/8/2018 22:12,Pass,Certified (< 70% Grade)
18376697,0.94,3/8/2018 22:21,3/8/2018 22:21,Pass,Certified (< 70% Grade)
18377170,0.26,3/8/2018 23:17,3/8/2018 23:17,,Not certified (> 70% Grade)
18377873,0.99,3/9/2018 0:56,3/9/2018 0:56,Pass,Certified (< 70% Grade)
18377939,0.79,3/9/2018 1:05,3/9/2018 1:05,Pass,Certified (< 70% Grade)
15297019,0.89,7/17/2017 19:21,3/9/2018 3:00,Pass,Certified (< 70% Grade)
18378971,0,3/9/2018 3:23,3/9/2018 3:26,,Not certified (> 70% Grade)
11670414,0.94,8/22/2016 15:26,3/9/2018 4:02,Pass,Certified (< 70% Grade)
11954907,0.83,9/14/2016 13:49,3/9/2018 4:05,Pass,Certified (< 70% Grade)
11854154,0.89,9/6/2016 12:29,3/9/2018 4:10,Pass,Certified (< 70% Grade)
18383020,0.9,3/9/2018 11:20,3/9/2018 11:20,Pass,Certified (< 70% Grade)
18384018,0.75,3/9/2018 12:55,3/9/2018 12:55,Pass,Certified (< 70% Grade)
18384100,0.13,3/9/2018 13:04,3/9/2018 13:04,,Not certified (> 70% Grade)
18384504,0.62,3/9/2018 13:37,3/9/2018 13:37,Pass,Not certified (> 70% Grade)
16033716,0.92,9/15/2017 18:13,3/9/2018 14:29,Pass,Certified (< 70% Grade)
11687393,0.62,8/24/2016 1:22,3/9/2018 14:38,Pass,Not certified (> 70% Grade)
18385504,0.91,3/9/2018 14:55,3/9/2018 14:55,Pass,Certified (< 70% Grade)
18385516,0.95,3/9/2018 14:56,3/9/2018 14:56,Pass,Certified (< 70% Grade)
11806123,0.62,9/1/2016 20:52,3/9/2018 14:59,Pass,Not certified (> 70% Grade)
11960109,0.91,9/14/2016 21:10,3/9/2018 15:01,Pass,Certified (< 70% Grade)
18385525,0.44,3/9/2018 14:57,3/9/2018 15:02,,Not certified (> 70% Grade)
18385779,1,3/9/2018 15:17,3/9/2018 15:17,Pass,Certified (< 70% Grade)
18385834,0.91,3/9/2018 15:23,3/9/2018 15:23,Pass,Certified (< 70% Grade)
18385886,0.68,3/9/2018 15:27,3/9/2018 15:27,Pass,Not certified (> 70% Grade)
18385931,0.88,3/9/2018 15:30,3/9/2018 15:30,Pass,Certified (< 70% Grade)
18386029,0.71,3/9/2018 15:38,3/9/2018 15:38,Pass,Certified (< 70% Grade)
11933656,0.96,9/12/2016 21:00,3/9/2018 15:40,Pass,Certified (< 70% Grade)
11794912,0.79,9/1/2016 0:20,3/9/2018 15:59,Pass,Certified (< 70% Grade)
11409997,0.88,7/25/2016 21:12,3/9/2018 16:01,Pass,Certified (< 70% Grade)
18386388,0.93,3/9/2018 16:05,3/9/2018 16:05,Pass,Certified (< 70% Grade)
18386609,0.68,3/9/2018 16:23,3/9/2018 16:23,Pass,Not certified (> 70% Grade)
18386680,0.88,3/9/2018 16:27,3/9/2018 16:27,Pass,Certified (< 70% Grade)
18386696,0.98,3/9/2018 16:28,3/9/2018 16:28,Pass,Certified (< 70% Grade)
18386858,0.78,3/9/2018 16:43,3/9/2018 16:43,Pass,Certified (< 70% Grade)
18386894,0.88,3/9/2018 16:46,3/9/2018 16:46,Pass,Certified (< 70% Grade)
18386985,0.98,3/9/2018 16:54,3/9/2018 16:54,Pass,Certified (< 70% Grade)
18386988,0.8,3/9/2018 16:55,3/9/2018 16:55,Pass,Certified (< 70% Grade)
11925767,0.72,9/12/2016 8:28,3/9/2018 16:56,Pass,Certified (< 70% Grade)
11778071,0.95,8/30/2016 19:48,3/9/2018 16:58,Pass,Certified (< 70% Grade)
18387044,0.82,3/9/2018 16:58,3/9/2018 16:58,Pass,Certified (< 70% Grade)
18387152,0.97,3/9/2018 17:08,3/9/2018 17:08,Pass,Certified (< 70% Grade)
18387450,0.81,3/9/2018 17:32,3/9/2018 17:32,Pass,Certified (< 70% Grade)
15718383,1,8/23/2017 18:04,3/9/2018 17:53,Pass,Certified (< 70% Grade)
17178149,0,12/14/2017 17:14,3/9/2018 17:57,,Not certified (> 70% Grade)
11382073,0.96,7/22/2016 11:45,3/9/2018 18:09,Pass,Certified (< 70% Grade)
18388043,0.99,3/9/2018 18:22,3/9/2018 18:22,Pass,Certified (< 70% Grade)
18388132,0.89,3/9/2018 18:29,3/9/2018 18:29,Pass,Certified (< 70% Grade)
18376825,0.97,3/8/2018 22:33,3/9/2018 18:42,Pass,Certified (< 70% Grade)
11932401,0.79,9/12/2016 18:57,3/9/2018 18:44,Pass,Certified (< 70% Grade)
11771983,0.31,8/30/2016 12:34,3/9/2018 18:51,,Not certified (> 70% Grade)
18388373,1,3/9/2018 18:51,3/9/2018 18:51,Pass,Certified (< 70% Grade)
18388791,0.98,3/9/2018 19:35,3/9/2018 19:35,Pass,Certified (< 70% Grade)
11776308,0.66,8/30/2016 17:43,3/9/2018 19:54,Pass,Not certified (> 70% Grade)
18389088,0.96,3/9/2018 20:01,3/9/2018 20:01,Pass,Certified (< 70% Grade)
18389115,0.92,3/9/2018 20:05,3/9/2018 20:05,Pass,Certified (< 70% Grade)
18389132,0.9,3/9/2018 20:07,3/9/2018 20:07,Pass,Certified (< 70% Grade)
18389188,0.85,3/9/2018 20:12,3/9/2018 20:12,Pass,Certified (< 70% Grade)
18389233,0.97,3/9/2018 20:17,3/9/2018 20:17,Pass,Certified (< 70% Grade)
18389629,1,3/9/2018 21:03,3/9/2018 21:03,Pass,Certified (< 70% Grade)
18389743,0,3/9/2018 21:16,3/9/2018 21:16,,Not certified (> 70% Grade)
18390042,0.98,3/9/2018 21:52,3/9/2018 21:52,Pass,Certified (< 70% Grade)
18390312,0.95,3/9/2018 22:29,3/9/2018 22:29,Pass,Certified (< 70% Grade)
18390967,0.9,3/10/2018 0:32,3/10/2018 0:32,Pass,Certified (< 70% Grade)
133668,0.05,4/2/2012 12:13,3/10/2018 22:52,,Not certified (> 70% Grade)
2327938,0,9/13/2013 19:44,3/10/2018 22:54,,Not certified (> 70% Grade)
15567259,0.97,8/10/2017 14:38,3/11/2018 18:38,Pass,Certified (< 70% Grade)
11814548,0.95,9/2/2016 16:05,3/11/2018 18:49,Pass,Certified (< 70% Grade)
11432133,0.6,7/27/2016 19:31,3/11/2018 19:21,Pass,Not certified (> 70% Grade)
11562839,0.79,8/11/2016 15:19,3/11/2018 19:24,Pass,Certified (< 70% Grade)
11385589,0.81,7/22/2016 19:23,3/11/2018 19:25,Pass,Certified (< 70% Grade)
11969335,0.99,9/15/2016 16:37,3/11/2018 19:30,Pass,Certified (< 70% Grade)
1972346,0,7/18/2013 20:18,3/11/2018 19:49,,Not certified (> 70% Grade)
18411474,0.7,3/11/2018 21:12,3/11/2018 21:12,Pass,Not certified (> 70% Grade)
18417395,0.99,3/12/2018 8:54,3/12/2018 8:54,Pass,Certified (< 70% Grade)
18419493,0.67,3/12/2018 12:06,3/12/2018 12:06,Pass,Not certified (> 70% Grade)
18419739,0.92,3/12/2018 12:26,3/12/2018 12:26,Pass,Certified (< 70% Grade)
18420470,0.99,3/12/2018 13:18,3/12/2018 13:18,Pass,Certified (< 70% Grade)
18420528,0.66,3/12/2018 13:22,3/12/2018 13:22,Pass,Not certified (> 70% Grade)
18421253,0.92,3/12/2018 14:13,3/12/2018 14:13,Pass,Certified (< 70% Grade)
18421831,0.67,3/12/2018 14:50,3/12/2018 14:50,Pass,Not certified (> 70% Grade)
18421884,0.86,3/12/2018 14:54,3/12/2018 14:54,Pass,Certified (< 70% Grade)
18422200,1,3/12/2018 15:14,3/12/2018 15:14,Pass,Certified (< 70% Grade)
17179801,0,12/14/2017 20:26,3/12/2018 15:27,,Not certified (> 70% Grade)
18422416,0.79,3/12/2018 15:29,3/12/2018 15:29,Pass,Certified (< 70% Grade)
15919535,0.79,9/7/2017 18:33,3/12/2018 15:31,Pass,Certified (< 70% Grade)
11899192,0.6,9/9/2016 16:06,3/12/2018 16:57,Pass,Not certified (> 70% Grade)
18424355,1,3/12/2018 17:45,3/12/2018 17:45,Pass,Certified (< 70% Grade)
18437192,0.84,3/13/2018 14:28,3/13/2018 14:28,Pass,Certified (< 70% Grade)
18437368,0.97,3/13/2018 14:39,3/13/2018 14:39,Pass,Certified (< 70% Grade)
18437452,0.98,3/13/2018 14:45,3/13/2018 14:45,Pass,Certified (< 70% Grade)
18437611,0.93,3/13/2018 14:55,3/13/2018 14:55,Pass,Certified (< 70% Grade)
18437809,0,3/13/2018 15:07,3/13/2018 15:07,,Not certified (> 70% Grade)
18437843,0.88,3/13/2018 15:10,3/13/2018 15:10,Pass,Certified (< 70% Grade)
18437926,0.76,3/13/2018 15:14,3/13/2018 15:14,Pass,Certified (< 70% Grade)
18437996,0.95,3/13/2018 15:18,3/13/2018 15:18,Pass,Certified (< 70% Grade)
18438042,0.95,3/13/2018 15:21,3/13/2018 15:21,Pass,Certified (< 70% Grade)
16903990,0.75,11/20/2017 19:41,3/13/2018 15:21,Pass,Certified (< 70% Grade)
18438322,0.82,3/13/2018 15:39,3/13/2018 15:39,Pass,Certified (< 70% Grade)
18438624,0.29,3/13/2018 15:59,3/13/2018 15:59,,Not certified (> 70% Grade)
18438884,0.89,3/13/2018 16:16,3/13/2018 16:16,Pass,Certified (< 70% Grade)
18439246,0.62,3/13/2018 16:42,3/13/2018 16:42,Pass,Not certified (> 70% Grade)
18439860,0,3/13/2018 17:27,3/13/2018 17:27,,Not certified (> 70% Grade)
18440079,0.14,3/13/2018 17:44,3/13/2018 17:44,,Not certified (> 70% Grade)
18440228,1,3/13/2018 17:58,3/13/2018 17:58,Pass,Certified (< 70% Grade)
11874160,0.65,9/7/2016 19:10,3/13/2018 18:44,Pass,Not certified (> 70% Grade)
18375250,0,3/8/2018 20:03,3/13/2018 18:57,,Not certified (> 70% Grade)
18441054,0.91,3/13/2018 19:06,3/13/2018 19:06,Pass,Certified (< 70% Grade)
18389184,0.68,3/9/2018 20:12,3/13/2018 19:22,Pass,Not certified (> 70% Grade)
18441299,0.96,3/13/2018 19:27,3/13/2018 19:27,Pass,Certified (< 70% Grade)
18441357,0.81,3/13/2018 19:32,3/13/2018 19:32,Pass,Certified (< 70% Grade)
18442087,0.24,3/13/2018 20:39,3/13/2018 20:40,,Not certified (> 70% Grade)
18442450,0.84,3/13/2018 21:17,3/13/2018 21:17,Pass,Certified (< 70% Grade)
18440284,0.99,3/13/2018 18:02,3/14/2018 0:16,Pass,Certified (< 70% Grade)
11640030,0.97,8/18/2016 20:18,3/14/2018 12:58,Pass,Certified (< 70% Grade)
18452827,0.15,3/14/2018 14:31,3/14/2018 14:31,,Not certified (> 70% Grade)
15886017,0.99,9/5/2017 20:46,3/14/2018 14:51,Pass,Certified (< 70% Grade)
11625548,0.98,8/17/2016 16:46,3/14/2018 14:53,Pass,Certified (< 70% Grade)
18453381,0.98,3/14/2018 15:09,3/14/2018 15:09,Pass,Certified (< 70% Grade)
18453428,0.74,3/14/2018 15:12,3/14/2018 15:12,Pass,Certified (< 70% Grade)
18453996,0.94,3/14/2018 15:50,3/14/2018 15:50,Pass,Certified (< 70% Grade)
18454266,0.92,3/14/2018 16:08,3/14/2018 16:08,Pass,Certified (< 70% Grade)
18454791,0.7,3/14/2018 16:47,3/14/2018 16:47,Pass,Not certified (> 70% Grade)
18454973,0.77,3/14/2018 17:01,3/14/2018 17:01,Pass,Certified (< 70% Grade)
18455745,0.98,3/14/2018 17:57,3/14/2018 17:57,Pass,Certified (< 70% Grade)
18456025,0.65,3/14/2018 18:14,3/14/2018 18:14,Pass,Not certified (> 70% Grade)
18456949,0.14,3/14/2018 19:21,3/14/2018 19:21,,Not certified (> 70% Grade)
18014084,0,2/12/2018 17:54,3/15/2018 2:52,,Not certified (> 70% Grade)
18461474,0,3/15/2018 3:47,3/15/2018 3:47,,Not certified (> 70% Grade)
18465582,0.7,3/15/2018 10:41,3/15/2018 10:41,Pass,Not certified (> 70% Grade)
11940492,0.62,9/13/2016 12:14,3/15/2018 12:31,Pass,Not certified (> 70% Grade)
18467701,0.79,3/15/2018 13:30,3/15/2018 13:30,Pass,Certified (< 70% Grade)
18468938,0.64,3/15/2018 14:52,3/15/2018 14:52,Pass,Not certified (> 70% Grade)
18470777,0.98,3/15/2018 17:04,3/15/2018 17:04,Pass,Certified (< 70% Grade)
18472381,0.96,3/15/2018 19:17,3/15/2018 19:17,Pass,Certified (< 70% Grade)
16785703,0.96,11/12/2017 1:15,3/15/2018 19:18,Pass,Certified (< 70% Grade)
18472493,0.9,3/15/2018 19:26,3/15/2018 19:26,Pass,Certified (< 70% Grade)
15534640,0.62,8/7/2017 22:45,3/15/2018 19:26,Pass,Not certified (> 70% Grade)
18472607,0.61,3/15/2018 19:38,3/15/2018 19:38,Pass,Not certified (> 70% Grade)
18472654,0.98,3/15/2018 19:42,3/15/2018 19:42,Pass,Certified (< 70% Grade)
18474312,0.99,3/15/2018 22:38,3/15/2018 22:38,Pass,Certified (< 70% Grade)
18474520,0.96,3/15/2018 23:04,3/15/2018 23:04,Pass,Certified (< 70% Grade)
15567420,0.97,8/10/2017 14:54,3/16/2018 13:14,Pass,Certified (< 70% Grade)
18481596,0.81,3/16/2018 13:23,3/16/2018 13:23,Pass,Certified (< 70% Grade)
12865176,0.95,12/8/2016 16:21,3/16/2018 13:48,Pass,Certified (< 70% Grade)
18481949,0.85,3/16/2018 13:52,3/16/2018 13:52,Pass,Certified (< 70% Grade)
18482136,0.98,3/16/2018 14:08,3/16/2018 14:08,Pass,Certified (< 70% Grade)
18482218,0.96,3/16/2018 14:15,3/16/2018 14:15,Pass,Certified (< 70% Grade)
18482629,0.91,3/16/2018 14:50,3/16/2018 14:50,Pass,Certified (< 70% Grade)
18482817,0.96,3/16/2018 15:06,3/16/2018 15:06,Pass,Certified (< 70% Grade)
18389278,0.98,3/9/2018 20:22,3/16/2018 15:32,Pass,Certified (< 70% Grade)
18483302,0.93,3/16/2018 15:40,3/16/2018 15:40,Pass,Certified (< 70% Grade)
18483469,0.76,3/16/2018 15:53,3/16/2018 15:53,Pass,Certified (< 70% Grade)
18484020,1,3/16/2018 16:40,3/16/2018 16:40,Pass,Certified (< 70% Grade)
18484121,0.67,3/16/2018 16:49,3/16/2018 16:49,Pass,Not certified (> 70% Grade)
18484356,0.84,3/16/2018 17:10,3/16/2018 17:10,Pass,Certified (< 70% Grade)
18484560,0.95,3/16/2018 17:28,3/16/2018 17:28,Pass,Certified (< 70% Grade)
18484941,0.83,3/16/2018 18:02,3/16/2018 18:02,Pass,Certified (< 70% Grade)
18484969,0.97,3/16/2018 18:04,3/16/2018 18:04,Pass,Certified (< 70% Grade)
18485061,0.83,3/16/2018 18:13,3/16/2018 18:13,Pass,Certified (< 70% Grade)
18486001,0.98,3/16/2018 19:53,3/16/2018 19:53,Pass,Certified (< 70% Grade)
18486308,0.2,3/16/2018 20:32,3/16/2018 20:32,,Not certified (> 70% Grade)
18486397,0.89,3/16/2018 20:43,3/16/2018 20:43,Pass,Certified (< 70% Grade)
15694961,0.38,8/22/2017 4:46,3/17/2018 0:43,,Not certified (> 70% Grade)
16115725,0.78,9/22/2017 1:55,3/17/2018 1:25,Pass,Certified (< 70% Grade)
11377118,0.95,7/21/2016 21:10,3/19/2018 1:52,Pass,Certified (< 70% Grade)
18510355,0,3/19/2018 5:11,3/19/2018 5:11,,Not certified (> 70% Grade)
18512154,0.98,3/19/2018 8:29,3/19/2018 8:29,Pass,Certified (< 70% Grade)
18515144,0.97,3/19/2018 12:47,3/19/2018 12:47,Pass,Certified (< 70% Grade)
18516215,0.97,3/19/2018 14:05,3/19/2018 14:05,Pass,Certified (< 70% Grade)
18516241,0.29,3/19/2018 14:07,3/19/2018 14:07,,Not certified (> 70% Grade)
18516352,0.96,3/19/2018 14:15,3/19/2018 14:15,Pass,Certified (< 70% Grade)
18516517,0.8,3/19/2018 14:25,3/19/2018 14:27,Pass,Certified (< 70% Grade)
18516855,0.94,3/19/2018 14:49,3/19/2018 14:49,Pass,Certified (< 70% Grade)
18517176,0.96,3/19/2018 15:11,3/19/2018 15:11,Pass,Certified (< 70% Grade)
18518857,0.97,3/19/2018 17:07,3/19/2018 17:07,Pass,Certified (< 70% Grade)
18520514,0.61,3/19/2018 19:20,3/19/2018 19:20,Pass,Not certified (> 70% Grade)
18521736,0.84,3/19/2018 21:09,3/19/2018 21:09,Pass,Certified (< 70% Grade)
18521783,0.87,3/19/2018 21:14,3/19/2018 21:14,Pass,Certified (< 70% Grade)
18522218,0.45,3/19/2018 22:01,3/19/2018 22:01,,Not certified (> 70% Grade)
18527509,0.95,3/20/2018 8:32,3/20/2018 8:32,Pass,Certified (< 70% Grade)
18529047,0.94,3/20/2018 10:43,3/20/2018 10:43,Pass,Certified (< 70% Grade)
18529597,0.91,3/20/2018 11:33,3/20/2018 11:33,Pass,Certified (< 70% Grade)
18530923,0,3/20/2018 13:23,3/20/2018 13:23,,Not certified (> 70% Grade)
18531357,0.68,3/20/2018 13:54,3/20/2018 13:54,Pass,Not certified (> 70% Grade)
11929048,0.76,9/12/2016 14:23,3/20/2018 14:00,Pass,Certified (< 70% Grade)
11663696,0.98,8/21/2016 22:41,3/20/2018 14:52,Pass,Certified (< 70% Grade)
15819902,0.83,8/31/2017 15:51,3/20/2018 14:57,Pass,Certified (< 70% Grade)
11611201,0.81,8/16/2016 13:03,3/20/2018 14:59,Pass,Certified (< 70% Grade)
18532301,0.67,3/20/2018 14:59,3/20/2018 14:59,Pass,Not certified (> 70% Grade)
18533066,0.96,3/20/2018 15:59,3/20/2018 15:59,Pass,Certified (< 70% Grade)
18533158,0.93,3/20/2018 16:05,3/20/2018 16:05,Pass,Certified (< 70% Grade)
18533503,0.81,3/20/2018 16:26,3/20/2018 16:26,Pass,Certified (< 70% Grade)
18533915,0.89,3/20/2018 16:53,3/20/2018 16:53,Pass,Certified (< 70% Grade)
18534163,0.9,3/20/2018 17:10,3/20/2018 17:10,Pass,Certified (< 70% Grade)
18534594,0.96,3/20/2018 17:43,3/20/2018 17:43,Pass,Certified (< 70% Grade)
18537745,0.87,3/20/2018 22:42,3/20/2018 22:44,Pass,Certified (< 70% Grade)
18538568,0.95,3/21/2018 0:34,3/21/2018 0:34,Pass,Certified (< 70% Grade)
11897884,0.93,9/9/2016 14:26,3/21/2018 1:45,Pass,Certified (< 70% Grade)
11383081,0.94,7/22/2016 14:02,3/21/2018 1:47,Pass,Certified (< 70% Grade)
11377320,0.95,7/21/2016 21:40,3/21/2018 2:04,Pass,Certified (< 70% Grade)
18540066,0.96,3/21/2018 3:35,3/21/2018 3:35,Pass,Certified (< 70% Grade)
18546961,0.98,3/21/2018 14:35,3/21/2018 14:35,Pass,Certified (< 70% Grade)
18547483,0.96,3/21/2018 15:06,3/21/2018 15:06,Pass,Certified (< 70% Grade)
18550396,0.67,3/21/2018 18:34,3/21/2018 18:34,Pass,Not certified (> 70% Grade)
18439270,0.7,3/13/2018 16:44,3/21/2018 19:40,Pass,Not certified (> 70% Grade)
18551314,0.69,3/21/2018 19:50,3/21/2018 19:50,Pass,Not certified (> 70% Grade)
11375718,0.97,7/21/2016 18:09,3/22/2018 13:22,Pass,Certified (< 70% Grade)
18562513,0.99,3/22/2018 15:08,3/22/2018 15:08,Pass,Certified (< 70% Grade)
15717899,0.98,8/23/2017 17:24,3/22/2018 15:26,Pass,Certified (< 70% Grade)
18563219,0.82,3/22/2018 16:18,3/22/2018 16:18,Pass,Certified (< 70% Grade)
18563628,0.97,3/22/2018 16:47,3/22/2018 16:47,Pass,Certified (< 70% Grade)
18563800,0.94,3/22/2018 16:59,3/22/2018 16:59,Pass,Certified (< 70% Grade)
18564310,0.08,3/22/2018 17:38,3/22/2018 17:38,,Not certified (> 70% Grade)
18565506,1,3/22/2018 19:21,3/22/2018 19:21,Pass,Certified (< 70% Grade)
18567645,0.11,3/22/2018 23:01,3/22/2018 23:01,,Not certified (> 70% Grade)
18574547,0.99,3/23/2018 13:18,3/23/2018 13:18,Pass,Certified (< 70% Grade)
11734557,0.63,8/26/2016 19:38,3/23/2018 13:35,Pass,Not certified (> 70% Grade)
15690797,0.98,8/21/2017 19:58,3/23/2018 14:03,Pass,Certified (< 70% Grade)
18566251,0.65,3/22/2018 20:31,3/23/2018 14:36,Pass,Not certified (> 70% Grade)
18575712,0.99,3/23/2018 14:51,3/23/2018 14:51,Pass,Certified (< 70% Grade)
5603337,0.24,10/21/2014 17:07,3/23/2018 14:52,,Not certified (> 70% Grade)
18576610,0.99,3/23/2018 16:11,3/23/2018 16:11,Pass,Certified (< 70% Grade)
18576641,0.96,3/23/2018 16:14,3/23/2018 16:14,Pass,Certified (< 70% Grade)
18577097,0.92,3/23/2018 16:55,3/23/2018 16:55,Pass,Certified (< 70% Grade)
18577371,0.97,3/23/2018 17:19,3/23/2018 17:19,Pass,Certified (< 70% Grade)
15571272,0.82,8/10/2017 21:45,3/23/2018 17:40,Pass,Certified (< 70% Grade)
11801550,0.66,9/1/2016 14:08,3/23/2018 17:42,Pass,Not certified (> 70% Grade)
11377382,0.78,7/21/2016 21:51,3/23/2018 18:38,Pass,Certified (< 70% Grade)
15630272,0.82,8/16/2017 16:59,3/23/2018 18:52,Pass,Certified (< 70% Grade)
18579177,0.82,3/23/2018 20:35,3/23/2018 20:35,Pass,Certified (< 70% Grade)
5315643,0.96,9/15/2014 17:04,3/25/2018 2:04,Pass,Certified (< 70% Grade)
14011289,0.68,3/9/2017 18:41,3/25/2018 2:49,Pass,Not certified (> 70% Grade)
18594000,0.12,3/25/2018 12:23,3/25/2018 12:23,,Not certified (> 70% Grade)
11719366,0.99,8/25/2016 23:30,3/25/2018 19:28,Pass,Certified (< 70% Grade)
13666363,0.93,2/11/2017 0:36,3/25/2018 19:38,Pass,Certified (< 70% Grade)
18599224,0.98,3/25/2018 23:15,3/25/2018 23:15,Pass,Certified (< 70% Grade)
18599419,0.98,3/25/2018 23:50,3/25/2018 23:50,Pass,Certified (< 70% Grade)
12186429,0.92,10/4/2016 0:41,3/26/2018 13:42,Pass,Certified (< 70% Grade)
18607275,0.86,3/26/2018 14:06,3/26/2018 14:06,Pass,Certified (< 70% Grade)
18608199,0.96,3/26/2018 15:11,3/26/2018 15:11,Pass,Certified (< 70% Grade)
18608307,0.93,3/26/2018 15:18,3/26/2018 15:18,Pass,Certified (< 70% Grade)
18608901,0.27,3/26/2018 16:00,3/26/2018 16:00,,Not certified (> 70% Grade)
18609276,0.73,3/26/2018 16:29,3/26/2018 16:29,Pass,Certified (< 70% Grade)
18535949,0.95,3/20/2018 19:35,3/26/2018 16:31,Pass,Certified (< 70% Grade)
18610138,0.98,3/26/2018 17:32,3/26/2018 18:20,Pass,Certified (< 70% Grade)
18611437,0.94,3/26/2018 19:18,3/26/2018 19:18,Pass,Certified (< 70% Grade)
18611602,0.99,3/26/2018 19:30,3/26/2018 19:30,Pass,Certified (< 70% Grade)
18611707,0.84,3/26/2018 19:39,3/26/2018 19:39,Pass,Certified (< 70% Grade)
18611719,0.88,3/26/2018 19:40,3/26/2018 19:40,Pass,Certified (< 70% Grade)
18606838,0.77,3/26/2018 13:37,3/26/2018 20:34,Pass,Certified (< 70% Grade)
18612733,0.98,3/26/2018 21:14,3/26/2018 21:14,Pass,Certified (< 70% Grade)
18617300,0.76,3/27/2018 6:15,3/27/2018 6:15,Pass,Certified (< 70% Grade)
18623168,0.74,3/27/2018 14:57,3/27/2018 14:57,Pass,Certified (< 70% Grade)
18623509,0.45,3/27/2018 15:21,3/27/2018 15:21,,Not certified (> 70% Grade)
18624449,0.69,3/27/2018 16:31,3/27/2018 16:31,Pass,Not certified (> 70% Grade)
18624549,0.97,3/27/2018 16:38,3/27/2018 16:38,Pass,Certified (< 70% Grade)
18624928,0.76,3/27/2018 17:09,3/27/2018 17:09,Pass,Certified (< 70% Grade)
18625361,0.78,3/27/2018 17:46,3/27/2018 17:46,Pass,Certified (< 70% Grade)
5610165,0.97,10/22/2014 15:53,3/27/2018 18:11,Pass,Certified (< 70% Grade)
18625908,0.98,3/27/2018 18:32,3/27/2018 18:32,Pass,Certified (< 70% Grade)
18626067,0.71,3/27/2018 18:47,3/27/2018 18:47,Pass,Certified (< 70% Grade)
18626875,0.63,3/27/2018 20:03,3/27/2018 20:03,Pass,Not certified (> 70% Grade)
11929612,0.96,9/12/2016 15:09,3/28/2018 14:15,Pass,Certified (< 70% Grade)
18637595,0.63,3/28/2018 15:07,3/28/2018 15:07,Pass,Not certified (> 70% Grade)
