"id","metadata.display_name","category","metadata.start","metadata.end","metadata.enrollment_start","metadata.enrollment_end"
"MITxPRO+AMxB+1T2018","Additive Manufacturing for Innovative Design and Production","course",2018-04-30 04:00:00,2018-07-02 23:30:00,2018-03-06,2018-05-11 23:30:00
