source,target,stds,paths,dis,sl,weight
455f653fdfbb43baabd2860fcd435d8e,0809efd87b0c45139a1edc4cc58fd1f5,1,1,17,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,1f5002403e13485da7e7b1f5896e81ee,1,1,-93,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,2126522cd4b94bd68b2999261978d881,1,1,-151,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,2bbb47defdd44b6e95be6aff50d550d1,1,1,48,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,30aea0ab9d50468387ce90b94ce24b88,8,8,-32,0,0.870739251
455f653fdfbb43baabd2860fcd435d8e,4037cb08917c43238c4691dbe8895637,1,1,-55,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,4278a11746804def8e613a8a8da29a7c,1,1,-128,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,455f653fdfbb43baabd2860fcd435d8e,191,887,0,1,6.194468653
455f653fdfbb43baabd2860fcd435d8e,497ff981f4384b3897c43a1b51306d5d,1,1,-25,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,49bc2f8db38b47f9b378f26dde2a6e64,2,2,-165,0,0.834399801
455f653fdfbb43baabd2860fcd435d8e,57b361f6d4ca424299264c668e836e47,1,1,74,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,59f55814532344b59eacd921b45a34d4,1,1,38,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,5bdb6e60ab5c477f9244243bacb6c984,1,1,-240,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,5f4a737d4d744b21a68e7f81caaaa00c,33,36,-2,0,1.04032335
455f653fdfbb43baabd2860fcd435d8e,60fdad9fc19541e3b135991de184af75,2,2,45,0,0.834399801
455f653fdfbb43baabd2860fcd435d8e,6b640336506d4155b1388785aab42fca,1,1,-132,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,6d9d7fa80bb24111ac8b77071d6b072d,8,8,2,0,0.870739251
455f653fdfbb43baabd2860fcd435d8e,8b1109f1bac740fc8974fb4eca386560,1,1,-186,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,9266f5048e2648e8a0dcea19009c7c92,138,158,1,0,1.779225497
455f653fdfbb43baabd2860fcd435d8e,a30c1e8242864e299e15046983824275,3,3,-31,0,0.840456376
455f653fdfbb43baabd2860fcd435d8e,ac3ba61065f84433a945ac8c71b537f4,1,1,-157,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,ad02db4c9df74936a7ecf964b1697197,1,1,71,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,bd6795cfc41241159ab06425ce1bf3d7,6,6,4,0,0.858626101
455f653fdfbb43baabd2860fcd435d8e,bf82c8fce82849deb2c0c18f79aba303,6,6,-37,0,0.858626101
455f653fdfbb43baabd2860fcd435d8e,c7a736e53c6341f684a77474fbbbe64f,1,1,50,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,c7f66c9d94af4eb79199eb210b254651,2,2,-4,0,0.834399801
455f653fdfbb43baabd2860fcd435d8e,c9543052dcba40b58909ec53da262aaa,1,1,-60,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,cd8f0da1ce0040ce994e2bf3c1a061fa,11,11,-1,0,0.888908976
455f653fdfbb43baabd2860fcd435d8e,d02f35406ea04ba3a7720453a1f354cc,1,1,-161,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,d4e8a2ffb6d2487d81f32755f54763a1,1,1,-27,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,d8a02e7515a74c9998f997f6df75771d,1,1,52,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,d8c12f5115f843179f92f6a018e05dc8,10,13,3,0,0.901022126
455f653fdfbb43baabd2860fcd435d8e,e784ed97530e489e8c66e605160dae31,3,3,-29,0,0.840456376
455f653fdfbb43baabd2860fcd435d8e,ead01d2798b845a98cc82df187be0915,2,2,34,0,0.834399801
455f653fdfbb43baabd2860fcd435d8e,ec173897e6254e50812116be2dc37a94,1,1,-158,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,f06cfae5902b4db099f1844f9dcad801,1,1,59,0,0.828343226
455f653fdfbb43baabd2860fcd435d8e,f5370532182c49ceb5391472d9b0ecdf,2,2,-11,0,0.834399801
4582c3c3aaca48bd9946e825dcad6a65,0552f7dc52d14cf5b15daed9c4229342,1,1,-127,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,0809efd87b0c45139a1edc4cc58fd1f5,17,20,3,0,0.943418151
4582c3c3aaca48bd9946e825dcad6a65,2bbb47defdd44b6e95be6aff50d550d1,1,1,34,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,305d151f07e84e62933b3f7ca7498b37,1,1,-5,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,4582c3c3aaca48bd9946e825dcad6a65,6,6,0,1,0.858626101
4582c3c3aaca48bd9946e825dcad6a65,5bdb6e60ab5c477f9244243bacb6c984,1,1,-254,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,5f4a737d4d744b21a68e7f81caaaa00c,1,1,-16,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,5fe15241fc4840f1a7fb294182265c39,1,1,-224,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,61726452154f4dfb8d7de5fbf5555548,49,71,-4,0,1.252303475
4582c3c3aaca48bd9946e825dcad6a65,62cbc113929543d38366051588f49388,2,2,-1,0,0.834399801
4582c3c3aaca48bd9946e825dcad6a65,6ad12d818d9a441c87b8c41450b11f12,1,1,-209,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,7d04272687d34281b60b3377d46cd231,1,1,12,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,83e10dd54b124d7e9da59881a2f7557a,115,194,2,0,1.997262196
4582c3c3aaca48bd9946e825dcad6a65,8623fd98364040069d25c8e158c77fff,2,2,-9,0,0.834399801
4582c3c3aaca48bd9946e825dcad6a65,968d0ef03f3e4528957b15a5a2d9d88e,131,149,1,0,1.724716323
4582c3c3aaca48bd9946e825dcad6a65,b44d071a81c142198d7e7ca14f5442f6,1,1,-149,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,bd6795cfc41241159ab06425ce1bf3d7,1,1,-10,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,c26ae7f6e4004d36a959daa7448fab45,8,8,-7,0,0.870739251
4582c3c3aaca48bd9946e825dcad6a65,c7a736e53c6341f684a77474fbbbe64f,1,1,36,0,0.828343226
4582c3c3aaca48bd9946e825dcad6a65,d1651d2f65e9428693a519450d5f321f,3,3,4,0,0.840456376
45e15ef910dd4f72aacf8e48d238faa4,f5a6533820e946beacbefa8eb7a9c063,1,1,-24,0,0.828343226
45fb3c2b451642e89378499970aaaf15,064f627c77a54926aac5e4c6b665a883,4,4,11,0,0.846512951
45fb3c2b451642e89378499970aaaf15,0704a9032b0b4dfebc92a428247b2a14,5,5,33,0,0.852569526
45fb3c2b451642e89378499970aaaf15,0da137981c784fff80a5768bc626dca7,64,84,4,0,1.331038949
45fb3c2b451642e89378499970aaaf15,1c264c5f7377466b9165af2037ec7924,1,1,275,0,0.828343226
45fb3c2b451642e89378499970aaaf15,22b9e7f1eabc4cb28d8af1feaa0bc27d,3,3,-11,0,0.840456376
45fb3c2b451642e89378499970aaaf15,2aed08cdf76c457d88c9e15470bd6585,1,1,262,0,0.828343226
45fb3c2b451642e89378499970aaaf15,2bd1769f30ce460b8cf38f3b71207d38,1,1,-356,0,0.828343226
45fb3c2b451642e89378499970aaaf15,2e48e055fb4146e9b149086c1385037d,1,1,-5,0,0.828343226
45fb3c2b451642e89378499970aaaf15,3a32d27772ce468e941a09b8dd76aec3,1,1,-41,0,0.828343226
45fb3c2b451642e89378499970aaaf15,3e3428242983494095b0d25bad62a657,1,1,8,0,0.828343226
45fb3c2b451642e89378499970aaaf15,45fb3c2b451642e89378499970aaaf15,120,215,0,1,2.124450271
45fb3c2b451642e89378499970aaaf15,4f37a9d9ffc24f5e82cc2cb1409df6f3,1,1,-55,0,0.828343226
45fb3c2b451642e89378499970aaaf15,57b361f6d4ca424299264c668e836e47,2,2,-49,0,0.834399801
45fb3c2b451642e89378499970aaaf15,5bdb6e60ab5c477f9244243bacb6c984,1,1,-363,0,0.828343226
45fb3c2b451642e89378499970aaaf15,5fe15241fc4840f1a7fb294182265c39,1,1,-333,0,0.828343226
45fb3c2b451642e89378499970aaaf15,611f718731804acf8b5f757f24bcdf64,1,1,-7,0,0.828343226
45fb3c2b451642e89378499970aaaf15,6a3fd2c28384465589f148598410fbdd,32,37,-2,0,1.046379925
45fb3c2b451642e89378499970aaaf15,6b640336506d4155b1388785aab42fca,1,1,-255,0,0.828343226
45fb3c2b451642e89378499970aaaf15,7a1a2c4aab5241b785fdaf08add5fdf5,1,1,-13,0,0.828343226
45fb3c2b451642e89378499970aaaf15,7afbe0f3ab05461ab5a3765ad3631052,1,1,-47,0,0.828343226
45fb3c2b451642e89378499970aaaf15,816859832b434afe828f482770a8052c,1,1,34,0,0.828343226
45fb3c2b451642e89378499970aaaf15,8fba3f66ee7a4a218d411662d248a54d,137,173,1,0,1.870074122
45fb3c2b451642e89378499970aaaf15,90efb799135b4a83860d413d182e62af,11,11,-1,0,0.888908976
45fb3c2b451642e89378499970aaaf15,a27e6ccbd699476c823afe67c91324cf,1,1,16,0,0.828343226
45fb3c2b451642e89378499970aaaf15,aa516ea305b74209ad16d2533b32050c,1,1,-67,0,0.828343226
45fb3c2b451642e89378499970aaaf15,bf82c8fce82849deb2c0c18f79aba303,1,1,-160,0,0.828343226
45fb3c2b451642e89378499970aaaf15,ca8aac0be163430e8baaad776c32ddd2,177,460,2,0,3.608311139
45fb3c2b451642e89378499970aaaf15,d538c2a9c6004cc3b62a2514ff7d24f5,2,2,-418,0,0.834399801
45fb3c2b451642e89378499970aaaf15,d9dd2a4989284d94b66c5a100745f102,1,1,20,0,0.828343226
45fb3c2b451642e89378499970aaaf15,e07603058e9043579d9f2f17be10b866,58,61,3,0,1.191737725
45fb3c2b451642e89378499970aaaf15,ecbaf140af704a42a78099a2e680c946,1,1,139,0,0.828343226
45fb3c2b451642e89378499970aaaf15,f06cfae5902b4db099f1844f9dcad801,1,1,-64,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,0704a9032b0b4dfebc92a428247b2a14,1,1,248,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,0e3c2d8cac1e44af8bd7fabc48f8d079,3,3,5,0,0.840456376
46cd00fd3cd84c52a7161a7eafdb9268,1016f8c2803e4955b2ecb470241bcd95,1,1,16,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,123565b06983431e9889eac59f1c0f7b,5,5,11,0,0.852569526
46cd00fd3cd84c52a7161a7eafdb9268,1f5002403e13485da7e7b1f5896e81ee,16,21,-1,0,0.949474726
46cd00fd3cd84c52a7161a7eafdb9268,21025d91f3cd4d4f858c2ec35764b5da,1,1,23,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,276eb91bb71649698c5d0281235cbd59,177,234,2,0,2.239525195
46cd00fd3cd84c52a7161a7eafdb9268,2bbb47defdd44b6e95be6aff50d550d1,4,4,140,0,0.846512951
46cd00fd3cd84c52a7161a7eafdb9268,3d412537e19344628642e97d2a0d1e3e,1,1,33,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,4037cb08917c43238c4691dbe8895637,1,1,37,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,44a49f1cf12f41508cd0ed01b3633f1d,5,6,12,0,0.858626101
46cd00fd3cd84c52a7161a7eafdb9268,46cd00fd3cd84c52a7161a7eafdb9268,188,3842,0,1,24.0916477
46cd00fd3cd84c52a7161a7eafdb9268,49bc2f8db38b47f9b378f26dde2a6e64,2,2,-73,0,0.834399801
46cd00fd3cd84c52a7161a7eafdb9268,4be8a36bf92f42cd8fbd28d32417459c,3,3,-2,0,0.840456376
46cd00fd3cd84c52a7161a7eafdb9268,57b361f6d4ca424299264c668e836e47,1,1,166,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,58bc915ba85341b48f20266cd8bf3050,2,2,9,0,0.834399801
46cd00fd3cd84c52a7161a7eafdb9268,5bdb6e60ab5c477f9244243bacb6c984,1,1,-148,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,5f4a737d4d744b21a68e7f81caaaa00c,1,1,90,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,5fe15241fc4840f1a7fb294182265c39,1,1,-118,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,61856830155142bcaeace6aa59bd78ff,4,4,13,0,0.846512951
46cd00fd3cd84c52a7161a7eafdb9268,66e3bd0917b64e4e96809be332b6d1a2,1,1,494,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,6b640336506d4155b1388785aab42fca,1,1,-40,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,71aa8975942747bfa496bcb179836244,3,3,8,0,0.840456376
46cd00fd3cd84c52a7161a7eafdb9268,816859832b434afe828f482770a8052c,1,1,249,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,8573908c9cc34ce092611b98b3acd7cc,1,1,391,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,894b7805c53e43eeb36ea338bf21fccd,1,1,495,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,89f61d355af44e16ac1f9654029f89e0,1,1,-75,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,8a10cc79e71240fbbaef15137c988bf5,1,1,-27,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,8c70a939146b49cd91d826eaa1b1aaf8,1,1,-11,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,8fa03b1b2994424a877f41676e31bb08,1,1,384,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,946ced56e0c848f38f9e1a1fb8996535,1,1,1,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,a67e937f9f1941a9bb6052316e2f2fc4,1,1,-188,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,ac3ba61065f84433a945ac8c71b537f4,2,2,-65,0,0.834399801
46cd00fd3cd84c52a7161a7eafdb9268,aedac84ad12f487db1c88dbe3c82abde,2,2,-14,0,0.834399801
46cd00fd3cd84c52a7161a7eafdb9268,b417ce5230004e449eb68bbbca8930d9,3,3,-6,0,0.840456376
46cd00fd3cd84c52a7161a7eafdb9268,b44d071a81c142198d7e7ca14f5442f6,1,1,-43,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,b62c41bd1f7041b8af6a7c1ba244ed04,1,1,14,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,c7a736e53c6341f684a77474fbbbe64f,1,1,142,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,c8a31966713e4ef18f4f06cd4a79d374,3,4,6,0,0.846512951
46cd00fd3cd84c52a7161a7eafdb9268,cfc8fb9e455e4fc592f63e75803bc5e9,1,1,-8,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,d8a02e7515a74c9998f997f6df75771d,1,1,144,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,dfa2734715da48a083fe836252dac452,1,1,237,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,f4000110adbf412384c7d6b535774017,1,1,451,0,0.828343226
46cd00fd3cd84c52a7161a7eafdb9268,f732776055a94d8d8fd501519588bcc8,34,52,7,0,1.13722855
47ab5c72ed4f4a38a6f760e0bfa008f2,064f627c77a54926aac5e4c6b665a883,1,1,20,0,0.828343226
47ab5c72ed4f4a38a6f760e0bfa008f2,22b9e7f1eabc4cb28d8af1feaa0bc27d,8,8,-2,0,0.870739251
47ab5c72ed4f4a38a6f760e0bfa008f2,40671f6f48fb4803989d7bf3864904e2,10,10,-1,0,0.882852401
47ab5c72ed4f4a38a6f760e0bfa008f2,47ab5c72ed4f4a38a6f760e0bfa008f2,183,549,0,1,4.147346312
47ab5c72ed4f4a38a6f760e0bfa008f2,4e2af15f0e154332990f5c331e2c073a,3,3,-5,0,0.840456376
47ab5c72ed4f4a38a6f760e0bfa008f2,604cd4d206d940269789ea412845f1e8,81,85,-3,0,1.337095524
47ab5c72ed4f4a38a6f760e0bfa008f2,611f718731804acf8b5f757f24bcdf64,7,8,2,0,0.870739251
47ab5c72ed4f4a38a6f760e0bfa008f2,7a1a2c4aab5241b785fdaf08add5fdf5,13,16,-4,0,0.919191851
47ab5c72ed4f4a38a6f760e0bfa008f2,a653f4a798964771b51fbc7cb8a7a276,83,87,1,0,1.349208674
47ab5c72ed4f4a38a6f760e0bfa008f2,abe4cc1d66054dddbf408d5043f2921b,1,1,247,0,0.828343226
47ab5c72ed4f4a38a6f760e0bfa008f2,e1b5594c17ce45b5a419b1bd85d6e10f,1,1,149,0,0.828343226
47f7183436de4aa29ee785125acbabf3,1c264c5f7377466b9165af2037ec7924,1,1,141,0,0.828343226
47f7183436de4aa29ee785125acbabf3,63d61e6c990142c99e30890b2f028da5,1,2,-4,0,0.834399801
47f7183436de4aa29ee785125acbabf3,66e3bd0917b64e4e96809be332b6d1a2,1,1,145,0,0.828343226
4819b3ef1f4346248137a7d03c756e5a,3fa5fb770b184522992a7656974d5bbf,54,56,1,0,1.16145485
4819b3ef1f4346248137a7d03c756e5a,40a813ff85cf430899ae9357bd4ae06d,1,2,-6,0,0.834399801
4819b3ef1f4346248137a7d03c756e5a,4819b3ef1f4346248137a7d03c756e5a,59,268,0,1,2.445448744
4819b3ef1f4346248137a7d03c756e5a,49707cf8378041adba03958bb60e676c,1,1,-1,0,0.828343226
4819b3ef1f4346248137a7d03c756e5a,6cfa08b31fd941948e5f7255fa00c15d,2,2,-2,0,0.834399801
4819b3ef1f4346248137a7d03c756e5a,8c4a58a7b5a2403196ecafec131b732a,1,1,10,0,0.828343226
4819b3ef1f4346248137a7d03c756e5a,8fa03b1b2994424a877f41676e31bb08,1,1,117,0,0.828343226
4819b3ef1f4346248137a7d03c756e5a,b07167d3dc5f434ba6a47048048b6321,8,9,2,0,0.876795826
4819b3ef1f4346248137a7d03c756e5a,f5a6533820e946beacbefa8eb7a9c063,2,2,-15,0,0.834399801
48f524e499d548ea91963ba7ab8ad845,2126522cd4b94bd68b2999261978d881,5,7,-9,0,0.864682676
48f524e499d548ea91963ba7ab8ad845,26772bf1f08f4f96ab44e6007c4c6976,2,3,4,0,0.840456376
48f524e499d548ea91963ba7ab8ad845,334c250757224648b03c5fcdc8ab25b4,2,2,-3,0,0.834399801
48f524e499d548ea91963ba7ab8ad845,35fb6234757c420ea8007b976a49044a,7,9,-2,0,0.876795826
48f524e499d548ea91963ba7ab8ad845,48f524e499d548ea91963ba7ab8ad845,199,567,0,1,4.256364662
48f524e499d548ea91963ba7ab8ad845,632447fdff6840a3a11237aa514d7e68,20,22,-1,0,0.955531301
48f524e499d548ea91963ba7ab8ad845,67aa56ef4f504d889c6068052bab302b,1,1,-6,0,0.828343226
48f524e499d548ea91963ba7ab8ad845,bd441ccd067547a89407ec54fa626f06,13,13,2,0,0.901022126
48f524e499d548ea91963ba7ab8ad845,e1d55c63a2bd4a79aca5c750cc7a6c97,161,168,1,0,1.839791247
48f524e499d548ea91963ba7ab8ad845,f7874e47588041b697e73ba41e6e407c,9,9,3,0,0.876795826
48fcaa53ca4444b59b40c36e7eac7e3d,48fcaa53ca4444b59b40c36e7eac7e3d,39,186,0,1,1.948809597
48fcaa53ca4444b59b40c36e7eac7e3d,724579c914a1436fa0dc7e966aca30a9,5,5,-3,0,0.852569526
48fcaa53ca4444b59b40c36e7eac7e3d,84328e99640749658be2a3b14ca9c720,3,3,2,0,0.840456376
48fcaa53ca4444b59b40c36e7eac7e3d,f620765a820c4c29af57f40a85058bf4,33,33,1,0,1.022153625
49707cf8378041adba03958bb60e676c,0704a9032b0b4dfebc92a428247b2a14,1,1,-18,0,0.828343226
49707cf8378041adba03958bb60e676c,3fa5fb770b184522992a7656974d5bbf,4,4,2,0,0.846512951
49707cf8378041adba03958bb60e676c,40a813ff85cf430899ae9357bd4ae06d,7,7,-5,0,0.864682676
49707cf8378041adba03958bb60e676c,4819b3ef1f4346248137a7d03c756e5a,47,48,1,0,1.11300225
49707cf8378041adba03958bb60e676c,49707cf8378041adba03958bb60e676c,62,172,0,1,1.864017547
49707cf8378041adba03958bb60e676c,49bc2f8db38b47f9b378f26dde2a6e64,1,1,-339,0,0.828343226
49707cf8378041adba03958bb60e676c,6cfa08b31fd941948e5f7255fa00c15d,2,2,-1,0,0.834399801
49707cf8378041adba03958bb60e676c,9aa67284e5fa4e3daa4b47b3e0edbcfd,1,1,-2,0,0.828343226
49707cf8378041adba03958bb60e676c,b07167d3dc5f434ba6a47048048b6321,3,3,3,0,0.840456376
49707cf8378041adba03958bb60e676c,b87d7692f55a4b3fb61ec362d003f121,1,1,237,0,0.828343226
49707cf8378041adba03958bb60e676c,e9bcc373b6ae4ec3abef5be040a02711,1,1,-15,0,0.828343226
49707cf8378041adba03958bb60e676c,f5a6533820e946beacbefa8eb7a9c063,1,1,-14,0,0.828343226
4976c21077344f5d821ce0753143fcfd,4976c21077344f5d821ce0753143fcfd,1,1,0,1,0.828343226
4976c21077344f5d821ce0753143fcfd,578c2b6ddddd4e34af9d122be164f33c,2,2,-2,0,0.834399801
4976c21077344f5d821ce0753143fcfd,c0042f7d6c474938a3c148bd7327f564,1,1,1,0,0.828343226
4976c21077344f5d821ce0753143fcfd,eb4aca32cc664e2ab3c8ff92ac0bf578,6,7,-1,0,0.864682676
497ff981f4384b3897c43a1b51306d5d,0704a9032b0b4dfebc92a428247b2a14,1,1,181,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,1c264c5f7377466b9165af2037ec7924,1,1,423,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,1f5002403e13485da7e7b1f5896e81ee,1,1,-68,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,20aaaaf046c347828ff18e07bfc3ab4f,1,1,-24,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,2bbb47defdd44b6e95be6aff50d550d1,1,1,73,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,2c4f75b4b1b14a188818a152373f8937,1,1,3,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,30aea0ab9d50468387ce90b94ce24b88,6,6,-7,0,0.858626101
497ff981f4384b3897c43a1b51306d5d,38339eee0f2d4f3e95160fb4f1e6f866,150,194,6,0,1.997262196
497ff981f4384b3897c43a1b51306d5d,435c50e639064849be9ac4671ceaf812,152,362,5,0,3.014766792
497ff981f4384b3897c43a1b51306d5d,497ff981f4384b3897c43a1b51306d5d,5,5,0,1,0.852569526
497ff981f4384b3897c43a1b51306d5d,546eff2213874a0cbc23226674b6f319,1,1,12,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,5f4a737d4d744b21a68e7f81caaaa00c,3,3,23,0,0.840456376
497ff981f4384b3897c43a1b51306d5d,664871c85f90481e8ce08ed81e13204f,1,1,-15,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,6ad12d818d9a441c87b8c41450b11f12,1,1,-170,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,6d9d7fa80bb24111ac8b77071d6b072d,1,1,27,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,710ef03139064547b922337168273519,78,139,-1,0,1.664150573
497ff981f4384b3897c43a1b51306d5d,7a1a2c4aab5241b785fdaf08add5fdf5,1,1,135,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,8c4a58a7b5a2403196ecafec131b732a,1,1,210,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,98170a572e6644028150554eb5722cb4,1,1,76,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,b44d071a81c142198d7e7ca14f5442f6,1,1,-110,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,ba8fc22784274180b82fd5ce5c8fcfa5,1,1,-10,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,bf82c8fce82849deb2c0c18f79aba303,13,14,-12,0,0.907078701
497ff981f4384b3897c43a1b51306d5d,c26ae7f6e4004d36a959daa7448fab45,1,1,32,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,c559d7857b074363b531f217af72e550,7,7,11,0,0.864682676
497ff981f4384b3897c43a1b51306d5d,c9543052dcba40b58909ec53da262aaa,3,3,-35,0,0.840456376
497ff981f4384b3897c43a1b51306d5d,ca8aac0be163430e8baaad776c32ddd2,1,1,150,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,d4e8a2ffb6d2487d81f32755f54763a1,9,11,-2,0,0.888908976
497ff981f4384b3897c43a1b51306d5d,e784ed97530e489e8c66e605160dae31,2,2,-4,0,0.834399801
497ff981f4384b3897c43a1b51306d5d,efad98624b054b5fbe2cc340e3df324d,1,1,-37,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,f5370532182c49ceb5391472d9b0ecdf,2,2,14,0,0.834399801
497ff981f4384b3897c43a1b51306d5d,f9063cc6765a4fb3875172894b58c4af,1,1,179,0,0.828343226
497ff981f4384b3897c43a1b51306d5d,fd55de7129e347ba9c4463f56efa7bcf,1,1,357,0,0.828343226
49ae4fed6c184199bd02484d214fab98,1dc93dd0b4a4496884b7a642e928e9d2,3,3,-6,0,0.840456376
49ae4fed6c184199bd02484d214fab98,1f5002403e13485da7e7b1f5896e81ee,1,1,-516,0,0.828343226
49ae4fed6c184199bd02484d214fab98,253c3d95e42f47a192997f25c3fd5881,2,2,28,0,0.834399801
49ae4fed6c184199bd02484d214fab98,49ae4fed6c184199bd02484d214fab98,52,68,0,1,1.23413375
49ae4fed6c184199bd02484d214fab98,51998570743849d09c8854a35fd0e899,96,116,1,0,1.524849348
49ae4fed6c184199bd02484d214fab98,5fc036d992354184aea63c6a2b129671,109,178,2,0,1.900356997
49ae4fed6c184199bd02484d214fab98,6223568957ad410cb2ab109abb9d7af1,61,71,3,0,1.252303475
49ae4fed6c184199bd02484d214fab98,744dad1a12a449ebbfc22c507e1e0e1f,1,1,-18,0,0.828343226
49ae4fed6c184199bd02484d214fab98,990e9e1eaae34af38fd128bd3924a3c0,2,2,-1,0,0.834399801
49ae4fed6c184199bd02484d214fab98,a0764fe284df432a93f3c3633162d815,5,7,-3,0,0.864682676
49ae4fed6c184199bd02484d214fab98,ae7628ec83c642eaa51e2b9daabc5f97,2,2,-2,0,0.834399801
49ae4fed6c184199bd02484d214fab98,af0046c8954e4c4dacf9446dd407d0f6,2,2,8,0,0.834399801
49ae4fed6c184199bd02484d214fab98,bfdcc71b035149749d2febc1609b36b7,1,1,26,0,0.828343226
49ae4fed6c184199bd02484d214fab98,c9543052dcba40b58909ec53da262aaa,1,1,-483,0,0.828343226
49ae4fed6c184199bd02484d214fab98,cc6de24a16d54830beca01a4787a5b4d,1,1,-473,0,0.828343226
49ae4fed6c184199bd02484d214fab98,d8a02e7515a74c9998f997f6df75771d,1,1,-371,0,0.828343226
49bc2f8db38b47f9b378f26dde2a6e64,05800c2e685141ecb48fe59b499d84b6,1,1,228,0,0.828343226
49bc2f8db38b47f9b378f26dde2a6e64,06b02d057d574f24a6cac30186bf0bf2,1,1,231,0,0.828343226
49bc2f8db38b47f9b378f26dde2a6e64,0704a9032b0b4dfebc92a428247b2a14,3,3,321,0,0.840456376
49bc2f8db38b47f9b378f26dde2a6e64,0809efd87b0c45139a1edc4cc58fd1f5,1,1,182,0,0.828343226
49bc2f8db38b47f9b378f26dde2a6e64,151ff258d4a74e6dbe9efde0ce31b457,1,1,53,0,0.828343226
49bc2f8db38b47f9b378f26dde2a6e64,17707229e69e428f8b8350b8c87c157e,1,1,-3,0,0.828343226
