source,target,stds,paths,dis,sl,weight
00c23be7a0584af395428ab3a704e552,0e3c2d8cac1e44af8bd7fabc48f8d079,4,4,1,0,0.846512951
00c23be7a0584af395428ab3a704e552,1f5002403e13485da7e7b1f5896e81ee,1,2,-5,0,0.834399801
00c23be7a0584af395428ab3a704e552,aedac84ad12f487db1c88dbe3c82abde,1,1,-18,0,0.828343226
0120d60dd7c74a658f369244cc09a745,0120d60dd7c74a658f369244cc09a745,71,348,0,1,2.929974742
0120d60dd7c74a658f369244cc09a745,6223568957ad410cb2ab109abb9d7af1,2,2,-4,0,0.834399801
0120d60dd7c74a658f369244cc09a745,6864be53ce914d5c9666940de4b4c76d,2,2,2,0,0.834399801
0120d60dd7c74a658f369244cc09a745,6a3fd2c28384465589f148598410fbdd,1,1,-309,0,0.828343226
0120d60dd7c74a658f369244cc09a745,75fdee1a2b714e34bdfdbc1a138d443f,1,1,-1,0,0.828343226
0120d60dd7c74a658f369244cc09a745,af0046c8954e4c4dacf9446dd407d0f6,82,90,1,0,1.367378399
0121a1bd90774a95a014f487a3717bd8,1f5002403e13485da7e7b1f5896e81ee,1,1,-121,0,0.828343226
0121a1bd90774a95a014f487a3717bd8,57b361f6d4ca424299264c668e836e47,1,1,46,0,0.828343226
0121a1bd90774a95a014f487a3717bd8,98a13e95e8484ecb9727be0d96c5a670,1,1,2,0,0.828343226
0388b15dc0a94dd4a553c1df67123109,0388b15dc0a94dd4a553c1df67123109,129,532,0,1,4.044384538
0388b15dc0a94dd4a553c1df67123109,2352eea7a7014e7990cfd2e3470795a2,3,3,5,0,0.840456376
0388b15dc0a94dd4a553c1df67123109,8a99f0d5d8164c528a85554f9184271b,1,1,1,0,0.828343226
0388b15dc0a94dd4a553c1df67123109,98170a572e6644028150554eb5722cb4,1,1,31,0,0.828343226
0388b15dc0a94dd4a553c1df67123109,ab522985e16d436a970f0eda5c9a1591,130,139,2,0,1.664150573
0388b15dc0a94dd4a553c1df67123109,b493f3f110234cfdabab9fc55ba06661,5,6,-1,0,0.858626101
0388b15dc0a94dd4a553c1df67123109,d1651d2f65e9428693a519450d5f321f,4,4,-2,0,0.846512951
0388b15dc0a94dd4a553c1df67123109,d8a02e7515a74c9998f997f6df75771d,1,1,32,0,0.828343226
0388b15dc0a94dd4a553c1df67123109,ecbaf140af704a42a78099a2e680c946,1,1,242,0,0.828343226
03b3a59fd4b5420b8096f9a4f032651c,085d322fab7a4a70bb44caaf20312501,1,1,-2,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,043d02d4e89541cdb2c73ca0d2eca377,106,281,0,1,2.524184219
043d02d4e89541cdb2c73ca0d2eca377,06b02d057d574f24a6cac30186bf0bf2,1,1,285,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,0704a9032b0b4dfebc92a428247b2a14,2,6,375,0,0.858626101
043d02d4e89541cdb2c73ca0d2eca377,083e170a98cc47909270dde338cffbff,6,6,-1,0,0.858626101
043d02d4e89541cdb2c73ca0d2eca377,091e476b9c794d019c1660622a3a12f6,21,22,2,0,0.955531301
043d02d4e89541cdb2c73ca0d2eca377,134da9dee6614b159e933f632fc9246b,1,1,638,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,1afa468dc7ce4b91a590366c2a697707,68,88,16,0,1.355265249
043d02d4e89541cdb2c73ca0d2eca377,1c264c5f7377466b9165af2037ec7924,2,2,617,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,1ee01257a4174216a0bf6d64ad67decf,147,207,1,0,2.075997671
043d02d4e89541cdb2c73ca0d2eca377,1f5002403e13485da7e7b1f5896e81ee,1,1,126,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,2126522cd4b94bd68b2999261978d881,2,2,68,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,253c3d95e42f47a192997f25c3fd5881,1,1,670,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,26772bf1f08f4f96ab44e6007c4c6976,2,2,81,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,27bf430c96cb4d8da7368c4697de187b,1,1,-80,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,2ad839c226ab44539d98e2a1e84e439f,3,3,46,0,0.840456376
043d02d4e89541cdb2c73ca0d2eca377,2bbb47defdd44b6e95be6aff50d550d1,1,2,267,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,2bd1769f30ce460b8cf38f3b71207d38,5,5,-14,0,0.852569526
043d02d4e89541cdb2c73ca0d2eca377,2f6febb9f2514c06827aa6a4bfe1e69d,5,6,-71,0,0.858626101
043d02d4e89541cdb2c73ca0d2eca377,3763b9f526ae44f2ac2ac49749c15661,116,235,-10,0,2.24558177
043d02d4e89541cdb2c73ca0d2eca377,401ee1f6f3684be7b6124490f34adc5a,1,1,-81,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,432e2e03af924d10b164b60c5fcb86a1,11,12,8,0,0.894965551
043d02d4e89541cdb2c73ca0d2eca377,49bc2f8db38b47f9b378f26dde2a6e64,2,2,54,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,50d4b24c0dfd4452a253ac7a61291669,1,1,466,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,53e13f644d1f4c73ba7f5bfd8020e71f,1,1,-72,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,54ce11d3d7d146868c49330c5988da72,4,4,12,0,0.846512951
043d02d4e89541cdb2c73ca0d2eca377,550b719286db44248d48173c92970f5b,1,1,26,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,57b361f6d4ca424299264c668e836e47,1,1,293,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,583b77e74455472aa7d00ccb022c2204,1,1,662,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,5903be23ba854b8aa1f21152e2a6c042,1,1,515,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,5b303a0f1b8c4aa4be49f74f2fc89c9e,1,1,88,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,5b7be604e0a24022b6e4c88a2391e099,1,2,-6,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,5bdb6e60ab5c477f9244243bacb6c984,2,2,-21,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,5fa68b182e974d6b82927d21dd4e4f9a,3,3,-5,0,0.840456376
043d02d4e89541cdb2c73ca0d2eca377,5fcfdbc511594d9fb3d368bcbc0adf84,1,2,21,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,5fe15241fc4840f1a7fb294182265c39,165,450,9,0,3.54774539
043d02d4e89541cdb2c73ca0d2eca377,61856830155142bcaeace6aa59bd78ff,3,3,140,0,0.840456376
043d02d4e89541cdb2c73ca0d2eca377,66e3bd0917b64e4e96809be332b6d1a2,1,3,621,0,0.840456376
043d02d4e89541cdb2c73ca0d2eca377,6ac9f21a57ba4218b9e3b13a36f263be,2,2,48,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,6ad12d818d9a441c87b8c41450b11f12,2,2,24,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,7450b070eb784ee9a9e597d1e0880de2,1,1,-11,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,797a6e6ad6a9498396d577b377aec258,1,1,336,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,805062b8b4664ff098462ad506b43de9,1,1,628,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,816859832b434afe828f482770a8052c,1,2,376,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,8288c793632d4a81a50ef5e13bf8911c,1,1,-2,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,84328e99640749658be2a3b14ca9c720,1,1,557,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,89f61d355af44e16ac1f9654029f89e0,1,1,52,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,8a10cc79e71240fbbaef15137c988bf5,2,2,100,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,8b1109f1bac740fc8974fb4eca386560,5,5,33,0,0.852569526
043d02d4e89541cdb2c73ca0d2eca377,8c70a939146b49cd91d826eaa1b1aaf8,1,1,116,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,8fa03b1b2994424a877f41676e31bb08,1,1,511,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,98170a572e6644028150554eb5722cb4,2,2,270,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,9e07d9bd17d84172858e4e2d7c7f3e4b,2,2,40,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,a0fb917edc9b4d19a3459d96dd3263a8,1,1,478,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,a137964dcca34365ba31a7563531e07b,8,8,-7,0,0.870739251
043d02d4e89541cdb2c73ca0d2eca377,a67aaef4c52642538086867a9ff4ba99,1,1,496,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,a67e937f9f1941a9bb6052316e2f2fc4,2,2,-61,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,aedac84ad12f487db1c88dbe3c82abde,1,1,113,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,b0a012fae6fe4eb0af63473d516476b7,1,1,-4,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,b10ef23438f9466882d17e3f0abd0149,17,18,-9,0,0.931305001
043d02d4e89541cdb2c73ca0d2eca377,b4e40f400718476dad4c66477ccb68d0,11,13,4,0,0.901022126
043d02d4e89541cdb2c73ca0d2eca377,b6a4f407524b40eeb08d984b32836876,1,1,19,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,bd6795cfc41241159ab06425ce1bf3d7,1,1,223,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,c076a6e427c34d0c99c5bb95cbce05e5,3,3,47,0,0.840456376
043d02d4e89541cdb2c73ca0d2eca377,c1122deeb2054701b18e043764535747,1,1,600,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,c31fb3fb9d2345daa85acc888c3a7722,1,1,625,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,c3a17ced051f48f9aecf9ed2dba5040e,1,1,626,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,c7a736e53c6341f684a77474fbbbe64f,1,1,269,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,c8a31966713e4ef18f4f06cd4a79d374,1,1,133,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,c9543052dcba40b58909ec53da262aaa,1,1,159,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,ca856b87daac457ab8b54e03644f4264,17,17,5,0,0.925248426
043d02d4e89541cdb2c73ca0d2eca377,d1651d2f65e9428693a519450d5f321f,1,1,237,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,d42aec80f3c1448680ab4dc52e06d244,1,1,614,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,d4f85f1570bf4ced82ef64cab4fa68f4,8,9,3,0,0.876795826
043d02d4e89541cdb2c73ca0d2eca377,d538c2a9c6004cc3b62a2514ff7d24f5,3,3,-76,0,0.840456376
043d02d4e89541cdb2c73ca0d2eca377,d59550403f9b49628189ff34f74d3b3d,17,21,7,0,0.949474726
043d02d4e89541cdb2c73ca0d2eca377,d5d74cf927094b04951635356b2c61a0,1,1,34,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,d8a02e7515a74c9998f997f6df75771d,1,3,271,0,0.840456376
043d02d4e89541cdb2c73ca0d2eca377,d96704d24a68401eaad4628b30fdb889,3,3,50,0,0.840456376
043d02d4e89541cdb2c73ca0d2eca377,d9dd2a4989284d94b66c5a100745f102,1,1,362,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,dd2e225706cb4e44a7fef817b25fc695,1,2,603,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,de6931cbf03f4c25a93022f69f40e59d,1,1,318,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,deead91c4b084361847e1f6596966bb8,2,2,92,0,0.834399801
043d02d4e89541cdb2c73ca0d2eca377,ea676035d8d84252b7c2c117a74dfe5d,1,1,-74,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,efad98624b054b5fbe2cc340e3df324d,1,1,157,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,f06cfae5902b4db099f1844f9dcad801,1,1,278,0,0.828343226
043d02d4e89541cdb2c73ca0d2eca377,f0d9ed3b227a456f85ef40f79f56e546,8,9,6,0,0.876795826
043d02d4e89541cdb2c73ca0d2eca377,f3cfda7ffa804facb0183da6497283a6,81,83,10,0,1.324982374
043d02d4e89541cdb2c73ca0d2eca377,f5a6533820e946beacbefa8eb7a9c063,1,2,379,0,0.834399801
04d85100616943f8a3d2b084f403ba5f,043d02d4e89541cdb2c73ca0d2eca377,1,1,77,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,04d85100616943f8a3d2b084f403ba5f,100,153,0,1,1.748942622
04d85100616943f8a3d2b084f403ba5f,0704a9032b0b4dfebc92a428247b2a14,1,4,452,0,0.846512951
04d85100616943f8a3d2b084f403ba5f,0d05ee4b348f479293d6143d99f9cf17,1,1,679,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,0e9814b3e2a94eddae75b154afe501f3,1,4,697,0,0.846512951
04d85100616943f8a3d2b084f403ba5f,151ff258d4a74e6dbe9efde0ce31b457,1,1,184,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,1afa468dc7ce4b91a590366c2a697707,1,1,93,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,1c264c5f7377466b9165af2037ec7924,1,1,694,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,1ed230eb23af43aab786739fdd13ea89,1,1,228,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,27bf430c96cb4d8da7368c4697de187b,9,12,-3,0,0.894965551
04d85100616943f8a3d2b084f403ba5f,284121c6292646548b8d11d26466f6b1,1,1,668,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,2ad839c226ab44539d98e2a1e84e439f,1,1,123,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,2bd1769f30ce460b8cf38f3b71207d38,2,3,63,0,0.840456376
04d85100616943f8a3d2b084f403ba5f,2c91f40c1d484adbbe41b43c1dd57fce,1,1,61,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,2f6febb9f2514c06827aa6a4bfe1e69d,1,1,6,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,30aea0ab9d50468387ce90b94ce24b88,1,1,264,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,3763b9f526ae44f2ac2ac49749c15661,1,1,67,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,401ee1f6f3684be7b6124490f34adc5a,2,2,-4,0,0.834399801
04d85100616943f8a3d2b084f403ba5f,4278a11746804def8e613a8a8da29a7c,1,2,168,0,0.834399801
04d85100616943f8a3d2b084f403ba5f,4454aaa65b6d49ca89add710ba15514e,1,1,197,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,504d2512a7124c439fd2861dbf720058,1,1,700,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,50d4b24c0dfd4452a253ac7a61291669,1,1,543,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,53e13f644d1f4c73ba7f5bfd8020e71f,1,1,5,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,54ce11d3d7d146868c49330c5988da72,1,1,89,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,5bdb6e60ab5c477f9244243bacb6c984,1,1,56,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,5fe15241fc4840f1a7fb294182265c39,1,1,86,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,66e3bd0917b64e4e96809be332b6d1a2,2,3,698,0,0.840456376
04d85100616943f8a3d2b084f403ba5f,6dfd127f3e874ed3912d3372db0b3d35,1,1,115,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,744dad1a12a449ebbfc22c507e1e0e1f,1,1,701,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,89f61d355af44e16ac1f9654029f89e0,1,1,129,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,8f607acba97e43d5b0426a4cccc4e61f,2,2,2,0,0.834399801
04d85100616943f8a3d2b084f403ba5f,9b9fc7fd30954d7d9ad7d8f8e1cc11d8,95,107,-1,0,1.470340174
04d85100616943f8a3d2b084f403ba5f,a122be78c0d543548d7ba0efee3b9203,1,1,696,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,abd495a6f2e348afae1693f8b5b81259,1,1,568,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,ac3ba61065f84433a945ac8c71b537f4,1,1,139,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,c076a6e427c34d0c99c5bb95cbce05e5,2,2,124,0,0.834399801
04d85100616943f8a3d2b084f403ba5f,c8a31966713e4ef18f4f06cd4a79d374,1,1,210,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,ca8aac0be163430e8baaad776c32ddd2,1,1,421,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,d1676d2cecee4010a1bfe838e2e963e0,1,1,667,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,d538c2a9c6004cc3b62a2514ff7d24f5,195,315,1,0,2.730107768
04d85100616943f8a3d2b084f403ba5f,ea676035d8d84252b7c2c117a74dfe5d,31,31,3,0,1.010040476
04d85100616943f8a3d2b084f403ba5f,efad98624b054b5fbe2cc340e3df324d,1,1,234,0,0.828343226
04d85100616943f8a3d2b084f403ba5f,fd55de7129e347ba9c4463f56efa7bcf,1,2,628,0,0.834399801
04d85100616943f8a3d2b084f403ba5f,fdccb644786547c5893474584cdfd58b,1,1,4,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,0552f7dc52d14cf5b15daed9c4229342,7,7,0,1,0.864682676
0552f7dc52d14cf5b15daed9c4229342,05800c2e685141ecb48fe59b499d84b6,1,1,176,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,0704a9032b0b4dfebc92a428247b2a14,2,2,269,0,0.834399801
0552f7dc52d14cf5b15daed9c4229342,0cd55e8d087d4dd7b4abe0c9eeb53ee9,94,181,-3,0,1.918526722
0552f7dc52d14cf5b15daed9c4229342,151ff258d4a74e6dbe9efde0ce31b457,199,568,1,0,4.262421237
0552f7dc52d14cf5b15daed9c4229342,26772bf1f08f4f96ab44e6007c4c6976,3,3,-25,0,0.840456376
0552f7dc52d14cf5b15daed9c4229342,276eb91bb71649698c5d0281235cbd59,1,1,23,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,2a07f16983744ee4b619e6822558732e,3,3,4,0,0.840456376
0552f7dc52d14cf5b15daed9c4229342,2bbb47defdd44b6e95be6aff50d550d1,1,1,161,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,2f6febb9f2514c06827aa6a4bfe1e69d,1,1,-177,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,334c250757224648b03c5fcdc8ab25b4,1,1,-32,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,3a32d27772ce468e941a09b8dd76aec3,1,1,195,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,3b80b63e802243169ed3dc0ceba87a81,1,1,5,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,4278a11746804def8e613a8a8da29a7c,1,1,-15,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,43334af9e23541758eae3f163f0233ca,3,3,-2,0,0.840456376
0552f7dc52d14cf5b15daed9c4229342,4454aaa65b6d49ca89add710ba15514e,4,4,14,0,0.846512951
0552f7dc52d14cf5b15daed9c4229342,44a09f185c624f388d29e488f28999d2,2,2,8,0,0.834399801
0552f7dc52d14cf5b15daed9c4229342,5622fd7038e945cfa1f8a70e3b908155,1,1,325,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,5f4a737d4d744b21a68e7f81caaaa00c,1,1,111,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,6b640336506d4155b1388785aab42fca,2,2,-19,0,0.834399801
0552f7dc52d14cf5b15daed9c4229342,7d62e87889ed4954bf9c388d171ee30a,1,1,171,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,816859832b434afe828f482770a8052c,1,1,270,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,861189817e874a78b48adb13db4dd352,1,1,41,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,8946402cfec84b0aa9abf2968a314b27,2,2,410,0,0.834399801
0552f7dc52d14cf5b15daed9c4229342,89f61d355af44e16ac1f9654029f89e0,1,1,-54,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,8a10cc79e71240fbbaef15137c988bf5,26,32,-6,0,1.016097051
0552f7dc52d14cf5b15daed9c4229342,98170a572e6644028150554eb5722cb4,1,2,164,0,0.834399801
0552f7dc52d14cf5b15daed9c4229342,a122be78c0d543548d7ba0efee3b9203,1,2,513,0,0.834399801
0552f7dc52d14cf5b15daed9c4229342,aa516ea305b74209ad16d2533b32050c,1,1,169,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,aedac84ad12f487db1c88dbe3c82abde,5,5,7,0,0.852569526
0552f7dc52d14cf5b15daed9c4229342,b44d071a81c142198d7e7ca14f5442f6,1,1,-22,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,b47999fa192a4c07897ef0655c1f458f,1,1,-16,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,b8083104495b401ca2dbf89321e3ebbc,1,1,347,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,b87d7692f55a4b3fb61ec362d003f121,1,1,524,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,c1e3057887ae4756b3983ee71103080a,28,41,2,0,1.070606225
0552f7dc52d14cf5b15daed9c4229342,c7a736e53c6341f684a77474fbbbe64f,1,1,163,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,cfc8fb9e455e4fc592f63e75803bc5e9,3,3,13,0,0.840456376
0552f7dc52d14cf5b15daed9c4229342,d1676d2cecee4010a1bfe838e2e963e0,1,1,484,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,dd2e225706cb4e44a7fef817b25fc695,1,1,497,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,dfa2734715da48a083fe836252dac452,1,1,258,0,0.828343226
0552f7dc52d14cf5b15daed9c4229342,efad98624b054b5fbe2cc340e3df324d,1,1,51,0,0.828343226
05777fc145714e21b5bc652ac8cec7cf,05777fc145714e21b5bc652ac8cec7cf,1,2,0,1,0.834399801
05777fc145714e21b5bc652ac8cec7cf,26772bf1f08f4f96ab44e6007c4c6976,1,1,-8,0,0.828343226
05777fc145714e21b5bc652ac8cec7cf,553c1e0f782e43f492dadd97e6bef776,1,1,-26,0,0.828343226
05777fc145714e21b5bc652ac8cec7cf,5b303a0f1b8c4aa4be49f74f2fc89c9e,1,1,-1,0,0.828343226
05777fc145714e21b5bc652ac8cec7cf,b47999fa192a4c07897ef0655c1f458f,1,1,1,0,0.828343226
05777fc145714e21b5bc652ac8cec7cf,deead91c4b084361847e1f6596966bb8,2,2,3,0,0.834399801
05800c2e685141ecb48fe59b499d84b6,05800c2e685141ecb48fe59b499d84b6,128,307,0,1,2.681655168
05800c2e685141ecb48fe59b499d84b6,064f627c77a54926aac5e4c6b665a883,1,3,71,0,0.840456376
05800c2e685141ecb48fe59b499d84b6,06b02d057d574f24a6cac30186bf0bf2,37,52,3,0,1.13722855
05800c2e685141ecb48fe59b499d84b6,0704a9032b0b4dfebc92a428247b2a14,14,20,93,0,0.943418151
05800c2e685141ecb48fe59b499d84b6,085d322fab7a4a70bb44caaf20312501,1,1,160,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,0b8e4be0cef9409cabbce305b9eb4e11,1,1,15,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,0e9814b3e2a94eddae75b154afe501f3,1,1,338,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,151ff258d4a74e6dbe9efde0ce31b457,1,1,-175,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,1c264c5f7377466b9165af2037ec7924,6,6,335,0,0.858626101
05800c2e685141ecb48fe59b499d84b6,1dc93dd0b4a4496884b7a642e928e9d2,1,1,354,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,202fe760f26e4bd7a5a9cd1926e3f678,1,1,67,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,2126522cd4b94bd68b2999261978d881,2,2,-214,0,0.834399801
05800c2e685141ecb48fe59b499d84b6,22b9e7f1eabc4cb28d8af1feaa0bc27d,1,1,49,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,253c3d95e42f47a192997f25c3fd5881,2,2,388,0,0.834399801
05800c2e685141ecb48fe59b499d84b6,26772bf1f08f4f96ab44e6007c4c6976,3,4,-201,0,0.846512951
05800c2e685141ecb48fe59b499d84b6,2aac69840d844b7a8cf6ce6fb6379776,1,1,225,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,2bbb47defdd44b6e95be6aff50d550d1,1,1,-15,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,2f6febb9f2514c06827aa6a4bfe1e69d,1,1,-353,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,3a32d27772ce468e941a09b8dd76aec3,1,1,19,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,3bc7c0a659644f1994fb732fdb44695c,1,1,41,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,3ce058e7f9b649c3961921a3b6175659,1,1,217,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,4037cb08917c43238c4691dbe8895637,1,1,-118,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,40a813ff85cf430899ae9357bd4ae06d,1,1,106,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,4278a11746804def8e613a8a8da29a7c,1,1,-191,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,49bc2f8db38b47f9b378f26dde2a6e64,2,2,-228,0,0.834399801
05800c2e685141ecb48fe59b499d84b6,4e2af15f0e154332990f5c331e2c073a,2,2,46,0,0.834399801
05800c2e685141ecb48fe59b499d84b6,4e7f6237dba14b9cabab572a9032820e,1,1,81,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,504d2512a7124c439fd2861dbf720058,1,1,341,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,50d4b24c0dfd4452a253ac7a61291669,4,4,184,0,0.846512951
05800c2e685141ecb48fe59b499d84b6,577e63c5db5f4ce08d3b9fd4bc253192,1,1,25,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,57b361f6d4ca424299264c668e836e47,8,9,11,0,0.876795826
05800c2e685141ecb48fe59b499d84b6,5982f524a99e420f8aeee7d90187dd55,4,4,4,0,0.846512951
05800c2e685141ecb48fe59b499d84b6,5a6ade785e5944dc9bba9be67da62d09,1,1,12,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,5bdb6e60ab5c477f9244243bacb6c984,2,2,-303,0,0.834399801
05800c2e685141ecb48fe59b499d84b6,5cc9c5960b654f42829ef46a9c3a1444,1,1,-111,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,5f4a737d4d744b21a68e7f81caaaa00c,1,1,-65,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,604cd4d206d940269789ea412845f1e8,1,1,48,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,60fdad9fc19541e3b135991de184af75,1,1,-18,0,0.828343226
05800c2e685141ecb48fe59b499d84b6,65596489f9b542e490757e53a60af97c,1,2,9,0,0.834399801
05800c2e685141ecb48fe59b499d84b6,664871c85f90481e8ce08ed81e13204f,1,1,-103,0,0.828343226
