id,x,y,courseID,mod_type,order,chpModLabel,seqModLabel
67aa56ef4f504d889c6068052bab302b,73.863f,1028.9393f,MITxPRO+AMxB+1T2018,html,153,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html
353e3386c40d443197f8dd7cd454bf27,30.80886f,1006.77466f,MITxPRO+AMxB+1T2018,video,154,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-SLA Workflow 
737b9b6ab4e647879105e210e5fe1807,234.87611f,669.4707f,MITxPRO+AMxB+1T2018,html,155,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html
334c250757224648b03c5fcdc8ab25b4,-17.391169f,1020.491f,MITxPRO+AMxB+1T2018,html,156,Week 2: Additive Manufacturing Processes (5 hrs),Materials and Length Scales-Html
35fb6234757c420ea8007b976a49044a,-75.7588f,1023.0194f,MITxPRO+AMxB+1T2018,html,157,Week 2: Additive Manufacturing Processes (5 hrs),Key Takeaways-Html
632447fdff6840a3a11237aa514d7e68,-148.18463f,1022.74365f,MITxPRO+AMxB+1T2018,problem,158,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 1
48f524e499d548ea91963ba7ab8ad845,-126.95826f,960.436f,MITxPRO+AMxB+1T2018,problem,159,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 2
e1d55c63a2bd4a79aca5c750cc7a6c97,-131.05559f,917.29456f,MITxPRO+AMxB+1T2018,problem,160,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 3
bd441ccd067547a89407ec54fa626f06,-175.4739f,920.5119f,MITxPRO+AMxB+1T2018,problem,161,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 4
f7874e47588041b697e73ba41e6e407c,-191.16331f,964.3197f,MITxPRO+AMxB+1T2018,problem,162,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 5
26772bf1f08f4f96ab44e6007c4c6976,-290.7753f,1063.8829f,MITxPRO+AMxB+1T2018,html,163,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Powder Bed Fusion AM-Html
9b0b3df2c14144d49b56a90c54cb748a,-368.4706f,991.924f,MITxPRO+AMxB+1T2018,video,164,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Powder Bed Fusion AM-Introduction to Powder Bed Fusion AM
3e4ef77de6bf43dd8ba014f6897dcae6,-411.2561f,795.5911f,MITxPRO+AMxB+1T2018,html,165,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Powder Bed Fusion AM-Html
b44d071a81c142198d7e7ca14f5442f6,-423.26602f,1065.6748f,MITxPRO+AMxB+1T2018,html,166,Week 2: Additive Manufacturing Processes (5 hrs),Workflow: Selective Laser Sintering-Duplicate of ''
2a3d8b5f6991442cbf17871398487920,-474.0718f,1046.3976f,MITxPRO+AMxB+1T2018,video,167,Week 2: Additive Manufacturing Processes (5 hrs),Workflow: Selective Laser Sintering-SLS Workflow 
5e42a1b1cce24e97b69466e3d9d02a98,-861.0731f,757.169f,MITxPRO+AMxB+1T2018,html,168,Week 2: Additive Manufacturing Processes (5 hrs),Workflow: Selective Laser Sintering-Html
6b640336506d4155b1388785aab42fca,-509.00275f,1099.1978f,MITxPRO+AMxB+1T2018,html,169,Week 2: Additive Manufacturing Processes (5 hrs),Workflow: Selective Laser Melting-Html
5b303a0f1b8c4aa4be49f74f2fc89c9e,-570.93256f,1134.1721f,MITxPRO+AMxB+1T2018,video,170,Week 2: Additive Manufacturing Processes (5 hrs),Workflow: Selective Laser Melting-SLM Workflow 
05777fc145714e21b5bc652ac8cec7cf,-1180.6622f,1188.7253f,MITxPRO+AMxB+1T2018,html,171,Week 2: Additive Manufacturing Processes (5 hrs),Workflow: Selective Laser Melting-Html
b47999fa192a4c07897ef0655c1f458f,-530.38806f,1192.3063f,MITxPRO+AMxB+1T2018,html,172,Week 2: Additive Manufacturing Processes (5 hrs),Materials and Length Scales-Html
4278a11746804def8e613a8a8da29a7c,-515.30145f,1259.6669f,MITxPRO+AMxB+1T2018,html,173,Week 2: Additive Manufacturing Processes (5 hrs),Key Takeaways-Html
deead91c4b084361847e1f6596966bb8,-486.71942f,1338.1431f,MITxPRO+AMxB+1T2018,problem,174,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 1
6bcb17967bcb4df9bfc7914614ea438d,-418.13715f,1326.721f,MITxPRO+AMxB+1T2018,problem,175,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 2
c1cffbf051a6419bb88a3efe70810c03,-366.1528f,1331.9354f,MITxPRO+AMxB+1T2018,problem,176,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 3
deb6f01c4aee459aba4573c30370cd9f,-333.2065f,1366.8076f,MITxPRO+AMxB+1T2018,problem,177,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 4
712de1d8f0494088af25f2d8990ed903,-352.06827f,1411.3763f,MITxPRO+AMxB+1T2018,problem,178,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 5
bcfaf0a85a4c4bb1b5f38a5334a89bc7,-405.68707f,1416.8987f,MITxPRO+AMxB+1T2018,problem,179,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 6
70ce3c11df2441369632b5e4c33440b2,-459.29947f,1432.1335f,MITxPRO+AMxB+1T2018,problem,180,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 7
631404452a894b47949846af85b65a75,-516.1825f,1419.1024f,MITxPRO+AMxB+1T2018,problem,181,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 8
8a10cc79e71240fbbaef15137c988bf5,-541.86206f,1562.7704f,MITxPRO+AMxB+1T2018,html,182,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Material Jetting AM-Html
d6f5e62f53b24133ad80b6ae4fbb1c67,-578.75586f,1653.4819f,MITxPRO+AMxB+1T2018,video,183,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Material Jetting AM-Introduction to Material Jetting AM
22f8ee5d537a46cfb33f6713a2ec6a6a,-1022.3971f,1334.3534f,MITxPRO+AMxB+1T2018,html,184,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Material Jetting AM-Html
0cd55e8d087d4dd7b4abe0c9eeb53ee9,-561.59717f,1732.6155f,MITxPRO+AMxB+1T2018,html,185,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html
43334af9e23541758eae3f163f0233ca,-537.5852f,1775.8112f,MITxPRO+AMxB+1T2018,video,186,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Material Jetting Workflow 
b6e111cfb4a9471b8d1efe4384681e27,-282.4829f,2071.8438f,MITxPRO+AMxB+1T2018,html,187,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html
0552f7dc52d14cf5b15daed9c4229342,-580.77924f,1804.0681f,MITxPRO+AMxB+1T2018,html,188,Week 2: Additive Manufacturing Processes (5 hrs),Materials and Length Scales-Html
151ff258d4a74e6dbe9efde0ce31b457,-611.55304f,1853.2036f,MITxPRO+AMxB+1T2018,html,189,Week 2: Additive Manufacturing Processes (5 hrs),Key Takeaways-Html
c1e3057887ae4756b3983ee71103080a,-654.04456f,1915.3584f,MITxPRO+AMxB+1T2018,problem,190,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 1
4ddee52f520141a192396264e12e939c,-597.3527f,1934.6425f,MITxPRO+AMxB+1T2018,problem,191,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 2
2a07f16983744ee4b619e6822558732e,-562.4256f,1964.0338f,MITxPRO+AMxB+1T2018,problem,192,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 3
3b80b63e802243169ed3dc0ceba87a81,-591.2871f,1999.9788f,MITxPRO+AMxB+1T2018,problem,193,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 4
750c556f3cae4c2db33e983c7c72db60,-640.3371f,1982.8054f,MITxPRO+AMxB+1T2018,problem,194,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 5
aedac84ad12f487db1c88dbe3c82abde,-747.6959f,1979.0643f,MITxPRO+AMxB+1T2018,html,195,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Binder Jetting AM-Html
44a09f185c624f388d29e488f28999d2,-784.16254f,2059.8398f,MITxPRO+AMxB+1T2018,video,196,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Binder Jetting AM-Introduction to Binder Jetting AM
41f2083f68e34e818c645e3b5fe1f3a6,-548.02515f,2291.3674f,MITxPRO+AMxB+1T2018,html,197,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Binder Jetting AM-Html
8c70a939146b49cd91d826eaa1b1aaf8,-856.26843f,2035.7493f,MITxPRO+AMxB+1T2018,html,198,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html
0fc9573794ea433ca88f5be6758b560e,-895.4795f,2069.088f,MITxPRO+AMxB+1T2018,video,199,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Video
f5040720d39f47cda6c8744f087759d2,-273.95422f,2086.147f,MITxPRO+AMxB+1T2018,html,200,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html
cfc8fb9e455e4fc592f63e75803bc5e9,-937.8346f,2036.7119f,MITxPRO+AMxB+1T2018,html,201,Week 2: Additive Manufacturing Processes (5 hrs),Materials and Length Scales-Html
4454aaa65b6d49ca89add710ba15514e,-997.19446f,2020.0927f,MITxPRO+AMxB+1T2018,html,202,Week 2: Additive Manufacturing Processes (5 hrs),Key Takeaways-Html
b417ce5230004e449eb68bbbca8930d9,-1070.2748f,2016.4785f,MITxPRO+AMxB+1T2018,problem,203,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 1
519a3ce144b042f09bc9f27f33267c71,-1059.4999f,2079.796f,MITxPRO+AMxB+1T2018,problem,204,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 2
1c6f3c34f7cc4c9b94c4e8d737f587c6,-1074.0428f,2122.387f,MITxPRO+AMxB+1T2018,problem,205,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 3
d8424937df4a417f80f02a8a69eee970,-1121.1057f,2110.4673f,MITxPRO+AMxB+1T2018,problem,206,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 4
4be8a36bf92f42cd8fbd28d32417459c,-1129.2733f,2058.4072f,MITxPRO+AMxB+1T2018,problem,207,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 5
1f5002403e13485da7e7b1f5896e81ee,-1200.5112f,1950.5095f,MITxPRO+AMxB+1T2018,html,208,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Directed Energy Deposition AM-Html
46cd00fd3cd84c52a7161a7eafdb9268,-1298.658f,1957.5027f,MITxPRO+AMxB+1T2018,video,209,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Directed Energy Deposition AM-Introduction to Directed Energy Deposition AM
946ced56e0c848f38f9e1a1fb8996535,-1378.407f,2177.2139f,MITxPRO+AMxB+1T2018,html,210,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Directed Energy Deposition AM-Html
276eb91bb71649698c5d0281235cbd59,-1335.953f,1884.8552f,MITxPRO+AMxB+1T2018,html,211,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html
9af4973779c443ac986aa5b2a63462d6,-1386.5604f,1882.9625f,MITxPRO+AMxB+1T2018,video,212,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Video
00c23be7a0584af395428ab3a704e552,-1506.0593f,2129.4153f,MITxPRO+AMxB+1T2018,html,213,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html
0e3c2d8cac1e44af8bd7fabc48f8d079,-1400.6755f,1833.0181f,MITxPRO+AMxB+1T2018,html,214,Week 2: Additive Manufacturing Processes (5 hrs),Materials and Length Scales-Html
c8a31966713e4ef18f4f06cd4a79d374,-1445.6532f,1795.777f,MITxPRO+AMxB+1T2018,html,215,Week 2: Additive Manufacturing Processes (5 hrs),Key Takeaways-Html
f732776055a94d8d8fd501519588bcc8,-1515.2186f,1772.4977f,MITxPRO+AMxB+1T2018,problem,216,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 1
71aa8975942747bfa496bcb179836244,-1531.4912f,1831.8365f,MITxPRO+AMxB+1T2018,problem,217,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 2
58bc915ba85341b48f20266cd8bf3050,-1552.3427f,1871.0916f,MITxPRO+AMxB+1T2018,problem,218,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 3
ac3271c843024f538cfe21e21a0504e4,-1597.8202f,1870.2682f,MITxPRO+AMxB+1T2018,problem,219,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 4
123565b06983431e9889eac59f1c0f7b,-1605.7146f,1822.5497f,MITxPRO+AMxB+1T2018,problem,220,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 5
44a49f1cf12f41508cd0ed01b3633f1d,-1588.9417f,1773.7816f,MITxPRO+AMxB+1T2018,problem,221,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 6
61856830155142bcaeace6aa59bd78ff,-1623.6948f,1659.7856f,MITxPRO+AMxB+1T2018,html,222,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Lamination AM-Html
b62c41bd1f7041b8af6a7c1ba244ed04,-1674.5938f,1613.5822f,MITxPRO+AMxB+1T2018,video,223,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Lamination AM-Introduction to Lamition AM
7d49c93e6d8248b5917ce5939b0ed199,-1815.2545f,1854.1975f,MITxPRO+AMxB+1T2018,html,224,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Lamination AM-Html
1016f8c2803e4955b2ecb470241bcd95,-1708.7706f,1571.0015f,MITxPRO+AMxB+1T2018,html,225,Week 2: Additive Manufacturing Processes (5 hrs),Workflow: Paper LOM-Html
6125768f1d5e42fb883dbc1aaa84223c,-1753.0436f,1574.1732f,MITxPRO+AMxB+1T2018,video,226,Week 2: Additive Manufacturing Processes (5 hrs),Workflow: Paper LOM-Paper LOM workflow 
290de671af174739bcd0df683b4afc67,-1988.442f,1731.9906f,MITxPRO+AMxB+1T2018,html,227,Week 2: Additive Manufacturing Processes (5 hrs),Workflow: Paper LOM-Html
39d452015e8545798e59a5722b3926e6,-1736.1155f,1530.9974f,MITxPRO+AMxB+1T2018,html,228,Week 2: Additive Manufacturing Processes (5 hrs),Workflow: Metal LOM-Html
861189817e874a78b48adb13db4dd352,-1751.246f,1493.9445f,MITxPRO+AMxB+1T2018,html,229,Week 2: Additive Manufacturing Processes (5 hrs),Materials and Length Scales-Html
305af948e6fd418db8d32afcba8edec2,-1958.9199f,-813.5209f,MITxPRO+AMxB+1T2018,html,230,Week 2: Additive Manufacturing Processes (5 hrs),Materials and Length Scales-Html
1e10c4909db04d90ae611fcb24527c0f,1205.619f,-1790.6671f,MITxPRO+AMxB+1T2018,html,231,Week 2: Additive Manufacturing Processes (5 hrs),Materials and Length Scales-Html
21025d91f3cd4d4f858c2ec35764b5da,-1764.0171f,1454.3461f,MITxPRO+AMxB+1T2018,html,232,Week 2: Additive Manufacturing Processes (5 hrs),Key Takeaways-Html
1ed230eb23af43aab786739fdd13ea89,-1795.7297f,1405.7091f,MITxPRO+AMxB+1T2018,problem,233,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 1
57aea84c635d4c42bdea24fcad7ddc04,-1833.1007f,1456.1572f,MITxPRO+AMxB+1T2018,problem,234,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 2
7caa315a66164f50bd8b97b0f43dba18,-1873.0464f,1482.61f,MITxPRO+AMxB+1T2018,problem,235,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 3
aef4930d74cd48de8d774741083e54bc,-1902.1783f,1446.0928f,MITxPRO+AMxB+1T2018,problem,236,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 4
c15d118c7742410aa670b99d4f796785,-1885.4314f,1396.7292f,MITxPRO+AMxB+1T2018,problem,237,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 5
d4351e91190f4e08b308ceb76aa5cf06,-1849.449f,1354.3796f,MITxPRO+AMxB+1T2018,problem,238,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 6
efad98624b054b5fbe2cc340e3df324d,-1842.0659f,1214.096f,MITxPRO+AMxB+1T2018,html,239,Week 3: Applications of Additive Manufacturing (5 hrs),Welcome to Week 3-Html
09fe06fcddb044dbb16b33ff6fbdde1c,-1920.9089f,1239.0037f,MITxPRO+AMxB+1T2018,html,240,Week 3: Applications of Additive Manufacturing (5 hrs),Welcome to Week 3-Html
c9543052dcba40b58909ec53da262aaa,-1865.2137f,1135.9634f,MITxPRO+AMxB+1T2018,html,241,Week 3: Applications of Additive Manufacturing (5 hrs),Framing the Application Potential of AM-Html
3d412537e19344628642e97d2a0d1e3e,-1917.3047f,1093.7073f,MITxPRO+AMxB+1T2018,video,242,Week 3: Applications of Additive Manufacturing (5 hrs),Framing the Application Potential of AM-Framing the Application of Potential of AM
754173802659463ea74eee4d359bc6fc,-2009.1235f,1175.9744f,MITxPRO+AMxB+1T2018,html,243,Week 3: Applications of Additive Manufacturing (5 hrs),Framing the Application Potential of AM-Html
27a8801c431c4cc58d69b8ff02121f29,-1925.1808f,1041.0336f,MITxPRO+AMxB+1T2018,problem,244,Week 3: Applications of Additive Manufacturing (5 hrs),Framing the Application Potential of AM-Question 1
c916a881ccf146b68ec3e4781195bbd1,-2098.7263f,1086.8077f,MITxPRO+AMxB+1T2018,html,245,Week 3: Applications of Additive Manufacturing (5 hrs),Framing the Application Potential of AM-Html
4037cb08917c43238c4691dbe8895637,-1976.3113f,944.2701f,MITxPRO+AMxB+1T2018,html,246,Week 3: Applications of Additive Manufacturing (5 hrs),Establishing a Business Case for AM-Html
d5172470b4d443d7ba479af419b4f99b,-1984.4044f,1007.9813f,MITxPRO+AMxB+1T2018,video,247,Week 3: Applications of Additive Manufacturing (5 hrs),Establishing a Business Case for AM-Establishing a Business Case for AM
c4a55bdf46eb40b1b10adc7df324e1f5,-1717.5692f,943.8645f,MITxPRO+AMxB+1T2018,html,248,Week 3: Applications of Additive Manufacturing (5 hrs),Establishing a Business Case for AM-Html
f016c0f54ab84871a0700aa16ee7fa28,-1763.2917f,884.9019f,MITxPRO+AMxB+1T2018,html,249,Week 3: Applications of Additive Manufacturing (5 hrs),Establishing a Business Case for AM-Html
310bb0618ec84817970f0320c6051b92,-1926.8707f,981.154f,MITxPRO+AMxB+1T2018,problem,250,Week 3: Applications of Additive Manufacturing (5 hrs),Establishing a Business Case for AM-Question 1
cc6de24a16d54830beca01a4787a5b4d,-1896.5137f,945.1038f,MITxPRO+AMxB+1T2018,problem,251,Week 3: Applications of Additive Manufacturing (5 hrs),Establishing a Business Case for AM-Question 2
20aaaaf046c347828ff18e07bfc3ab4f,-1932.198f,912.2127f,MITxPRO+AMxB+1T2018,problem,252,Week 3: Applications of Additive Manufacturing (5 hrs),Establishing a Business Case for AM-Question 3
5cc9c5960b654f42829ef46a9c3a1444,-2000.4116f,892.00385f,MITxPRO+AMxB+1T2018,html,253,Week 3: Applications of Additive Manufacturing (5 hrs),Prototyping: Introduction-Html
f258df5b93ec4688a59d208391ca6a7f,-2034.743f,846.2942f,MITxPRO+AMxB+1T2018,html,254,Week 3: Applications of Additive Manufacturing (5 hrs),Accelerated Product Development: Frito Lay Potato Chips-Html
c41b9b59311243a1bbe7af884c0ab883,-2062.6091f,812.51776f,MITxPRO+AMxB+1T2018,html,255,Week 3: Applications of Additive Manufacturing (5 hrs),Iterative Customer Testing: Jamber Coffee Mug-Html
b233e1e427114fad9d1e90757aeb33cd,-2087.9502f,781.53156f,MITxPRO+AMxB+1T2018,html,256,Week 3: Applications of Additive Manufacturing (5 hrs),Prototype Investment Casting: Vaupell and 3D Systems-Html
8feb7788f1184ed2ad654a08738e6e3b,-2114.9387f,748.54205f,MITxPRO+AMxB+1T2018,html,257,Week 3: Applications of Additive Manufacturing (5 hrs),Surgical Planning-Html
2d680713e46d48f1a8483813fdf8eaad,-2151.641f,729.05585f,MITxPRO+AMxB+1T2018,video,258,Week 3: Applications of Additive Manufacturing (5 hrs),Surgical Planning-Virtual Surgical Planning 
c662ca6bf6ce446fa8ee92f993cb42bd,529.0505f,-2140.9128f,MITxPRO+AMxB+1T2018,html,259,Week 3: Applications of Additive Manufacturing (5 hrs),Surgical Planning-Html
d88b1dd362154e4783fa29ef8cc2fd69,-2181.9744f,701.9431f,MITxPRO+AMxB+1T2018,video,260,Week 3: Applications of Additive Manufacturing (5 hrs),Surgical Planning-Video
664871c85f90481e8ce08ed81e13204f,-2184.403f,660.38947f,MITxPRO+AMxB+1T2018,html,261,Week 3: Applications of Additive Manufacturing (5 hrs),Large-Size Prototyping: Villeroy & Boch with BigRep-Html
addc582e93ef43d5a647d5a27f89866e,-2215.5037f,629.6103f,MITxPRO+AMxB+1T2018,video,262,Week 3: Applications of Additive Manufacturing (5 hrs),Large-Size Prototyping: Villeroy & Boch with BigRep-Video
e0c99d2be84f4d4caf2352d0f048c0ce,-2235.409f,585.3866f,MITxPRO+AMxB+1T2018,html,263,Week 3: Applications of Additive Manufacturing (5 hrs),Prototype Mold Tooling: Built-Rite with Desktop Metal-IFrame Tool
bf82c8fce82849deb2c0c18f79aba303,-2263.0796f,535.4719f,MITxPRO+AMxB+1T2018,html,264,Week 3: Applications of Additive Manufacturing (5 hrs),Tooling: Introduction-Html
3b4a95cbe05a4f9eb146b42e2744f820,-2495.785f,593.10754f,MITxPRO+AMxB+1T2018,html,265,Week 3: Applications of Additive Manufacturing (5 hrs),Tooling: Introduction-Html
ba8fc22784274180b82fd5ce5c8fcfa5,-2319.191f,514.93286f,MITxPRO+AMxB+1T2018,video,266,Week 3: Applications of Additive Manufacturing (5 hrs),Tooling: Introduction-Volkswagen: 3D printed production jigs and fixtures
96f20d8fc3954ca28da0c2f40d965c44,-2415.7036f,649.0809f,MITxPRO+AMxB+1T2018,html,267,Week 3: Applications of Additive Manufacturing (5 hrs),Tooling: Introduction-Html
d1a13ee8ec1a4b1cb01b63a69b48a8a0,-2034.8892f,548.5349f,MITxPRO+AMxB+1T2018,html,268,Week 3: Applications of Additive Manufacturing (5 hrs),Tooling: Introduction-Html
30aea0ab9d50468387ce90b94ce24b88,-2330.3926f,464.88428f,MITxPRO+AMxB+1T2018,html,269,Week 3: Applications of Additive Manufacturing (5 hrs),"Jigs and Fixtures: Boeing, Stratasys-Html"
a30c1e8242864e299e15046983824275,-2381.476f,458.0505f,MITxPRO+AMxB+1T2018,video,270,Week 3: Applications of Additive Manufacturing (5 hrs),"Jigs and Fixtures: Boeing, Stratasys-Drill Jigs and Alignment Tools"
6897f90f4ca8449ba79c118c950f687c,-2614.325f,529.98865f,MITxPRO+AMxB+1T2018,html,271,Week 3: Applications of Additive Manufacturing (5 hrs),"Jigs and Fixtures: Boeing, Stratasys-Html"
e784ed97530e489e8c66e605160dae31,-2362.6848f,414.49985f,MITxPRO+AMxB+1T2018,html,272,Week 3: Applications of Additive Manufacturing (5 hrs),Ergonomic Fastening Tool: Boeing-Html
f2b6b34950d14e27b69d8148625786aa,1603.149f,-1439.0499f,MITxPRO+AMxB+1T2018,video,273,Week 3: Applications of Additive Manufacturing (5 hrs),Ergonomic Fastening Tool: Boeing-Video
d4e8a2ffb6d2487d81f32755f54763a1,-2377.1985f,381.3855f,MITxPRO+AMxB+1T2018,html,274,Week 3: Applications of Additive Manufacturing (5 hrs),Ergonomic Thumb Cot: BMW-Html
710ef03139064547b922337168273519,-2393.5894f,343.11554f,MITxPRO+AMxB+1T2018,html,275,Week 3: Applications of Additive Manufacturing (5 hrs),Cutting Tools: Mapal-Html
497ff981f4384b3897c43a1b51306d5d,-2400.7239f,278.72055f,MITxPRO+AMxB+1T2018,html,276,Week 3: Applications of Additive Manufacturing (5 hrs),Mold Tooling-Html
a8a6f24cb40a41c9bdc03d5c03dd8b0f,-2436.2036f,345.8177f,MITxPRO+AMxB+1T2018,video,277,Week 3: Applications of Additive Manufacturing (5 hrs),Mold Tooling-Video
db237ab31dde4fc79528b05fdc509093,-2211.4734f,333.62433f,MITxPRO+AMxB+1T2018,html,278,Week 3: Applications of Additive Manufacturing (5 hrs),Mold Tooling-Html
2c4f75b4b1b14a188818a152373f8937,-2443.594f,303.84024f,MITxPRO+AMxB+1T2018,video,279,Week 3: Applications of Additive Manufacturing (5 hrs),Mold Tooling-Video
b2fb985942164114bc97d28d44392f36,-2621.706f,274.38968f,MITxPRO+AMxB+1T2018,html,280,Week 3: Applications of Additive Manufacturing (5 hrs),Mold Tooling-Html
435c50e639064849be9ac4671ceaf812,-2385.5938f,192.0461f,MITxPRO+AMxB+1T2018,html,281,Week 3: Applications of Additive Manufacturing (5 hrs),"Conformal Cooling: Renishaw, EOS-Html"
38339eee0f2d4f3e95160fb4f1e6f866,-2414.1968f,233.50017f,MITxPRO+AMxB+1T2018,video,282,Week 3: Applications of Additive Manufacturing (5 hrs),"Conformal Cooling: Renishaw, EOS-Video"
de09416fa74b4a74a17fa0aa35623cd5,-1764.342f,1525.961f,MITxPRO+AMxB+1T2018,html,283,Week 3: Applications of Additive Manufacturing (5 hrs),"Conformal Cooling: Renishaw, EOS-Html"
5c5e14d8f5954d3cb439d07763a828be,-2173.592f,262.32233f,MITxPRO+AMxB+1T2018,html,284,Week 3: Applications of Additive Manufacturing (5 hrs),"Conformal Cooling: Renishaw, EOS-Html"
d2749283e4b340d0afecbf669539f1fd,-2633.7556f,419.86758f,MITxPRO+AMxB+1T2018,html,285,Week 3: Applications of Additive Manufacturing (5 hrs),Modular Vacuum Mold Tool: Boeing-Html
9e71015683e549b5b13c178144b1531f,-2339.5178f,191.39606f,MITxPRO+AMxB+1T2018,video,286,Week 3: Applications of Additive Manufacturing (5 hrs),Modular Vacuum Mold Tool: Boeing-Modular Vacuum Mold Tool
c559d7857b074363b531f217af72e550,-2374.886f,142.1313f,MITxPRO+AMxB+1T2018,html,287,Week 3: Applications of Additive Manufacturing (5 hrs),Performance Improvement: Introduction-Html
546eff2213874a0cbc23226674b6f319,-2366.906f,89.16671f,MITxPRO+AMxB+1T2018,html,288,Week 3: Applications of Additive Manufacturing (5 hrs),RF Antennas: Optisys-Html
e18a31353b7449269f22f20c5df9c811,-2360.3367f,53.622456f,MITxPRO+AMxB+1T2018,html,289,Week 3: Applications of Additive Manufacturing (5 hrs),Heat Exchangers-Html
f5370532182c49ceb5391472d9b0ecdf,-2351.3496f,13.935625f,MITxPRO+AMxB+1T2018,html,290,Week 3: Applications of Additive Manufacturing (5 hrs),Gas Turbines: Siemens-Html
3a554abb22514705b007afaefd8b4dbe,-2378.1677f,-20.836477f,MITxPRO+AMxB+1T2018,video,291,Week 3: Applications of Additive Manufacturing (5 hrs),Gas Turbines: Siemens-Video
64b053502090498e8d5288c1c54d446c,-2093.9863f,150.38931f,MITxPRO+AMxB+1T2018,html,292,Week 3: Applications of Additive Manufacturing (5 hrs),Gas Turbines: Siemens-Html
a53b7c4751e54b6ba92d7d717d7832b4,-2334.539f,-27.449553f,MITxPRO+AMxB+1T2018,html,293,Week 3: Applications of Additive Manufacturing (5 hrs),Hip Implant Acetabular Cups-Html
161d2152d71f49ba83c179bd4e9776a9,-2292.5872f,-28.95618f,MITxPRO+AMxB+1T2018,video,294,Week 3: Applications of Additive Manufacturing (5 hrs),Hip Implant Acetabular Cups-Hip Implants 
