source,target,stds,weight_c,dis,sl
8ecebe22b81a4779b6aa4c03baa79bb1,d8a02e7515a74c9998f997f6df75771d,4,4,-98,0
8ecebe22b81a4779b6aa4c03baa79bb1,d9dd2a4989284d94b66c5a100745f102,32,40,-7,0
8ecebe22b81a4779b6aa4c03baa79bb1,da48f27bea184b319bf8dc059138fbca,2,2,-2,0
8ecebe22b81a4779b6aa4c03baa79bb1,dfa2734715da48a083fe836252dac452,42,46,-5,0
8ecebe22b81a4779b6aa4c03baa79bb1,e5954595bfc54050acf59b57a9ac4abe,1,1,95,0
8ecebe22b81a4779b6aa4c03baa79bb1,e7abd2f43d3449158e43fe0b29547709,1,1,72,0
8ecebe22b81a4779b6aa4c03baa79bb1,e9bcc373b6ae4ec3abef5be040a02711,2,2,9,0
8ecebe22b81a4779b6aa4c03baa79bb1,ea1d651f18c34e6fa36ee0f68962ecb9,1,1,8,0
8ecebe22b81a4779b6aa4c03baa79bb1,ead01d2798b845a98cc82df187be0915,1,1,-116,0
8ecebe22b81a4779b6aa4c03baa79bb1,ec173897e6254e50812116be2dc37a94,1,1,-308,0
8ecebe22b81a4779b6aa4c03baa79bb1,ed791190f0844f5bb153bfb96967d518,2,2,44,0
8ecebe22b81a4779b6aa4c03baa79bb1,ef612a0ce30d4b788653a525216f7837,1,1,-12,0
8ecebe22b81a4779b6aa4c03baa79bb1,f06cfae5902b4db099f1844f9dcad801,2,2,-91,0
8ecebe22b81a4779b6aa4c03baa79bb1,f151b1920ab84738857f2e5a6ccdff85,6,6,-86,0
8ecebe22b81a4779b6aa4c03baa79bb1,f1bcf42b778e4691b9e5823e206a61a3,1,1,-111,0
8ecebe22b81a4779b6aa4c03baa79bb1,f5a6533820e946beacbefa8eb7a9c063,1,1,10,0
8ecebe22b81a4779b6aa4c03baa79bb1,f9063cc6765a4fb3875172894b58c4af,1,1,4,0
8ecebe22b81a4779b6aa4c03baa79bb1,fbff5d65e2ba477286d4f60832b5cbe1,1,1,-117,0
8ecebe22b81a4779b6aa4c03baa79bb1,fe3586744a044afd9ae558cfbe4a9411,17,17,3,0
8f607acba97e43d5b0426a4cccc4e61f,043d02d4e89541cdb2c73ca0d2eca377,1,1,75,0
8f607acba97e43d5b0426a4cccc4e61f,04d85100616943f8a3d2b084f403ba5f,3,3,-2,0
8f607acba97e43d5b0426a4cccc4e61f,0e9814b3e2a94eddae75b154afe501f3,1,1,695,0
8f607acba97e43d5b0426a4cccc4e61f,1f5002403e13485da7e7b1f5896e81ee,2,2,201,0
8f607acba97e43d5b0426a4cccc4e61f,2ad839c226ab44539d98e2a1e84e439f,1,3,121,0
8f607acba97e43d5b0426a4cccc4e61f,2f6febb9f2514c06827aa6a4bfe1e69d,1,1,4,0
8f607acba97e43d5b0426a4cccc4e61f,3763b9f526ae44f2ac2ac49749c15661,1,1,65,0
8f607acba97e43d5b0426a4cccc4e61f,5bdb6e60ab5c477f9244243bacb6c984,1,1,54,0
8f607acba97e43d5b0426a4cccc4e61f,5fe15241fc4840f1a7fb294182265c39,1,1,84,0
8f607acba97e43d5b0426a4cccc4e61f,66e3bd0917b64e4e96809be332b6d1a2,2,2,696,0
8f607acba97e43d5b0426a4cccc4e61f,744dad1a12a449ebbfc22c507e1e0e1f,1,2,699,0
8f607acba97e43d5b0426a4cccc4e61f,89f61d355af44e16ac1f9654029f89e0,1,1,127,0
8f607acba97e43d5b0426a4cccc4e61f,8f607acba97e43d5b0426a4cccc4e61f,11,12,0,1
8f607acba97e43d5b0426a4cccc4e61f,a67e937f9f1941a9bb6052316e2f2fc4,1,1,14,0
8f607acba97e43d5b0426a4cccc4e61f,b18bcca1d2984ccca2bbab4c41e85de5,1,1,62,0
8f607acba97e43d5b0426a4cccc4e61f,ca8aac0be163430e8baaad776c32ddd2,1,1,419,0
8f607acba97e43d5b0426a4cccc4e61f,d1651d2f65e9428693a519450d5f321f,1,1,312,0
8f607acba97e43d5b0426a4cccc4e61f,d538c2a9c6004cc3b62a2514ff7d24f5,39,43,-1,0
8f607acba97e43d5b0426a4cccc4e61f,ea676035d8d84252b7c2c117a74dfe5d,34,35,1,0
8fa03b1b2994424a877f41676e31bb08,043d02d4e89541cdb2c73ca0d2eca377,1,1,-511,0
8fa03b1b2994424a877f41676e31bb08,05800c2e685141ecb48fe59b499d84b6,6,6,-229,0
8fa03b1b2994424a877f41676e31bb08,064f627c77a54926aac5e4c6b665a883,1,1,-158,0
8fa03b1b2994424a877f41676e31bb08,06b02d057d574f24a6cac30186bf0bf2,21,21,-226,0
8fa03b1b2994424a877f41676e31bb08,0704a9032b0b4dfebc92a428247b2a14,13,17,-136,0
8fa03b1b2994424a877f41676e31bb08,085d322fab7a4a70bb44caaf20312501,5,5,-69,0
8fa03b1b2994424a877f41676e31bb08,0da137981c784fff80a5768bc626dca7,1,1,-165,0
8fa03b1b2994424a877f41676e31bb08,0e3c2d8cac1e44af8bd7fabc48f8d079,7,7,-379,0
8fa03b1b2994424a877f41676e31bb08,0e9814b3e2a94eddae75b154afe501f3,3,5,109,0
8fa03b1b2994424a877f41676e31bb08,12566503221a4f0ba19bd6053bc64688,126,148,1,0
8fa03b1b2994424a877f41676e31bb08,134da9dee6614b159e933f632fc9246b,1,1,127,0
8fa03b1b2994424a877f41676e31bb08,18e3b60d5cd7489685d7d9b6e28496ac,2,2,63,0
8fa03b1b2994424a877f41676e31bb08,1c264c5f7377466b9165af2037ec7924,7,7,106,0
8fa03b1b2994424a877f41676e31bb08,1dc93dd0b4a4496884b7a642e928e9d2,2,2,125,0
8fa03b1b2994424a877f41676e31bb08,1f5002403e13485da7e7b1f5896e81ee,39,42,-385,0
8fa03b1b2994424a877f41676e31bb08,22b9e7f1eabc4cb28d8af1feaa0bc27d,1,1,-180,0
8fa03b1b2994424a877f41676e31bb08,253c3d95e42f47a192997f25c3fd5881,1,1,159,0
8fa03b1b2994424a877f41676e31bb08,26772bf1f08f4f96ab44e6007c4c6976,5,5,-430,0
8fa03b1b2994424a877f41676e31bb08,276eb91bb71649698c5d0281235cbd59,4,4,-382,0
8fa03b1b2994424a877f41676e31bb08,2c91f40c1d484adbbe41b43c1dd57fce,1,1,-527,0
8fa03b1b2994424a877f41676e31bb08,2f080c328b2c4f8abc4b57a6ce2c5896,55,60,13,0
8fa03b1b2994424a877f41676e31bb08,2f6febb9f2514c06827aa6a4bfe1e69d,1,1,-582,0
8fa03b1b2994424a877f41676e31bb08,3034ae6c80a540eaacf9b1ebab3a3b1f,2,2,-72,0
8fa03b1b2994424a877f41676e31bb08,30aea0ab9d50468387ce90b94ce24b88,1,1,-324,0
8fa03b1b2994424a877f41676e31bb08,35fb6234757c420ea8007b976a49044a,1,1,-436,0
8fa03b1b2994424a877f41676e31bb08,376ab2558d6840b4b65bafeade17b077,1,1,-10,0
8fa03b1b2994424a877f41676e31bb08,3bc7c0a659644f1994fb732fdb44695c,1,1,-188,0
8fa03b1b2994424a877f41676e31bb08,3e3428242983494095b0d25bad62a657,1,1,-161,0
8fa03b1b2994424a877f41676e31bb08,3f4d9d3d4a21425ca394a77702b35e54,1,1,-44,0
8fa03b1b2994424a877f41676e31bb08,4118b055966149a39a75274732e1cc8a,1,1,49,0
8fa03b1b2994424a877f41676e31bb08,4278a11746804def8e613a8a8da29a7c,4,4,-420,0
8fa03b1b2994424a877f41676e31bb08,4454aaa65b6d49ca89add710ba15514e,4,4,-391,0
8fa03b1b2994424a877f41676e31bb08,4e7f6237dba14b9cabab572a9032820e,1,1,-148,0
8fa03b1b2994424a877f41676e31bb08,504d2512a7124c439fd2861dbf720058,2,2,112,0
8fa03b1b2994424a877f41676e31bb08,50d4b24c0dfd4452a253ac7a61291669,40,40,-45,0
8fa03b1b2994424a877f41676e31bb08,52e67051bad64f708e309aa17087e84f,1,1,54,0
8fa03b1b2994424a877f41676e31bb08,530f8e802b434b9f80d949402ad1b53b,11,11,31,0
8fa03b1b2994424a877f41676e31bb08,578c2b6ddddd4e34af9d122be164f33c,1,1,74,0
8fa03b1b2994424a877f41676e31bb08,57b361f6d4ca424299264c668e836e47,2,2,-218,0
8fa03b1b2994424a877f41676e31bb08,5903be23ba854b8aa1f21152e2a6c042,4,5,4,0
8fa03b1b2994424a877f41676e31bb08,5b42266d225e4a83bcf7833af7143417,1,1,158,0
8fa03b1b2994424a877f41676e31bb08,5bdb6e60ab5c477f9244243bacb6c984,1,1,-532,0
8fa03b1b2994424a877f41676e31bb08,5be83dfa36e0455eb6d2f6cda3cf785c,7,7,8,0
8fa03b1b2994424a877f41676e31bb08,5c59b11e8d4847a68a4443a434cf2f17,1,1,-95,0
8fa03b1b2994424a877f41676e31bb08,5fe15241fc4840f1a7fb294182265c39,2,2,-502,0
8fa03b1b2994424a877f41676e31bb08,60fdad9fc19541e3b135991de184af75,1,1,-247,0
8fa03b1b2994424a877f41676e31bb08,6209866a51f94d1982106374115c7594,1,1,-146,0
8fa03b1b2994424a877f41676e31bb08,63d61e6c990142c99e30890b2f028da5,8,8,-39,0
8fa03b1b2994424a877f41676e31bb08,65596489f9b542e490757e53a60af97c,2,2,-220,0
8fa03b1b2994424a877f41676e31bb08,658f04ca188c4b5a8e0c08160fd3e59d,54,64,-11,0
8fa03b1b2994424a877f41676e31bb08,66e3bd0917b64e4e96809be332b6d1a2,7,9,110,0
8fa03b1b2994424a877f41676e31bb08,6b640336506d4155b1388785aab42fca,7,7,-424,0
8fa03b1b2994424a877f41676e31bb08,6c4de1af411a4fa49e43b982961edcab,181,246,-2,0
8fa03b1b2994424a877f41676e31bb08,744dad1a12a449ebbfc22c507e1e0e1f,13,17,113,0
8fa03b1b2994424a877f41676e31bb08,7475f0990c0f4eb29465ce90105f9e69,8,8,21,0
8fa03b1b2994424a877f41676e31bb08,7a2bcd65cf024f3684c99f341cb74362,2,2,-215,0
8fa03b1b2994424a877f41676e31bb08,7afbe0f3ab05461ab5a3765ad3631052,1,1,-216,0
8fa03b1b2994424a877f41676e31bb08,805062b8b4664ff098462ad506b43de9,1,1,117,0
8fa03b1b2994424a877f41676e31bb08,82e497984e324a83912ffd710e782888,33,34,6,0
8fa03b1b2994424a877f41676e31bb08,84328e99640749658be2a3b14ca9c720,1,1,46,0
8fa03b1b2994424a877f41676e31bb08,8573908c9cc34ce092611b98b3acd7cc,1,1,7,0
8fa03b1b2994424a877f41676e31bb08,8623fd98364040069d25c8e158c77fff,2,2,-287,0
8fa03b1b2994424a877f41676e31bb08,888985adac714a9cb381313224764f28,2,2,-87,0
8fa03b1b2994424a877f41676e31bb08,8946402cfec84b0aa9abf2968a314b27,249,468,5,0
8fa03b1b2994424a877f41676e31bb08,894b7805c53e43eeb36ea338bf21fccd,1,1,111,0
8fa03b1b2994424a877f41676e31bb08,89f61d355af44e16ac1f9654029f89e0,2,2,-459,0
8fa03b1b2994424a877f41676e31bb08,8c4a58a7b5a2403196ecafec131b732a,1,1,-107,0
8fa03b1b2994424a877f41676e31bb08,8fa03b1b2994424a877f41676e31bb08,193,321,0,1
8fa03b1b2994424a877f41676e31bb08,a0764fe284df432a93f3c3633162d815,4,4,128,0
8fa03b1b2994424a877f41676e31bb08,a0d6d2f7082b4433804bd300cdc2ccd8,32,33,19,0
8fa03b1b2994424a877f41676e31bb08,a122be78c0d543548d7ba0efee3b9203,3,3,108,0
8fa03b1b2994424a877f41676e31bb08,a67aaef4c52642538086867a9ff4ba99,20,20,-15,0
8fa03b1b2994424a877f41676e31bb08,aa516ea305b74209ad16d2533b32050c,1,1,-236,0
8fa03b1b2994424a877f41676e31bb08,abd495a6f2e348afae1693f8b5b81259,5,5,-20,0
8fa03b1b2994424a877f41676e31bb08,abe4cc1d66054dddbf408d5043f2921b,1,1,69,0
8fa03b1b2994424a877f41676e31bb08,ac3ba61065f84433a945ac8c71b537f4,1,1,-449,0
8fa03b1b2994424a877f41676e31bb08,ad02db4c9df74936a7ecf964b1697197,5,5,-221,0
8fa03b1b2994424a877f41676e31bb08,ad172c9eaecf4a59bba2238ca2bb3990,2,2,-151,0
8fa03b1b2994424a877f41676e31bb08,aedac84ad12f487db1c88dbe3c82abde,4,4,-398,0
8fa03b1b2994424a877f41676e31bb08,b17ad3fc44b54920af496b56db8954da,1,1,124,0
8fa03b1b2994424a877f41676e31bb08,b1d57890863249fe8d6f597edbad4112,2,2,-3,0
8fa03b1b2994424a877f41676e31bb08,b33b5d7fb4c34f4a99ab89958231e6da,1,1,94,0
8fa03b1b2994424a877f41676e31bb08,b47999fa192a4c07897ef0655c1f458f,1,1,-421,0
8fa03b1b2994424a877f41676e31bb08,b8083104495b401ca2dbf89321e3ebbc,2,2,-58,0
8fa03b1b2994424a877f41676e31bb08,b87d7692f55a4b3fb61ec362d003f121,14,14,119,0
8fa03b1b2994424a877f41676e31bb08,befd748553b54479b588fd1a487376d2,4,5,2,0
8fa03b1b2994424a877f41676e31bb08,c0c126b664f740499c53acc71fe44eae,14,16,34,0
8fa03b1b2994424a877f41676e31bb08,c3a17ced051f48f9aecf9ed2dba5040e,1,1,115,0
8fa03b1b2994424a877f41676e31bb08,c3dc70e138fc4f9a8ef62602347dfd2d,1,1,-201,0
8fa03b1b2994424a877f41676e31bb08,c8a31966713e4ef18f4f06cd4a79d374,11,12,-378,0
8fa03b1b2994424a877f41676e31bb08,ca8aac0be163430e8baaad776c32ddd2,1,1,-167,0
8fa03b1b2994424a877f41676e31bb08,cee509fdc136413c8c3e182d487c2b86,2,2,-222,0
8fa03b1b2994424a877f41676e31bb08,cfc8fb9e455e4fc592f63e75803bc5e9,1,1,-392,0
8fa03b1b2994424a877f41676e31bb08,d1676d2cecee4010a1bfe838e2e963e0,2,2,79,0
8fa03b1b2994424a877f41676e31bb08,d184eb6cc23a4ab8936c916e75363796,30,34,3,0
8fa03b1b2994424a877f41676e31bb08,d23d538bd3694cc6bbb62edb0f8e5c40,1,1,-48,0
8fa03b1b2994424a877f41676e31bb08,d3c052893bbd4d22b0667ff609a93d46,10,13,53,0
8fa03b1b2994424a877f41676e31bb08,d538c2a9c6004cc3b62a2514ff7d24f5,4,4,-587,0
8fa03b1b2994424a877f41676e31bb08,d5834a3d440842cfb49bd2ae4155ce16,46,50,122,0
8fa03b1b2994424a877f41676e31bb08,d77d619ea3504014b454c5e1b3960386,5,5,55,0
8fa03b1b2994424a877f41676e31bb08,d8a02e7515a74c9998f997f6df75771d,1,1,-240,0
8fa03b1b2994424a877f41676e31bb08,d9dd2a4989284d94b66c5a100745f102,2,2,-149,0
8fa03b1b2994424a877f41676e31bb08,dea15bc9bbfb4889a0bcd5abe7b21d33,1,1,68,0
8fa03b1b2994424a877f41676e31bb08,e1b5594c17ce45b5a419b1bd85d6e10f,1,1,-29,0
8fa03b1b2994424a877f41676e31bb08,e5954595bfc54050acf59b57a9ac4abe,1,1,-47,0
8fa03b1b2994424a877f41676e31bb08,e7abd2f43d3449158e43fe0b29547709,1,1,-70,0
8fa03b1b2994424a877f41676e31bb08,e9bcc373b6ae4ec3abef5be040a02711,4,4,-133,0
8fa03b1b2994424a877f41676e31bb08,ea1d651f18c34e6fa36ee0f68962ecb9,1,1,-134,0
8fa03b1b2994424a877f41676e31bb08,ecbaf140af704a42a78099a2e680c946,28,29,-30,0
8fa03b1b2994424a877f41676e31bb08,ed791190f0844f5bb153bfb96967d518,5,5,-98,0
8fa03b1b2994424a877f41676e31bb08,efad98624b054b5fbe2cc340e3df324d,1,1,-354,0
8fa03b1b2994424a877f41676e31bb08,f06cfae5902b4db099f1844f9dcad801,1,1,-233,0
8fa03b1b2994424a877f41676e31bb08,f151b1920ab84738857f2e5a6ccdff85,6,6,-228,0
8fa03b1b2994424a877f41676e31bb08,f1d1cf08839f4d9abcd0fb93a8253bc4,3,3,18,0
8fa03b1b2994424a877f41676e31bb08,f5a6533820e946beacbefa8eb7a9c063,1,1,-132,0
8fa03b1b2994424a877f41676e31bb08,f6d13b3698b348978c8bde56acbc3562,1,1,60,0
8fa03b1b2994424a877f41676e31bb08,f9063cc6765a4fb3875172894b58c4af,1,1,-138,0
8fa03b1b2994424a877f41676e31bb08,fbeb2be95bdd409a8711eb8e56706fe1,4,4,-96,0
8fa03b1b2994424a877f41676e31bb08,fd91554a3bf54ebdbf6ea67124fbd06c,1,1,116,0
8fa03b1b2994424a877f41676e31bb08,fe3586744a044afd9ae558cfbe4a9411,5,5,-139,0
8fba3f66ee7a4a218d411662d248a54d,05800c2e685141ecb48fe59b499d84b6,2,2,-61,0
8fba3f66ee7a4a218d411662d248a54d,064f627c77a54926aac5e4c6b665a883,7,8,10,0
8fba3f66ee7a4a218d411662d248a54d,06b02d057d574f24a6cac30186bf0bf2,1,1,-58,0
8fba3f66ee7a4a218d411662d248a54d,0704a9032b0b4dfebc92a428247b2a14,13,18,32,0
8fba3f66ee7a4a218d411662d248a54d,085d322fab7a4a70bb44caaf20312501,1,1,99,0
8fba3f66ee7a4a218d411662d248a54d,1c264c5f7377466b9165af2037ec7924,2,2,274,0
8fba3f66ee7a4a218d411662d248a54d,1f5002403e13485da7e7b1f5896e81ee,1,1,-217,0
8fba3f66ee7a4a218d411662d248a54d,202fe760f26e4bd7a5a9cd1926e3f678,4,4,6,0
8fba3f66ee7a4a218d411662d248a54d,2bd1769f30ce460b8cf38f3b71207d38,1,1,-357,0
8fba3f66ee7a4a218d411662d248a54d,2f6febb9f2514c06827aa6a4bfe1e69d,2,2,-414,0
8fba3f66ee7a4a218d411662d248a54d,35fb6234757c420ea8007b976a49044a,1,1,-268,0
8fba3f66ee7a4a218d411662d248a54d,3a515431ad5d4619b97924675284a684,2,2,16,0
8fba3f66ee7a4a218d411662d248a54d,45fb3c2b451642e89378499970aaaf15,353,381,-1,0
8fba3f66ee7a4a218d411662d248a54d,5bdb6e60ab5c477f9244243bacb6c984,1,1,-364,0
8fba3f66ee7a4a218d411662d248a54d,5c59b11e8d4847a68a4443a434cf2f17,1,1,73,0
8fba3f66ee7a4a218d411662d248a54d,611f718731804acf8b5f757f24bcdf64,3,3,-8,0
8fba3f66ee7a4a218d411662d248a54d,6209866a51f94d1982106374115c7594,2,2,22,0
8fba3f66ee7a4a218d411662d248a54d,63d61e6c990142c99e30890b2f028da5,1,1,129,0
8fba3f66ee7a4a218d411662d248a54d,66e3bd0917b64e4e96809be332b6d1a2,1,1,278,0
8fba3f66ee7a4a218d411662d248a54d,6a3fd2c28384465589f148598410fbdd,47,59,-3,0
8fba3f66ee7a4a218d411662d248a54d,71c4fd1a1eab4d00b0d4ae1bb725ef5a,1,1,-71,0
8fba3f66ee7a4a218d411662d248a54d,8a10cc79e71240fbbaef15137c988bf5,1,1,-243,0
8fba3f66ee7a4a218d411662d248a54d,8b1109f1bac740fc8974fb4eca386560,1,1,-310,0
8fba3f66ee7a4a218d411662d248a54d,8fba3f66ee7a4a218d411662d248a54d,563,5027,0,1
8fba3f66ee7a4a218d411662d248a54d,90efb799135b4a83860d413d182e62af,5,6,-2,0
8fba3f66ee7a4a218d411662d248a54d,a122be78c0d543548d7ba0efee3b9203,1,1,276,0
8fba3f66ee7a4a218d411662d248a54d,aa516ea305b74209ad16d2533b32050c,2,2,-68,0
8fba3f66ee7a4a218d411662d248a54d,abdacc6701224360a3f86b8be3f366bf,2,2,5,0
8fba3f66ee7a4a218d411662d248a54d,ad172c9eaecf4a59bba2238ca2bb3990,2,2,17,0
8fba3f66ee7a4a218d411662d248a54d,b31aa53037a74719ba3eb845306e4374,2,2,-19,0
8fba3f66ee7a4a218d411662d248a54d,b9efe6f2b024489bb02fc090d4a17a65,1,1,-78,0
8fba3f66ee7a4a218d411662d248a54d,c8a31966713e4ef18f4f06cd4a79d374,1,1,-210,0
8fba3f66ee7a4a218d411662d248a54d,ca8aac0be163430e8baaad776c32ddd2,270,288,1,0
8fba3f66ee7a4a218d411662d248a54d,d02f35406ea04ba3a7720453a1f354cc,1,1,-285,0
8fba3f66ee7a4a218d411662d248a54d,d538c2a9c6004cc3b62a2514ff7d24f5,4,4,-419,0
8fba3f66ee7a4a218d411662d248a54d,d8a02e7515a74c9998f997f6df75771d,1,1,-72,0
8fba3f66ee7a4a218d411662d248a54d,d9dd2a4989284d94b66c5a100745f102,2,2,19,0
8fba3f66ee7a4a218d411662d248a54d,e07603058e9043579d9f2f17be10b866,32,33,2,0
8fba3f66ee7a4a218d411662d248a54d,e0fe5e4d05384ba7b7c8edc2af1dea3d,1,1,258,0
8fba3f66ee7a4a218d411662d248a54d,e588e625f78049a5aed0c685e1fc9500,3,3,4,0
8fba3f66ee7a4a218d411662d248a54d,e9bcc373b6ae4ec3abef5be040a02711,1,1,35,0
8fba3f66ee7a4a218d411662d248a54d,ea1d651f18c34e6fa36ee0f68962ecb9,1,1,34,0
8fba3f66ee7a4a218d411662d248a54d,efad98624b054b5fbe2cc340e3df324d,1,1,-186,0
8fba3f66ee7a4a218d411662d248a54d,efb26d7be5e646dca9278cde2f59dbc3,1,1,11,0
8fba3f66ee7a4a218d411662d248a54d,f151b1920ab84738857f2e5a6ccdff85,1,1,-60,0
8fba3f66ee7a4a218d411662d248a54d,f5a6533820e946beacbefa8eb7a9c063,1,1,36,0
8feb7788f1184ed2ad654a08738e6e3b,0704a9032b0b4dfebc92a428247b2a14,2,2,200,0
8feb7788f1184ed2ad654a08738e6e3b,0c92f804b6ee498091114e20947b5ca4,1,1,68,0
8feb7788f1184ed2ad654a08738e6e3b,1ed230eb23af43aab786739fdd13ea89,1,1,-24,0
8feb7788f1184ed2ad654a08738e6e3b,2126522cd4b94bd68b2999261978d881,2,2,-107,0
8feb7788f1184ed2ad654a08738e6e3b,2ad839c226ab44539d98e2a1e84e439f,1,1,-129,0
8feb7788f1184ed2ad654a08738e6e3b,2bbb47defdd44b6e95be6aff50d550d1,5,5,92,0
8feb7788f1184ed2ad654a08738e6e3b,2d680713e46d48f1a8483813fdf8eaad,677,774,1,0
8feb7788f1184ed2ad654a08738e6e3b,2f6febb9f2514c06827aa6a4bfe1e69d,1,1,-246,0
8feb7788f1184ed2ad654a08738e6e3b,30aea0ab9d50468387ce90b94ce24b88,1,1,12,0
8feb7788f1184ed2ad654a08738e6e3b,3a32d27772ce468e941a09b8dd76aec3,1,1,126,0
8feb7788f1184ed2ad654a08738e6e3b,4037cb08917c43238c4691dbe8895637,1,1,-11,0
8feb7788f1184ed2ad654a08738e6e3b,435c50e639064849be9ac4671ceaf812,1,1,24,0
8feb7788f1184ed2ad654a08738e6e3b,49bc2f8db38b47f9b378f26dde2a6e64,1,1,-121,0
8feb7788f1184ed2ad654a08738e6e3b,546eff2213874a0cbc23226674b6f319,1,1,31,0
8feb7788f1184ed2ad654a08738e6e3b,57b361f6d4ca424299264c668e836e47,1,1,118,0
8feb7788f1184ed2ad654a08738e6e3b,5bdb6e60ab5c477f9244243bacb6c984,4,4,-196,0
8feb7788f1184ed2ad654a08738e6e3b,5cc9c5960b654f42829ef46a9c3a1444,21,21,-4,0
8feb7788f1184ed2ad654a08738e6e3b,5f4a737d4d744b21a68e7f81caaaa00c,12,13,42,0
8feb7788f1184ed2ad654a08738e6e3b,664871c85f90481e8ce08ed81e13204f,414,707,4,0
8feb7788f1184ed2ad654a08738e6e3b,66e3bd0917b64e4e96809be332b6d1a2,1,1,446,0
8feb7788f1184ed2ad654a08738e6e3b,67aa56ef4f504d889c6068052bab302b,1,1,-104,0
8feb7788f1184ed2ad654a08738e6e3b,744dad1a12a449ebbfc22c507e1e0e1f,1,1,449,0
8feb7788f1184ed2ad654a08738e6e3b,7afbe0f3ab05461ab5a3765ad3631052,1,1,120,0
8feb7788f1184ed2ad654a08738e6e3b,89f61d355af44e16ac1f9654029f89e0,1,1,-123,0
8feb7788f1184ed2ad654a08738e6e3b,8feb7788f1184ed2ad654a08738e6e3b,34,58,0,1
8feb7788f1184ed2ad654a08738e6e3b,9266f5048e2648e8a0dcea19009c7c92,1,1,45,0
8feb7788f1184ed2ad654a08738e6e3b,98170a572e6644028150554eb5722cb4,1,1,95,0
8feb7788f1184ed2ad654a08738e6e3b,addc582e93ef43d5a647d5a27f89866e,1,1,5,0
8feb7788f1184ed2ad654a08738e6e3b,aedac84ad12f487db1c88dbe3c82abde,1,1,-62,0
8feb7788f1184ed2ad654a08738e6e3b,af0046c8954e4c4dacf9446dd407d0f6,1,1,475,0
8feb7788f1184ed2ad654a08738e6e3b,b233e1e427114fad9d1e90757aeb33cd,109,162,-1,0
8feb7788f1184ed2ad654a08738e6e3b,b44d071a81c142198d7e7ca14f5442f6,1,1,-91,0
8feb7788f1184ed2ad654a08738e6e3b,bd6795cfc41241159ab06425ce1bf3d7,1,1,48,0
8feb7788f1184ed2ad654a08738e6e3b,bf82c8fce82849deb2c0c18f79aba303,6,6,7,0
8feb7788f1184ed2ad654a08738e6e3b,c41b9b59311243a1bbe7af884c0ab883,13,15,-2,0
8feb7788f1184ed2ad654a08738e6e3b,c559d7857b074363b531f217af72e550,3,3,30,0
8feb7788f1184ed2ad654a08738e6e3b,c662ca6bf6ce446fa8ee92f993cb42bd,2,2,2,0
8feb7788f1184ed2ad654a08738e6e3b,c7a736e53c6341f684a77474fbbbe64f,1,1,94,0
8feb7788f1184ed2ad654a08738e6e3b,c916a881ccf146b68ec3e4781195bbd1,1,1,-12,0
8feb7788f1184ed2ad654a08738e6e3b,c9543052dcba40b58909ec53da262aaa,3,3,-16,0
8feb7788f1184ed2ad654a08738e6e3b,d538c2a9c6004cc3b62a2514ff7d24f5,1,1,-251,0
8feb7788f1184ed2ad654a08738e6e3b,d88b1dd362154e4783fa29ef8cc2fd69,39,41,3,0
8feb7788f1184ed2ad654a08738e6e3b,d8a02e7515a74c9998f997f6df75771d,2,2,96,0
8feb7788f1184ed2ad654a08738e6e3b,e0c99d2be84f4d4caf2352d0f048c0ce,48,53,6,0
8feb7788f1184ed2ad654a08738e6e3b,efad98624b054b5fbe2cc340e3df324d,5,5,-18,0
8feb7788f1184ed2ad654a08738e6e3b,f258df5b93ec4688a59d208391ca6a7f,7,7,-3,0
900887df98e3499f8fd3ca09e1e84d3a,04d85100616943f8a3d2b084f403ba5f,1,1,-38,0
900887df98e3499f8fd3ca09e1e84d3a,0704a9032b0b4dfebc92a428247b2a14,1,1,414,0
900887df98e3499f8fd3ca09e1e84d3a,0e9814b3e2a94eddae75b154afe501f3,2,2,659,0
900887df98e3499f8fd3ca09e1e84d3a,1016f8c2803e4955b2ecb470241bcd95,1,1,182,0
900887df98e3499f8fd3ca09e1e84d3a,151ff258d4a74e6dbe9efde0ce31b457,1,1,146,0
900887df98e3499f8fd3ca09e1e84d3a,1c264c5f7377466b9165af2037ec7924,1,1,656,0
900887df98e3499f8fd3ca09e1e84d3a,1dc93dd0b4a4496884b7a642e928e9d2,3,3,675,0
900887df98e3499f8fd3ca09e1e84d3a,1f5002403e13485da7e7b1f5896e81ee,1,1,165,0
900887df98e3499f8fd3ca09e1e84d3a,20c18c18d1424607bd03030afc0dabc9,2,2,20,0
900887df98e3499f8fd3ca09e1e84d3a,2126522cd4b94bd68b2999261978d881,5,5,107,0
900887df98e3499f8fd3ca09e1e84d3a,23ec45e604724c2a84eb5bf1b724de68,1,1,81,0
900887df98e3499f8fd3ca09e1e84d3a,253c3d95e42f47a192997f25c3fd5881,1,1,709,0
900887df98e3499f8fd3ca09e1e84d3a,26772bf1f08f4f96ab44e6007c4c6976,1,1,120,0
900887df98e3499f8fd3ca09e1e84d3a,2bbb47defdd44b6e95be6aff50d550d1,2,2,306,0
900887df98e3499f8fd3ca09e1e84d3a,2bd1769f30ce460b8cf38f3b71207d38,7,7,25,0
900887df98e3499f8fd3ca09e1e84d3a,2c91f40c1d484adbbe41b43c1dd57fce,2,2,23,0
900887df98e3499f8fd3ca09e1e84d3a,2e1dcff64f8741438099a3b28ba6c42d,86,177,-13,0
