"mod_hex_id","courseID","module.type","desc","L2","L2label","L1","L1label","order","unq_stu","sessions","days","events","totalTime","progress_i","recurse_i","forward_o","backward_o","sl","attempts","points","loads","load_time","plays","play_time","pauses","pause_time","seeks","seek_time","user_id"
"f17dc8f749c043d78ae4dfe383e55009","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",34,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"a0077e8aad874abba1a1ec5c20ca947b","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",35,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"7bb3394632054742b3fff216a77b015e","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",36,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"08823b78df0e4a3eb4c35cb2b838dee3","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",37,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"c3c0f88fff1f4523b144a41a6c2dbcd6","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",38,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"3cce707300cc4bb99e13edcd32209318","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",39,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"089719b517f043f5b39636578e7ee001","MITxPRO+AMxB+1T2018","html",NA,"3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",40,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"a67e937f9f1941a9bb6052316e2f2fc4","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",42,1,3,2,6,0.533333333333334,6,0,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"2349ef7ca9ce436caad6190a30656821","MITxPRO+AMxB+1T2018","html",NA,"3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",43,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"5e49b3b1846c46a188f097e6520c706a","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",44,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"2a112bc1a1e048129e8e68e170e39248","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",45,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"7c052992ccd9437b9b017f4a234bb68c","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",46,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"3bb9151bb02b44c1ab2befefde55671a","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",47,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"918870b390684763bcf0b9c3378c6996","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",48,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"e42dc56d1f8d46ef902e3d38a93e0324","MITxPRO+AMxB+1T2018","html",NA,"3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",50,1,3,2,4,0.383333333333333,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"63ef1fedf15b403ca346c0f4fdc8f5f0","MITxPRO+AMxB+1T2018","html",NA,"3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",51,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"2e1dcff64f8741438099a3b28ba6c42d","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",53,1,3,2,8,3.76666666666666,4,4,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"c140d98e51f54581a920893152b0f146","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",54,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"25021407d2a44c0fa46f4da39b61fe4f","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",55,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"b2b776cf636d43d6aa8a52e423152e95","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",56,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"e1ff89042b1e4cadb4f35e7242eaa6fb","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",57,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"d2dbdeb207154c9ea7d8352623a66120","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",58,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"31c64d65a2a64134a5c3d04a58fea33d","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",59,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"15f09ebf2d5a45c092b05b8bd0cd7eca","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",60,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"8357d3333918468189fd75d0c4a4efea","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",61,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"2c1571ccf4ea48f190dede924d64978a","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",62,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"1b1d901e57774ed4aac7ad952c9bb03d","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",63,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"1a49b1a14dc74ea4a854a58957a1ff70","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",64,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"2e3b229ed3c6436dbb293d0bede84f69","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",65,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"900887df98e3499f8fd3ca09e1e84d3a","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",67,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"5769eefe272745138fb9673656879d27","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",68,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"8e1e4a26d798445eb4f2208dbbe4c304","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",69,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"c26a191d2d854bc08f0bb2d00bddf949","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",70,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"25a124a430454bd69482e68f5986c640","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",71,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"7b686383e2454b26ae0a0ba10b69e06c","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",72,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"b51078e21eba44668c93e67fe7da4a5d","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",73,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"15e0176049e845beb8ac349ecf13d64c","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",74,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"8b07dde95c5549ebbfa523a622a8e25c","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",75,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"b23733f5ccd245ed94abb5c5be18c527","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",76,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"1e0eba50184b4098912c35d9442fc4c7","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",77,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"5ff13db63251443ab80c02b58c0b485f","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",78,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"c5bda766147d4384a2ffeb98f2156679","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",79,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"e5ccaa6343884bf8a982b312206d099b","MITxPRO+AMxB+1T2018","html","TEXT","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",80,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"620b2b987e224746bcabaf23c62d77e9","MITxPRO+AMxB+1T2018","html",NA,"3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",81,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"c082eaa9c06548149a3c78284864b030","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",82,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"2fd34d2845b4497d8b01df1e609c7a6d","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",83,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"b54b3276058d446d9172bb4935fd58be","MITxPRO+AMxB+1T2018","html","Text","3c6dc4f66afe4ccfa9f314023a14e19e","Who's Teaching This Course (5 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",84,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"5bdb6e60ab5c477f9244243bacb6c984","MITxPRO+AMxB+1T2018","html",NA,"965d9e9525d84042a6c168b736358bf1","Grading and Completion Criteria (1 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",87,1,5,4,6,5.40925100785063,4,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"9c375fe94f4a47fb8074dc6870cf8820","MITxPRO+AMxB+1T2018","html",NA,"965d9e9525d84042a6c168b736358bf1","Grading and Completion Criteria (1 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",89,1,2,2,3,0.716666666666667,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"20c18c18d1424607bd03030afc0dabc9","MITxPRO+AMxB+1T2018","html",NA,"c687d4eadd1a40429c5a9c406eafa338","Certificate Information and CEUs (1 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",92,1,1,1,2,1.43333333333333,1,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"fe15037ed0db47ee8afde8f7847b94e6","MITxPRO+AMxB+1T2018","html",NA,"51ccc0a216aa4e4f92df84358ace2458","Learning Objectives and Pedagogy (2 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",95,1,1,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"f152314aca7a42a9a2e4d5ef6086c76e","MITxPRO+AMxB+1T2018","html",NA,"51ccc0a216aa4e4f92df84358ace2458","Learning Objectives and Pedagogy (2 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",97,1,1,1,2,0.383333333333333,1,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"2c91f40c1d484adbbe41b43c1dd57fce","MITxPRO+AMxB+1T2018","html",NA,"35fed104d4f44f1fa7404ccabf83780c","Academic Integrity and Rules of Conduct (1 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",100,1,1,1,2,0.266666666666667,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"2060d250adb14c9eb7e7957c563678f0","MITxPRO+AMxB+1T2018","html",NA,"51d8961f3459426bbe27955dccbbf550","Disclaimer (1 min)","3e2b8f40ac004d56a2e85e503e0e635b","Get Started (25 min)",103,1,1,1,2,1.16666666666667,1,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"2bd1769f30ce460b8cf38f3b71207d38","MITxPRO+AMxB+1T2018","html",NA,"9877b30dba0d4f6dac79221dead81e77","Foundations of Additive Manufacturing (5 min)","e78489e9108148f8aeb72d12bdded398","Week 1: Introduction to Additive Manufacturing (3 hrs)",107,1,1,1,3,1.71666666666667,2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"b18bcca1d2984ccca2bbab4c41e85de5","MITxPRO+AMxB+1T2018","video","Foundations of Additive Manufacturing","9877b30dba0d4f6dac79221dead81e77","Foundations of Additive Manufacturing (5 min)","e78489e9108148f8aeb72d12bdded398","Week 1: Introduction to Additive Manufacturing (3 hrs)",108,1,1,1,12,7.31666666666667,1,11,0,12,11,NA,NA,NA,NA,2,5.8,1,0.316666666666667,NA,NA,"a966666"
"4d62865512bb40568e055a38622db441","MITxPRO+AMxB+1T2018","html",NA,"9877b30dba0d4f6dac79221dead81e77","Foundations of Additive Manufacturing (5 min)","e78489e9108148f8aeb72d12bdded398","Week 1: Introduction to Additive Manufacturing (3 hrs)",109,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"7450b070eb784ee9a9e597d1e0880de2","MITxPRO+AMxB+1T2018","html",NA,"9877b30dba0d4f6dac79221dead81e77","Foundations of Additive Manufacturing (5 min)","e78489e9108148f8aeb72d12bdded398","Week 1: Introduction to Additive Manufacturing (3 hrs)",110,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"3763b9f526ae44f2ac2ac49749c15661","MITxPRO+AMxB+1T2018","html",NA,"8cd1733a33b042358025e4bcd8d2c918","Defining Additive Manufacturing (10 min)","e78489e9108148f8aeb72d12bdded398","Week 1: Introduction to Additive Manufacturing (3 hrs)",113,1,1,1,2,1.65,1,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"b10ef23438f9466882d17e3f0abd0149","MITxPRO+AMxB+1T2018","video","Defining Additive Manufacturing ","8cd1733a33b042358025e4bcd8d2c918","Defining Additive Manufacturing (10 min)","e78489e9108148f8aeb72d12bdded398","Week 1: Introduction to Additive Manufacturing (3 hrs)",114,1,1,1,6,8.26666666666666,1,5,1,5,5,NA,NA,NA,NA,3,2.71666666666666,2,2.13333333333333,NA,NA,"a966666"
"c7a622c4d84241c595bc384162598ed1","MITxPRO+AMxB+1T2018","html",NA,"8cd1733a33b042358025e4bcd8d2c918","Defining Additive Manufacturing (10 min)","e78489e9108148f8aeb72d12bdded398","Week 1: Introduction to Additive Manufacturing (3 hrs)",115,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
"a137964dcca34365ba31a7563531e07b","MITxPRO+AMxB+1T2018","problem","Question #1","8cd1733a33b042358025e4bcd8d2c918","Defining Additive Manufacturing (10 min)","e78489e9108148f8aeb72d12bdded398","Week 1: Introduction to Additive Manufacturing (3 hrs)",116,1,1,1,2,0.883333333333334,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"a966666"
