cluster id,user id,is exemplar
1,19048032,0
2,19059579,0
1,19062066,0
2,19063523,0
0,19063583,0
2,19063662,0
0,19063850,0
2,19063989,0
2,19064076,0
2,19064599,0
0,19064658,0
0,19064670,0
0,19064861,0
1,19064876,0
0,19066758,0
0,19070047,0
0,19070646,0
1,19071255,0
2,19071303,0
3,19071504,0
3,19071775,0
0,19071822,0
2,19072240,0
1,19072844,0
3,19073148,0
1,19073292,0
3,19073373,0
0,19073380,0
1,19073406,0
2,19073460,0
0,19073556,0
0,19073743,0
1,19074177,0
0,19074400,0
0,19074401,0
2,19074498,0
1,19075032,0
0,19075050,0
1,19075112,0
3,19075507,0
0,19075685,0
3,19075924,0
1,19076201,0
1,19076367,0
3,19076399,0
1,19077073,0
1,19077250,0
3,19077369,0
2,19077447,0
1,19078486,0
0,19083427,0
2,19083955,0
1,19084054,0
3,19084084,0
0,19084141,0
2,19084281,0
2,19084317,0
3,19085139,0
3,19085980,0
3,19086591,0
1,19088595,0
1,19088755,0
2,19095790,0
0,19095921,0
1,19099902,0
3,19100600,0
2,19103096,0
1,19103297,0
3,19110864,0
1,19112440,0
1,19117321,0
1,19125826,0
3,19136724,0
0,19140466,0
0,19203461,0
2,19267254,0
1,19540432,0

