id,x,y,courseID,mod_type,order,stds,count,chpModLabel,seqModLabel,In-Degree,Out-Degree,Degree,name
7c052992ccd9437b9b017f4a234bb68c,-2157.685f,503.03604f,MITxPRO+AMxB+1T2018,html,25,0,0,Get Started (25 min),MIT Course Assistants-Html,0,0,0,7c052992ccd9437b9b017f4a234bb68c
3bb9151bb02b44c1ab2befefde55671a,2156.6323f,451.77716f,MITxPRO+AMxB+1T2018,html,26,1,1,Get Started (25 min),MIT Course Assistants-Html,0,0,0,3bb9151bb02b44c1ab2befefde55671a
918870b390684763bcf0b9c3378c6996,2341.113f,343.01328f,MITxPRO+AMxB+1T2018,html,27,3,12,Get Started (25 min),MIT Course Assistants-Html,1,1,2,918870b390684763bcf0b9c3378c6996
e42dc56d1f8d46ef902e3d38a93e0324,1180.1196f,1065.669f,MITxPRO+AMxB+1T2018,html,28,912,2435,Get Started (25 min),Boeing Course Assistants-Html,11,10,21,e42dc56d1f8d46ef902e3d38a93e0324
63ef1fedf15b403ca346c0f4fdc8f5f0,870.34296f,960.68823f,MITxPRO+AMxB+1T2018,html,29,17,35,Get Started (25 min),Boeing Course Assistants-Html,2,2,4,63ef1fedf15b403ca346c0f4fdc8f5f0
2e1dcff64f8741438099a3b28ba6c42d,1145.2087f,1084.8075f,MITxPRO+AMxB+1T2018,html,30,912,4170,Get Started (25 min),MIT Content Development Team-Html,15,21,36,2e1dcff64f8741438099a3b28ba6c42d
c140d98e51f54581a920893152b0f146,-1571.5526f,1810.1288f,MITxPRO+AMxB+1T2018,html,31,2,5,Get Started (25 min),MIT Content Development Team-Html,0,0,0,c140d98e51f54581a920893152b0f146
25021407d2a44c0fa46f4da39b61fe4f,-2155.8958f,607.0869f,MITxPRO+AMxB+1T2018,html,32,2,2,Get Started (25 min),MIT Content Development Team-Html,0,0,0,25021407d2a44c0fa46f4da39b61fe4f
b2b776cf636d43d6aa8a52e423152e95,2134.049f,551.33234f,MITxPRO+AMxB+1T2018,html,33,4,8,Get Started (25 min),MIT Content Development Team-Html,0,0,0,b2b776cf636d43d6aa8a52e423152e95
e1ff89042b1e4cadb4f35e7242eaa6fb,-2096.8723f,425.92313f,MITxPRO+AMxB+1T2018,html,34,2,2,Get Started (25 min),MIT Content Development Team-Html,0,0,0,e1ff89042b1e4cadb4f35e7242eaa6fb
d2dbdeb207154c9ea7d8352623a66120,-2070.5007f,-708.49695f,MITxPRO+AMxB+1T2018,html,35,0,0,Get Started (25 min),MIT Content Development Team-Html,0,0,0,d2dbdeb207154c9ea7d8352623a66120
31c64d65a2a64134a5c3d04a58fea33d,1252.5759f,-1768.6469f,MITxPRO+AMxB+1T2018,html,36,1,2,Get Started (25 min),MIT Content Development Team-Html,0,0,0,31c64d65a2a64134a5c3d04a58fea33d
15f09ebf2d5a45c092b05b8bd0cd7eca,2083.841f,714.6901f,MITxPRO+AMxB+1T2018,html,37,1,1,Get Started (25 min),MIT Content Development Team-Html,0,0,0,15f09ebf2d5a45c092b05b8bd0cd7eca
8357d3333918468189fd75d0c4a4efea,-1350.2896f,-1942.3717f,MITxPRO+AMxB+1T2018,html,38,3,3,Get Started (25 min),MIT Content Development Team-Html,0,0,0,8357d3333918468189fd75d0c4a4efea
2c1571ccf4ea48f190dede924d64978a,-1840.9948f,-1431.6681f,MITxPRO+AMxB+1T2018,html,39,3,4,Get Started (25 min),MIT Content Development Team-Html,0,0,0,2c1571ccf4ea48f190dede924d64978a
1b1d901e57774ed4aac7ad952c9bb03d,-1692.0028f,1539.8129f,MITxPRO+AMxB+1T2018,html,40,7,8,Get Started (25 min),MIT Content Development Team-Html,0,0,0,1b1d901e57774ed4aac7ad952c9bb03d
1a49b1a14dc74ea4a854a58957a1ff70,-1149.6349f,-2018.265f,MITxPRO+AMxB+1T2018,html,41,3,4,Get Started (25 min),MIT Content Development Team-Html,0,0,0,1a49b1a14dc74ea4a854a58957a1ff70
2e3b229ed3c6436dbb293d0bede84f69,1966.078f,-987.7039f,MITxPRO+AMxB+1T2018,html,42,7,11,Get Started (25 min),MIT Content Development Team-Html,0,0,0,2e3b229ed3c6436dbb293d0bede84f69
900887df98e3499f8fd3ca09e1e84d3a,1121.4802f,1049.4805f,MITxPRO+AMxB+1T2018,html,43,299,1326,Get Started (25 min),Industry Experts-Html,12,13,25,900887df98e3499f8fd3ca09e1e84d3a
5769eefe272745138fb9673656879d27,2125.0815f,626.257f,MITxPRO+AMxB+1T2018,html,44,2,2,Get Started (25 min),Industry Experts-Html,0,0,0,5769eefe272745138fb9673656879d27
8e1e4a26d798445eb4f2208dbbe4c304,-2033.9934f,1421.1215f,MITxPRO+AMxB+1T2018,html,45,1,1,Get Started (25 min),Industry Experts-Html,0,0,0,8e1e4a26d798445eb4f2208dbbe4c304
c26a191d2d854bc08f0bb2d00bddf949,1989.6506f,862.50757f,MITxPRO+AMxB+1T2018,html,46,2,2,Get Started (25 min),Industry Experts-Html,0,0,0,c26a191d2d854bc08f0bb2d00bddf949
25a124a430454bd69482e68f5986c640,-1795.6635f,1478.9634f,MITxPRO+AMxB+1T2018,html,47,2,2,Get Started (25 min),Industry Experts-Html,0,0,0,25a124a430454bd69482e68f5986c640
7b686383e2454b26ae0a0ba10b69e06c,664.0569f,-1574.3411f,MITxPRO+AMxB+1T2018,html,48,2,2,Get Started (25 min),Industry Experts-Html,0,0,0,7b686383e2454b26ae0a0ba10b69e06c
b51078e21eba44668c93e67fe7da4a5d,-2218.0994f,82.193375f,MITxPRO+AMxB+1T2018,html,49,1,1,Get Started (25 min),Industry Experts-Html,0,0,0,b51078e21eba44668c93e67fe7da4a5d
15e0176049e845beb8ac349ecf13d64c,-2007.5659f,1448.731f,MITxPRO+AMxB+1T2018,html,50,1,1,Get Started (25 min),Industry Experts-Html,0,0,0,15e0176049e845beb8ac349ecf13d64c
8b07dde95c5549ebbfa523a622a8e25c,-2020.5428f,-815.9023f,MITxPRO+AMxB+1T2018,html,51,1,1,Get Started (25 min),Industry Experts-Html,0,0,0,8b07dde95c5549ebbfa523a622a8e25c
b23733f5ccd245ed94abb5c5be18c527,2227.735f,26.794243f,MITxPRO+AMxB+1T2018,html,52,2,9,Get Started (25 min),Industry Experts-Html,0,0,0,b23733f5ccd245ed94abb5c5be18c527
1e0eba50184b4098912c35d9442fc4c7,-2018.136f,-886.03546f,MITxPRO+AMxB+1T2018,html,53,2,2,Get Started (25 min),Industry Experts-Html,0,0,0,1e0eba50184b4098912c35d9442fc4c7
5ff13db63251443ab80c02b58c0b485f,1968.9221f,916.59674f,MITxPRO+AMxB+1T2018,html,54,1,1,Get Started (25 min),Industry Experts-Html,0,0,0,5ff13db63251443ab80c02b58c0b485f
c5bda766147d4384a2ffeb98f2156679,752.9342f,-1333.5542f,MITxPRO+AMxB+1T2018,html,55,1,1,Get Started (25 min),Industry Experts-Html,0,0,0,c5bda766147d4384a2ffeb98f2156679
e5ccaa6343884bf8a982b312206d099b,-1910.7069f,-428.7391f,MITxPRO+AMxB+1T2018,html,56,3,4,Get Started (25 min),Industry Experts-Html,0,0,0,e5ccaa6343884bf8a982b312206d099b
620b2b987e224746bcabaf23c62d77e9,-1939.3867f,-873.94f,MITxPRO+AMxB+1T2018,html,57,1,1,Get Started (25 min),Industry Experts-Html,0,0,0,620b2b987e224746bcabaf23c62d77e9
c082eaa9c06548149a3c78284864b030,1648.6499f,-1391.8447f,MITxPRO+AMxB+1T2018,html,58,5,5,Get Started (25 min),Industry Experts-Html,0,0,0,c082eaa9c06548149a3c78284864b030
2fd34d2845b4497d8b01df1e609c7a6d,1916.662f,-1049.244f,MITxPRO+AMxB+1T2018,html,59,8,9,Get Started (25 min),Industry Experts-Html,0,0,0,2fd34d2845b4497d8b01df1e609c7a6d
b54b3276058d446d9172bb4935fd58be,-948.5825f,-141.56126f,MITxPRO+AMxB+1T2018,html,60,12,20,Get Started (25 min),Industry Experts-Html,1,0,1,b54b3276058d446d9172bb4935fd58be
5bdb6e60ab5c477f9244243bacb6c984,1076.7797f,1097.8339f,MITxPRO+AMxB+1T2018,html,61,924,4321,Get Started (25 min),Grading and Completion Criteria-Html,109,86,195,5bdb6e60ab5c477f9244243bacb6c984
9c375fe94f4a47fb8074dc6870cf8820,1202.1497f,1368.436f,MITxPRO+AMxB+1T2018,html,62,917,3245,Get Started (25 min),Academic Integrity-Html,6,15,21,9c375fe94f4a47fb8074dc6870cf8820
20c18c18d1424607bd03030afc0dabc9,1211.3962f,1410.0911f,MITxPRO+AMxB+1T2018,html,63,916,3366,Get Started (25 min),Certificate Information and CEUs-Html,5,17,22,20c18c18d1424607bd03030afc0dabc9
fe15037ed0db47ee8afde8f7847b94e6,1173.5608f,1411.6102f,MITxPRO+AMxB+1T2018,html,64,915,1703,Get Started (25 min),Learning Objectives-Html,6,11,17,fe15037ed0db47ee8afde8f7847b94e6
f152314aca7a42a9a2e4d5ef6086c76e,1188.7949f,1439.6266f,MITxPRO+AMxB+1T2018,html,65,912,2745,Get Started (25 min),Pedagogy-Html,4,7,11,f152314aca7a42a9a2e4d5ef6086c76e
2c91f40c1d484adbbe41b43c1dd57fce,1151.2268f,1461.0505f,MITxPRO+AMxB+1T2018,html,66,912,2904,Get Started (25 min),Academic Integrity and Rules of Conduct-Html,10,7,17,2c91f40c1d484adbbe41b43c1dd57fce
2060d250adb14c9eb7e7957c563678f0,1160.731f,1494.9637f,MITxPRO+AMxB+1T2018,html,67,909,2921,Get Started (25 min),Disclaimer-Html,7,17,24,2060d250adb14c9eb7e7957c563678f0
2bd1769f30ce460b8cf38f3b71207d38,1374.2532f,1845.423f,MITxPRO+AMxB+1T2018,html,68,913,4006,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Html,45,29,74,2bd1769f30ce460b8cf38f3b71207d38
b18bcca1d2984ccca2bbab4c41e85de5,1308.4912f,1832.3956f,MITxPRO+AMxB+1T2018,video,69,894,6949,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Foundations of Additive Manufacturing,11,11,22,b18bcca1d2984ccca2bbab4c41e85de5
4d62865512bb40568e055a38622db441,1423.5253f,1682.1826f,MITxPRO+AMxB+1T2018,html,70,34,53,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Html,3,4,7,4d62865512bb40568e055a38622db441
7450b070eb784ee9a9e597d1e0880de2,1357.1298f,1733.0881f,MITxPRO+AMxB+1T2018,html,71,58,92,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Html,6,4,10,7450b070eb784ee9a9e597d1e0880de2
3763b9f526ae44f2ac2ac49749c15661,1349.5096f,1903.626f,MITxPRO+AMxB+1T2018,html,72,916,4165,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Html,47,39,86,3763b9f526ae44f2ac2ac49749c15661
b10ef23438f9466882d17e3f0abd0149,1435.7793f,1882.5302f,MITxPRO+AMxB+1T2018,video,73,891,7807,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Defining Additive Manufacturing ,15,14,29,b10ef23438f9466882d17e3f0abd0149
c7a622c4d84241c595bc384162598ed1,1746.4723f,1725.5116f,MITxPRO+AMxB+1T2018,html,74,19,21,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Html,2,1,3,c7a622c4d84241c595bc384162598ed1
a137964dcca34365ba31a7563531e07b,1496.1228f,1871.5288f,MITxPRO+AMxB+1T2018,problem,75,917,4146,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 1,9,10,19,a137964dcca34365ba31a7563531e07b
5b7be604e0a24022b6e4c88a2391e099,1781.092f,1786.4861f,MITxPRO+AMxB+1T2018,html,76,21,23,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Html,2,3,5,5b7be604e0a24022b6e4c88a2391e099
5fa68b182e974d6b82927d21dd4e4f9a,1545.9696f,1873.4458f,MITxPRO+AMxB+1T2018,problem,77,914,3168,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 2,12,9,21,5fa68b182e974d6b82927d21dd4e4f9a
b0a012fae6fe4eb0af63473d516476b7,1587.9194f,1886.2288f,MITxPRO+AMxB+1T2018,problem,78,914,3084,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 3,8,7,15,b0a012fae6fe4eb0af63473d516476b7
4be29d7cb0e4400887b4848365b47a4d,1601.8695f,1926.3433f,MITxPRO+AMxB+1T2018,problem,79,913,2973,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 4,7,8,15,4be29d7cb0e4400887b4848365b47a4d
8288c793632d4a81a50ef5e13bf8911c,1557.7769f,1940.1195f,MITxPRO+AMxB+1T2018,problem,80,913,2962,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 5,7,7,14,8288c793632d4a81a50ef5e13bf8911c
083e170a98cc47909270dde338cffbff,1506.9889f,1933.5708f,MITxPRO+AMxB+1T2018,problem,81,917,3041,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 6,9,10,19,083e170a98cc47909270dde338cffbff
043d02d4e89541cdb2c73ca0d2eca377,1261.0155f,1990.3232f,MITxPRO+AMxB+1T2018,html,82,917,5016,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Html,43,40,83,043d02d4e89541cdb2c73ca0d2eca377
1ee01257a4174216a0bf6d64ad67decf,1350.6698f,2010.7301f,MITxPRO+AMxB+1T2018,video,83,892,10320,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-The Importance of AM,17,18,35,1ee01257a4174216a0bf6d64ad67decf
091e476b9c794d019c1660622a3a12f6,1416.9739f,2035.8134f,MITxPRO+AMxB+1T2018,problem,84,920,3532,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 1,6,8,14,091e476b9c794d019c1660622a3a12f6
d4f85f1570bf4ced82ef64cab4fa68f4,1438.7078f,2072.4934f,MITxPRO+AMxB+1T2018,problem,85,918,3418,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 2,8,11,19,d4f85f1570bf4ced82ef64cab4fa68f4
b4e40f400718476dad4c66477ccb68d0,1570.808f,2117.2817f,MITxPRO+AMxB+1T2018,html,86,39,67,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Html,5,4,9,b4e40f400718476dad4c66477ccb68d0
ca856b87daac457ab8b54e03644f4264,1395.4696f,2100.3818f,MITxPRO+AMxB+1T2018,problem,87,920,4504,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 3: Aerospace Bracket,10,8,18,ca856b87daac457ab8b54e03644f4264
f0d9ed3b227a456f85ef40f79f56e546,1359.4169f,2131.0842f,MITxPRO+AMxB+1T2018,problem,88,920,4054,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 4: Knee Implant,7,7,14,f0d9ed3b227a456f85ef40f79f56e546
d59550403f9b49628189ff34f74d3b3d,1304.9836f,2109.1382f,MITxPRO+AMxB+1T2018,problem,89,920,6010,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 5: Orthodontic Aligner,9,9,18,d59550403f9b49628189ff34f74d3b3d
432e2e03af924d10b164b60c5fcb86a1,1271.5653f,2069.345f,MITxPRO+AMxB+1T2018,problem,90,919,4374,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 6: Performance Running Shoe,10,10,20,432e2e03af924d10b164b60c5fcb86a1
5fe15241fc4840f1a7fb294182265c39,1158.6903f,2026.9114f,MITxPRO+AMxB+1T2018,html,91,913,5344,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Html,73,54,127,5fe15241fc4840f1a7fb294182265c39
f3cfda7ffa804facb0183da6497283a6,1085.8123f,2067.0647f,MITxPRO+AMxB+1T2018,video,92,877,8515,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-The Additive Manufacturing Industry,13,27,40,f3cfda7ffa804facb0183da6497283a6
d457def4b5744eda84b61b030ba37c4d,1270.731f,2290.0317f,MITxPRO+AMxB+1T2018,html,93,26,31,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Html,2,3,5,d457def4b5744eda84b61b030ba37c4d
54ce11d3d7d146868c49330c5988da72,1129.9218f,2120.2695f,MITxPRO+AMxB+1T2018,html,94,124,211,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Html,6,5,11,54ce11d3d7d146868c49330c5988da72
391baeed712c4a22b2cf24c3862ebd70,1873.9279f,353.92834f,MITxPRO+AMxB+1T2018,discussion,95,4,4,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Where do you see the greatest opportunities for mass production using AM?,0,0,0,391baeed712c4a22b2cf24c3862ebd70
4ccb45d574ff4f8eb16c6909f28f2925,1284.7927f,-1811.097f,MITxPRO+AMxB+1T2018,discussion,96,0,0,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Can you think of another potential customized product that AM would eble?,0,0,0,4ccb45d574ff4f8eb16c6909f28f2925
a2df8dacf5ba431998391eab736836e7,2209.8723f,461.0744f,MITxPRO+AMxB+1T2018,discussion,97,1,1,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-What other expertise do you hope to connect with throughout this course to enhance your knowledge of the applications and potential of AM?,0,0,0,a2df8dacf5ba431998391eab736836e7
1afa468dc7ce4b91a590366c2a697707,1010.4397f,2112.2139f,MITxPRO+AMxB+1T2018,html,98,909,4600,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Html,25,34,59,1afa468dc7ce4b91a590366c2a697707
c69e8c4f31b84da1819bfbd83719e7d2,1039.6027f,2168.194f,MITxPRO+AMxB+1T2018,problem,99,907,4731,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 1,11,9,20,c69e8c4f31b84da1819bfbd83719e7d2
b30f0577ae11446a85aff7721bcfcf2f,1084.9235f,2187.099f,MITxPRO+AMxB+1T2018,problem,100,909,3115,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 2,10,9,19,b30f0577ae11446a85aff7721bcfcf2f
b6a4f407524b40eeb08d984b32836876,1075.3755f,2231.4568f,MITxPRO+AMxB+1T2018,problem,101,905,3082,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 3,8,10,18,b6a4f407524b40eeb08d984b32836876
83df58e45bca4a728eb3dcb87532e1a1,1025.79f,2228.58f,MITxPRO+AMxB+1T2018,problem,102,907,4422,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 4,9,9,18,83df58e45bca4a728eb3dcb87532e1a1
5fcfdbc511594d9fb3d368bcbc0adf84,1110.7191f,2370.6992f,MITxPRO+AMxB+1T2018,html,103,45,61,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Html,4,4,8,5fcfdbc511594d9fb3d368bcbc0adf84
1a4bb735ff0049dba3a0633edf68276a,979.89636f,2213.6082f,MITxPRO+AMxB+1T2018,problem,104,907,2839,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 5,8,9,17,1a4bb735ff0049dba3a0633edf68276a
7228edcdafd748a8ba059ace1ec6a202,977.2061f,2171.2954f,MITxPRO+AMxB+1T2018,problem,105,906,2753,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 6,9,10,19,7228edcdafd748a8ba059ace1ec6a202
6ad12d818d9a441c87b8c41450b11f12,892.0885f,2121.4504f,MITxPRO+AMxB+1T2018,html,106,905,4214,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Html,35,35,70,6ad12d818d9a441c87b8c41450b11f12
fc68686f026f4a1c8b21f5339ac0044c,876.89343f,2199.2983f,MITxPRO+AMxB+1T2018,video,107,854,7323,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-The AM Workflow (from CAD to part),18,15,33,fc68686f026f4a1c8b21f5339ac0044c
550b719286db44248d48173c92970f5b,954.62756f,2409.0688f,MITxPRO+AMxB+1T2018,html,108,30,37,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Html,3,2,5,550b719286db44248d48173c92970f5b
20ccdcf059974bbea51abef68782ce5c,671.2797f,2400.5679f,MITxPRO+AMxB+1T2018,html,109,15,23,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Html,2,2,4,20ccdcf059974bbea51abef68782ce5c
2afff631870d43df9cf42c91ff1c375f,865.2727f,2257.826f,MITxPRO+AMxB+1T2018,problem,110,906,2916,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 1,9,8,17,2afff631870d43df9cf42c91ff1c375f
25a120914939487ab01f3e320cb238f4,853.1694f,2299.0532f,MITxPRO+AMxB+1T2018,problem,111,909,3285,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 2,8,8,16,25a120914939487ab01f3e320cb238f4
a8413f2779a14150bf1c83e9f5ea447c,815.7302f,2323.0164f,MITxPRO+AMxB+1T2018,problem,112,909,3054,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 3,7,8,15,a8413f2779a14150bf1c83e9f5ea447c
53b450f515af46c3b1eb571ec6d1fd4c,797.22406f,2279.183f,MITxPRO+AMxB+1T2018,problem,113,909,2924,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 4,7,8,15,53b450f515af46c3b1eb571ec6d1fd4c
905f0cf9e2374c818bf1263e9d7e2c00,804.6478f,2236.6006f,MITxPRO+AMxB+1T2018,problem,114,909,2953,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 5,9,9,18,905f0cf9e2374c818bf1263e9d7e2c00
